Company Name (EN),Company Name (GR),Country (EN),Country (GR),Pavilion,Stand,Street,Number,City,Postal Code,Region,Email,Phone,Website,Products (EN),Products (GR),Exhibition Code
TOKAS OLYMP FRUITS,TOKAS OLYMP FRUITS,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C08,Karitsa,,Katerini,60150,Pierias,info@tokasoe.cosmotemail.gr,2351053789,www.tokasolympfruits.com,Kiwi,Ακτινίδιο,49-FRE-2025
TOPPY S.R.L.,TOPPY S.R.L.,Italy,Ιταλία,PAVILION 13,B17,,,,,,info@toppy.it,,,,,49-FRE-2025
TRANSPAK,TRANSPAK,Taiwan,Ταϊβάν,PAVILION 13,B17,,,,,,transpak@transpak.com.tw,,,,,49-FRE-2025
TSAKOS ASPARAGUS,TSAKOS ASPARAGUS,Greece,Ελλάδα,PAVILION 13,A10A,Agia Triada,,Imathia,59031,Central Macedonia,ioan.tsakos@gmail.com,6984975389,www.tsakosasparagus.gr,Sparagki,Σπαράγγι,49-FRE-2025
TSIATSMAS FRUITS PC,TSIATSMAS FRUITS IKE,Greece,Ελλάδα,PAVILION 13,C13,Niselli,,Alexandria,59300,Imathia,info@tsiatsmasfruits.gr,+306981456829,www.tsiatsmasfruits.gr,"Apple, Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Pear, Plum, Quince, Trade of fresh fruit","Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Εμπορία φρέσκων φρούτων, Κεράσι, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
TSOLAS FRUIT S.M.P.C.,TSOLAS FRUIT M.I.K.E.,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,A04,Filothei,,Arta,47042,Arta,info@tsolasfruit.gr,6986703793,https://tsolasfruit.gr/,"FRESH FRUITS &amp; VEGETABLES, Kiwi, Mandarin, Orange, Trade of fresh fruit","Ακτινίδιο, Εμπορία φρέσκων φρούτων, Μανταρίνι, Πορτοκάλι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
UNITEC S.P.A.,UNITEC S.P.A.,Italy,Ιταλία,PAVILION 15 GROUND FLOOR,C02,Via Provinciale Cotignola,20/9,Lugo,48022,Ra,unitec@unitec-group.com,+390545288884,https://en.unitec-group.com/,"Apple, Apricot, Avocado, Blueberry, Cherry, Cherry tomatoes, Chestnut, Eggplant, Fig, FRESH FRUITS &amp; VEGETABLES, Fruit and vegetable processing machinery, Grape, Kiwi, Lemons, Mandarin, Melon, Nectarine, NUTS, Onion, Orange, Peach, Pear, Plum, Pomegranate, Tomato, Watermelon, Zucchini","Αβοκάντο, Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Καρπούζι, Κάστανο, Κεράσι, Κολοκύθι, Κρεμμύδι, Λεμόνια, Μανταρίνι, Μελιτζάνα, Μήλο, Μηχανήματα-επεξεργασίας φρούτων &amp;  λαχανικών, Μύρτιλο, Νεκταρίνι, Ντομάτα, Ντοματίνια, ΞΗΡΟΙ ΚΑΡΠΟΙ, Πεπόνι, Πορτοκάλι, Ροδάκινο, Ρόδι, Σταφύλι, Σύκο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
UNITEC S.P.A.,UNITEC S.P.A.,Italy,Ιταλία,PAVILION 15 GROUND FLOOR,C03,,,,,,unitec@unitec-group.com,,,,,49-FRE-2025
UNITEC S.P.A.,UNITEC S.P.A.,Italy,Ιταλία,,,,,,,,unitec@unitec-group.com,,,,,49-FRE-2025
VAN AMERONGEN ULO TECHNICS B.V.,VAN AMERONGEN ULO TECHNICS B.V.,Netherlands,Ολλανδία,PAVILION 13,D11,,,,,,info@van-amerongen.com,,,,,49-FRE-2025
VARVARESOS FRESHNES,VARVARESOS FRESHNES,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B11,Central market of Athens,B 24-26-28-32,Ag. I. Rentis,18233,Attica,info@freshnes.gr,6946961103,www.freshnes.gr,"Avocado, FRESH FRUITS &amp; VEGETABLES, Kiwi, Mushrooms, Trade of fresh fruit, Trade of fresh vegetables","Αβοκάντο, Ακτινίδιο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Μανιτάρια, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
VELVITA BY ASEPOP VELVENTOS,VELVITA - ΑΣΕΠΟΠ ΒΕΛΒΕΝΤΟΥ,Greece,Ελλάδα,PAVILION 13,D04G,Velventos - Kozani,,Velventos,50400,Kozani,asepop@asepop.gr,6993549897,www.asepop.gr,"Apple, FRESH FRUITS &amp; VEGETABLES, Peach","Μήλο, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
VOITSIDIS POTATOES,VOITSIDIS POTATOES,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B19,Proastio,1,Ptolemaida,50200,Kozani,vspotatoes@gmail.com,6948596169,www.vspotatoes.gr,"Fertilizers, FRESH FRUITS &amp; VEGETABLES, Potato","Λιπάσματα, Πατάτα, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
WIL-SAD SP. Z O. O.,WIL-SAD SP. Z O. O.,Poland,Πολωνία,PAVILION 13,B01,Wicie,5,Wilga,08-470,Masovian Voivodeship,info@wilsad.pl,+48 25 683 53 78,www.wilsad.pl,"Apple, FRESH FRUITS &amp; VEGETABLES, Pear, Trade of fresh fruit","Αχλάδι, Εμπορία φρέσκων φρούτων, Μήλο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
WWW.GREEKFRUITS.EU,WWW.GREEKFRUITS.EU,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D02,AGIAS MARINAS AV.,308,KOROPI,19400,ATTIKI,konstantinagiannoutsou@yahoo.com,+30 6944240357,https://greekfruits.eu/,"CONSULTANTS, SERVICES","ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ, ΣΥΜΒΟΥΛΟΙ ΕΠΙΧΕΙΡΗΣΕΩΝ",49-FRE-2025
A. KARAGIOTAS  / VAN AMERONGEN ULO TECHNICS B.V.,Α. ΚΑΡΑΓΙΩΤΑΣ ΜΙΚΕ / VAN AMERONGEN ULO TECHNICS B.V.,Greece,Ελλάδα,PAVILION 13,D11,Skopadon,37,Larissa,41335,Larissa,skaragiotas@yahoo.gr,+30 6973 885295,www.van-amerongen.com,"Controlled atmosphere refrigeration systems, Cooling Systems, Fruit preservation systems","Συστήματα συντήρησης φρούτων, Συστήματα ψυκτικών εφαρμογών θαλάμων ελεγχόμενης ατμοσφαίρας, Συστήματα Ψύξης",49-FRE-2025
AP. PAVLOS S.A.,Α.Ε.Σ ΑΠ. ΠΑΥΛΟΣ Α.Ε.,Greece,Ελλάδα,PAVILION 13,D08,Kouloura,,Veria,59150,Imathia,kasoap@gmail.com,2331024961,,"Apple, Apricot, Kiwi, Lotus, Nectarine, Peach, Pear, Quince, Trade of fresh fruit","Ακτινίδιο, Αχλάδι, Βερίκοκο, Εμπορία φρέσκων φρούτων, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο",49-FRE-2025
KOMEX S.A  -  A.C. N.APOLLON,Α.Ε.Σ ΚΟΜΕΞ Α.Ε  -  Α.Σ ΝΕΟΣ ΑΠΟΛΛΩΝ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C13,Kouloura,,Veria,59100,Imathia,sk.standworld@cytanet.com.cy,2331 097600,komex.gr,Trade of fresh fruit,Εμπορία φρέσκων φρούτων,49-FRE-2025
VENUS GROWERS,Α.Σ ΒΕΡΟΙΑΣ VENUS GROWERS,Greece,Ελλάδα,PAVILION 13,D04D,R.R. Station of Veria,,Veria,59131,Imathia,j.mpetsias@venusgrowers.gr,2331023311,www.venusgrowers.gr,SERVICES,ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ,49-FRE-2025
VENUS GROWERS,Α.Σ ΒΕΡΟΙΑΣ VENUS GROWERS,Greece,Ελλάδα,PAVILION 13,D04C,R.R. Station of Veria,,Veria,59131,Veria,j.mpetsias@venusgrowers.gr,2331023311,www.venusgrowers.gr,SERVICES,ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ,49-FRE-2025
A.C. MELIKI,Α.Σ. ΜΕΛΙΚΗΣ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D05,Agricultural Area Bares,,Alexandria,590 31,Imathia,acmeliki1928@gmail.com,+30 6975129004,www.acmeliki.gr,"Apple, Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Pear, Quince","Ακτινίδιο, Αχλάδι, Βερίκοκο, Κεράσι, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
A.C. NEOS ALIAKMON,Α.Σ. ΝΕΟΣ ΑΛΙΑΚΜΩΝ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B06,Ammos Veria str.,,Veria,591 00,Imathia,aliakmam@otenet.gr,+30 23310 91202,https://www.neosaliakmon.gr/index.php/el/,"Apple, Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Pear, Pomegranate, Quince, Trade of fresh fruit, Vanilla","Ακτινίδιο, Αχλάδι, Βανίλια, Βερίκοκο, Εμπορία φρέσκων φρούτων, Κεράσι, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, Ρόδι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
A.C. OF PELLA,Α.Σ. ΠΕΛΛΑΣ,Greece,Ελλάδα,PAVILION 13,A09,D & M. Papadopoulou,9,Giannitsa,58100,Pella,easgiannitsa.kallip@gmail.com,2382028137,www.acpella.gr,"Apple, Apricot, FRESH FRUITS &amp; VEGETABLES, Lotus, Nectarine, Peach, Pear, Trade of fresh fruit, Vanilla","Αχλάδι, Βανίλια, Βερίκοκο, Εμπορία φρέσκων φρούτων, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
AGRICULTURAL COOPERATIVE OF THE WIDE AREA OF AMINDEO- AMYNTASFRUIT,Α.Σ.ΕΥΡΥΤΕΡΗΣ ΠΕΡΙΟΧΗΣ ΑΜΥΝΤΑΙΟΥ (Α.Σ.Ε.Π.Α.) - AMYNTASFRUIT,Greece,Ελλάδα,PAVILION 13,D04B,Gimnastiriou,7,Amindeo,53200,Florina,info@asepa.gr,2386023813,www.asepa.gr,"Cherry, Nectarine, Peach, SERVICES","Κεράσι, Νεκταρίνι, ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ, Ροδάκινο",49-FRE-2025
A.C.F. VELVENTOS `DIMITRA`,Α.Σ.Ο. ΒΕΛΒΕΝΤΟΥ `Η ΔΗΜΗΤΡΑ`,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D06,1st km provincial road Velvento-Kozani,,Velvento,50400,Kozani,info@dimitracoop.gr,+30 6977471002,www.dimitracoop.gr,"Apple, Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Lotus, Nectarine, Peach, Quince, Trade of fresh fruit","Βερίκοκο, Εμπορία φρέσκων φρούτων, Κεράσι, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
A.C. NESPAR,Α.Σ.Σ. ΝΕΣΠΑΡ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B09,Chrisochori,,Chrisoupoli,642 00,Kavala,info@nespar.gr,+30 25910 61779,http://www.nespar.gr/el/,"FRESH FRUITS &amp; VEGETABLES, Kiwi, Sparagki","Ακτινίδιο, Σπαράγγι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
A.C. NESPAR,Α.Σ.Σ. ΝΕΣΠΑΡ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B09,,154,Chrisoupoli,54636,Kavala,info@winconsulting.gr,2321302022,,"FRESH FRUITS &amp; VEGETABLES, Kiwi, Sparagki","Ακτινίδιο, Σπαράγγι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
AGGELOS,ΑΓΓΕΛΟΣ,Greece,Ελλάδα,PAVILION 13,B09,E. Varlami str.,10,Veria,59132,Imathia,aggimpex@otenet.gr,+30 23310 61403,http://www.aggimpex.gr/,"Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Klimentine, Mandarin, Nectarine, Orange, Peach, Peach ufo, Pear, Plum, Trade of fresh fruit, Trade of fresh vegetables","Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Κεράσι, Κλημεντίνη, Μανταρίνι, Νεκταρίνι, Πορτοκάλι, Ροδάκινο, Ροδάκινο ufo, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
AGRICULTURAL COORPERATIVE OF MELIVIA,ΑΓΡΟΤΙΚΟΣ ΣΥΝ/ΣΜΟΣ ΜΕΛΙΒΟΙΑΣ  Η ΑΘΑΝΑΤΗ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D13,Melivoia,00,Melivoia,40003,Larissa,kraniotis.vagelis@gmail.com,6947610090,acmelivias.gr,FRUITS &amp; VEGETABLES (ORGANIC),ΦΡΟΥΤΑ-ΛΑΧΑΝΙΚΑ ΒΙΟΛΟΓΙΚΑ,49-FRE-2025
AGRICULTURAL COOPERATIVE ARTEMIS,ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΡΤΕΜΙΣ,Greece,Ελλάδα,PAVILION 13,D09A,Galatades,,Krya Vrysi,58300,Pella,artemisrakkas@gmail.com,6971548788,,"Apple, Apricot, Cherry, Chestnut, Eggplant, FRESH FRUITS &amp; VEGETABLES, Grape, Kiwi, Klimentine, Lotus, Mandarin, Nectarine, Orange, Palettes, Peach, Peach ufo, Pear, Plum, Pomegranate, Quince, Trade of fresh fruit, Vanilla","Ακτινίδιο, Αχλάδι, Βανίλια, Βερίκοκο, Δαμάσκηνο, Εμπορία φρέσκων φρούτων, Κάστανο, Κεράσι, Κλημεντίνη, Κυδώνι, Λωτός, Μανταρίνι, Μελιτζάνα, Μήλο, Νεκταρίνι, Παλέτες, Πορτοκάλι, Ροδάκινο, Ροδάκινο ufo, Ρόδι, Σταφύλι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
AGRICULTURAL COOPERATIVE OF ZAGORA PELION,ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΖΑΓΟΡΑΣ ΠΗΛΙΟΥ,Greece,Ελλάδα,PAVILION 13,C09,Zagora Pelion,,Zagora,37001,Magnisia,zagora@otenet.gr,2426022517,https://zagorin.gr/,"Apple, FRESH FRUITS &amp; VEGETABLES, Trade of fresh fruit","Εμπορία φρέσκων φρούτων, Μήλο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
AGRICULTURAL COOPERATIVE OF NAOUSSA (ACN),ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΝΑΟΥΣΑΣ,Greece,Ελλάδα,PAVILION 13,D04F,Antipa,5,Naousa,59200,Imathia,asn.naoussa@gmail.com,2332041751,www.acn.com.gr,"Apple, Apricot, Cherry, Chestnut, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Pear, Plum, Quince","Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Κάστανο, Κεράσι, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
AGRICULTURAL COOPERATIVE OF NAOUSSA (ACN),ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΝΑΟΥΣΑΣ,Greece,Ελλάδα,PAVILION 13,D04E,Antipa,5,Naousa,59200,Imathia,asn.naoussa@gmail.com,2332041751,www.acn.com.gr,"Apple, Apricot, Cherry, Chestnut, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Pear, Plum, Quince","Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Κάστανο, Κεράσι, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
AGRICULTURAL COOPERATIVE OF NAOUSSA (ACN),ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΝΑΟΥΣΑΣ,Greece,Ελλάδα,PAVILION 13,D04D,Antipa,5,Naousa,59200,Imathia,asn.naoussa@gmail.com,2332041751,www.acn.com.gr,"Apple, Apricot, Cherry, Chestnut, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Pear, Plum, Quince","Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Κάστανο, Κεράσι, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
AGRICULTURAL COOPERATIVE OF NAOUSSA (ACN),ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΝΑΟΥΣΑΣ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B14,Antipa,5,Naousa,59200,Imathia,asn.naoussa@gmail.com,2332041751,www.acn.com.gr,"Apple, Apricot, Cherry, Chestnut, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Pear, Plum, Quince","Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Κάστανο, Κεράσι, Κυδώνι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
COOP XANTHI- AGRICULTURAL COOPERATIVE OF XANTHI (P.O),"ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΞΑΝΘΗΣ ""Η ΕΝΩΣΗ""",Greece,Ελλάδα,PAVILION 13,D04A,Aimou,2,Xanthi,67131,Xanthi,info@easxanthi.gr,+302541083044,www.easxanthi.gr,"FRESH FRUITS &amp; VEGETABLES, SERVICES","ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
"AGROTIKOS SYNETAIRISMOS PLATANOULION ""FROUTOPIGI""","ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΠΛΑΤΑΝΟΥΛΙΩΝ ""ΦΡΟΥΤΟΠΗΓΗ""",Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D12,Agia Sofia,,Platanoulia Tyrnavou,41500,Larissa,froutopigi@gmail.com,2410831479,,"Apricot, Cherry, Fertilizers, Nectarine, Peach, Pear, Trade of fresh fruit, Vanilla","Αχλάδι, Βανίλια, Βερίκοκο, Εμπορία φρέσκων φρούτων, Κεράσι, Λιπάσματα, Νεκταρίνι, Ροδάκινο",49-FRE-2025
ALKYON FRUIT,ΑΛΚΥΩΝ ΦΡΟΥΤΑ ΑΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,A07,Industrial Area of Kavala,Block 8,Kavala,64200,Kavala,alkyonfruit@gmail.com,2510361212,,"Cherry, Grape, Kiwi","Ακτινίδιο, Κεράσι, Σταφύλι",49-FRE-2025
AMALTHEIA YADA S.M.P.C.,ΑΜΑΛΘΕΙΑ ΥΑΔΑ ΜΟΝ/ΠΗ Ι.Κ.Ε,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B15,Al.Papanastasiou,151,"Pireaus, Athens",18533,Attica,b2b@amaltheiayada.gr,+302152159779,www.amaltheiayada.gr,"FRESH FRUITS &amp; VEGETABLES, Trade of fresh fruit, Trade of fresh vegetables","Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
A.C. EPISKOPIS,ΑΣ ΕΠΙΣΚΟΠΗΣ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B10,Episkopi,,Naoussa,59200,Imathia,info@asepiskopis.gr,6976867748,www.asepiskopis.gr,"Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Nectarine, Peach, Trade of fresh fruit","Ακτινίδιο, Βερίκοκο, Εμπορία φρέσκων φρούτων, Κεράσι, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
ASEPOP VELVENTOS,ΑΣΕΠΟΠ ΒΕΛΒΕΝΤΟΥ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C11,10th km Velventos-Kozani,,Velventos,50400,Kozani,a_adamopoulou@c-gaia.gr,+30 2464031333,asepop.gr,"Apple, FRESH FRUITS &amp; VEGETABLES, Kiwi, Nectarine, Peach, Peach ufo, Plum, SERVICES, Trade of fresh fruit","Ακτινίδιο, Δαμάσκηνο, Εμπορία φρέσκων φρούτων, Μήλο, Νεκταρίνι, ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ, Ροδάκινο, Ροδάκινο ufo, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
ASEPOP NAOUSSA,ΑΣΕΠΟΠ ΝΑΟΥΣΑΣ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D03,K. Dimitriadi Str.,17,Naoussa,59200,Imathia,asepopn@gmail.com,2332041196,www.asepopn.gr,"Apple, Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Pear, Plum, Trade of fresh fruit","Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Εμπορία φρέσκων φρούτων, Κεράσι, Λωτός, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
ASEPOP TΙRNAVOS,ΑΣΕΠΟΠ ΤΥΡΝΑΒΟΥ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C05,1st. km Tyrnavos - Larisa,,Tyrnavos,40100,Larisa,asepop.asepop@gmail.com,2492022770,https://asepoptirnavos.gr/,"Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Grape, Nectarine, Peach, Pear","Αχλάδι, Βερίκοκο, Κεράσι, Νεκταρίνι, Ροδάκινο, Σταφύλι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
ASPERSA LTD,ΑΣΠΕΡΣΑ ΕΠΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B08,Kokkino Metochi,0,Kissamos,73400,Chania,info@bioaspersa.eu,6940578027,www.bioaspersa.com,"Fresh vegetables (organic), FRUITS &amp; VEGETABLES (ORGANIC)","Φρέσκα λαχανικά (βιολογικά), ΦΡΟΥΤΑ-ΛΑΧΑΝΙΚΑ ΒΙΟΛΟΓΙΚΑ",49-FRE-2025
KALAITZIDIS BROS SA,ΑΦΟΙ ΚΑΛΑΙΤΖΙΔΗ ΑΕ,Greece,Ελλάδα,PAVILION 13,B09A,18th km Veria - Skidra,,Naousa,59035,Imathia,afoikalaitzidi@gmail.com,2332042451,,"Apple, Cherry, Kiwi, Nectarine, Peach, Pear, Plum, Trade of fresh fruit","Ακτινίδιο, Αχλάδι, Δαμάσκηνο, Εμπορία φρέσκων φρούτων, Κεράσι, Μήλο, Νεκταρίνι, Ροδάκινο",49-FRE-2025
KALAITZIDIS BROS,ΑΦΟΙ ΚΑΛΑΙΤΖΙΔΗ ΜΕΤΑΦΟΡΙΚΗ ΑΕ,Greece,Ελλάδα,PAVILION 13,B08A,18th klm. Veria-Skydra,,Naoussa,59035,Imathia,afoikalaitzidi@gmail.com,2332042451,,"SERVICES, TRANSPORT COMPANIES","ΜΕΤΑΦΟΡΙΚΕΣ ΕΤΑΙΡΙΕΣ, ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ",49-FRE-2025
B & B PUBLISHING ADVERTISING,Β & Β ΕΚΔΟΤΙΚΗ ΔΙΑΦΗΜΙΣΤΙΚΗ,Greece,Ελλάδα,PAVILION 13,D03,3rd Septemvriou,144,Athens,11251,Attica,info@bbe.gr,2108814731,www.bbe.gr,PUBLICATIONS-PRESS,ΕΚΔΟΣΕΙΣ - ΤΥΠΟΣ,49-FRE-2025
VAMVACAS INDUSTRIAL EQUIPMENT SA,ΒΑΜΒΑΚΑΣ ΒΙΟΜΗΧΑΝΙΚΟΣ ΕΞΟΠΛΙΣΜΟΣ Α.Ε.,Greece,Ελλάδα,PAVILION 13,B17,D. Moutsopoulou,103,Piraeus,185 41,Attica,info@vamvacas.gr,210 4208707  // +30 210 42087,www.vamvacas.gr,"Air-compressors, LIFTING MACHINERY, Packaging machinery and tools, Packaging materials for fruit &amp; vegetables, Paper products, Plastic cases-Paper boxes-Carton trays, Plastic products, SCALES AND BALANCES FOR BUSINESS USE, Trolleys, palette movers","Αεροσυμπιεστές, ΑΝΥΨΩΤΙΚΑ ΜΗΧΑΝΗΜΑΤΑ, ΖΥΓΙΣΤΙΚΑ, Καρότσια, παλετοφόρα, ΜΗΧΑΝΗΜΑΤΑ ΚΑΤΑΚΟΡΥΦΗΣ &amp; ΟΡΙΖΟΝΤΙΑΣ ΜΕΤΑΦΟΡΑΣ, Μηχανήματα-εργαλεία συσκευασίας, Πλαστικά κιβώτια-χαρτοκιβώτια-χαρτοτελλάρα, Προϊόντα πλαστικά, Προϊόντα χάρτου, Υλικά συσκευασίας φρούτων &amp; λαχανικών",49-FRE-2025
