email,company_name,sector,county,job_title,positions_available,company_org_number
doru@mcmmarketing.ro,M.C.M. MARKETING TEXTILES,RESTAURANTE,Constanța,LUCRATOR BUCATARIE (SPALATOR VASE MARI),10,50426836
drdpb@andnet.ro,COMPANIA NAŢIONALĂ DE ADMINISTRARE A INFRASTRUCTURII RUTIERE S.A.,Altele,Municipiul București,OPERATOR DISPECER SISTEME DE MONITORIZARE SI APARATURA DE CONTROL,3,16054368
dt.a1militari@kfc.ro,US FOOD NETWORK SA,RESTAURANTE,Municipiul București,LUCRATOR BUCATARIE (SPALATOR VASE MARI),6,6645790
e.gorin@ertex.de,Ertex International SRL,Altele,Brașov,"MECANIC INTRETINERE SI REPARATII UTILAJE DIN INDUSTRIA TEXTILA, CONFECTII SI INCALTAMINTE",2,17558258
ebiro@ro.ensanahotels.com,SC BALNEOCLIMATERICA SRL,RESTAURANTE,Mureș,LUCRATOR BUCATARIE (SPALATOR VASE MARI),3,1245068
eco@rollotec.ro,ROLLOTEC SRL,Construcții / Instalații,Harghita,LACATUS-MONTATOR,3,10059102
economic@despasolutions.ro,DESPA SRL,Altele,Dâmbovița,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,21493599
economic@oxyhelp.ro,OXYHELP INDUSTRY,Altele,Municipiul București,FEMEIE DE SERVICIU,1,6598397
economist.sannicolau@casaalex.ro,AUTO ALEX SRL,COMERT,Timiș,CASIER,1,1074871
edith.neumaier@kundenbroker.ro,KUNDEN BROKER DE ASIGURARE SRL,Contabilitate / Financiar,Cluj,MANAGER,1,17662100
eduard.smegner@wipro.com,WIPRO TECHNOLOGIES SRL,Call center / Suport clienți,Municipiul București,AGENT DE VÂNZARI,1,18944060
eelisabetaamariei@zahoo.com,ARES 2021 S.R.L.,RESTAURANTE,Galați,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,20,51495516
eg@mhb.ro,MHB CONSMET SRL,Producție / Logistică,Dolj,SUDOR,3,13852560
elcomultiservice95@yhoo.com,ELCO MULTISERVICE SOCIETATE COOPERATIVĂ,Altele,Buzău,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,10,8035446
elena.barbu@yokogawa.com,YOKOGAWA EUROPE B.V. OLANDA SU,Inginerie,Municipiul București,INGINER DE SISTEM ÎN INFORMATICA,1,16434790
elena.dinca@pirelli.com,SC PIRELLI TYRES ROMANIA SRL,Producție / Logistică,Olt,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,7,17060414
elena.gorea@delicepan.ro,GIVIAN DELICEPAN SRL,Altele,Bistrița-Năsăud,OPERATOR LA FABRICAREA PRODUSELOR FAINOASE,4,30466410
elena.munteanu@cpbsp.ro,GLOBAL FORCE SECURITY,SERVICII DE PAZA SI PROTECTIE,Municipiul București,OPERATOR VÂNZARI PRIN TELEFON,1,28597589
elena.onofrei@holcim.com,SOMACO GRUP PREFABRICATE SRL,Construcții / Instalații,Municipiul București,BETONIST,8,22424341
elena.prisecaru@urb.ro,RULMENTI SA,Contabilitate / Financiar,Vaslui,CONTABIL-SEF,1,2808089
elena.vlad@cbre.com,CBRE GWS S.R.L.,Administrativ / Secretariat,Municipiul București,RECEPTIONIST,2,3395138
elisabeta.dumitrescu@heineken.com,S.C. HEINEKEN ROMANIA S.A.,Turism / Alimentație,Mureș,TEHNICIAN CHIMIST,1,13240781
elisabeta.manta@abuftea.ro,SC PANIFICA SRL,Altele,Ilfov,AMBALATOR MANUAL,1,18607286
eliza.petre@gtengineering.ro,GT GROUND ENGINEERING CONSTRUCTION SERVICES SRL,Construcții / Instalații,Prahova,OPERATOR LA UTILAJE DE FORJAT DIRIJAT,1,27759232
ella@euphoria.ro,RENTAL STORE SRL,Altele,Cluj,ÎNGRIJITOR CLADIRI,2,32027926
elvira.osvar@tescagroup.com,TESCA ERT ROMANIA,Producție / Logistică,Arad,LUCRATOR SORTATOR DESEURI RECICLABILE,1,24911688
emil@octaser.ro,OCTASER S.R.L.,Altele,Bihor,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,17691067
emrah.guney@murel.com.tr,WOOD FURNITUR SPECIAL S.R.L.,PRODUCTIE MOBILA,Municipiul București,MANAGER PROIECT,1,44986057
energoparoseni@ymail.com,ENERGOCONSTRUCŢIA PAROŞENI S.A.,Construcții / Instalații,Hunedoara,DULGHER (EXCLUSIV RESTAURATOR),4,29243792
estera.ghila@senneville.ro,SENNEVILLE INTER SRL,Turism / Alimentație,Hunedoara,OPERATOR LA FABRICAREA PRODUSELOR CONGELATE DE PATISERIE SI PANIFICATIE,20,4839286
esterie@novaresteam.com,NOVARES AUTOMOTIVE ROMANIA,Producție / Logistică,Argeș,CONTABIL,1,36385552
eugenia.lacatusu@eon-asistcomplet.ro,E.ON ASIST COMPLET S.A.,Construcții / Instalații,Bistrița-Năsăud,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,1,32602667
ezbarcea@gruponbi.com,NBI INDUSTRIAL ORADEA S.R.L.,Producție / Logistică,Bihor,MUNCITOR NECALIFICAT ÎN METALURGIE,2,17792495
facos@facos.ro,FACOS SA,COMERT,Suceava,VÂNZATOR,5,714123
facturare@guardiasecurity.ro,GUARDIA SECURITY SYSTEM SRL,SERVICII DE PAZA SI PROTECTIE,Bihor,AGENT DE VÂNZARI,2,30306401
facturi@hsbfood.com,S.C. HEALTHY SMART BEVERAGE S.,Altele,Municipiul București,FEMEIE DE SERVICIU,1,35146190
ferestre@profalgroup.ro,PROFAL INDUSTRY SRL,Altele,Timiș,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",4,15848603
ferma.albestipaleologu@vanbet.ro,SEREDIN AVI S.R.L.,Agricultură / Zootehnie,Prahova,ÎNGRIJITOR ANIMALE,1,34771999
finance.ro@intereast.ro,SC INTEREAST ROMANIA SRL,Altele,Vrancea,MANIPULANT MARFURI,1,11238505
financiar@bman.ro,S.C. PROD VATEX S.R.L.,COMERT,Vaslui,LUCRATOR COMERCIAL,1,37119109
financiar@britta.ro,BRITTA TRADING,Sport / Artă / Divertisment,Municipiul București,PLASATOR,12,14756986
financiar@carabusconstruct.ro,CĂRĂBUŞ GRUP CONSTRUCT SRL,Construcții / Instalații,Iași,FIERAR BETONIST,10,21698551
financiar@cbrselect.ro,CBR SELECT AUTOCLASS SRL,SERVICE AUTO,Municipiul București,TINICHIGIU CAROSIER,1,47044089
financiar@comrepsa.ro,COMREP SA,Construcții / Instalații,Prahova,FIERAR BETONIST,5,1345008
financiar@cuptorulmoldovencei.ro,S.C. RETRO-FOOD S.R.L.,Producție / Logistică,Iași,VÂNZATOR,4,30180132
financiar@electrostandard.ro,ELECTRO STANDARD S.R.L.,Altele,Bacău,LACATUS MECANIC,1,16044127
financiar@helloholidays.ro,HELLO HOLIDAYS SRL,Turism / Alimentație,Municipiul București,ÎNSOTITOR GRUP TURISTIC,1,29347254
financiar@l-auto.ro,SC L AUTO SRL,COMERT,Gorj,FRIGORIFERIST (FRIGOTEHNIST),2,20986602
financiar@montessoribucuresti.ro,SCOALA PRIMARA MONTESSORI MSB,Educație / Training / Coaching,Municipiul București,ÎNGRIJITOR DE COPII,2,41985987
financiar@nextlevelgarage.ro,NEXT LEVEL GARAGE S.R.L.,SERVICE AUTO,Dolj,TINICHIGIU CAROSIER,1,42747940
financiar@rominsta.ro,ROMINSTA,Construcții / Instalații,Mureș,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,3,8391486
financiar@simat.ro,SIM-MAT CONSTRUZIONI SRL,Altele,,FEMEIE DE SERVICIU,1,19707127
fineta.untesu@perfectb.ro,ELECTROMONTAJ SA BUCURESTI SUCURSALA BACAU,Construcții / Instalații,,ELECTRICIAN EXPLOATARE CENTRALE SI STATII ELECTRICE,26,4525753
floare.coser@pginvest.ro,GEMI CENTER SRL,Turism / Alimentație,Arad,BUCATAR,1,15038259
florentina.parfenie@dumarconstruct.ro,DUMAR CONSTRUCT PREFABRICATE S.R.L.,Construcții / Instalații,Ilfov,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",5,6904682
florian.popescu@depozitulderoti.ro,DEPOZITUL DE ROŢI SRL,SERVICE AUTO,Municipiul București,VULCANIZATOR DE PRODUSE INDUSTRIALE DIN CAUCIUC,2,34933390
floriana.georgescu@kooltool.eu,KOOL TOOL SRL,Altele,Dolj,CONFECTIONER-ASAMBLOR ARTICOLE DIN CARTON,10,17806329
florica.anton@global-solutions.ro,GLOBAL SOLUTIONS SRL,Altele,Timiș,LACATUS MECANIC,2,15973169
florin.mutu@astronergy.com,CHINT NEW ENERGY SRL,Management,Municipiul București,MANAGER PROIECT,2,48434144
florin.tataru@dexauto.ro,AUTODEX ATELIER SRL,SERVICE AUTO,Constanța,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",2,50297030
florin@cpiwirecloth.com,SC STR CONSULTANCE SRL,Altele,,MONTATOR SUBANSAMBLE,1,36673504
florina.ciocea@saptespice.ro,SAPTE SPICE SA,Producție / Logistică,Brașov,OPERATOR SILOZ (SILOZAR),1,2537907
florina.nerghes@sogefigroup.com,SOGEFI SUSPENSIONS EASTERN EUROPE,Producție / Logistică,Bihor,COORDONATOR ÎN MATERIE DE SECURITATE SI SANATATE ÎN MUNCA (STUDII SUPERIOARE),2,39839629
florina_musat@ymail.com,FLORINA MUSAT DESIGN S.R.L.,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Olt,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,2,40183624
florinjucan@ymail.com,ARIA PROTECT SECURITY SRL,SERVICII DE PAZA SI PROTECTIE,Cluj,AGENT DE SECURITATE,1,26101874
flow@exacco.ro,HEALTH & BEAUTY LOGISTICS S.R.L.,Altele,Ilfov,MANIPULANT MARFURI,2,33964797
forms@cemacon.ro,SC CEMACON SA,Construcții / Instalații,Bihor,OPERATOR LA ROBOTI INDUSTRIALI,4,677858
frontdesk@dotmark.ro,DOT MARK,Altele,Municipiul București,OPERATOR VÂNZARI PRIN TELEFON,2,48870895
fs1270601mgmt@petrom.com,VETROMK SRL,Altele,Gorj,LUCRATOR GESTIONAR,2,21814036
g.dasiana@asohp.com,ASO CROMSTEEL S.A.,Producție / Logistică,Dâmbovița,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,2,11843301
g.hobu@hawema.ro,HAWEMA TRAINING,Producție / Logistică,Brașov,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,1,52205050
gabi.virag@fhaus.ro,F HAUS SRL,Altele,Satu Mare,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",10,648569
gabriel.editoiu@canamgroupinc.com,SC TECHNYX EURO SERVICES SRL,Specialiști / Tehnicieni,Brașov,PROIECTANT INGINER CONSTRUCTII,1,17229212
gabriel.vasiu@swo.ro,SOLID WASTE OPERATION,Altele,Ilfov,LUCRATOR SORTATOR DESEURI RECICLABILE,20,39587181
gabriela.bajan@naiad.ro,NAIAD WATER SOLUTIONS S.R.L.,Inginerie,Municipiul București,ELECTRICIAN DE ÎNTRETINERE SI REPARATII,2,23303569
gabriela.plaiasu@sinvex.ro,SINVEX MULTISERVICE SRL,Construcții / Instalații,Prahova,ELECTRICIAN ÎN CONSTRUCTII,1,1344002
gabriela.poclid@dspbt.ro,DIRECTIA SERVICII PUBLICE,Construcții / Instalații,,ZIDAR SAMOTOR,1,42516040
gabriela.predescu@hill-house.ro,ALDAS COM SRL,Altele,Dâmbovița,OSPATAR (CHELNER),3,18460737
gabriela.satmari@agrirofresh.ro,AGRIRO SRL,Producție / Logistică,Bihor,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,5,14384459
gabrieladaniela.budurnoiu@cummins.com,CUMMINS GENERATOR TECHNOLOGIES ROMANIA SA,Altele,Dolj,BOBINATOR MASINI ELECTRICE ROTATIVE,3,12459849
gabrielao@medisonpharma.com,MEDISON PHARMA SRL,Management,Municipiul București,REFERENT RESURSE UMANE,2,18858865
galati@pentagonromania.ro,PENTAGON SRL,Vânzări,Galați,FUNCTIONAR ECONOMIC,1,1637770
gberbec@totalsoft.ro,S.C. ALD AUTOMOTIVE S.R.L.,Legislativ / Juridic / Funcții Publice,Municipiul București,OFITER CONFORMITATE,1,17043227
george.bondoc@manpower.ro,MANPOWER HR SRL,Producție / Logistică,Timiș,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,50,33121785
george.neacsu@dropiawines.ro,DOMENIILE DROPIA S.R.L.,Agricultură / Zootehnie,Brăila,ASISTENT MANAGER,1,26608223
georgeghiuro@domimat.ro,DOMIMAT SRL,Inginerie,Bihor,PROIECTANT INGINER MECANIC,2,43704794
georgeta.stoian@visioconstruction.com,VISIO CONSTRUCTION WORKS SRL,Construcții / Instalații,Municipiul București,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE",1,32408734
georgiana.florea@vtm.ro,VITEMA S.A.,Altele,Sibiu,OPERATOR CHIMIST LA PRODUSELE FARMACEUTICE SI CHIMICE PURE,5,15849900
georgiucristi@yahoo.ie,BEEAR CARS WASH SRL,Altele,,SPALATOR VEHICULE,2,52180524
gianina.marinescu@startrading.ro,STAR TRADING IMPEX SRL,Construcții / Instalații,Argeș,FIERAR BETONIST,3,4122612
gina.dasa@proexpert.com.ro,GIFAN STRONG SRL,Servicii transport / curierat,Constanța,FEMEIE DE SERVICIU,2,8239330
glgroza@tenaris.com,SILCOTUB SA,Inginerie,Sălaj,INGINER AUTOMATIST,1,15117182
gm@ramadaconstanta.ro,AQUA GEOTERMA RESOURCE SRL,Turism / Alimentație,Constanța,LUCRATOR BUCATARIE (SPALATOR VASE MARI),1,26249561
gmihordea@elgeka-ferfelis.ro,ELGEKA FERFELIS ROMANIA SA,Producție / Logistică,Municipiul București,FUNCTIONAR ADMINISTRATIV,1,4071993
goga.claudia@haida.cn,HAIDA RUBBER & PLASTIC ROMANIA S.R.L.,Producție / Logistică,Arad,INGINER PRODUCTIE,1,49117535
grigore.lucut@unicarm.ro,UNICARM SUPERMARKET S.R.L.,COMERT,Satu Mare,SEF DEPARTAMENT MARFURI ALIMENTARE/NEALIMENTARE,1,46322543
grup.resurseumane@gmailc.om,DEMECO SRL,Producție / Logistică,Ilfov,STIVUITORIST,2,16514342
hadlori@kolibri.ro,KOLIBRI SRL,COMERT,,MANIPULANT MARFURI,1,2974197
hala-facturare@kredianis.ro,KREDIANIS SRL,COMERT,Vaslui,GESTIONAR DEPOZIT,1,28464540
halasz.daniela@dscorporation.ro,DEVA STEEL CORPORATION S.R.L.,Producție / Logistică,Hunedoara,LACATUS MECANIC,5,35819580
hanea.bianca@andu.com.ro,SPORTSWEAR SHAPES SRL,Altele,Sibiu,"CROITOR-CONFECTIONER ÎMBRACAMINTE, DUPA COMANDA",1,40344704
hanelore.terna-harand@egger.com,EGGER ROMANIA SRL,Producție / Logistică,Suceava,TEHNICIAN PLANIFICARE/URMARIRE SINTEZE,1,16136689
hello@m5consulting.ro,M5 CONSULTING SRL,Contabilitate / Financiar,Municipiul București,CONTABIL,1,37900796
hello@prieteniiluinoah.ro,Gradinita cu Program Prelungit Prietenii lui Noah,Educație / Training / Coaching,Municipiul București,FEMEIE DE SERVICIU,2,51031028
hiros@hiros.ro,HIROS - ROM SRL,Construcții / Instalații,Cluj,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,4,11508641
hotel@bwcentral.ro,CENTRAL S.A.,Turism / Alimentație,Arad,RECEPTIONER DE HOTEL,1,1674760
hr.bm@arabesque.ro,ARABESQUE SRL,COMERT,Ilfov,Conducător auto transport rutier de mărfuri,2,5340801
hr.hce.ro@hamilton-ce.com,HAMILTON CENTRAL EUROPE SRL,Producție / Logistică,Timiș,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,1,30841501
hr.op@grf.plus,GRAFFITI PLUS S.A,Marketing,,FUNCTIONAR ADMINISTRATIV,1,24980530
hr.recrutare@flanco.ro,FLANCO RETAIL SA,Retail,Municipiul București,PROGRAMATOR AJUTOR,4,27698631
hr.retrasib@sgb-smit.group,RETRASIB S.R.L.,Producție / Logistică,Sibiu,INGINER DE SISTEM ÎN INFORMATICA,4,3906360
hr.ro@yawo-services.com,YAWO SERVICES SRL,Producție / Logistică,Municipiul București,AGENT DE VÂNZARI,4,36405170
hr.romania@freudenberg-pm.com,FREUDENBERG PERFORMANCE MATERIALS SRL,Altele,Brașov,SPECIALIST IN ACHIZITII,2,13781310
hr.romania@hcl.com,HCL TECHNOLOGIES ROMANIA SRL,Altele,Municipiul București,PROGRAMATOR DE SISTEM INFORMATIC,1,25612455
hr.romania@tfb.eu,THE FAMILY BUTCHERS ROMANIA SRL,Altele,Brașov,AGENT DE VÂNZARI,1,17388757
hr2@ginza.ro,SMART BIG DATA SRL,COMERT,Municipiul București,MERCANTIZOR,2,37915029
hr@alezzi.ro,ALEZZI  SRL,Construcții / Instalații,Constanța,FEMEIE DE SERVICIU,1,36554058
hr@altimate.ro,ALTIMATE S.A.,IT / Telecomunicații,Arad,TEHNICIAN MENTENANTA ELECTROMECANICA – AUTOMATICA ECHIPAMENTE INDUSTRIALE,1,33870323
hr@arvicont.ro,Corte 1 Events,COMERT,Municipiul București,BARMAN,1,51846544
hr@astconstruct.ro,AST CONSTRUCT SRL,Construcții / Instalații,,"INSTALATOR APA, CANAL",1,37366451
hr@autonom.com,AUTONOM SERVICES S.A.,Altele,Constanța,AGENT SERVICII CLIENT,4,18433260
hr@autoworld.ro,AUTOWORLD INTERNATIONAL,Vânzări,Cluj,AGENT DE VÂNZARI,1,50186890
hr@bailesarateocnamures.ro,BAZA DE TRATAMENT ȘI AGREMENT BĂILE SĂRATE OCNA MUREȘ S.A.,Altele,Alba,AJUTOR OSPATAR,5,46589673
hr@blueshark.ro,BLUE SHARK SRL,Altele,Ilfov,LACATUS MECANIC DE ÎNTRETINERE SI REPARATII UNIVERSALE,1,24641363
hr@bunexim.ro,SC BUNEXIM SRL,Producție / Logistică,Bihor,PATISER,1,5707542
hr@bungalow.net,Green Valley Resort Management  &amp; Hospitality SRL,Turism / Alimentație,Brașov,AGENT DE SECURITATE,4,46161250
hr@byteconnection.com,SMART DEVELOPMENT CENTER SRL,Marketing,Municipiul București,SPECIALIST MARKETING,1,37933513
hr@calliope-ploiesti.ro,CALLIOPE SRL,Altele,Prahova,LUCRATOR GESTIONAR,1,1347483
hr@casanoastra.ro,CASA NOASTRA S.R.L.,Construcții / Instalații,Dolj,AGENT DE VÂNZARI,1,7510066
hr@centrudesticla.ro,PRIMER ELECTRO SRL,Construcții / Instalații,Mureș,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,5122220
hr@cielmed.ro,CIEL MED SRL,Contabilitate / Financiar,Brașov,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN GESTIUNEA ECONOMICA,2,28039264
hr@conphys.ro,CONPHYS,Producție / Logistică,Vâlcea,MASINIST LA MASINI DE AMBALAT,3,1471510
hr@dcneu.ro,DCN EU RETAIL SRL,Altele,Ilfov,MANIPULANT MARFURI,2,32648575
hr@decoltesti.ro,DE COLȚEȘTI S.R.L.,Turism / Alimentație,Alba,AMBALATOR MANUAL,1,6909701
hr@dedalustech.eu,SC DEDALUS TECH SRL,Specialiști / Tehnicieni,Dolj,MECANIC AVIATIE,2,27971790
hr@dotma.ro,DOTMA DEVELOPMENT S.R.L.,Construcții / Instalații,Brașov,DULGHER (EXCLUSIV RESTAURATOR),5,49628416
hr@elefant-tools.ro,BEM RETAIL GROUP SRL,Retail,Ilfov,AMBALATOR MANUAL,10,35176221
hr@euroagricoop.ro,SUPER EGGS,Agricultură / Zootehnie,Timiș,MUNCITOR NECALIFICAT ÎN AGRICULTURA,5,28398373
hr@fancourier.ro,FAN COURIER EXPRESS SRL,Servicii transport / curierat,Municipiul București,MANIPULANT MARFURI,12,13838336
hr@galtour.ro,DUNAREA SA,Turism / Alimentație,Galați,BUCATAR,2,1635346
hr@global-design.ro,GTI HR1 S.R.L.,Altele,Suceava,creator de continut online,1,22067745
hr@grupas2000.ro,A&S SILOZURI,Agricultură / Zootehnie,Călărași,MECANIC UTILAJ,1,24133268
hr@hcg.ro,WOOD STRUCTURE SRL,Construcții / Instalații,Cluj,REPREZENTANT COMERCIAL,1,25568821
hr@iscro.eu,I.S.C. RO TECHNOLOGY SRL,Altele,Giurgiu,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,4,32554217
hr@izvoareresort.ro,IZVOARE RESORT S.R.L.,Turism / Alimentație,Maramureș,LUCRATOR PENSIUNE TURISTICA,3,45131014
hr@kangoopack.com,KANGOOPACK S.R.L.,COMERT,Alba,OPERATOR LA PRELUCRAREA MASELOR PLASTICE,1,40339694
hr@keepcalling.com,NET CONECT SRL,Marketing,Sibiu,"MANAGER MARKETING (TARIFE, CONTRACTE, ACHIZITII)",1,15955243
hr@kovacs.ro,PIINEA DE CASA SRL,Producție / Logistică,Mureș,AMBALATOR MANUAL,5,1202920
hr@lipoplast.ro,LIPOPLAST SRL,Construcții / Instalații,Timiș,ANALIST SERVICII CLIENT,1,5947090
hr@matec.ro,MATEC-CNC TECHNIK SRL,Altele,Sibiu,TEHNICIAN MENTENANTA ELECTROMECANICA – AUTOMATICA ECHIPAMENTE INDUSTRIALE,1,17443576
hr@mbtechnology.ro,MB TELECOM-LTD SRL,IT / Telecomunicații,Ilfov,INGINER DE SISTEM SOFTWARE,1,6612564
hr@menatwork.ro,STEEL BUSINESS PROFILES SRL,Construcții / Instalații,Ilfov,SCULER-MATRITER,1,18841014
hr@mentawork.ro,ALL4INSTALATII SRL,Construcții / Instalații,Ilfov,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,1,40969096
hr@meron.coffee,MERON PLATINIA SRL,RESTAURANTE,Cluj,BRUTAR,2,37105219
hr@milbro.ro,MILBRO TEXTILE SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Giurgiu,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,3,15479425
hr@minet.ro,MINET SA,Producție / Logistică,Vâlcea,OPERATOR TEXTILE NETESUTE,3,1476070
hr@nicovid.ro,NICOVID SRL,COMERT,Satu Mare,CASIER,1,6948344
hr@osma.ro,OSMA PLAST ROMÂNIA SRL,Producție / Logistică,Cluj,MANIPULANT MARFURI,10,32129136
hr@pansiprod.ro,PANSIPROD DISTRIBUŢIE SRL,Medicină / Sănătate /Psihoterapie,Municipiul București,ASISTENT MANAGER,1,32011857
hr@partner.ro,PARTENER SRL,Altele,Bacău,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA,1,9026390
hr@pehartgrup.ro,PEHART TEC GRUP S.A.,Producție / Logistică,Alba,OPERATOR LA ROBOTI INDUSTRIALI,1,17736215
hr@plasess.ro,PLASESS (ROMÂNIA) SRL,Producție / Logistică,Timiș,TEHNICIAN MASINI SI UTILAJE,1,14759788
hr@ramo.ro,MONITORUL OFICIAL RA,Altele,Municipiul București,REDACTOR,2,427282
hr@rap-group.ro,S.C. RAP SYSTEMS S.R.L.,Inginerie,Brașov,INGINER AUTOMATIST,2,22862490
hr@rara.ro,RARA INVEST SRL,Producție / Logistică,Sibiu,MANIPULANT MARFURI,5,26354125
hr@reinert-romania.ro,REINERT KUNSTSTOFFTECHNIK SRL,Altele,Bihor,OPERATOR MASE PLASTICE,1,34815440
hr@rekreativ.club,SEPSI REKREATÍV S.A.,Altele,Covasna,ÎNGRIJITOR CLADIRI,1,35244130
hr@repsanenergy.com,SC REPSAN ENERGY SRL,Producție / Logistică,Argeș,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST),1,41905228
hr@rinahotels.ro,SINAIA SA,Turism / Alimentație,Prahova,BUCATAR,2,1331967
hr@ro.heinenhopman.com,HEINEN SI HOPMAN MAR SRL,Construcții / Instalații,Galați,MAISTRU INSTALATOR ÎN CONSTRUCTII,1,14761893
hr@romcosys.ro,MDV SCHELE S.R.L.,Construcții / Instalații,Municipiul București,EXCAVATORIST PENTRU EXCAVATOARE CU ROTOR DE MARE CAPACITATE,1,41432162
hr@sporttime.ro,SPORT TIME TRADE S.R.L.,COMERT,Municipiul București,LUCRATOR COMERCIAL,1,41465011
hr@stadio.ro,FREEN RESTAURANT SRL,RESTAURANTE,Municipiul București,FEMEIE DE SERVICIU,1,1573618
hr@steinel.ro,STEINEL ELECTRONIC SRL,Producție / Logistică,Argeș,MONTATOR/REGLOR/DEPANATOR DE APARATAJ ELECTRIC,3,25619860
hr@suterpalace.com,S.C. PALATUL SUTER S.R.L.,Turism / Alimentație,Municipiul București,OSPATAR (CHELNER),1,39233818
hr@takko.ro,SC TAKKO FASHION INTERNATIONAL SRL,COMERT,Mureș,LUCRATOR COMERCIAL,1,21711430
hr@teammontage.ro,TEAM MONTAGE SRL,Construcții / Instalații,Dolj,LACATUS MECANIC,5,26177848
hr@thtrucks.ro,TH TRUCKS S.R.L.,Altele,Dolj,INGINER AUTOVEHICULE RUTIERE,1,9951956
hr@tuttiresto.ro,MM CONTRACT MANAGEMENT,RESTAURANTE,Municipiul București,FEMEIE DE SERVICIU,4,51016478
hr@vivacall.ro,VIVACALL SRL,Au pair / Babysitter / Curățenie,Municipiul București,ÎNGRIJITOR DE COPII,1,34953281
hr@xuxinvestment.ro,VB-ROM SRL,Construcții / Instalații,Sibiu,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",10,16844944
hr_mediurg@mediurg.ro,LEVIN HAUS SRL,Medicină / Sănătate /Psihoterapie,Prahova,ÎNGRIJITOR CLADIRI,1,26305530
hr_ro@accace.com,Accace Outsourcing SRL,Vânzări,Municipiul București,MANAGER,1,31043206
hrsibiu@pritaxinvest.ro,PRITAX INVEST SRL,RESTAURANTE,Sibiu,OSPATAR (CHELNER),1,7489096
hrspecialist@lifeinjob.ro,SC LIFEIN JOB SRL,Call center / Suport clienți,Timiș,AGENT SERVICII CLIENT,8,31958810
i.andras@viessmann-modell.com,Viessmann Transilvania Srl,Producție / Logistică,Mureș,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,5,17758655
i.buh.hr@verifone.com,AVANGATE SRL,Altele,Municipiul București,SPECIALIST CONTROL RISC,1,32309277
i.hapa@heco-schrauben.ro,HECO SCHRAUBEN SRL,Producție / Logistică,Cluj,AMBALATOR MANUAL,4,19938938
i.savu@serrala.com,SERRALA SERVICES SRL,IT / Telecomunicații,Municipiul București,INGINER DE SISTEM SOFTWARE,5,36301942
i.tauasiu@marinaproperties.ro,MARINA PROPERTIES CONSTRUCT S.,Construcții / Instalații,Maramureș,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",3,33739671
ifabaromania@ifaba.ro,S.C.IFABA ROMANIA SRL,Producție / Logistică,Bihor,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,16728770
ileana.brasoveanu@romcim.ro,ELPRECO SA,Construcții / Instalații,Dolj,MASINIST PENTRU PREFABRICATE DIN BETON SI BETON ARMAT,11,2321635
