email,company_name,sector,county,job_title,positions_available,company_org_number
lavinia.ovezea@p-s-e.ro,PORT SHIPPING ENGINEERING S.R.L.,Construcții / Instalații,Constanța,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",15,29055985
lavinia@lcvserar.ro,LCV SERAR SRL,Altele,Timiș,LACATUS MECANIC,4,27658920
lazareduard@romway.ro,ROMWAY ENGINEERING CONSTRUCTION S.R.L.,Construcții / Instalații,Brașov,DULGHER (EXCLUSIV RESTAURATOR),23,40683921
lazolconstruct25@gamil.com,SC LAZOL CONSTRUCT SRL,Construcții / Instalații,Bihor,UCENIC,2,51851133
ldaniela@primark.com,PRIMARK MAGAZINE S.R.L.,Retail,Dolj,LUCRATOR COMERCIAL,90,44875482
ldiaconu@acsind.com,ACS INDUSTRIES EUROPE SRL,Producție / Logistică,Cluj,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,10,36597687
lehel.nagy@urbanbolt.ro,URBANBOLT S.R.L.,Altele,Covasna,GESTIONAR DEPOZIT,1,24568475
lemings@zappmobile.ro,LEMINGS SRL,Producție / Logistică,Constanța,LACATUS MECANIC,1,12039551
lera@lera.ro,LERA SRL,Producție / Logistică,Neamț,STRUNGAR UNIVERSAL,1,2004920
liana.malureanu@euroestcar.ro,EUROEST CAR SRL,COMERT,Ilfov,CONTABIL,2,19068805
liesti@gl.e-adm.ro,UAT COMUNA LIESTI,Administrativ / Secretariat,Galați,CONSILIER SCOLAR,1,3264562
ligia.rosu@westbridgefurniture.com,WESTBRIDGE MANUFACTURING S.R.L.,Altele,Arad,TAPITER,4,17613689
liliana.burghelea@alimenta-bacau.ro,SC ALIMENTA SA,Producție / Logistică,Bacău,OPERATOR LA VALORIFICAREA SUBPRODUSELOR DE ABATOR,4,6673600
liliana.costea@flex.com,FLEXTRONICS ROMÂNIA SRL,IT / Telecomunicații,Timiș,"INGINER ELECTRONIST TRANSPORTURI, TELECOMUNICATII",1,10608391
liliana.gradinaru@civitasgroup.ro,STRONG HOUSE SRL,Altele,Dolj,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,1,15074936
liliana.hobeanu@radox.ro,RADOX SRL,Producție / Logistică,Municipiul București,ÎNCARCATOR-DESCARCATOR,3,14764539
liliana.talasman@luxten.com,S.C. LUXTEN LIGHTING COMPANY S,Altele,Municipiul București,ELECTRICIAN MONTARE SI REPARATII CABLURI ELECTRICE SUBTERANE,8,6734030
liliana.tincu@sigemo.ro,SIGEMO IMPEX SRL,SERVICE AUTO,Sibiu,OPERATOR LA ROBOTI INDUSTRIALI,3,6417962
liliana.vunvulea@veolia.com,NISAL SRL,Altele,Sibiu,SUDOR,1,9048436
liliana@yokko.ro,YOKKO FASHION SRL,Altele,Municipiul București,CONTROLOR CALITATE,2,7137693
liordan@americanpan.com,AMERICAN PAN EUROPE S.R.L.,Producție / Logistică,Teleorman,CONTROLOR CALITATE,2,15058949
liviu.setrarescu@transferrapid.com,Transfer Rapid Electronic,Marketing,Municipiul București,SPECIALIST MARKETING,1,30384701
liviu@akindra.ro,Akindra Talents,Resurse umane,Cluj,SPECIALIST ÎN RECRUTARE,1,46407437
liviu@cautis.ro,CAUTIS J.B. MANAGEMENT SRL,Construcții / Instalații,Municipiul București,LACATUS MECANIC,4,15263021
liviu@fundatiadaciapentruromania.ro,FUNDATIA DACIA PENTRU ROMANIA,Altele,Municipiul București,MANAGER PROIECT,1,384920232
liviu@gazetadecluj.ro,MANPRESS S.R.L.,Altele,Cluj,REPORTER (STUDII MEDII),1,50494687
liviu@licosol.ro,LICO SOLUTION S.R.L.,Agricultură / Zootehnie,Ialomița,TEHNICIAN ENERGETICIAN/ELECTRICIAN,1,34147236
logistic@fenixsafety.com,FENIX SAFETY SRL,Producție / Logistică,Iași,MECANIC ÎNTRETINERE SI REPARATII MASINI DE CUSUT INDUSTRIALE,1,34025590
logistica@aquaphor.ro,AQUAPHOR PURITY S.R.L,COMERT,Constanța,REPREZENTANT COMERCIAL,1,23337669
logistica@bonas.ro,BONAS IMPORT EXPORT SRL,Turism / Alimentație,Cluj,LUCRATOR COMERCIAL,3,228824
logistica@queenmonaco.ro,Queen Monaco Holding,Au pair / Babysitter / Curățenie,Municipiul București,UCENIC,2,24850084
lorand.vaiajdi@mobilaiud.ro,MOBILAIUD SRL,Altele,Alba,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",7,3756670
loredana.gata@siemens.com,SIMEA SIBIU SRL,Producție / Logistică,Bihor,SEF SECTIE INDUSTRIE PRELUCRATOARE,3,17830815
loredana.iosifovici@koff.ro,KOFF DISTRIBUTION SRL,COMERT,Ilfov,LUCRATOR COMERCIAL,8,35633960
loredana.varga@gartner-eurotrans.ro,GARTNER EUROTRANS ROMANIA SRL,Servicii transport / curierat,Timiș,Conducător auto transport rutier de mărfuri,20,31637764
loredanapalimaru@madebysociety.com,FREEFASHION S.R.L.,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Botoșani,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,19,32715640
lorena.braila@coficab.com,COFICAB EASTERN EUROPE SRL,Producție / Logistică,Arad,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,3,16876750
lpetrus@elitcugir.ro,ELIT SRL,PRODUCTIA SI CONSERVAREA CARNII,Arad,ELECTROMECANIC,1,14444712
lucia.adam@hidroelectrica.ro,"SOCIETATEA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE ""HIDROELECTRICA"" SA BUCURESTI SUCURSALA HIDROCENTRALE SEBES",Altele,Alba,ELECTRICIAN EXPLOATARE CENTRALE SI STATII ELECTRICE,1,11689718
luciacroitoru@xmail.com,ALP TEAM SRL,Au pair / Babysitter / Curățenie,Suceava,LUCRATOR COMERCIAL,2,27898508
lucian.grigore@spiact.ro,SPIACT CRAIOVA S.A.,Construcții / Instalații,Timiș,ELECTRICIAN ÎN CONSTRUCTII,5,14452049
lucian@grano.ro,GRANO & PARTNERS,Altele,Municipiul București,PATISER,4,21053130
lucian@move-expert.ro,MOVE EXPERT SERVICES SRL,Servicii transport / curierat,Municipiul București,CONDUCATOR AUTOTRAILER,10,22280351
lucica.vlad@adidas.com,S.C. ADIDAS ROMANIA S.R.L.,Retail,Ilfov,LUCRATOR COMERCIAL,4,15739061
ludde.sortilemn@codec.ro,SORTILEMN SA,PRODUCTIE MOBILA,Cluj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",29,199745
luiza.birhoata@minetconf.ro,MINET CONF SRL,Producție / Logistică,Vâlcea,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,5,14040196
luiza.dinu@premiercom.ro,PREMIER COM SRL,COMERT,Ialomița,MANIPULANT MARFURI,1,5167914
luminita.groza@savinidue.ro,SAVINI DUE SRL,Altele,Alba,CONTROLOR CALITATE,1,15567276
luminita.sabau@draexlmaier.com,DRM DRAXLMAIER ROMANIA SISTEME ELECTRICE SRL,Producție / Logistică,Satu Mare,MONTATOR SUBANSAMBLE,59,11416777
m.buleandra@dodopizza.ro,DODO PIZZA LUJERULUI SRL,RESTAURANTE,Ilfov,AJUTOR BUCATAR,100,25834486
m.c@maergroup.com,MAER IMPORT EXPORT SRL,Construcții / Instalații,Tulcea,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,10,4491385
m.cimpueru@maggycalzature.ro,MAGGY CALZATURE SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Timiș,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,5,31117745
m.cretu@conecon.net,CONECON RO S.R.L.,Construcții / Instalații,Bihor,MONTATOR INSTALATII SOLARE,15,21754287
m.iacob@mmrmakita.eu,MAKITA EU SRL,Altele,Ilfov,MANAGER DE PRODUS,1,17549942
m.maschio@casagrandegroup.com,CONSTRUCŢII ŞI SERVICII SRL,Construcții / Instalații,Alba,SUDOR,3,16380801
m.musuiu@trenkwalder.com,TRK PROFESSIONAL SRL,Producție / Logistică,Municipiul București,MANIPULANT MARFURI,50,36389457
m.neagoie@hrsystems.ro,HR SYSTEMS INTERNATIONAL SRL,Producție / Logistică,Sibiu,MONTATOR SUBANSAMBLE,80,16706216
m.pop@cross-cargo.eu,CROSS CARGO LOGISTICS SRL,Servicii transport / curierat,Covasna,Conducător auto transport rutier de mărfuri,25,9484800
m.pop@greiner-gpi.com,SC GREINER PACKAGING SRL,Producție / Logistică,Sibiu,AMBALATOR MANUAL,2,14154727
m.staicu@gssgroup.ro,G.S.S. EQUIPMENTS SRL,Inginerie,Brașov,REPREZENTANT TEHNIC,1,23415104
m.vasile@itclogistic.ro,ITC LOGISTIC ROMANIA SRL,Producție / Logistică,Brașov,LUCRATOR GESTIONAR,1,18779419
macrina.mester@europeanfood.ro,EUROPEAN FOOD INTERNATIONAL S.R.L.,Specialiști / Tehnicieni,Bihor,OPERATOR LA ROBOTI INDUSTRIALI,1,46325965
madalina.apostol@lunox.ro,S.C. PAPION CONCEPT SRL,Altele,Municipiul București,CALCATOREASA LENJERIE,5,30976630
madalina.avram@ocprodgroup.com,ORGANISATION CONSULTING PROD SRL,IT / Telecomunicații,Municipiul București,PROGRAMATOR,20,22286079
madalina.barea@power-dynamic.com,S.C. POWER DYNAMIC TECHNOLOGY,Altele,Hunedoara,SOFER DE AUTOTURISME SI CAMIONETE,1,19068945
madalina.constantin@anandaresidence.ro,CROMIX CONSULT SRL,Construcții / Instalații,Ilfov,"INSTALATOR APA, CANAL",3,35684572
madalina.dinu@otelinox.ro,OTELINOX S.A.,Producție / Logistică,Dâmbovița,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,2,921641
madalina.groza@milanologistic.ro,MILANO LOGISTIC SRL,Servicii transport / curierat,Bihor,Conducător auto transport rutier de mărfuri,1,4715741
madalina.marciu@koperagro.ro,OZIGOS MARKET S.R.L.,Altele,Ilfov,FEMEIE DE SERVICIU,3,38571004
madalina.petre@tecnic.ro,TECNIC CONSULTING ENGINEERING ROMANIA,Inginerie,Municipiul București,INGINER CONSTRUCTII HIDROTEHNICE,1,22971870
madalina.radu@goldenfoods.com.ro,DERPAN S.R.L.,Altele,Prahova,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,9,13837330
madalina.tatu@gls-romania.ro,GLS GENERAL LOGISTICS SYSTEMS ROMANIA SRL,Servicii transport / curierat,Sibiu,ÎNCARCATOR-DESCARCATOR,20,21611392
madalina.vasile@ro.mcd.com,PREMIER RESTAURANTS ROMANIA SRL,RESTAURANTE,Neamț,LUCRATOR COMERCIAL,12,6205722
madalina@sienaresidence.ro,FORTIS PROBUILD SRL,Construcții / Instalații,Ilfov,DULGHER (EXCLUSIV RESTAURATOR),11,51972623
madalinariza@yhoo.com,RIZA MADMAR S.R.L.,COMERT,Vâlcea,MANIPULANT MARFURI,1,41213995
magazin2820@profi.ro,PROFI BANTADOMINIC S.R.L.,COMERT,Gorj,CASIER,1,46822204
magda.marcu@topmontaj.ro,SC DAD TOP MONTAJ SRL,Construcții / Instalații,Prahova,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE",2,39624662
magda.somesfalean@arobsgroup.com,AROBS TRANSILVANIA SOFTWARE S.,IT / Telecomunicații,Cluj,INGINER DE SISTEM SOFTWARE,1,11291045
magdalena.anghel@primariavl.ro,PRIMARIA MUNICIPIULUI RM VALCEA,Altele,Vâlcea,INSPECTOR DE SPECIALITATE ÎN ADMINISTRATIA PUBLICA,2,2540813
magdalena.coman@alcpolistiren.ro,ALC INJECT POLISTIREN S.A.,Producție / Logistică,Dâmbovița,MECANIC UTILAJ,1,26822552
magdalena.iordachescu@merinvest.ro,MER INVEST INDUSTRIES S.R.L.,Producție / Logistică,Prahova,OPERATOR CHIMIST LA PRODUCEREA DIVERSELOR PRODUSE ANORGANICE,1,27757860
magdalena.petrache@xp-group.com,EXPERT PETROLEUM SOLUTIONS SRL,Producție / Logistică,Gorj,SOFER AUTOMACARAGIU,1,26367230
mail.ro@selleroyalgroup.com,SELLE ROYAL ROMANIA SRL,Producție / Logistică,Bihor,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,2,45280032
mamaiaoffice@hotel-hefaistos.ro,HEFAISTOS CM SA MAMAIA,Turism / Alimentație,Constanța,RECEPTIONER DE HOTEL,3,42698660
man.alunita@belcoavia.ro,BELCO AVIA SRL,Producție / Logistică,Bistrița-Năsăud,LAMINATOR,10,16125191
manager@algrup.ro,ALGRUP BUSINESS COMPANY SRL,COMERT,Olt,LUCRATOR COMERCIAL,7,11262279
manager@conaculsecuiescrural.ro,CONACUL SECUIESC RURAL SRL,Turism / Alimentație,Alba,CAMERISTA HOTEL,1,46238184
manager@harmonya.ro,S C HARMONYA GARDEN PLUS S R,Altele,Harghita,TEHNICIAN PROIECTANT,1,29116748
manager@pgoffice.ro,PROGO OFFICE SRL,Altele,Bacău,TIPOGRAF-TIPARITOR,1,35709596
managing@koreasiana-food.ro,MHJ KO-ASIA FOOD SRL,RESTAURANTE,Constanța,BUCATAR-SEF,2,46316193
manpower@manpowergroup.ro,SC NAVCONSULT SRL,Altele,Municipiul București,ANALIST CALITATE,10,12205549
manuela@blackseagroup.com,BLACK SEA CENTER CONSTRUCT CO.,Construcții / Instalații,Municipiul București,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",2,30339760
marcel@marcel.com.ro,MARCEL SRL,PRODUCTIA SI CONSERVAREA CARNII,Iași,MANIPULANT MARFURI,2,1945398
margareta.mates@transilvanianuts.ro,TRANSILVANIA NUTS SRL,Altele,Alba,AMBALATOR MANUAL,1,15096888
mari@martel.ro,MARTEL COM SRL,COMERT,Mureș,LUCRATOR COMERCIAL,1,12007070
maria.barsan@comes.ro,COMES SA,Producție / Logistică,Neamț,LACATUS MECANIC,4,2662292
maria.costandache@acs-dts.ro,COMBINATUL DE CELULOZĂ ŞI HÂRTIE S.A.,Altele,Mehedinți,STIVUITORIST,2,5976842
maria.danciu@contelit.ro,ARCESE TRANSPORT SRL,Servicii transport / curierat,Cluj,Conducător auto transport rutier de mărfuri,40,27974796
maria.filipiuc@eltrex.ro,ELTREX SRL,Construcții / Instalații,Timiș,ELECTRICIAN ÎN CONSTRUCTII,4,11738772
maria.moga@toreto.eu,TORETO SRL,Producție / Logistică,Cluj,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,2,16223483
maria.samoila@tipomar.ro,TIPOMAR PACKAGING S.R.L.,Producție / Logistică,Ilfov,MASINIST ÎN LEGATORIE MECANICA,1,9394243
maria.stavaroiu@excelsiortks.ro,EXCELSIOR FLUSS GROUP SRL,Construcții / Instalații,Municipiul București,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST),5,32419954
maria@eurofina.ro,EUROFINA SRL,Altele,Vâlcea,CONFECTIONER ARTICOLE DIN PIELE SI ÎNLOCUITORI,1,15380668
mariacosma@trasmec.ro,TRASMEC PRODUCTION RO SRL,Construcții / Instalații,Cluj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,9263841
marian.haloiu@pci-pipes.ro,PCI PIPES SYSTEMS SRL,Producție / Logistică,Vâlcea,AUTOMATIST,2,32373067
marian@duakdrums.com,DUAK DRUMS SRL,Producție / Logistică,Olt,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN GESTIUNEA ECONOMICA,1,13993267
mariana.bunta@painedumbravita.ro,STRATEGIC VENTURES S.R.L.,Producție / Logistică,Timiș,SEF SCHIMB,1,28133589
mariana.cornes@dabodoner.ro,SC SMART FRANCHISE SRL,RESTAURANTE,Sibiu,CASIER,1,49023554
mariana.dobre@homey.com.ro,STR ASSET MANAGEMENT S.R.L.,Altele,Municipiul București,ÎNGRIJITOR CLADIRI,6,41137103
mariana.liliana@cotta.ro,COTTA INTERNATIONAL SRL,PRODUCTIE MOBILA,Arad,TAPITER,2,12897806
mariana.malinescu@leviatan.ro,LEVIATAN DESIGN SRL,Construcții / Instalații,Municipiul București,PROIECTANT INGINER INSTALATII,2,30329499
mariana.malinescu@ubitechag.ro,UBITECH CONSTRUCTII SRL,Construcții / Instalații,Municipiul București,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE",2,35049422
mariana.mos@elganador.ro,SC BUCATARIE RASCRUCI,RESTAURANTE,Cluj,AJUTOR OSPATAR,1,37615579
mariana.potor@terdevmac.onmicrosoft.com,TERDEVMAC PRODUCTION S.R.L.,Construcții / Instalații,Hunedoara,ARZATOR PRODUSE CERAMICE,4,46419784
mariana.tescan@paleurop.ro,ROM GRUP DEVELOPMENT SRL,Altele,Prahova,STIVUITORIST,1,18415477
mariana@everestjobs.eu,LES ENFANTS TERRIBLES S.R.L.,RESTAURANTE,,AJUTOR BUCATAR,8,42796870
marijana@steauademare.ro,SC COMPLEX HOTELIER STEAUA DE MARE SRL,Turism / Alimentație,Constanța,OSPATAR (CHELNER),60,21538402
marilena.ghitun@humana-romania.ro,HUMANA PEOPLE TO PEOPLE SRL,Retail,Prahova,LUCRATOR COMERCIAL,2,18264676
marilena.plesea@gclub.ro,S.C. PAN EXPRESS SERVICE SRL,Altele,Municipiul București,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",3,437634
marina.puscas@livaro.ro,S.C. LIVARO S.R.L.,Altele,Bihor,OPERATOR CONFECTII ÎMBRACAMINTE DIN PIELE SI ÎNLOCUITORI,4,16361257
marinica.batoanca@carmistin.ro,AVICARVIL SRL,Agricultură / Zootehnie,Gorj,OPERATOR ABATORIZARE PASARI,15,18658662
maris@mgg-ro.com,MGG RECYCLING SRL,Producție / Logistică,Arad,INGINER MECANIC,1,1689176
marius.avram@egt-logistics.com,EN GHEDI DISTRIBUTION SRL,Servicii transport / curierat,Bistrița-Năsăud,Conducător auto transport rutier de mărfuri,2,36832464
marius.badea@cocspetrolier.ro,MARCOBAD COM SRL,Producție / Logistică,Dâmbovița,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,1,14560814
marius.vasile@comgaz.ro,COM GAZ STEEL SRL,Vânzări,,SPECIALIST IN ACHIZITII,2,5840696
mark@euro-center.ro,KRAYEN S.R.L.,COMERT,Mureș,LUCRATOR COMERCIAL,1,29507401
marketing@bentoflux.ro,BENTOFLUX SA,Au pair / Babysitter / Curățenie,Satu Mare,CALCATOREASA LENJERIE,1,639307
marketing@vetro.ro,VETRO DESIGN SRL,Altele,Municipiul București,ÎNGRIJITOR CLADIRI,2,8409931
matyaskatalin@infopressgroup.com,INFOPRESS GROUP SA,Producție / Logistică,Harghita,MASINIST LA MASINI DE AMBALAT,1,526170
maxime.enescu@intrainterim.ro,HR INTRA INTERIM S.R.L.,Altele,Ilfov,CURIER,150,39543967
mazarom@mazarom.ro,MAZAROM IMPEX SRL,Producție / Logistică,Prahova,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,4,2795736
mbo@mbo.ro,MURI BENZ OIL SRL,COMERT,Mureș,ÎNGRIJITOR SPATII VERZI,1,8575268
mbufnea@nervia.ro,SAVA LOGISTIC SRL,Servicii transport / curierat,Cluj,Conducător auto transport rutier de mărfuri,10,27317524
mc@evtrans.ro,ETJ TRANS,Altele,Municipiul București,Conducător auto transport rutier de mărfuri,8,51506895
mchioariu@asco-holding.com,ASCO GLOBAL SOLUTIONS SRL,Altele,Municipiul București,MANAGER PROIECT,1,47390201
meda.opris@hotel-meridian.ro,RIA MERIDIAN,Turism / Alimentație,Cluj,RECEPTIONER DE HOTEL,2,14532520
medical@bailesarateocnamures.ro,MEDICAL BAILE SARATE SRL,Medicină / Sănătate /Psihoterapie,Alba,FIZIOKINETOTERAPEUT,1,48465159
metehan@alu-metco.com,MK DESIGN & BUILD SRL,Producție / Logistică,Olt,UCENIC,40,51515923
miclos-m@ergio.ro,SC ERGIO BY MERLUȘCĂ SRL,Construcții / Instalații,Bacău,OPERATOR LA MASINI UNELTE CU COMANDA NUMERICA ÎN PRELUCRAREA LEMNULUI,1,4831975
miftode.simona@asconti.ro,S.C. ASCONTI VFT S.R.L.,Construcții / Instalații,Vaslui,FIERAR BETONIST,10,14134320
mihaela.avram@btdconstruct.ro,BTDCONSTRUCT AMBIENT SRL,Construcții / Instalații,Municipiul București,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,2,31055944
mihaela.avram@btdgaz.ro,HAGAG DISTRIBUTIE SI FURNIZARE S.R.L.,Construcții / Instalații,Municipiul București,SPECIALIST RESURSE UMANE,1,52372058
mihaela.baila@octogonhr.ro,KIDDO SPORTS PARK S.R.L.,Altele,,PLASATOR,40,41033579
mihaela.bejinariu@dsabotosani.ro,DIRECTIA PENTRU SPORT SI AGREMENT,Inginerie,Botoșani,INSPECTOR DE SPECIALITATE ÎN ADMINISTRATIA PUBLICA,1,24401506
mihaela.bursuc@comcerealbt.ro,COMCEREAL SA,Altele,Botoșani,LABORANT DETERMINARI FIZICO-MECANICE,1,8278020
mihaela.buzila@crescento.ro,CRESCENTO PACKAGING SRL,Altele,Iași,CARTONAGIST,10,35258100
mihaela.chimigeru@dcsrecruitment.com.ro,MINERALEX EXPLOATARE RESURSE SRL,Altele,,MUNCITOR NECALIFICAT ÎN MINE SI CARIERE,4,14619636
mihaela.chiper@visromania.eu,Asociatia PENTRU VICTIMELE INFRACTIUNILOR SEXUALE,Educație / Training / Coaching,Constanța,ASISTENT DIRECTOR/RESPONSABIL DE FUNCTIUNE (STUDII SUPERIOARE),1,43828377
mihaela.chiriac@stada.ro,STADA M&D SRL,Altele,Municipiul București,MANAGER PROIECT,2,32203534
mihaela.coteanu@cos.ro,SC CORPORATE OFFICE SOLUTIONS,Vânzări,Timiș,MANAGER PROIECT,1,10148013
mihaela.florea@fermit.ro,FERMIT SA,Vânzări,Cluj,AGENT DE VÂNZARI,1,1170151
mihaela.fumea@sipex.ro,SIPEX COMPANY S.A.,COMERT,Municipiul București,SPECIALIST MARKETING,1,9813422
mihaela.iuliana@hobbystar.ro,HOBBY STAR 94 IMPEX SRL,Altele,Bistrița-Năsăud,SOFER DE AUTOTURISME SI CAMIONETE,4,5557283
mihaela.lupei@plusmedicalinvest.ro,MEDICAL DENTAL INVEST S.R.L.,Medicină / Sănătate /Psihoterapie,Iași,ASISTENT MEDICAL GENERALIST,1,44264551
mihaela.marin@3minterserv.ro,SC 3M INTERSERV GRUP SRL,Altele,Dâmbovița,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,31095310
mihaela.petrache@ihg.com,ANA HOTELS S.A.,Turism / Alimentație,Municipiul București,RECEPTIONER DE HOTEL,1,5479061
mihaela.petroiu@prosperanta.ro,PRO SPERANTA 2002 SRL,Vânzări,Argeș,Operator Umplere Recipiente GPL,1,6747677
mihaela.pirvu@carmistin.ro,AVICARVIL FOOD & DISTRIBUTION SRL,Agricultură / Zootehnie,Vâlcea,OPERATOR ABATORIZARE PASARI,50,33307282
mihaela.pletea@gazzo.ro,PRS CAPITAL,Altele,,AJUTOR BUCATAR,5,34226925
mihaela.rosca@ultracont.ro,SUFLETE ÎN ETATE,Altele,Municipiul București,FEMEIE DE SERVICIU,1,30028720
mihaela.rusu@avinci.ro,AG STEEL BUILDING &amp; CLADDING SRL,Construcții / Instalații,Iași,CONSTRUCTOR-MONTATOR DE STRUCTURI METALICE,2,30970581
mihaela.salcudean@maximinvest.ro,MAXIM INVEST SRL,Servicii transport / curierat,Cluj,Conducător auto transport rutier de mărfuri,10,13100095
mihaela.sersea@wetterbest.ro,JORIS IDE SRL,Producție / Logistică,Timiș,COORDONATOR ÎN MATERIE DE SECURITATE SI SANATATE ÎN MUNCA (STUDII MEDII),1,14208541
mihaela.stanciu@cooperativasuine.ro,COOPERATIVA SILISTEA PRODUCTIE SUINE COOPERATIVA AGRICOLA,Altele,,MUNCITOR NECALIFICAT ÎN AGRICULTURA,8,26950179
mihaela.tanase@profi.ro,MEGA IMAGE SRL,COMERT,Ilfov,VÂNZATOR,17,6719278
mihaela.zamfir@dao.rowater.ro,Sistemul de Gospodărire a Apelor Olt,Altele,Olt,MUNCITOR HIDROMETRU,1,18350947
mihaela@conmet.com.ro,CONMET TRADE SRL,Construcții / Instalații,Ialomița,SUDOR,1,25920722
mihaela@stialmet.ro,STIALMET SRL,Construcții / Instalații,,CONFECTIONER TÂMPLARIE DIN ALUMINIU SI MASE PLASTICE,4,10349866
mihaela_paun@sartorom.ro,SARTOROM IMPEX SRL,Inginerie,Municipiul București,AGENT DE VÂNZARI,1,378562
mihaelatapu@pelinari.ro,PELINARI ȘI PELINARI SOCIETATE CIVILĂ DE AVOCAȚI,Au pair / Babysitter / Curățenie,Municipiul București,FEMEIE DE SERVICIU,1,26540454
mihai.dinu@ymail.com,DINCONSTRUCT METPROFIL SRL,Construcții / Instalații,Prahova,LACATUS CONSTRUCTII METALICE SI NAVALE,2,28199125
mihai.gheorghiu@aquador.ro,SC AQUADOR SRL,Specialiști / Tehnicieni,Sibiu,PREPARATOR BAUTURI RACORITOARE,2,7051303
mihai.mucenicu@primariasebes.ro,ASOCIATIA DE DEZVOLTARE INTERCOMUNITARA PENTRU TRANSPORT PUBLIC ZONA SEBES,Altele,Alba,INSPECTOR DE SPECIALITATE ÎN ADMINISTRATIA PUBLICA,1,50918510
mihai.oaie@adc.ro,ADC SUSTAINABLE POWER,Construcții / Instalații,Bihor,INGINER ELECTRICIAN,3,44643300
mihai.ponoran@oriconsul.ro,S.C. ORIENTAL CONSULTANTS GLOB,Construcții / Instalații,Ilfov,MANAGER PROIECT,1,24663787
mihai.serban@veolia.com,SC APA NOVA BUCURESTI SA,Inginerie,Ilfov,INGINER MECANIC,2,12276949
mihai.stroe@mefaendustri.com,MEFA INDUSTRY SRL,Producție / Logistică,Dâmbovița,OPERATOR LA PRELUCRAREA CAUCIUCULUI,4,37933114
mihair@generalconstruct.ro,GENERAL CONSTRUCT SRL,Construcții / Instalații,Suceava,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",9,6908390
milka@teclem.com,TECLEM PROD SRL,Producție / Logistică,Timiș,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",5,10807130
mimo@mimo.ro,MIMO SRL,Construcții / Instalații,Maramureș,ASAMBLATOR-MONTATOR PROFILE ALUMINIU SI GEAM TERMOPAN,3,2214418
min@newpharma.ro,SC SMARTVALUE DEVELOPMENT SRL,IT / Telecomunicații,Cluj,PROGRAMATOR,1,43506711
mioara@rusancom.ro,MMM GLOBAL TEX PREMIUM ,Producție / Logistică,,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,1,45782357
mirabela.neculaesei@asee.io,PAYTEN PAYMENT SOLUTIONS SRL,IT / Telecomunicații,Municipiul București,ANALIST SERVICII CLIENT,1,39351430
mircea.falan@csc-transmetal.com,C.S.C TRANS METAL SRL,Altele,Ilfov,SUDOR,2,17669850
mircea.pastor@materom.ro,MATEROM SRL,Administrativ / Secretariat,,OSPATAR (CHELNER),1,10302235
mircea_raulea@uahoo.com,DEZMO S.R.L.,Altele,Vâlcea,MECANIC AUTO,2,24319318
