name,phone,city,country,sector,employees_count,lead_score,ted_wins,website,call_script_hint
BUTIKKDRIFT ILYAS AS,22 17 72 11,OSLO,NO,retail,10,90,0,www.narvesen.no,We place qualified workers across multiple sectors
CERTEX NORGE AS,66 79 95 00,ÅROS,NO,retail,136,90,0,www.certex.no,We place qualified workers across multiple sectors
KOLLEKTIVTRAFIKKFORENINGEN,22 05 54 24,,NO,other,8,90,0,www.kollektivtrafikk.no,We place qualified workers across multiple sectors
FANA IDRETTSLAG,93 43 65 93,NESTTUN,NO,other,117,90,0,www.fanail.no,We place qualified workers across multiple sectors
ESPIRA KNERTEN AS,21 08 80 88,AVALDSNES,NO,other,35,90,0,www.espira.no,We place qualified workers across multiple sectors
OKTAV AS,900 97 161,NØTTERØY,NO,other,10,90,0,www.oktav.no,We place qualified workers across multiple sectors
NORWEGIAN HULL CLUB - GJENSIDIG ASSURANSEFORENING,55 55 95 00,BERGEN,NO,other,143,90,0,www.norclub.com,We place qualified workers across multiple sectors
VENEZU AS,21 02 70 10,OSLO,NO,other,31,90,0,www.venezu.no,We place qualified workers across multiple sectors
SKJÅK TRELAST AS,61 21 38 90,SKJÅK,NO,other,15,90,0,www.skjak-trelast.no,We place qualified workers across multiple sectors
GODT BRØD GRUNERLØKKA AS,23 22 90 40,OSLO,NO,other,38,90,0,www.godtbrod.no,We place qualified workers across multiple sectors
SCHIEDEL SKORSTEINER AS,21 05 92 00,SKJETTEN,NO,retail,16,90,0,www.schiedel.no,We place qualified workers across multiple sectors
KYSTEN EIENDOM AS,38 12 50 60,KRISTIANSAND S,NO,retail,29,90,0,kiwi.no,We place qualified workers across multiple sectors
TH BLIKK AS,40 32 80 00,MO I RANA,NO,other,56,90,0,www.blikk.as,We place qualified workers across multiple sectors
VITRA SCANDINAVIA AS,23 11 58 70,OSLO,NO,retail,10,90,0,www.vitra.com,We place qualified workers across multiple sectors
PRIVATMEGLEREN BÆRUM AS,48 17 07 00,STABEKK,NO,other,21,90,0,www.privatmegleren.no/baerum?p=0&so=false,We place qualified workers across multiple sectors
HN REGNSKAP AS,902 97 500,LENA,NO,other,6,90,0,www.hnre.no,We place qualified workers across multiple sectors
STQ AS,70 30 11 22,FOSNAVÅG,NO,other,24,90,0,www.stq.no,We place qualified workers across multiple sectors
VOLLEN BÅTSERVICE AS,962 04 030,SLEMMESTAD,NO,other,7,90,0,www.vollenbatservice.no,We place qualified workers across multiple sectors
JOSEF AKADEMI AS,934 72 870,TRONDHEIM,NO,other,10,90,0,www.josefakademi.no,We place qualified workers across multiple sectors
TRIMIT NO AS,45861735,SANDEFJORD,NO,other,19,90,0,www.trimit.com,We place qualified workers across multiple sectors
OYSTER THERMAL AS,913 41 289,OSLO,NO,other,22,90,0,www.oyster.no,We place qualified workers across multiple sectors
ZOOPIT AS,21 08 66 70,OSLO,NO,it,8,90,0,zoopit.no,"We place software developers, IT support, system admins"
MK VARMEPUMPE OG SOLSKJERMING AS,911 52 470,TJELTA,NO,other,5,90,0,www.pixelcan.no,We place qualified workers across multiple sectors
AKSEN AS,48 09 93 00,SOLBERGELVA,NO,other,18,90,0,www.aksen.no,We place qualified workers across multiple sectors
DIN KOSMETISKE KLINIKK AS,55 90 27 01,BERGEN,NO,other,5,90,0,92606993,We place qualified workers across multiple sectors
EVENT4B AS,+4790614028,BODØ,NO,other,8,90,0,eventnord.no/4B,We place qualified workers across multiple sectors
PROMO ENTREPRENØR AS,954 63 134,OSLO,NO,construction,8,90,0,www.promoentreprenor.no,"We place carpenters, electricians, welders for construction projects"
SØRVÆR GJESTEHUS AS,78 45 10 10,SØRVÆR,NO,hospitality,10,90,0,www.sorvaergjestehus.se,"We place cooks, waiters, hotel staff, housekeeping"
GT ELEKTRO AS,456 04 560,TJODALYNG,NO,trades,11,90,0,www.gtel.no,We place qualified workers across multiple sectors
FIDE REGNSKAP AS,33 50 98 69,VESTFOSSEN,NO,other,17,90,0,www.fide.no,We place qualified workers across multiple sectors
FORBO SIEGLING NORGE AS,23 05 11 30,OSLO,NO,other,10,90,0,www.forbo-siegling.no,We place qualified workers across multiple sectors
NERGÅRD HAVFISKE AS,77 01 96 00,TROMSØ,NO,other,25,90,0,www.nergard.no,We place qualified workers across multiple sectors
SOULFOOD AS,400 20 638,LILLESTRØM,NO,hospitality,13,90,0,www.aquagroup.as,"We place cooks, waiters, hotel staff, housekeeping"
US AUTOPARTS AS,72 90 04 40,TILLER,NO,retail,9,90,0,www.usautoparts.no,We place qualified workers across multiple sectors
FYLKESTINGSGRUPPEN PENSJONISTPARTIET AKERSHUS,934 98 520,DRØBAK,NO,other,5,90,0,pensjonistpartiet.no,We place qualified workers across multiple sectors
ØB RØR AS,70 04 84 80,ØRSTA,NO,other,11,90,0,www.orstacomfort.no,We place qualified workers across multiple sectors
MELHUS SPAREBANK,72 87 80 00,MELHUS,NO,other,76,90,0,www.melhusbanken.no,We place qualified workers across multiple sectors
GAIVUONA SUOHKAN KÅFJORD KOMMUNE KAIVUONON KOMUUNI,77 71 90 00,OLDERDALEN,NO,other,485,90,0,www.kafjord.kommune.no/,We place qualified workers across multiple sectors
LINDSKOG AUTO-SERVICE AS,35 07 01 05,EDLAND,NO,retail,15,90,0,www.visithaukeli.org/Aktoer/Esso-Lindskog-Auto-Service-A-S,We place qualified workers across multiple sectors
DET NORSKE STUDENTERSAMFUND,22 84 45 11,OSLO,NO,other,16,90,0,www.studentersamfundet.no,We place qualified workers across multiple sectors
KVERNELAND GROUP OPERATIONS NORWAY AS,51429000,KLEPP STASJON,NO,other,387,90,0,www.kvernelandgroup.com,We place qualified workers across multiple sectors
STRØMMEN AS,33 33 66 90,SEM,NO,construction,15,90,0,www.strommen.no,"We place carpenters, electricians, welders for construction projects"
STAVERN TAKSERING AS,33 19 98 59,PORSGRUNN,NO,other,11,90,0,www.taksering-as.no,We place qualified workers across multiple sectors
COOP FINNØY SA,51 71 44 00,FINNØY,NO,retail,40,90,0,www.coop.no,We place qualified workers across multiple sectors
AMESTO ACCOUNTHOUSE AS,03214,OSLO,NO,other,159,90,0,www.amestoaccounthouse.no,We place qualified workers across multiple sectors
HØYBRÅTEN GLASSERVICE AS,22 30 30 70,OSLO,NO,other,10,90,0,www.hgs.as,We place qualified workers across multiple sectors
HOTELLDRIFT Q ENTRY AS,66 99 78 00,TROLLÅSEN,NO,hospitality,59,90,0,www.nordicchoicehotels.no,"We place cooks, waiters, hotel staff, housekeeping"
MODERN POWER SYSTEMS  SRL,+40740559717,Municipiul Cluj-Napoca,RO,,8,90,0,https://mps-grup.ro,We place qualified workers across multiple sectors
TELPRON COMEX SRL,+40744585730,"Sat Ceacu, Comuna Cuza Voda",RO,,63,90,0,http://constructiirutiere.ro,We place qualified workers across multiple sectors
TARR CONST SRL,+40261712727,Oras Livada,RO,,195,90,0,https://tarrbeton.ro,We place qualified workers across multiple sectors
DANUBE TOTAL GRUP SRL,+40215992005,Bucuresti Sectorul 6,RO,,20,90,0,https://dtgrup.com,We place qualified workers across multiple sectors
LEKO CONSTRUCT SRL,+40744252308,Municipiul Oradea,RO,,61,90,0,https://lekoconstruct.ro,We place qualified workers across multiple sectors
LOTTERI-  OG STIFTELSESTILSYNET,57 82 80 00,FØRDE,NO,other,92,90,0,www.lottstift.no,We place qualified workers across multiple sectors
STYREPLAN AS,40 60 44 75,OSLO,NO,it,5,90,0,www.styreplan.no,"We place software developers, IT support, system admins"
PRODEXIMP SRL,+40261717435,Municipiul Satu Mare,RO,,104,90,0,https://prodeximp.ro,We place qualified workers across multiple sectors
MAGNUS REISER AS,35 97 33 00,STATHELLE,NO,transport,9,90,0,www.magnusreiser.no,"We place truck drivers, warehouse staff, logistics workers"
HØGSKOLEN I ØSTFOLD,69 60 80 00,HALDEN,NO,other,903,90,0,www.hiof.no,We place qualified workers across multiple sectors
HIDRO TOP CONSTRUCT SRL,+40214507409,Bucuresti Sectorul 6,RO,,62,90,0,https://hidrotopconstruct.ro,We place qualified workers across multiple sectors
SAUDA IDRETTSLAG,99458575,SAUDA,NO,other,16,90,0,www.saudail.no,We place qualified workers across multiple sectors
STIFTELSEN OCA NORWAY OFFICE FOR CONTEMPORARY ART NORWAY,23 23 31 50,OSLO,NO,other,10,90,0,www.oca.no,We place qualified workers across multiple sectors
"DRØBAK AKVARIUM, OSLOFJORDEN MARINBIOLOGISKE SENTER STI",901 74 774,DRØBAK,NO,other,10,90,0,www.drobakakvarium.no,We place qualified workers across multiple sectors
INHOUSE GROUP AS,63 99 28 00,GJERDRUM,NO,retail,15,90,0,www.inhousegroup.no,We place qualified workers across multiple sectors
AVISA NORDLAND AS,75 50 00 00,BODØ,NO,other,52,90,0,www.an.no,We place qualified workers across multiple sectors
MANEO AS,23 20 13 08,OSLO,NO,hospitality,13,90,0,www.maneo.no,"We place cooks, waiters, hotel staff, housekeeping"
REISAFJORD HOTEL AS,77 76 60 00,SØRKJOSEN,NO,hospitality,13,90,0,www.reisafjord-hotel.com,"We place cooks, waiters, hotel staff, housekeeping"
KVALITETSRENHOLD AS,73 10 81 73,TANEM,NO,other,6,90,0,www.kvalitetsrenhold.no,We place qualified workers across multiple sectors
REGNSKAPS- & KONSULENTTJENESTE AS,33 05 98 10,SUNDBYFOSS,NO,other,7,90,0,www.rk-as.no,We place qualified workers across multiple sectors
GISHOLT & FINNE AS,35 59 79 99,SKIEN,NO,construction,26,90,0,www.xl-bygg.no,"We place carpenters, electricians, welders for construction projects"
MOLDE GOLFKLUBB,93044744,MOLDE,NO,other,7,90,0,www.moldegolf.no,We place qualified workers across multiple sectors
BESLAG OG BALKONGER AS,56 15 16 50,KLEPPESTØ,NO,other,8,90,0,www.altaner.no,We place qualified workers across multiple sectors
ARILD VEDVIK KRAN & TRANSPORT AS,909 10 127,STOKKE,NO,transport,15,90,0,www.avkt.no,"We place truck drivers, warehouse staff, logistics workers"
MALERMESTER BJØRÅS AS,74 08 17 22,LEVANGER,NO,other,12,90,0,www.bjoraas.no,We place qualified workers across multiple sectors
VOLTA X SOLAR SYSTEMS S.R.L.,+40233212863,Municipiul Piatra Neamt,RO,,79,90,0,https://voltax.ro,We place qualified workers across multiple sectors
DE HISTORISKE AS,55 31 67 60,BERGEN,NO,other,16,90,0,www.dehistoriske.no,We place qualified workers across multiple sectors
CLARION HOTEL STAVANGER AS,51 50 25 00,STAVANGER,NO,hospitality,134,90,0,www.nordicchoicehotels.no,"We place cooks, waiters, hotel staff, housekeeping"
TRONDHEIM KAMMERMUSIKKFESTIVAL STI,40 04 11 20,TRONDHEIM,NO,other,8,90,0,www.kamfest.no,We place qualified workers across multiple sectors
NORSK GESTALTINSTITUTT AS,22 59 16 50,SANDVIKA,NO,other,30,90,0,www.gestalt.no,We place qualified workers across multiple sectors
SCALA PRIVATE BARNEHAGE SA,928 80 958,OSLO,NO,other,20,90,0,www.scala.barnehage.no,We place qualified workers across multiple sectors
AKERSHUS FORSIKRINGSSENTER AS,926 05 882,TROLLÅSEN,NO,other,23,90,0,www.if.no,We place qualified workers across multiple sectors
SYLC CON TRANS SRL,+40257289650,Municipiul Arad,RO,,197,90,0,https://sct.ro,We place qualified workers across multiple sectors
LYD- OG LYSUTLEIE VED TOMMY H. BRAKSTAD,23 22 10 00,OSLO,NO,other,12,90,0,www.llu.no,We place qualified workers across multiple sectors
GLASS SENTERET EIKER AS,32 87 22 50,KROKSTADELVA,NO,other,6,90,0,www.glass-senteret.no,We place qualified workers across multiple sectors
KULTURHUSET EKKO,69 32 00 95,GAMLE FREDRIKSTAD,NO,other,9,90,0,www.facebook.com/ekko2001/,We place qualified workers across multiple sectors
DIN BEDRIFTSHELSETJENESTE AS,952 92 821,TRONDHEIM,NO,construction,10,90,0,www.dinbht.no,"We place carpenters, electricians, welders for construction projects"
TANNAMI AS,66 98 38 80,BILLINGSTAD,NO,other,5,90,0,www.tannami.no,We place qualified workers across multiple sectors
BJØRN TORES ELEKTRO AS,63 94 97 03,JESSHEIM,NO,trades,9,90,0,bta.no,We place qualified workers across multiple sectors
A-MERKING AS,63 97 39 20,DAL,NO,construction,20,90,0,www.a-merking.no,"We place carpenters, electricians, welders for construction projects"
KRISTAL REAL ESTATE S.R.L.,+40747566041,"Sat Bontesti, Comuna Carligele",RO,,10,90,0,https://thegrandkristal.ro,We place qualified workers across multiple sectors
LIOMSETER AS,61 41 11 51,VESTRE GAUSDAL,NO,other,5,90,0,www.turistforeningen.no/liomseter,We place qualified workers across multiple sectors
RADICAL INSTAL SOLUTIONS SRL,+40722672294,Bucuresti Sectorul 2,RO,,37,90,0,https://radicalinstal.ro,We place qualified workers across multiple sectors
OMILON AS,23 00 74 70,OSLO,NO,it,21,90,0,www.omilon.no,"We place software developers, IT support, system admins"
TOPPGIR AS,70 06 65 00,HOVDEBYGDA,NO,other,5,90,0,www.toppgir.no,We place qualified workers across multiple sectors
FÂR NORWAY AS,61 05 40 00,LILLEHAMMER,NO,other,11,90,0,www.fjellpulken.no,We place qualified workers across multiple sectors
CONCELEX ENGINEERING SRL,+40213185489,Bucuresti Sectorul 1,RO,,50,90,0,https://concelex.ro,We place qualified workers across multiple sectors
BORGEDAL BYGG AS,61 28 46 50,FÅVANG,NO,construction,34,90,0,www.borgedalbygg.no,"We place carpenters, electricians, welders for construction projects"
SANDEFJORD HÅNDBALL,92884842,SANDEFJORD,NO,other,24,90,0,www.sandefjordhandball.no,We place qualified workers across multiple sectors
VALENTOR REVISJON AS,61 22 20 40,LILLEHAMMER,NO,other,6,90,0,www.valentor.no,We place qualified workers across multiple sectors
SISSELS TRENING & TRIVSEL AS,55 15 43 00,FYLLINGSDALEN,NO,other,20,90,0,sissels.no,We place qualified workers across multiple sectors
ELTEKNIKK AS,455 11 555,BERGEN,NO,trades,16,90,0,www.elteknikk.no,We place qualified workers across multiple sectors
SINGER BERNINA SYSENTER AS,52 72 77 23,HAUGESUND,NO,retail,12,90,0,synytt.no,We place qualified workers across multiple sectors
BUILDIT AS,22 11 12 13,OSLO,NO,it,7,90,0,buildit.no/,"We place software developers, IT support, system admins"
WINCON SRL,+40743222309,Municipiul Cluj-Napoca,RO,,206,90,0,https://wincon.ro,We place qualified workers across multiple sectors
EY SKYE CONSULTING AS,982 24 915,OSLO,NO,other,130,90,0,www.skye.no,We place qualified workers across multiple sectors
MURERGUTTA AS,936 97 895,NØTTERØY,NO,other,17,90,0,murergutta.no,We place qualified workers across multiple sectors
ACSENTERET TRONDHEIM AS,73 52 49 00,MALVIK,NO,other,13,90,0,Acsenteret.no,We place qualified workers across multiple sectors
NORTEK SECURITY & TECHNOLOGY AS,31 41 51 40,MJØNDALEN,NO,retail,66,90,0,www.nortek.st,We place qualified workers across multiple sectors
KVIKK STORKJØKKEN AS,90 09 95 25,SUNNDALSØRA,NO,other,16,90,0,www.kvikkstorkjokken.no,We place qualified workers across multiple sectors
KALVØY MARITIME PARK AS,928 51 130,STAVANGER,NO,other,7,90,0,www.kalvoyparken.no,We place qualified workers across multiple sectors
SKARSLIA AKTIVITETSSENTER SONDRE SKARSGÅRD EGGESTØL,90 02 01 15,ÅL,NO,other,6,90,0,www.skarslia.no,We place qualified workers across multiple sectors
STEM AGENCY AS,21 50 94 00,OSLO,NO,other,26,90,0,www.stem.no,We place qualified workers across multiple sectors
TOM ERIK BJERKEENGEN - AMFI TRENINGSSENTER EINA,400 02 843,EINA,NO,other,5,90,0,www.amfieina.no,We place qualified workers across multiple sectors
ARCTICZYMES AS,77 64 89 00,TROMSØ,NO,agriculture,48,90,0,www.arcticzymes.com,"We place seasonal farm workers, harvest teams"
IPER DIREKTE AS,21 42 02 42,OSLO,NO,agriculture,12,90,0,www.iper.no,"We place seasonal farm workers, harvest teams"
TA ELEKTRONIKK AS,99 28 58 18,SANDNES,NO,retail,10,90,0,www.taelektronikk.no,We place qualified workers across multiple sectors
LOCKIT AS,55 92 20 80,NESTTUN,NO,trades,23,90,0,www.lockit.no,We place qualified workers across multiple sectors
RØISLAND & CO EIENDOMSMEGLING AS,21 04 32 32,OSLO,NO,other,14,90,0,www.roislandco.no,We place qualified workers across multiple sectors
NORD SENJA FISK AS,77 84 85 86,BOTNHAMN,NO,other,21,90,0,www.nordsenja.no,We place qualified workers across multiple sectors
ELECTROCONSTRUCTIA ELECON SA,+40268332123,Municipiul Brasov,RO,,82,90,0,https://eleconbv.ro,We place qualified workers across multiple sectors
RANDSVERK AS,975 03 081,TESSANDEN,NO,other,6,90,0,www.randsverk.no,We place qualified workers across multiple sectors
LOT333 AS,91758730,BERGEN,NO,retail,8,90,0,www.lot333.no,We place qualified workers across multiple sectors
NORANORWAY AS,31 90 05 60,DRAMMEN,NO,retail,8,90,0,www.noranorway.com,We place qualified workers across multiple sectors
ORLEN UPSTREAM NORWAY AS,51 95 07 50,STAVANGER,NO,other,110,90,0,www.pgnig.no,We place qualified workers across multiple sectors
AGRO & MILJØ AS,69 33 44 61,GRESSVIK,NO,other,6,90,0,www.agro-milo.no,We place qualified workers across multiple sectors
AMUNDRØD STENINDUSTRI AS,63 85 40 40,BJØRKELANGEN,NO,other,7,90,0,www.amundrod-steinindustri.no,We place qualified workers across multiple sectors
SALTEN REGIONRÅD - KOMMUNALT OPPGAVEFELLESSKAP,75 54 86 00,BODØ,NO,other,10,90,0,www.salten.no,We place qualified workers across multiple sectors
GEXSYS AS,+4741517777,STAVANGER,NO,retail,14,90,0,www.gexsys.no,We place qualified workers across multiple sectors
VARMEPUMPESERVICE AS,400 05 894,KRISTIANSAND S,NO,retail,15,90,0,www.varmepumpeservice.no,We place qualified workers across multiple sectors
E.K. REVISJON AS,952 61 418,TRONDHEIM,NO,other,17,90,0,www.ekrevisjon.no,We place qualified workers across multiple sectors
SELVAAG PLUSS SERVICE AS,02224,OSLO,NO,other,26,90,0,www.selvaagbolig.no,We place qualified workers across multiple sectors
KASTELLET AS,38 60 08 20,MANDAL,NO,hospitality,19,90,0,www.kastellet.no,"We place cooks, waiters, hotel staff, housekeeping"
NHO EIENDOM AS,23 08 80 00,OSLO,NO,other,5,90,0,www.nho.no,We place qualified workers across multiple sectors
ASTAFJORD UTVIKLING AS,91700556,SJØVEGAN,NO,construction,8,90,0,www.arenaelvenes.no,"We place carpenters, electricians, welders for construction projects"
NUDIE JEANS AS,+4721420582,OSLO,NO,retail,6,90,0,www.nudiejeans.com,We place qualified workers across multiple sectors
PARADISREISER AS,32 24 36 10,SVELVIK,NO,other,5,90,0,www.paradisreiser.no,We place qualified workers across multiple sectors
CELERO AS,73 54 54 92,TRONDHEIM,NO,other,12,90,0,www.celero.no,We place qualified workers across multiple sectors
DID AS,900 56 876,MOLDE,NO,other,10,90,0,www.didadventure.no,We place qualified workers across multiple sectors
KIRKETUNET BARNEHAGE STI,75 12 92 30,MO I RANA,NO,other,22,90,0,www.kirketunet.barnehage.no,We place qualified workers across multiple sectors
HOVDEN & VATNE STATSAUTORISERTE REVISORAR AS,70 04 59 00,ØRSTA,NO,other,11,90,0,www.h-v.no,We place qualified workers across multiple sectors
BERGEN TRANSFER SERVICE AS,926 60 360,KLEPPESTØ,NO,transport,23,90,0,www.btservice.no,"We place truck drivers, warehouse staff, logistics workers"
KROPPIBALANSE AS,21 39 12 27,EIKSMARKA,NO,other,9,90,0,www.kroppibalanse.no,We place qualified workers across multiple sectors
BRØDRENE MIDTHAUG AS,71 20 15 00,KLEIVE,NO,other,118,90,0,www.midthaug.no,We place qualified workers across multiple sectors
BARNEHAGERESSURSEN AS,40 07 09 00,OSLO,NO,other,1480,90,0,www.barnehageressursen.no,We place qualified workers across multiple sectors
REVISORHUSET AS,23 20 31 00,OSLO,NO,other,11,90,0,www.revisorhuset.no,We place qualified workers across multiple sectors
RÅTT OG SANSELIG AS,33 11 12 64,LARVIK,NO,retail,19,90,0,www.rattogsanselig.no,We place qualified workers across multiple sectors
DG ENERGI AS,99 30 01 50,FURNES,NO,construction,8,90,0,www.dgenergi.no,"We place carpenters, electricians, welders for construction projects"
SINOMINE SPECIALTY FLUIDS LIMITED NUF,55 70 70 52,ÅGOTNES,NO,other,28,90,0,www.formatebrines.com,We place qualified workers across multiple sectors
ØVRE ROMERIKE BRANN OG REDNING IKS,47884300,JESSHEIM,NO,other,169,90,0,www.orbrann.no,We place qualified workers across multiple sectors
VOLLAN SKOLE,72 42 30 20,OPPDAL,NO,other,20,90,0,www.vollanskole.no,We place qualified workers across multiple sectors
BJARNE HJELMTVEDT SYTILBEHØR AS,32 89 22 11,DRAMMEN,NO,retail,22,90,0,www.hjelmtvedt.no,We place qualified workers across multiple sectors
CONART STRUCTURI SRL,+40771311487,"Sat Santana de Mures, Comuna Santana de Mures",RO,,43,90,0,https://conartstructuri.ro,We place qualified workers across multiple sectors
AVFALLSTEKNISK MONTASJE AS,450 05 542,FAGERSTRAND,NO,other,11,90,0,www.atm-as.no,We place qualified workers across multiple sectors
VARINGSKOLLEN BARNEHAGE SA,67 05 11 30,HAKADAL,NO,other,39,90,0,www.varingskollen.no,We place qualified workers across multiple sectors
REKNES MASKIN AS,40 01 26 00,LANGEVÅG,NO,other,9,90,0,Reknesmaskin.no,We place qualified workers across multiple sectors
RANDABERG HÅNDBALLKLUBB,932 56 612,RANDABERG,NO,other,5,90,0,www.randaberghk.no,We place qualified workers across multiple sectors
SYKEHUSET ØSTFOLD HF,69 86 00 00,GRÅLUM,NO,other,8059,90,0,sykehuset-ostfold.no,We place qualified workers across multiple sectors
HINNA HÅNDBALL,932 28 890,STAVANGER,NO,other,13,90,0,www.hinnahandball.no,We place qualified workers across multiple sectors
EIDANGER BARNEHAGE AS,35549548,PORSGRUNN,NO,other,29,90,0,eidanger.barnehage.no,We place qualified workers across multiple sectors
NORSK FORENING FOR FOLKEHELSE- FOLKEHELSEFORENINGEN,957 59 850,,NO,other,10,90,0,www.folkehelseforeningen.no,We place qualified workers across multiple sectors
FOTBALLKLUBBEN VOSS,56 52 91 00,VOSS,NO,other,9,90,0,www.fbkvoss.no,We place qualified workers across multiple sectors
AQUATIQ AS,61 24 70 10,LILLEHAMMER,NO,retail,93,90,0,www.aquatiq.com,We place qualified workers across multiple sectors
HÅKERUD JOHANSEN TRANSPORT AS,61 15 99 40,RAUFOSS,NO,transport,71,90,0,www.hj-transport.no,"We place truck drivers, warehouse staff, logistics workers"
WESTCONTROL AS,51 74 10 00,TAU,NO,other,201,90,0,www.westcontrol.com,We place qualified workers across multiple sectors
TVERLI SJÅFØR & MONTØR,92634771,RYKKINN,NO,transport,8,90,0,www.tverli.com,"We place truck drivers, warehouse staff, logistics workers"
RØROSTEKNIKK AS,72 41 30 00,RØROS,NO,other,8,90,0,www.rorosteknikk.no,We place qualified workers across multiple sectors
SVERRE ROALD AS,70 18 94 00,VIGRA,NO,construction,14,90,0,www.roald.no,"We place carpenters, electricians, welders for construction projects"
HOLTE INDUSTRI AS,35 95 93 00,GVARV,NO,other,32,90,0,www.holteindustri.no,We place qualified workers across multiple sectors
TRE KOKKER VOSS AS,56 51 13 65,VOSS,NO,hospitality,33,90,0,www.ringheimkafe.no,"We place cooks, waiters, hotel staff, housekeeping"
ZENIT ENGINEERING AS,40 03 12 50,SUNDE I SUNNHORDLAND,NO,other,18,90,0,www.zenit.no,We place qualified workers across multiple sectors
MØBELRINGEN LADE AS,73 84 95 95,TRONDHEIM,NO,retail,15,90,0,www.mobelringen.no,We place qualified workers across multiple sectors
HAMMERSTAD MASKIN AS,69 31 01 01,FREDRIKSTAD,NO,construction,84,90,0,www.hammerstadmaskin.no,"We place carpenters, electricians, welders for construction projects"
PROSERV NORGE AS,51 71 80 00,STAVANGER,NO,other,102,90,0,www.proserv-group.com,We place qualified workers across multiple sectors
VAN AMEYDE NORWAY AS,22 00 20 00,OSLO,NO,other,29,90,0,www.vanameyde.no,We place qualified workers across multiple sectors
STIFTELSEN DAM,22 40 53 70,OSLO,NO,other,16,90,0,www.dam.no,We place qualified workers across multiple sectors
IWAKI NORGE AS,23 38 49 00,OSLO,NO,retail,6,90,0,www.iwaki.no,We place qualified workers across multiple sectors
TRONDHEIM GOLFKLUBB,73 53 18 85,TRONDHEIM,NO,other,14,90,0,www.golfklubben.no,We place qualified workers across multiple sectors
INDRE SALTEN OPPLÆRINGSKONTOR AS,75 64 38 20,FAUSKE,NO,other,8,90,0,www.isok.no,We place qualified workers across multiple sectors
LOPPA SOKN,911 24 865,ØKSFJORD,NO,other,12,90,0,www.kirken.loppa.no,We place qualified workers across multiple sectors
STIFTELSEN NÆS JERNVERKSMUSEUM,37 16 05 00,NES VERK,NO,other,7,90,0,www.jernverksmuseet.no,We place qualified workers across multiple sectors
ARVE RYEN & SØNN ISOLASJONSFIRMA AS,22 64 22 22,LYSAKER,NO,trades,6,90,0,www.isolasjonsfirma.no,We place qualified workers across multiple sectors
NORSK SENTER FOR UTVEKSLINGSSAMARBEID (NOREC),57 99 00 00,FØRDE,NO,other,62,90,0,www.norec.no,We place qualified workers across multiple sectors
THERMAX AS,33 32 99 70,SEM,NO,trades,116,90,0,www.thermax.no,We place qualified workers across multiple sectors
GLOPPEN KYRKJELEGE FELLESRÅD,57 86 56 16,SANDANE,NO,other,14,90,0,www.gloppen.kyrkja.no/,We place qualified workers across multiple sectors
SOKNDAL SOKN,408 10 018,HAUGE I DALANE,NO,other,10,90,0,www.sokndal.kirken.no,We place qualified workers across multiple sectors
MOLDE KIRKELIGE FELLESRÅD,71 11 14 70,MOLDE,NO,other,49,90,0,www.molde.kirken.no,We place qualified workers across multiple sectors
HOLE SOKN,32 16 01 00,RØYSE,NO,other,9,90,0,hole.kirken.no/,We place qualified workers across multiple sectors
HAMAR KIRKELIGE FELLESRÅD,62 56 37 50,HAMAR,NO,other,31,90,0,www.kirken-hamar.no,We place qualified workers across multiple sectors
FLÅ SOKN,32 05 36 00,FLÅ,NO,other,7,90,0,www.flaakirke.no,We place qualified workers across multiple sectors
KRISTIANSUND KIRKELIGE FELLESRÅD,71 57 51 90,KRISTIANSUND N,NO,other,27,90,0,kirken.no/Kristiansund,We place qualified workers across multiple sectors
OSLO KOMMUNE UTDANNINGSETATEN,23 46 70 70,OSLO,NO,other,27723,90,0,utdanningsetaten.oslo.kommune.no,We place qualified workers across multiple sectors
MØLLER BIL INNLANDET AS,24 03 44 00,FURNES,NO,other,278,90,0,www.mollerbil.no/hamar,We place qualified workers across multiple sectors
OPPLÆRINGSKONTORET FOR OFFENTLIG SEKTOR I AGDER,469 18 113,ARENDAL,NO,other,6,90,0,www.okos-agder.no,We place qualified workers across multiple sectors
NORDISK ENERGIKONTROLL AS,64 84 55 20,SKJETTEN,NO,construction,13,90,0,www.noen.no,"We place carpenters, electricians, welders for construction projects"
STENBERG & EMILSEN AS,63 95 13 23,DAL,NO,other,9,90,0,www.stenberg-emilsen.no,We place qualified workers across multiple sectors
HELIFUEL AS,53 74 77 00,FØRDE I HORDALAND,NO,other,21,90,0,www.sesenergy.com,We place qualified workers across multiple sectors
STUDENTPARLAMENTET VED UNIVERSITETET I OSLO,22 85 70 44,OSLO,NO,other,9,90,0,studentparlamentet.uio.no,We place qualified workers across multiple sectors
NEVION AS,33 48 99 99,LYSAKER,NO,other,79,90,0,www.nevion.com,We place qualified workers across multiple sectors
SAXOFØN AS,930 80 282,MOLDE,NO,other,10,90,0,saxofoen.no,We place qualified workers across multiple sectors
SAUDA INSTALLASJON AS,52 78 58 00,SAUDA,NO,trades,35,90,0,www.saudainst.no,We place qualified workers across multiple sectors
STIFTELSEN OSLO-FILHARMONIEN,22 01 49 00,OSLO,NO,other,154,90,0,www.ofo.no,We place qualified workers across multiple sectors
ÅS KIRKELIGE FELLESRÅD,64 96 23 30,ÅS,NO,other,28,90,0,www.kirken.no/as,We place qualified workers across multiple sectors
