email,name,country,city,phone,category,source
h8983@accor.com,Hotel Royal-St. Georges MGallery,,,+41338227575,,companies
haakan@underverket.moss.no,UNDERVERKET AS,Norway,MOSS,+4791554045,Drift av restauranter,norway_emails
haakonga@gmail.com,VERTSKAP & CATERING HAAKON CHRISTOFFER GALÅSEN,NO,OSLO,986 45 524,Catering for arrangementer,companies
haanensen@gmail.com,PARISERHJULET AS,Norway,TRONDHEIM,984 64 863,Drift av restauranter,norway_emails
haavard@olavs-pub.no,OLAVS PUB AS,NO,GREÅKER,69 12 93 73,Drift av barer,companies
haavar_saebo@hotmail.com,SÆBØ OPPLEVELSER,Norway,ØVRE EIDFJORD,974 61 890,Drift av campingplasser,norway_emails
haba68@hotmail.com,HANNE BAKKENES STORKIOSK,Norway,TORVASTAD,922 46 853,Drift av restauranter,norway_emails
habeshar.restau@gmail.com,HABESHA PRIMO PIANO RESTAURANT,,,+41323221185,,companies
habibahmadzai21@yahoo.com,HABIBURRAHMAN AHMADZAI,Norway,FINNSNES,456 87 189,Drift av restauranter,norway_emails
habibi@habibi.no,ORIENT HOUSE AS,Norway,OSLO,908 66 668,Drift av restauranter,norway_emails
habi@habi.no,HABI - VISTE HOTELL AS,NO,STAVANGER,,Utleie av egen eller leid fast eiendom,companies
habtomff@yahoo.com,HABTEAB FISSHAYE SEQAR TRANSPORT,Norway,SAUPSTAD,455 73 477,Drift av restauranter,norway_emails
haciduran2008@hotmail.com,Ristorante Il Sapore Vero ApS,DK,,+4527851129,,companies
hacienda.camp@yahoo.com,HACIENDA,Romania,"Com. Limanu, Sat 2 Mai",,,horeca_ro
hafaroy@broadpark.no,NYSTØ FERIE - SJØBERG BRUK HANS ANDERS FÆRØY,Norway,HERSVIKBYGDA,57 78 77 35,Drift av vandrerhjem og ferieleiligheter,norway_emails
hafaz0306@hotmail.com,BAKT POTET SAYUTI,Norway,SANDNES,948 66 140,Drift av restauranter,norway_emails
hafenrestaurant@remimag.ch,Hafenrestaurant,,,+41417119070,,companies
hagen.redpower@hotmail.com,HAGENS CATERING,NO,KONGSVINGER,902 20 535,Catering for arrangementer,companies
haghaniaman1994@hotmail.com,KEBAB HOUSE HAGHANI,Norway,TYNSET,62 48 00 00,Drift av restauranter,norway_emails
hagiur@yahoo.it,SATURN ROOMS SECRET BY THE SEA,Romania,"Mun. Mangalia, Loc. Saturn",,CAMERE DE INCHIRIAT,horeca_ro
haglebu@fjellstuer.no,HAGLEBU DA,Norway,EGGEDAL,32 71 33 50,Drift av vandrerhjem og ferieleiligheter,norway_emails
haicanm@gmail.com,Theba SRL,Romania,"",0745379111,,lucian_horeca
haidarydonya@icloud.com,Herat-Restaurant Haidary,,,+41216463142,,companies
haiducita@yahoo.com,HAIDUCITA BRAN,Romania,Oras Zarnesti,,APARTAMENTE DE INCHIRIAT,horeca_ro
haidu_richard@yahoo.com,LA COLIBA LU COSTACHE,Romania,"Com. Partestii de Jos, Sat Varfu Dealului",,CAMERE DE INCHIRIAT,horeca_ro
hai@hai.no,HAMAR CATERING AS,NO,HAMAR,951 41 582,Drift av restauranter,companies
hailasaivan@yahoo.com,HAI LA SAIVAN,Romania,"Com. Vama, Sat Prisaca Dornei",,CAMERE DE INCHIRIAT,horeca_ro
hainguyenn10@gmail.com,Sea Sushi Bar As,NO,Oslo,+47 905 95 916,,companies
haipeder@online.no,OLDERVIK BRYGGER AS,Norway,OLDERVIK,77 69 41 00,Drift av hoteller,norway_emails
hajdar_sula@hotmail.com,Ora Restaurant,,,+41762728917,,companies
hajdu.csaba@yahoo.de,HAJDU,Romania,Mun. Odorheiu Secuiesc,,PENSIUNE TURISTICA,horeca_ro
hakan.olsson@chefspoolen.se,Chefspoolen i Sverige AB,Romania,,,HORECA,horeca_ro
hakki_bilen@hotmail.com,ORKDAL GRILL & PIZZA AS,NO,ORKANGER,93 42 91 55,Drift av restauranter,companies
hakon@marvins.no,NERDS AS,Norway,DRAMMEN,32 89 05 80,Drift av restauranter,norway_emails
hakon@tolsby.no,TOLSBY HÅKON LOFTHUS,Norway,AREMARK,88 00 43 87,Drift av campingplasser,norway_emails
halaghiuc.elena@yahoo.com,RR HOUSE APARTMENTS,Romania,Oras Rasnov,,APARTAMENTE DE INCHIRIAT,horeca_ro
halar.florina@yahoo.com,FLORY HAUS,Romania,"Com. Saschiz, Sat Saschiz",,,horeca_ro
halciuccristina@gmail.com,CASA GABRIELA CORBU,Romania,"Com. Corbu, Sat Corbu",,CAMERE DE INCHIRIAT,horeca_ro
halden@thonhotels.no,HOTELLDRIFT HALDEN AS,NO,HALDEN,69 21 33 00,Drift av hoteller,companies
halep.iancu@yahoo.com,MYAMAR HOLIDAY APARTMENT,Romania,"Mun. Constanta, Loc. Mamaia",,APARTAMENTE DE INCHIRIAT,horeca_ro
haligaelena@gmail.com,CASA INFLORITA,Romania,"Oras Eforie, Loc. Eforie Nord",,CAMERE DE INCHIRIAT,horeca_ro
halisrl@yahoo.com,CASA HALI,Romania,Oras Lehliu-Gara,,CAMERE DE INCHIRIAT,horeca_ro
hallgeir.aase@post.kvam.no,STRANDEBARM FJORD FERIE H Aase,Norway,OMASTRAND,56 55 69 35,Drift av vandrerhjem og ferieleiligheter,norway_emails
hallo@bistro-haltestelle.ch,Bistro Haltestelle,,,+41774028238,,companies
hallo@eugen-chur.ch,Restaurant Eugen,,,+41812505252,,companies
hallo@kantine-basel.ch,Restaurant Kantine,,,+41615155947,,companies
hallo@kinkhao.ch,KINKHAO Restaurant,,,+41794467366,,companies
hallo@kostbar-sennhof.ch,KostBar Sennhof,,,+41812501922,,companies
hallo@xinchao.is,Directorate of Labour,Romania,,+354003545154800,HORECA,horeca_ro
hallo@zquad.de,GALERIA Restaurant GmbH & Co. KG,DE,,,agency,agencies
hallstein.h@lyse.net,HØYDALSVIK MAT,Norway,JØRPELAND,51 97 77 14,Catering for arrangementer,norway_emails
halmagymelinda@yahoo.com,BLU TOURS,Romania,Mun. Turda,,Organizatoare,horeca_ro
halmip28@gmail.com,GLØR BISTRO AS,NO,LOEN,455 71 727,Drift av restauranter,companies
halmon_m94@hotmail.com,SOLA TAKE AWAY AS,Norway,SOLA,912 73 606,Drift av restauranter,norway_emails
haloiudaniel7@gmail.com,CASA DODOC,Romania,Oras Calimanesti,,CAMERE DE INCHIRIAT,horeca_ro
haltapescarus@gmail.com,HALTA PESCARUS,Romania,"Com. 23 August, Sat 23 August",,CAMERE DE INCHIRIAT,horeca_ro
haluza1976@gmail.com,CLAUDIU MARIAN,Romania,"Com. Leordina, Sat Leordina",,PENSIUNE AGROTURISTICA,horeca_ro
halvor.grot@roroshotell.no,Rros Hotell,Romania,,+4772408000,HORECA,horeca_ro
halvor.hedenstad@sodexo.com,HEDENSTADS KJØKKEN,Norway,STAVANGER,97573349,Catering for arrangementer,norway_emails
hamarbooking@gmail.com,HAMAR BOOKING Solfrid A Bjørge Goldsack,Norway,HAMAR,99717066,Annen overnattingsvirksomhet,norway_emails
hamar@hihostels.no,KOAN AS,Norway,HAMAR,62 52 60 60,Drift av hoteller,norway_emails
hameshsharma@outlook.com,CANDY AS,Norway,STABEKK,401 20 287,Drift av restauranter,norway_emails
hamla79@gmail.com,F & D ASIAN FUSION AND PIZZA YILDIZ,NO,SKJEBERG,+4798882289,Drift av restauranter,companies
hammashidden@gmail.com,HIDDEN ACCOMODATION,Romania,Mun. Miercurea Ciuc,,APARTAMENTE DE INCHIRIAT,horeca_ro
hammer.anders@hotmail.com,CAFÈ RIALTO TRYSIL ANS,Norway,TRYSIL,47379041,Drift av restauranter,norway_emails
hammerhai@seessnart.no,HAMMERHAI I OSLOBUKTA AS,Norway,OSLO,,Drift av barer,norway_emails
hammersdorfsibiu@gmail.com,HAMMERSDORF,Romania,Mun. Sibiu,,HOSTEL,horeca_ro
hammuodahmad515@gmail.com,TOSCANA PIZZA OG GRILL HAJJI HAMMOUD,NO,LAKSEVÅG,+4791650550,Drift av restauranter,companies
hamptonmures_reservations@hilton.com,HAMPTON BY HILTON TARGU MURES,Romania,Mun. Targu Mures,,HOTEL,horeca_ro
hampus.gustafsson@svevia.se,Svevia AB (publ),SE,,,,companies
hamza-asad@hotmail.no,MOGUL KOKKER AS,Norway,OSLO,92483059,Drift av restauranter,norway_emails
hanateamconsulting@gmail.com,SIGNATURE,Romania,Mun. Galati,,APARTAMENTE DE INCHIRIAT,horeca_ro
hancamelot@yahoo.com,CAMELOT,Romania,"Com. Ineu, Sat Husasau de Cris",,CAMERE DE INCHIRIAT,horeca_ro
hanceanug@yahoo.com,IDO,Romania,Oras Navodari,,CAMERE DE INCHIRIAT,horeca_ro
hancozia@yahoo.com,Artemiza SRL,Romania,"",0250751909,,lucian_horeca
hanelore_stejerean@yahoo.com,FELICITY APARTMENT,Romania,Mun. Bistrita,,APARTAMENTE DE INCHIRIAT,horeca_ro
hanesandreii@gmail.com,CASA DE VACANTA HANES,Romania,"Com. Pianu, Sat Pianu de Sus",,APARTAMENTE DE INCHIRIAT,horeca_ro
hangamariakimaya@gmail.com,MARIA KIMAYA,Romania,"Com. Sanmartin, Sat Baile Felix",,CAMERE DE INCHIRIAT,horeca_ro
hanganstandaniel@gmail.com,CASA DANIELLE,Romania,Mun. Toplita,,CAMERE DE INCHIRIAT,horeca_ro
hangot@forenedecare.se,Forenede Care AB,Romania,,,HORECA,horeca_ro
hanh35@hotmail.com,MY CAFEBAR Luom Thi Nguyen,NO,TØNSBERG,33 31 09 40,Drift av restauranter,companies
hanisiaprest@yahoo.com,COLT DE APUSENI,Romania,"Com. Curatele, Sat Curatele",,PENSIUNE AGROTURISTICA,horeca_ro
hani.vlad@yahoo.com,STUDIO SPLAI,Romania,"Mun. Bucuresti, Sector 3",,CAMERE DE INCHIRIAT,horeca_ro
hanmadaras@yahoo.com,HAN MADARAS,Romania,"Com. Madaras, Sat Madaras",,PENSIUNE TURISTICA,horeca_ro
hanmongolianuster@gmail.com,Restaurant HAN Mongolian Barbecue,,,+41449420055,,companies
hanna@aksjemollen.no,Aksjemøllen by Classic Norway Hotels,NO,Lillehammer,+47 977 36 309,,companies
hanna.backman@pitea.se,Pitea kommun,Romania,,,HORECA,horeca_ro
hannaluu18@icloud.com,CATERING & VIETNAMESISK VARM MAT LUU,NO,OSLO,920 58 332,Catering for arrangementer,companies
hanna@nordicfoodprint.com,NORDIC FOODPRINT AS,Norway,OSLO,922 98 330,Drift av restauranter,norway_emails
hanna.s77@hotmail.com,TASTY TRUCK SEDIGHI,Norway,SANDVIKA,47149552,Drift av restauranter,norway_emails
hannashiden@gmail.com,HANNA'S HIDDEN HAVEN,Romania,"Com. Ciceu, Sat Ciaracio",,CAMERE DE INCHIRIAT,horeca_ro
hanne@florogfjare.no,FLOR & FJÆRE AS,Norway,SØR-HIDLE,51 11 00 00,Drift av restauranter,norway_emails
hannekristin@valso.no,NORDHAGEN DRIFT OG UTLEIE HEMSEDAL V/ VALSØ,Norway,HEMSEDAL,+4747873631,Drift av vandrerhjem og ferieleiligheter,norway_emails
hanne.m.paaske@gmail.com,KULINARISKE FRISTELSER Hanne Chr Mortensen Paaske,Norway,OSLO,92815569,Catering for arrangementer,norway_emails
hanpoienita@yahoo.com,POIENITA SOCIETATE COOPERATIVA,Romania,,0744654323,,romania_emails
hansecafe@bluewin.ch,Hanse Cafe,,,+41762253026,,companies
hansendestad@hotmail.com,ENDESTAD CAMPING AS,Norway,EIKEFJORD,,Drift av campingplasser,norway_emails
hans-erik@bergtatt.as,ØSTMOEHJØRNET AS,Norway,ELVERUM,,Drift av restauranter,norway_emails
hansjarle@rekdal-transport.no,ÅLESUND LAGERHOTELL AS,NO,ÅLESUND,958 42 690,Godstransport på vei,companies
hanskristiansf@hotmail.com,PANCHO BURRITO BAR AS,NO,TRONDHEIM,416 03 940,Drift av restauranter,companies
hanspetter@zita.no,ZITA MATBAR AS,NO,LIER,32 24 44 44,Drift av restauranter,companies
hanssengaard@outlook.com,HANSSEN GÅRD,Norway,SILSAND,971 72 686,Drift av vandrerhjem og ferieleiligheter,norway_emails
hansthunestvedt@gmail.com,HM THUNESTVEDT,Norway,INDRE BILLEFJORD,+4797706793,Drift av vandrerhjem og ferieleiligheter,norway_emails
hanuberarilor.lupescu@citygrill.ro,Hanul Berarilor (Pache Protopopescu),Romania,Bucuresti,,,horeca_ro
hanulboierilor@gmail.com,CASA BOIERILOR,Romania,"Com. Mihai Viteazu, Sat Mihai Viteazu",,,horeca_ro
hanulcocosul@gmail.com,HANUL COCOSUL,Romania,"Com. Vitanesti, Sat Vitanesti",,PENSIUNE TURISTICA,horeca_ro
hanuldacilor@gmail.com,HANUL DACILOR,Romania,Mun. Iasi,,PENSIUNE TURISTICA,horeca_ro
hanuldinpadure@gmail.com,HANUL DIN PADURE,Romania,"Com. Danes, Sat Danes",,PENSIUNE AGROTURISTICA,horeca_ro
hanulhangitei@yahoo.com,Hanul Hangitei,Romania,Bucuresti,758043355,,horeca_ro
hanulizvorgalati@yahoo.com,HANUL IZVOR,Romania,Mun. Galati,,PENSIUNE TURISTICA,horeca_ro
hanul.lupilor@gmail.com,HANUL LUPILOR,Romania,"Com. Baia de Fier, Sat Baia de Fier",,CAMERE DE INCHIRIAT,horeca_ro
hanulmarisano@yahoo.com,HAN MARISANO,Romania,Mun. Onesti,,CAMERE DE INCHIRIAT,horeca_ro
hanulpastravarului@gmail.com,ENIKO,Romania,Mun. Gheorgheni,,CAMERE DE INCHIRIAT,horeca_ro
hanulrazesilor@yahoo.com,HANUL RAZESILOR,Romania,"Com. Tupilati, Sat Tupilati",,PENSIUNE TURISTICA,horeca_ro
hanulsolca@yahoo.com,HANUL SOLCA,Romania,Oras Solca,,PENSIUNE TURISTICA,horeca_ro
hanul_tentea@yahoo.com,HANUL TENTEA,Romania,"Com. Sacel, Sat Sacel",,PENSIUNE TURISTICA,horeca_ro
hanulucobala@gmail.com,HANUL LUI COBALA,Romania,"Com. Budesti, Sat Budesti",,PENSIUNE AGROTURISTICA,horeca_ro
hanulursilor@yahoo.com,HANUL URSILOR,Romania,"Com. Vanatori-Neamt, Sat Vanatori-Neamt",,HOTEL,horeca_ro
hanu.visoianu@gmail.com,HANU VISOIANU,Romania,"Com. Ciurea, Sat Lunca Cetatuii",,VILA TURISTICA,horeca_ro
hanygaa@online.no,SKATVIK CAMPING V/ HARALD NYGÅRD,Norway,SKATVIK,909 11 676,Drift av campingplasser,norway_emails
hanzuioana@yahoo.com,HANZU MARIA ILEANA,Romania,"Com. Gura Raului, Sat Gura Raului",,PENSIUNE TURISTICA,horeca_ro
hanzumaria@yahoo.com,HANZU DARIUS,Romania,"Com. Gura Raului, Sat Gura Raului",,PENSIUNE TURISTICA,horeca_ro
happybooks@lscv.ch,Cafe LSCV Happy Books - GESCHLOSSEN,,,+41263211267,,companies
happy_evx@yahoo.com,VALEA MOSULUI,Romania,Mun. Petrosani,,CASUTE TIP CAMPING,horeca_ro
happyhouseinternational@gmail.com,HYGGE NORDIC APARTMENTS,Romania,Mun. Brasov,,APARTAMENTE DE INCHIRIAT,horeca_ro
happyresidencesibiu@gmail.com,HAPPY RESIDENCE SIBIU,Romania,Oras Cisnadie,,APARTAMENTE DE INCHIRIAT,horeca_ro
happyvillagecostinesti@gmail.com,HAPPY VILLAGE COSTINESTI,Romania,"Com. Costinesti, Sat Costinesti",,CAMERE DE INCHIRIAT,horeca_ro
haraalexandraki@gmail.com,KRETA AROMA AS,Norway,GRESSVIK,40625537,Drift av restauranter,norway_emails
hara.arad@haracatering.com,HARA SERVCOM SRL,Romania,,40755462553,,horeca_ro
harabagiugeorge3@gmail.com,CASA PITI,Romania,Mun. Brasov,,CAMERE DE INCHIRIAT,horeca_ro
harabagiumia@yahoo.com,COM.PROD.REZERV ART S.R.L.,Romania,Botosani > MUNICIPIUL DOROHOI > DOROHOI,+40747677372,RESTAURANTE,horeca_ro
haraflorin@yahoo.com,COZY APARTMENTS,Romania,"Com. Giroc, Sat Giroc",,APARTAMENTE DE INCHIRIAT,horeca_ro
haralambiegeorgi@gmail.com,CASA HARALAMBIE,Romania,"Com. Greci, Sat Greci",,CAMERE DE INCHIRIAT,horeca_ro
harald.hvattum@hadelandshistorie.no,HADELANDSHISTORIE. PRODUKSJON OG PUBLISERING AV LOKALHISTORIE HARALD HVATTUM,NO,BRANDBU,61 33 42 61,Skapende kunstnerisk virksomhet innenfor litteratur,companies
harald.martin.lie@varenergi.no,MAT ONNA BRONÅ,Norway,HAUGESUND,996 43 768,Catering for arrangementer,norway_emails
haraldoksnes@gmail.com,MATTJENESTER Harald Øksnes,Norway,FREDRIKSTAD,480 76 362,Drift av restauranter,norway_emails
harald.rong@peppes.no,Peppes Pizza Tønsberg,NO,Tønsberg,,,companies
harangus_bianca@yahoo.com,HARA GOLD CATERING  SRL,OT,,,agency,agencies
harangus_violeta@yahoo.com,CASA VIOLETA,Romania,Mun. Lupeni,,CAMERE DE INCHIRIAT,horeca_ro
haras.balcescu@gmail.com,REZIDENT PREDEAL,Romania,Oras Predeal,,,horeca_ro
harasemiucv@yahoo.com,BLACK CAT SRL,Romania,"Suceava > ORAS SIRET > SIRET, ORS. SIRET",+40755118322,RESTAURANTE,horeca_ro
hardangerferiesenter@online.no,HARDANGER FERIESENTER AS,Norway,NORHEIMSUND,56 55 13 84,Drift av vandrerhjem og ferieleiligheter,norway_emails
hardangerlife@gmail.com,HARDANGERLIFE AS,Norway,ODDA,98885955,Drift av vandrerhjem og ferieleiligheter,norway_emails
hardereck@shinternet.ch,Restaurant Hardereck,,,+41525339757,,companies
hardrum_attila@yahoo.com,BAZALT APARTMENTS,Romania,Mun. Miercurea Ciuc,,APARTAMENTE DE INCHIRIAT,horeca_ro
hargitapanzio@yahoo.com,HARGHITA,Romania,Oras Vlahita,,PENSIUNE TURISTICA,horeca_ro
harmoniapanzio@yahoo.com,HARMONIA,Romania,Mun. Miercurea Ciuc,,PENSIUNE TURISTICA,horeca_ro
harold.lagunilla@gmail.com,HAROLD PENULLAR LAGUNILLA,Norway,OSLO,,Catering for arrangementer,norway_emails
harombocs@gmail.com,POTCOAVA NOROCOASA-SZERENCSE PATKO,Romania,"Com. Dealu, Sat Tamasu",,PENSIUNE AGROTURISTICA,horeca_ro
harrbratt@gmail.com,BRATTEN KAFFE,Norway,MØRSVIKBOTN,488 94 273,Drift av restauranter,norway_emails
harry@ab-tec.no,HNN INVEST AS,Norway,MEISTERVIK,418 40 876,Drift av vandrerhjem og ferieleiligheter,norway_emails
harry.martinsen1@gmail.com,ARTIC TRADING FOSEN AS,Norway,BREKSTAD,936 48 680,Drift av restauranter,norway_emails
harry@rht.no,NO.24 TROMSØ AS,Norway,TROMSØ,77 65 85 20,Drift av restauranter,norway_emails
harsanana@yahoo.com,REPAS,Romania,Oras Sovata,,CABANA TURISTICA,horeca_ro
harsheim@online.no,KOIA HFI AS,Norway,FÅVANG,91 73 23 45,Drift av restauranter,norway_emails
ha-sami@online.no,VERONA PIZZA OG CAFE AS,NO,SKEDSMOKORSET,920 43 609,Utleie av egen eller leid fast eiendom,companies
hasankagan75@gmail.com,Gasthaus Kirchenwirt Munster,Romania,,+43080067891011,HORECA,horeca_ro
hasan_yiz07@hotmail.com,TRANSILVANIA GARDEN HOUSE,Romania,Mun. Miercurea Ciuc,,MOTEL,horeca_ro
hasiceylan@gmail.com,The Pub Ceybar GmbH,,,+41612222410,,companies
hassan_karabag@live.no,HELIN DA-VINCI AS,Norway,ÅLESUND,95732907,Drift av restauranter,norway_emails
hassanzaki606@gmail.com,TURKISH DONER KEBAB SRL,Romania,Satu Mare > MUNICIPIUL SATU MARE > SATU MARE,+40747346552,RESTAURANTE,horeca_ro
hasseltun1307@gmail.com,HEBÄCKERS HASSELTUN,Norway,AVERØY,,Drift av vandrerhjem og ferieleiligheter,norway_emails
hasu.raluca@gmail.com,OAZA DE CORBU,Romania,"Com. Corbu, Sat Corbu",,CAMERE DE INCHIRIAT,horeca_ro
hataimn1@yahoo.com,CASA AURA,Romania,"Oras Eforie, Loc. Eforie Nord",,CAMERE DE INCHIRIAT,horeca_ro
hatartalan56@gmail.com,KELEMEN ERZSEBET,Romania,"Com. Ciceu, Sat Ciceu",,PENSIUNE TURISTICA,horeca_ro
hatnap16@gmail.com,HYPHA ETC,Romania,"Com. Eremitu, Sat Campu Cetatii",,HOSTEL,horeca_ro
hatnap@gmail.com,ASTER,Romania,"Com. Eremitu, Sat Eremitu",,PENSIUNE AGROTURISTICA,horeca_ro
haugen_elisabeth@hotmail.com,GASTROSYKEPLEIE NORSK SYKEPLEIERFORBUND,NO,OSLO,22 50 58 89,Aktiviteter i yrkessammenslutninger,companies
haugesund@bankerspizza.no,Bankers Pizza Haugesund,Romania,,,HORECA,horeca_ro
haugetun@haugetun.fhs.no,HAUGETUN CATERING AS,NO,ROLVSØY,,Catering for arrangementer,companies
haukerodpuben118@hotmail.com,HAUKERØD PUBEN AS,NO,SANDEFJORD,948 56 230,Drift av barer,companies
haulerzoltan@gmail.com,"",Romania,"",+40743894134,,lucian_horeca
haushubertusvaliug@yahoo.com,CASA HUBERTUS,Romania,"","",,lucian_horeca
haushubertusvaliug@yahoo.comloidlanca,CASA HUBERTUS,Romania,"Com. Valiug, Sat Valiug",,PENSIUNE TURISTICA,horeca_ro
haval1978@live.no,LILLEHAMMER PIZZERIA OG RISTAURANTE ANS,NO,LILLEHAMMER,61 25 90 60,Drift av restauranter,companies
havamarcel@gmail.com,HAVA'S HOME,Romania,"Com. Popesti, Sat Cuzap",,CAMERE DE INCHIRIAT,horeca_ro
havard.bryhn@vikenfiber.no,HÅVARD BRYHN STORSJØEN FISKECAMP,Norway,RENA,930 12 394,Drift av campingplasser,norway_emails
havar.martinsen@ingka.ikea.com,IKEA,Romania,,,HORECA,horeca_ro
haveli@haveliasker.no,S&S COMPANY AS,Norway,ASKER,66 78 42 00,Drift av restauranter,norway_emails
havnehu@online.no,HAVNEHUSET AS,Norway,DVERBERG,76 14 63 70,Drift av restauranter,norway_emails
hawib@frisurf.no,HØGEVARDE KAFETERIADRIFT AS,Norway,NORESUND,472 90 315,Drift av restauranter,norway_emails
hayatiyasar07@gmail.com,LILLE M AS,Norway,BREKSTAD,916 09 057,Drift av restauranter,norway_emails
hayhuycamp@gmail.com,HAY HUY CAMP,Romania,Oras Busteni,,CASUTE TIP CAMPING,horeca_ro
hayley.price11@wales.nhs.uk,Public Health Wales,GB,CF10 4BZ,,NHS,companies
haythami2210@hotmail.com,ZOOL FOOD AS,Norway,OSLO,41108467,Drift av restauranter,norway_emails
hb1a9-fo@accor.com,MERCURE SIGHISOARA BINDERBUBI HOTEL&SPA,,,,,companies
hb2l8@accor.com,HÔTEL IBIS STYLES CLERMONT RÉPUBLIQUE,FR,CLERMONT-FERRAND,,HÔTEL DE TOURISME 3 étoiles,companies
hbo89-gm@accor.com,IBIS STYLES BUCHAREST CITY CENTER,Romania,"Mun. Bucuresti, Sector 1",,HOTEL,horeca_ro
hc1u6@accor.com,GREET HOTEL REIMS TINQUEUX,FR,TINQUEUX,,HÔTEL DE TOURISME 3 étoiles,companies
h.capitol@yahoo.com,CAPITOL,Romania,"Com. Miroslava, Sat Valea Adanca",,HOTEL,horeca_ro
hccbartkowiak@gmail.com,BARTKOWIAK HOME CARE CULINARY,Norway,HØVIK,,Catering for arrangementer,norway_emails
hccpolar@yahoo.com,TUDOR PALACE,Romania,Mun. Iasi,,HOTEL,horeca_ro
hcotinghin@gmail.com,ARUNA BRAN,Romania,"Com. Bran, Sat Bran",,CAMERE DE INCHIRIAT,horeca_ro
hcr@hcr.ro,LA FERMA VIETII,Romania,"Com. Izvoarele, Sat Homoraciu",,CAMPING,horeca_ro
headchef@skihyttatrysil.no,Skihytta Trysil As,Romania,,,HORECA,horeca_ro
heang1994@hotmail.com,HONG KONG HOUSE LEE SHUN HEANG,Norway,SANDEFJORD,986 41 508,Drift av restauranter,norway_emails
heat_constanta@yahoo.com,LEVANTE,Romania,"Oras Eforie, Loc. Eforie Nord",,CAMERE DE INCHIRIAT,horeca_ro
heather.blazevic@getmail.no,BLAZEVIC KAFEDRIFT,Norway,OSLO,22 69 21 67,Drift av restauranter,norway_emails
heaveneventshouse@gmail.com,HEAVEN BY THE LAKE,Romania,"Com. Snagov, Sat Snagov",,CAMERE DE INCHIRIAT,horeca_ro
hebjme@online.no,HEIDI LYSEGGEN KONSULENTTJENESTER,Norway,MOSS,915 83 839,Catering for arrangementer,norway_emails
hedarompartners.is@gmail.com,HEDAROM 2,Romania,"Oras Eforie, Loc. Eforie Nord",,,horeca_ro
hedera@hederasovata.ro,HEDERA SOVATA,Romania,Oras Sovata,,CASUTE TIP CAMPING,horeca_ro
hedulia@yahoo.com,HMM SIBIU,Romania,Mun. Sibiu,,APARTAMENTE DE INCHIRIAT,horeca_ro
hege.hoel@scandichotels.com,Scandic Harstad,Romania,,+4777003002,HORECA,horeca_ro
hegekristinruud@gmail.com,HEGES MATOPPLEVELSER AS,Norway,ENGAN,954 58 395,Catering for arrangementer,norway_emails
hege.mellem@oppdal.com,LADY DALA HEGE MELLEM,Norway,DRIVDALEN,415 47 573,Catering for arrangementer,norway_emails
hege@miclis.no,TVETE KARLSEN,Norway,LILLEHAMMER,951 95 265,Drift av vandrerhjem og ferieleiligheter,norway_emails
hege@prestegaarden.no,VÆRØY GAMLE PRESTEGÅRD Hege Sørli,Norway,VÆRØY,76 09 54 11,Drift av hoteller,norway_emails
hege@rosfjord.no,LINDESNES HOTELL AS,NO,LYNGDAL,38 34 01 00,Utleie av egen eller leid fast eiendom,companies
heggvikaferiesenter@gmail.com,HEGGVIKA FERIESENTER INGER-LISE HAUGE MELLEMSÆTHER,Norway,KNARRLAGSUND,900 89 474,Drift av vandrerhjem og ferieleiligheter,norway_emails
hegyi_reka@yahoo.com,AMETHYST,Romania,Oras Sovata,,PENSIUNE TURISTICA,horeca_ro
heidichristophersen@gmail.com,HEIDI CHRISTOPHERSEN,Norway,OSLO,456 12 812,Catering for arrangementer,norway_emails
heidi@frich.no,Wood Hotel by Frich's,Romania,,+4748110200,HORECA,horeca_ro
heidi.iren@gmail.com,HEIDIS MAT OG VIN HEIDI IREN HANSEN,Norway,OSLO,975 04 410,Catering for arrangementer,norway_emails
heidi.matre@gmail.com,MATRES MAT,Norway,TROMSØ,988 46 945,Catering for arrangementer,norway_emails
heidi.moss@tirna.no,"",Romania,Municipiul Sibiu,"",,lucian_horeca
hei@enkelkvardag.no,ENKEL KVARDAG AS,Norway,BRYGGJA,+4740092344,Catering for arrangementer,norway_emails
hei@evenesgrill.no,EVENES GRILL AS,NO,EVENES,948 86 352,Drift av restauranter,companies
hei@folksom.no,FÆRDER NASJONALPARK HOTELL AS,NO,TØNSBERG,,Utvikling og salg av byggeprosjekter,companies
hei@foodiology.no,FOODIOLOGY HUSSAIN,Norway,OSLO,451 38 016,Catering for arrangementer,norway_emails
hei@gaorestaurant.no,GAO RESTAURANT AS,NO,OSLO,977 42 358,Drift av restauranter,companies
hei@haandslag.no,HÅNDSLAG AS,Norway,OSLO,23 65 31 20,Drift av restauranter,norway_emails
heikrem@yahoo.no,SØNDAGSSKOLETUNET OMLID STI,Norway,SANDNES,915 70 780,Drift av vandrerhjem og ferieleiligheter,norway_emails
hei@lorenzos.no,LORENZOS AS,Norway,FØRDE,968 76 057,Drift av restauranter,norway_emails
heimdal@kompisnorge.no,KOMPIS HEIMDAL AS,Norway,HEIMDAL,97908000,Drift av restauranter,norway_emails
heini_petersen@mckinsey.com,PETERSENS VIN KONSULT,Norway,OSLO,415 09 770,Catering for arrangementer,norway_emails
hei@rastlosholding.no,KRUNSJ AS,Norway,SKI,466 95 419,Drift av restauranter,norway_emails
