locality_slug,county_slug,locality_name,county_name,primar,url
movileni,iasi,Movileni,Iasi,Dan-Constantin Hodoroabă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/movileni/
oteleni,iasi,Oteleni,Iasi,Ciprian Aiojoaei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/oteleni/
pascani,iasi,Pascani,Iasi,Marius-Nicolae Pintilie,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/pascani/
plugari,iasi,Plugari,Iasi,Paul Mursa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/plugari/
podu-iloaiei,iasi,Podu Iloaiei,Iasi,Ioan Alexa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/podu-iloaiei/
popesti,iasi,Popesti,Iasi,Vasile Lupu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/popesti/
popricani,iasi,Popricani,Iasi,Ion Tănasă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/popricani/
prisacani,iasi,Prisacani,Iasi,Ghiorghe Stanciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/prisacani/
probota,iasi,Probota,Iasi,Constantin Zamisnicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/probota/
rachiteni,iasi,Rachiteni,Iasi,Petre Doboş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/rachiteni/
raducaneni,iasi,Raducaneni,Iasi,Răducu-Ionuţ Balint,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/raducaneni/
rediu,iasi,Rediu,Iasi,Ioan-Cristinel Condrea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/rediu/
romanesti,iasi,Romanesti,Iasi,Ioan Stegariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/romanesti/
roscani,iasi,Roscani,Iasi,Andrei Turcuman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/roscani/
ruginoasa,iasi,Ruginoasa,Iasi,Ionuţ-Constantin Pristăviţa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/ruginoasa/
scanteia,iasi,Scanteia,Iasi,Mihai Darabană,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/scanteia/
scheia,iasi,Scheia,Iasi,Dănuţ Ababei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/scheia/
schitu-duca,iasi,Schitu Duca,Iasi,Grigore Corciovă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/schitu-duca/
scobinti,iasi,Scobinti,Iasi,Gheorghe Hriţcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/scobinti/
sinesti,iasi,Sinesti,Iasi,Petru Holicov,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/sinesti/
sipote,iasi,Sipote,Iasi,Constantin Puiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/sipote/
siretel,iasi,Siretel,Iasi,Gelu Şpaiuc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/siretel/
stolniceni-prajescu,iasi,Stolniceni Prajescu,Iasi,Costel Hugianu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/stolniceni-prajescu/
strunga,iasi,Strunga,Iasi,Sorin-Constantin Lazăr,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/strunga/
tansa,iasi,Tansa,Iasi,Vasile Cărăuşu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/tansa/
targu-frumos,iasi,Targu Frumos,Iasi,Neculai Zugravu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/targu-frumos/
tatarusi,iasi,Tatarusi,Iasi,Costel Iosub,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/tatarusi/
tibana,iasi,Tibana,Iasi,Gheorghe Rotaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/tibana/
tibanesti,iasi,Tibanesti,Iasi,Neculai Munteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/tibanesti/
tiganasi,iasi,Tiganasi,Iasi,Iulian Chirilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/tiganasi/
todiresti,iasi,Todiresti,Iasi,Ovidiu Droancă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/todiresti/
tomesti,iasi,Tomesti,Iasi,Ştefan Timofte,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/tomesti/
trifesti,iasi,Trifesti,Iasi,Paul-Nicolae Ivănucă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/trifesti/
tutora,iasi,Tutora,Iasi,Cristinel Albu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/tutora/
ungheni,iasi,Ungheni,Iasi,Iulian Marcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/ungheni/
valea-lupului,iasi,Valea Lupului,Iasi,Florin-Liviu Dulgheru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/valea-lupului/
valea-seaca,iasi,Valea Seaca,Iasi,Neculai Miron,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/valea-seaca/
vanatori,iasi,Vanatori,Iasi,Constantin Lupu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/vanatori/
victoria,iasi,Victoria,Iasi,Daniel Creţu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/victoria/
vladeni,iasi,Vladeni,Iasi,Iulian-Iustin Burdea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/vladeni/
voinesti,iasi,Voinesti,Iasi,Gheorghe Dobreanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_iasi/primarie/voinesti/
1-decembrie,ilfov,1 Decembrie,Ilfov,Gheorghe Petre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/1-decembrie/
afumati,ilfov,Afumati,Ilfov,Gabriel Dumănică,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/afumati/
balotesti,ilfov,Balotesti,Ilfov,Cristian-Ştefan Pretorian,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/balotesti/
berceni,ilfov,Berceni,Ilfov,George Ene,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/berceni/
bragadiru,ilfov,Bragadiru,Ilfov,Gabriel Lupulescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/bragadiru/
branesti,ilfov,Branesti,Ilfov,Niculae Cismaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/branesti/
buftea,ilfov,Buftea,Ilfov,Gheorghe Pistol,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/buftea/
cernica,ilfov,Cernica,Ilfov,Gelu Apostol,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/cernica/
chiajna,ilfov,Chiajna,Ilfov,Mircea Minea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/chiajna/
chitila,ilfov,Chitila,Ilfov,Emilian Oprea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/chitila/
ciolpani,ilfov,Ciolpani,Ilfov,Bogdan-Cristian Călin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/ciolpani/
ciorogarla,ilfov,Ciorogarla,Ilfov,George Nicula,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/ciorogarla/
clinceni,ilfov,Clinceni,Ilfov,Adrian Budeanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/clinceni/
copaceni,ilfov,Copaceni,Ilfov,Ionuţ Marin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/copaceni/
corbeanca,ilfov,Corbeanca,Ilfov,Ştefan-Adrian Apăteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/corbeanca/
cornetu,ilfov,Cornetu,Ilfov,Adrian-Eduard Stoica,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/cornetu/
darasti-ilfov,ilfov,Darasti Ilfov,Ilfov,Ştefan Iancu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/darasti-ilfov/
dascalu,ilfov,Dascalu,Ilfov,Mugurel-Costin Manea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/dascalu/
dobroesti,ilfov,Dobroesti,Ilfov,Valentin-Laurenţiu Condu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/dobroesti/
domnesti,ilfov,Domnesti,Ilfov,Ioan-Adrian Ghiţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/domnesti/
dragomiresti-vale,ilfov,Dragomiresti Vale,Ilfov,Gheorghe Socol,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/dragomiresti-vale/
ganeasa,ilfov,Ganeasa,Ilfov,Raul-Gabriel Niculae,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/ganeasa/
glina,ilfov,Glina,Ilfov,Ionuţ-Răzvan Tudor,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/glina/
gradistea,ilfov,Gradistea,Ilfov,Mihail Toma,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/gradistea/
gruiu,ilfov,Gruiu,Ilfov,Ion Samoilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/gruiu/
jilava,ilfov,Jilava,Ilfov,Elefterie-Ilie Petre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/jilava/
magurele,ilfov,Magurele,Ilfov,Cristian Stamate,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/magurele/
moara-vlasiei,ilfov,Moara Vlasiei,Ilfov,Andrei Filip,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/moara-vlasiei/
mogosoaia,ilfov,Mogosoaia,Ilfov,Florin-Răducu Covaci,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/mogosoaia/
nuci,ilfov,Nuci,Ilfov,Georgel Vasile,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/nuci/
otopeni,ilfov,Otopeni,Ilfov,Adrian-Cristian Constantin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/otopeni/
pantelimon,ilfov,Pantelimon,Ilfov,Marian Ivan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/pantelimon/
peris,ilfov,Peris,Ilfov,Cristian Gheorghe,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/peris/
petrachioaia,ilfov,Petrachioaia,Ilfov,Mihai Dobre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/petrachioaia/
popesti-leordeni,ilfov,Popesti Leordeni,Ilfov,Petre Iacob,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/popesti-leordeni/
snagov,ilfov,Snagov,Ilfov,Mihai Anghel,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/snagov/
stefanestii-de-jos,ilfov,Stefanestii De Jos,Ilfov,Virgiliu-Mircea-Daniel Gheorghiţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/stefanestii-de-jos/
tunari,ilfov,Tunari,Ilfov,Cristian Niculae,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/tunari/
vidra,ilfov,Vidra,Ilfov,Marian Tudor,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/vidra/
voluntari,ilfov,Voluntari,Ilfov,Andrei Bratu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_ilfov/primarie/voluntari/
ardusat,maramures,Ardusat,Maramures,Ciprian-Vasile Rus,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/ardusat/
arinis,maramures,Arinis,Maramures,Gheorghe Mureşan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/arinis/
asuaju-de-sus,maramures,Asuaju De Sus,Maramures,Vasile Dulf,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/asuaju-de-sus/
baia-mare,maramures,Baia Mare,Maramures,Ioan-Doru Dăncuş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/baia-mare/
baia-sprie,maramures,Baia Sprie,Maramures,Sebastian-Alin Bîrda,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/baia-sprie/
baita-de-sub-codru,maramures,Baita De Sub Codru,Maramures,Bogdan-Cătălin Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/baita-de-sub-codru/
baiut,maramures,Baiut,Maramures,Krisztiana-Loredana Mureşan-Bertoti,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/baiut/
barsana,maramures,Barsana,Maramures,Teodor Ştefanca,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/barsana/
basesti,maramures,Basesti,Maramures,Ioan Călăuz,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/basesti/
bicaz,maramures,Bicaz,Maramures,Dorin-Flaviu Mitre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/bicaz/
bistra,maramures,Bistra,Maramures,Vasile Duciuc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/bistra/
bocicoiu-mare,maramures,Bocicoiu Mare,Maramures,Mihai-Flaviu Boldan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/bocicoiu-mare/
bogdan-voda,maramures,Bogdan Voda,Maramures,Anuţa Enea-Bizău,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/bogdan-voda/
boiu-mare,maramures,Boiu Mare,Maramures,Nicolae-Marcel Prodan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/boiu-mare/
borsa,maramures,Borsa,Maramures,Ion-Sorin Timiş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/borsa/
botiza,maramures,Botiza,Maramures,Florea Poienar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/botiza/
budesti,maramures,Budesti,Maramures,Simion Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/budesti/
calinesti,maramures,Calinesti,Maramures,Gheorghe Mih,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/calinesti/
campulung-la-tisa,maramures,Campulung La Tisa,Maramures,Valentin Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/campulung-la-tisa/
cavnic,maramures,Cavnic,Maramures,Vladimir Petruţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/cavnic/
cernesti,maramures,Cernesti,Maramures,Mircea-Aurel Deac,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/cernesti/
cicarlau,maramures,Cicarlau,Maramures,Sorin Lupşe,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/cicarlau/
coas,maramures,Coas,Maramures,Călin-Vasile Achim,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/coas/
coltau,maramures,Coltau,Maramures,Ciprian-Claudiu Costinar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/coltau/
copalnic-manastur,maramures,Copalnic Manastur,Maramures,Vasile-Stefan Mihalca,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/copalnic-manastur/
coroieni,maramures,Coroieni,Maramures,Gavril Ropan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/coroieni/
cupseni,maramures,Cupseni,Maramures,Nicolae Bude,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/cupseni/
desesti,maramures,Desesti,Maramures,Gheorghe Bohotici,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/desesti/
dragomiresti,maramures,Dragomiresti,Maramures,Vasile Ţiplea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/dragomiresti/
dumbravita,maramures,Dumbravita,Maramures,Felician-Gheorghe Ciceu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/dumbravita/
farcasa,maramures,Farcasa,Maramures,Ioan Stegeran,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/farcasa/
gardani,maramures,Gardani,Maramures,Nelu-Radu Dragoş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/gardani/
giulesti,maramures,Giulesti,Maramures,Laurenţiu Batin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/giulesti/
grosi,maramures,Grosi,Maramures,Florin-Daniel Boltea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/grosi/
grosii-tiblesului,maramures,Grosii Tiblesului,Maramures,Mircea Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/grosii-tiblesului/
ieud,maramures,Ieud,Maramures,Nicolae-Traian David,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/ieud/
lapus,maramures,Lapus,Maramures,Cristina Buda,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/lapus/
leordina,maramures,Leordina,Maramures,Ioan Nistor,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/leordina/
miresu-mare,maramures,Miresu Mare,Maramures,Ioan Mătieş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/miresu-mare/
moisei,maramures,Moisei,Maramures,Grigore Tomoiagă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/moisei/
oarta-de-jos,maramures,Oarta De Jos,Maramures,Bogdan Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/oarta-de-jos/
ocna-sugatag,maramures,Ocna Sugatag,Maramures,Ioan Oanea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/ocna-sugatag/
oncesti,maramures,Oncesti,Maramures,Matei Godja,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/oncesti/
petrova,maramures,Petrova,Maramures,Gheorghe-Grigore Palcuş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/petrova/
poienile-de-sub-munte,maramures,Poienile De Sub Munte,Maramures,Alexa Chifa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/poienile-de-sub-munte/
poienile-izei,maramures,Poienile Izei,Maramures,Mirela-Lăcrimioara Bîrlea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/poienile-izei/
recea,maramures,Recea,Maramures,Vasile-Alexandru Ardelean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/recea/
remetea-chioarului,maramures,Remetea Chioarului,Maramures,Calin-Ovidiu Petrica,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/remetea-chioarului/
remeti,maramures,Remeti,Maramures,Ivan-Claudiu Brinzanic,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/remeti/
repedea,maramures,Repedea,Maramures,Ioan Miculaiciuc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/repedea/
rona-de-jos,maramures,Rona De Jos,Maramures,Ion Herbil,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/rona-de-jos/
rona-de-sus,maramures,Rona De Sus,Maramures,Alexa Semeniuc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/rona-de-sus/
rozavlea,maramures,Rozavlea,Maramures,Vasile Mîrza,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/rozavlea/
ruscova,maramures,Ruscova,Maramures,Ioan Turcsin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/ruscova/
sacalaseni,maramures,Sacalaseni,Maramures,Emilian-Gheorghe Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/sacalaseni/
sacel,maramures,Sacel,Maramures,Ionuţ-Gabriel Dologa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/sacel/
salistea-de-sus,maramures,Salistea De Sus,Maramures,Ştefan Iuga,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/salistea-de-sus/
salsig,maramures,Salsig,Maramures,Daniel Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/salsig/
sapanta,maramures,Sapanta,Maramures,Gheorghe Stan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/sapanta/
sarasau,maramures,Sarasau,Maramures,Ion Covaci,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/sarasau/
satulung,maramures,Satulung,Maramures,Bujorel-Vasile Mureşan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/satulung/
seini,maramures,Seini,Maramures,Gabriela-Florica Tulbure,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/seini/
sieu,maramures,Sieu,Maramures,Ioan Ardelean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/sieu/
sighetu-marmatiei,maramures,Sighetu Marmatiei,Maramures,Vasile Moldovan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/sighetu-marmatiei/
sisesti,maramures,Sisesti,Maramures,Ioan-Mircea Tentiş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/sisesti/
somcuta-mare,maramures,Somcuta Mare,Maramures,Gheorghe-Ioan Buda,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/somcuta-mare/
stramtura,maramures,Stramtura,Maramures,Ioan Pasere,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/stramtura/
suciu-de-sus,maramures,Suciu De Sus,Maramures,Ioan-Ciprian Bodea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/suciu-de-sus/
targu-lapus,maramures,Targu Lapus,Maramures,Andrei-Vlad Herman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/targu-lapus/
tautii-magheraus,maramures,Tautii Magheraus,Maramures,Dumitru Marinescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/tautii-magheraus/
ulmeni,maramures,Ulmeni,Maramures,Lucian-Ioan-Titus Morar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/ulmeni/
vadu-izei,maramures,Vadu Izei,Maramures,Alexandru Borlean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/vadu-izei/
valea-chioarului,maramures,Valea Chioarului,Maramures,Ioan-Sorin Burde,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/valea-chioarului/
vima-mica,maramures,Vima Mica,Maramures,Liviu Balint,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/vima-mica/
viseu-de-jos,maramures,Viseu De Jos,Maramures,Gavrilă Şimon,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/viseu-de-jos/
viseu-de-sus,maramures,Viseu De Sus,Maramures,Vasile Coman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_maramures/primarie/viseu-de-sus/
bacles,mehedinti,Bacles,Mehedinti,Lucian-Laurenţiu Coandă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/bacles/
baia-de-arama,mehedinti,Baia De Arama,Mehedinti,Ilie-Ion Tudorescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/baia-de-arama/
bala,mehedinti,Bala,Mehedinti,Valentin Ohima-Mândruţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/bala/
balacita,mehedinti,Balacita,Mehedinti,Petrică Vlăduţi-Pătraşcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/balacita/
balta,mehedinti,Balta,Mehedinti,Irina-Oana Zoican,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/balta/
balvanesti,mehedinti,Balvanesti,Mehedinti,Anghel Gîdea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/balvanesti/
branistea,mehedinti,Branistea,Mehedinti,Ion Marin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/branistea/
breznita-motru,mehedinti,Breznita Motru,Mehedinti,Cornel Dăogaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/breznita-motru/
breznita-ocol,mehedinti,Breznita Ocol,Mehedinti,Cătălin Drăghici,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/breznita-ocol/
brosteni,mehedinti,Brosteni,Mehedinti,Alexandru Borugă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/brosteni/
burila-mare,mehedinti,Burila Mare,Mehedinti,Jenică Cicic,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/burila-mare/
butoiesti,mehedinti,Butoiesti,Mehedinti,Ionuţ Bosoancă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/butoiesti/
cazanesti,mehedinti,Cazanesti,Mehedinti,Aurel Popescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/cazanesti/
ciresu,mehedinti,Ciresu,Mehedinti,Doru Ţîrlui,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/ciresu/
corcova,mehedinti,Corcova,Mehedinti,Ion Giubega,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/corcova/
corlatel,mehedinti,Corlatel,Mehedinti,Mitică Păun,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/corlatel/
cujmir,mehedinti,Cujmir,Mehedinti,Florin Cergă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/cujmir/
darvari,mehedinti,Darvari,Mehedinti,Claudiu-Ionuţ Gîrgă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/darvari/
devesel,mehedinti,Devesel,Mehedinti,Fabian-Laurenţiu-Costel Drocan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/devesel/
drobeta-turnu-severin,mehedinti,Drobeta Turnu Severin,Mehedinti,Marius-Vasile Screciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/drobeta-turnu-severin/
dubova,mehedinti,Dubova,Mehedinti,Cristian Târtea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/dubova/
dumbrava,mehedinti,Dumbrava,Mehedinti,Cătălin Enache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_mehedinti/primarie/dumbrava/
