company_name,address,phone,contact_name,makes,siret,url
DELMAD-CRYS AGRICOL SRL,"JUD. BOTOŞANI, SAT CONCEŞTI COM. CONCEŞTI",0231631415,,,J07/41/2006,
FERMA REBIS S.R.L.,"JUD. CONSTANŢA, LOC. EFORIE SUD ORŞ. EFORIE, STR. NICOLAE BĂLCESCU, NR.2A",0721405707,,,J13/220/2006,
ANCA & VAN SRL,"JUD. TELEORMAN, MUN. ALEXANDRIA, ŞOS. TURNU MĂGURELE, NR.KM 5, FERMA ZOOTEHNICĂ NR. 4 ALEXANDRIA",0763647481,,,J34/67/2006,
E - FERMA SRL,"JUD. ILFOV, SAT CĂLDĂRARU COM. CERNICA, STR. OXIGENULUI, NR.4 (DE 61), BL.CORP B, AP.CAMERA 3",0744150418,,,J23/185/2006,
AGV AGRICOLA SRL,"JUD. CONSTANŢA, SAT TORTOMAN COM. TORTOMAN, STR. POLIGONULUI, NR.3 BIS",0729084910,,,J2006000320131,
FERMA VERDE SRL,"JUD. BIHOR, SAT COCIUBA MARE COM. COCIUBA MARE, COCIUBA MARE, NR.161",,,,J05/277/2006,
FERMA - TIM S.R.L.,"JUD. SUCEAVA, MUN. CÂMPULUNG MOLDOVENESC, STR. GĂRII, NR.1, BL.8, SC.B, AP.9, CAM.A",0745309776,,,J33/198/2006,
DEXTRANUS SRL,"JUD. VASLUI, SAT MURGENI ORŞ. MURGENI, FERMA 6",0748458262,,,J37/83/2006,
CASA MIERII IALOMIŢA COOPERATIVĂ AGRICOLĂ,"JUD. IALOMIŢA, SAT CIULNIŢA COM. CIULNIŢA",,,,J21/77/2006,
FERMA CĂTĂLIN SRL,"JUD. BUZĂU, ORŞ. POGOANELE, LOT 8",0722248673,,,J10/174/2006,
D.A.B. ZOOTEHNICA S.R.L.,"JUD. TULCEA, SAT JIJILA COM. JIJILA",0744642146,,,J36/78/2006,
COOPERATIVA AGRICOLA RO-CHAMP,"JUD. HARGHITA, ORŞ. CRISTURU SECUIESC, STR. BERDE MÓZES, NR.59/A",0745965415,,,C19/2/2006,
FERMA VINICOLA FRANCIACORTA SRL,"JUD. BIHOR, SAT ŞUMUGIU COM. HIDIŞELU DE SUS, ŞUMUGIU, NR.104",0259424144,,,J2006000345059,
COOPERATIVA AGRICOLĂ APICONS VRÂNCIOAIA,"JUD. VRANCEA, ORŞ. MĂRĂŞEŞTI, STR. SIRET, NR.64",0745389916,,,J39/127/2006,
AGROFERMA SRL,"JUD. VASLUI, SAT PUNGEŞTI COM. PUNGEŞTI, PUNGEŞTI, NR.1, EXTRAVILAN",0762625918,,,J37/110/2006,
COSTACHE AGRICOL SRL,"JUD. CONSTANŢA, SAT DOBROMIRU DIN DEAL COM. DOBROMIR, STR. VETERANI, NR.16",0723181937,,,J2006000519131,
AGRICOLA METIS H. SRL,"JUD. IAŞI, SAT BÂRLEŞTI COM. ERBICENI",,,,J22/453/2006,
FERMA MANASTIOARA S.R.L.,"JUD. SUCEAVA, ORŞ. SIRET, STR. SF. ONOFREI, NR.29",0724785648,,,J33/298/2006,
PROD DARSIM SRL,"JUD. TIMIŞ, SAT IECEA MICĂ COM. CĂRPINIŞ,  , IZLAZ CU CONSTRUCTII AGROZOOTEHNICE. CONFORM CF. 1060",0722803224,,,J2006000606352,
EXPLOATATIA AGRICOLA MATEI SRL,"JUD. TIMIŞ, SAT CENAD COM. CENAD,  , NR.1582, SPAȚIUL 1",0256374570,,,J35/613/2006,
AGRICOLA IL MACCHINONE SRL,"JUD. DOLJ, SAT PADEA COM. DRĂNIC, ALEEA COMPLEXULUI, NR.3A, CORP C2",0251481133,,,J2006000384164,
AGRICOLA LE VALLI SRL,"JUD. DOLJ, MUN. CRAIOVA, CAL. BUCUREŞTI, NR.287A",0251481133,,,J2006000391162,
SAVA ZOOTEHNIC SRL,"JUD. CONSTANŢA, SAT HORIA COM. HORIA, STR. PRINCIPALĂ, NR.2",0722617317,,,J2006000637132,
"FERMA ""BUJORUL GALBEN"" S.R.L.","JUD. CONSTANŢA, SAT CHEIA COM. GRĂDINA, STR. BIRUINŢA, NR.10",0732549155,,,J13/635/2006,
FERMA NR.1 SDA SRL,"JUD. DÂMBOVIŢA, SAT ULMI COM. ULMI,",0733923219,,,J2006000217158,
AGROZOOTEHNICA ROSEŢI SRL,"JUD. CĂLĂRAŞI, SAT ROSEŢI COM. ROSEŢI, COM. ROSETI",0242344360,,,J51/150/2006,
FERMA IANNIS 2005 S.R.L.,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR. TARNITA, NR.23",0213241637,,,J40/3926/2006,
FERMA CRIMPEX SRL,"JUD. SĂLAJ, SAT SĂLĂŢIG COM. SĂLĂŢIG, SĂLĂŢIG, DJ 108D.KM.17",0260661945,,,J2006000201319,
AGRO ART SRL,"JUD. DOLJ, SAT CETATE COM. CETATE, CETATE, FERMA 2 VIE CETATE,CONSTRUCTIA C1",0770 236 061,,,J16/472/2006,
PRIMAGRO-BANAT COOPERATIVA AGRICOLA,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. PROCLAMAŢIA DE LA TIMIŞOARA, NR.5, BL.CAMERA 2, ET.2, AP.25-26",,,,J35/939/2006,
AGRICOLA ARAD S.R.L.,"JUD. ARAD, MUN. ARAD, STR. ANDREI MUREŞANU, NR.35, AP.1/A",,,,J02/533/2006,
MERY FERMA MARE SRL,"JUD. NEAMŢ, SAT BĂLUŞEŞTI COM. ICUŞEŞTI,",0762262950,,,J2006000374275,
AGRICOLA PROD SRL,"JUD. CONSTANŢA, SAT TUZLA COM. TUZLA, STR. ŞCOLII, NR.9",0748162444,,,J2006000872133,
APICULTORUL COOPERATIVĂ AGRICOLĂ,"JUD. BUZĂU, MUN. BUZĂU, BLD. MAREŞAL ALEXANDRU AVERESCU, BL.2B, ET.4, AP.18",0238431471,,,J10/334/2006,
LOTUS COOPERATIVA AGRICOLA,"JUD. SATU MARE, SAT HALMEU COM. HALMEU, STR. PETÖFI, NR.7",0740816786,,,J30/303/2006,
CC & C PES S.R.L.,"JUD. IAŞI, SAT VLĂDENI COM. VLĂDENI, FERMA PISCICOLA VLADENI II",,,,J22/809/2006,
AFINE AGRICOLA ASSOCIATED AAA SRL,"JUD. SATU MARE, SAT FOIENI COM. FOIENI, NR.78",0261717443,,,J30/321/2006,
DECOAGRICOLA S.R.L.,"JUD. TIMIŞ, SAT CENAD COM. CENAD, (CENADUL MARE) SPATIUL BIROURI-BIROUL 1",0256374501,,,J35/1117/2006,
VASILE AGRICOLA S.R.L.,"JUD. ALBA, SAT SĂLIŞTEA COM. SĂLIŞTEA, STR. DAVID PRODAN, NR.253",,,,J01/358/2006,
AGRICOLA VERDE SRL,"JUD. TULCEA, ORŞ. ISACCEA, CAL. MĂCIN, NR.66 B, CAMERA 1",0753857153,,,J2006000195366,
FERMA ZIANNI SRL,"JUD. ARGEŞ, SAT VALEA NANDRII COM. DÂRMĂNEŞTI, NR.26",0248214563,,,J03/729/2006,
A & C AGRICOLA SRL,"JUD. TELEORMAN, SAT BĂDULEASA COM. PUTINEIU, STR ȘIPOTE , NR.67",0745885491,,,J2006000296346,
FERMA S.R.L.,"JUD. TULCEA, SAT SLAVA RUSĂ COM. SLAVA CERCHEZA",0745676587,,,J36/278/2006,
AGRICOLFERM SRL,"JUD. GIURGIU, COM. BUTURUGENI, G BUTURUGENI, TARLA 93.AVÂND NR.CADASTRAL 35046.INTABULAT IN C.F. NR.35046.CONSTRUCȚIA C1.",0721141392,,,J2006000297527,
FERMA VECHE SRL,"JUD. OLT, SAT PIATRA ORŞ. PIATRA-OLT, STR. ALUNIŞ, NR.63",,,,J28/452/2006,
PORTAL AGRICOL S.R.L.,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. RAHOVEI, NR.38/40",0264594090,,,J12/2479/2006,
LUNGAU SRL,"JUD. CARAŞ-SEVERIN, SAT IERTOF COM. VRANI, G IERTOF, FERMA ZOOTEHNICĂ IERTOF. CAMERA NR.1",0255576116,,,J2006000608118,
VAN DEN HEERIK AGRICOLA SRL,"JUD. BIHOR, MUN. MARGHITA, STR. TUDOR VLADIMIRESCU, NR.273",,,,J05/1719/2006,
SPRIJIN AGRICOL S.R.L.,"JUD. DÂMBOVIŢA, COM. RĂSCĂEŢI, STR. FERMEI, NR.20, CORP C1 CAMERA 1 (BIROU) ŞI CORP C18 (DEPOZIT 100MP)",0314206688,,,J15/1733/2021,
ABERDEEN ANGUS SRL,"JUD. ALBA, SAT DOŞTAT COM. DOŞTAT, FERMA ZOOTEHNICĂ, NR.FN",0258764705,,,J2006000909011,
BIOAGRICOL PROD COM S.R.L.,"JUD. BRĂILA, SAT BATOGU COM. CIREŞU, TARLAUA 34, PARCELA 136/2",0239693131,,,J09/735/2006,
SOFALEX SRL,"JUD. BRĂILA, SAT SILIŞTEA COM. SILIŞTEA, TARLAUA 159, PARCELA 3193, FERMA10",0744572780,,,J2006000745097,
FIRMA AGRICOLA MIXTA UILA SRL,"JUD. MUREŞ, SAT UILA COM. BATOŞ,  , NR.95",0724081319,,,J26/1528/2006,
MULLER FARM SRL,"JUD. CARAŞ-SEVERIN, SAT MĂURENI COM. MĂURENI, FERMA NR.6",0740483347,,,J11/819/2006,
V&S LACTOLAND COMPANY SRL,"JUD. ARAD, SAT IRATOSU COM. IRATOSU, FERMA IRATOS, BIROUL NR.6",,,,J02/1970/2006,
SC AGRICOL CARM INVEST SRL,"JUD. BRAŞOV, SAT VOILA COM. VOILA, VOILA, NR.146",0268 / 281336,,,J08/2585/2006,
AGRICOLA PAGNAN S.R.L.,"JUD. GORJ, LOC. CURTIŞOARA ORŞ. BUMBEŞTI-JIU, NR.392",,,,J18/484/2009,
FERMA POROSCHIA SRL,"JUD. TELEORMAN, SAT POROSCHIA COM. POROSCHIA,",0347805515,,,J2006000668349,
IJARUL SRL,"JUD. CLUJ, SAT AGÂRBICIU COM. CĂPUŞU MARE,  , NR.FN, ZONA COASTA LUNCII .  FERMA ECOLOGICA",0264414432,,,J2006003943124,
BIOLACT COOPERATIVĂ AGRICOLĂ,"JUD. HARGHITA, SAT MEREŞTI COM. MEREŞTI, MEREŞTI, NR.503",,,,J19/1051/2006,
AGRICOLADUEMILA S.R.L.,"JUD. BOTOŞANI, SAT ŞENDRICENI COM. ŞENDRICENI, STR. ŞENDRICENI",,,,J07/479/2007,
COOPERATIVA AGRICOLĂ - POMICULTORUL DÂMBOVIŢEAN COOPERATIVĂ AGRICOLĂ,"JUD. DÂMBOVIŢA, SAT DRĂGĂEŞTI UNGURENI COM. MĂNEŞTI, COM. MANESTI STR. PRINCIPALA PUNCTUL FE",0722238317,,,J15/1341/2006,
APICULTORUL OLTEAN COOPERATIVĂ AGRICOLĂ,"JUD. OLT, MUN. CARACAL, STR. CRAIOVEI, NR.160 A",0726544422,,,J28/916/2006,
LEGUROM COOPERATIVĂ AGRICOLĂ,"JUD. CĂLĂRAŞI, SAT ROSEŢI COM. ROSEŢI",,,,J51/768/2006,
COOPERATIVA AGRICOLĂ  GRUP DE PRODUCĂTORI FRUTIS VOINEŞTI COOPERATIVĂ AGRICOLĂ,"JUD. DÂMBOVIŢA, SAT VOINEŞTI COM. VOINEŞTI, NR.4",0723365957,,,J15/1397/2006,
FERMA ROM S.R.L.,"JUD. CONSTANŢA, SAT PEŞTERA COM. PEŞTERA, STR. PIETRENILOR, NR.1A",0749072404,,,J13/3967/2006,
AGROZOOTEHNICA BĂNEASA SRL,"JUD. CONSTANŢA, SAT BĂNEASA COM. BĂNEASA, STR. TRANDAFIRILOR, NR.130",0721840247,,,J2007000078132,
AGRICOLA MIRON S.R.L.,"JUD. IAŞI, SAT COZMEŞTI COM. STOLNICENI-PRĂJESCU",,,,J22/132/2007,
FERMA GADALEAN S.R.L.,"JUD. CLUJ, SAT COJOCNA COM. COJOCNA, STR. FERMA LARGĂ, NR.15",0745322137,,,J12/282/2007,
GRUP DE PRODUCĂTORI PROLEG SLOBOZIA MOARĂ COOPERATIVĂ AGRICOLĂ,"JUD. DÂMBOVIŢA, SAT SLOBOZIA MOARĂ COM. SLOBOZIA MOARĂ, COM. SLOBOZIA MOARA, NR.125B",0740249858,,,J15/108/2007,
AGROZOOTEHNIC BEN SRL,"JUD. CONSTANŢA, SAT CORBU COM. CORBU",,,,J13/227/2007,
AGRICOLA BAŞEUL SRL,"JUD. BOTOŞANI, MUN. BOTOŞANI, STR. MARCHIAN, NR.1, SC.C, ET.4, AP.10",,,,J07/57/2007,
LEGUME FRUCTE GIUVĂRĂŞTI COOPERATIVĂ AGRICOLĂ,"JUD. OLT, COM. GIUVĂRĂŞTI",0249535929,,,J28/71/2007,
AGRONICULA SRL,"JUD. TIMIŞ, SAT PARŢA COM. PARŢA,  , FERMA NR.6. TRUP 1",0722391397,,,J2007000418354,
COOPERATIVA APIS - COOPERATIVA AGRICOLA,"JUD. TELEORMAN, MUN. ROŞIORI DE VEDE, STR. RAHOVEI, NR.44, BL.101, AP.10",,,,C34/2/2007,
LEGUMICULTORUL BALENI COOPERATIVA AGRICOLA,"JUD. DÂMBOVIŢA, SAT BĂLENI-ROMÂNI COM. BĂLENI, COM. BALENI",0245265035,,,J15/251/2007,
FERMA CORPARET S.R.L.,"JUD. SATU MARE, MUN. CAREI, FERMA CORPARET",0722830521,,,J30/267/2007,
AGRICOLA ROYAL HCM S.R.L.,"JUD. SATU MARE, MUN. CAREI, STR. MIHAI VITEAZU, NR.121/A",0740135970,,,J30/272/2007,
LEGUMICOLA PLEŞOIU COOPERATIVĂ AGRICOLĂ,"JUD. OLT, SAT PLEŞOIU COM. PLEŞOIU,",0756021646,,,J2007000172283,
FERMA DE OI S.R.L.,"JUD. CLUJ, SAT COJOCNA COM. COJOCNA, STR. SEIMNIC, NR.14",0744525408,,,J12/973/2007,
TOMATO PROD COOPERATIVA AGRICOLA,"JUD. OLT, COM. GIUVĂRĂŞTI",0749242614,,,J28/193/2007,
FERMA DE IEPURI DRAGAN S.R.L.,"JUD. CLUJ, MUN. CLUJ-NAPOCA, COL. BORHANCI, NR.12D",0730019747,,,J12/1165/2007,
PROD ACTIV IMPEX SLOBOZIA MOARĂ COOPERATIVĂ AGRICOLĂ,"JUD. DÂMBOVIŢA, SAT SLOBOZIA MOARĂ COM. SLOBOZIA MOARĂ,  , NR.149",0722 362816,,,J2007000399150,
APICOLA CALLATIS COOPERATIVĂ AGRICOLĂ,"JUD. CONSTANŢA, SAT CHIRNOGENI COM. CHIRNOGENI, STR. DISPENSARULUI, NR.11",0730022086,,,J13/898/2007,
AGRI LEGPROD COOPERATIVĂ AGRICOLĂ,"JUD. OLT, SAT RUNCU MARE COM. GRĂDINARI",0249472164,,,J28/259/2007,
FERMA NORDIC SRL,"JUD. BOTOŞANI, SAT BIVOLARI COM. DOBÂRCENI, BIVOLARI",0231515141,,,J07/190/2007,
ROFERMA SRL,"JUD. BOTOŞANI, SAT BIVOLARI COM. DOBÂRCENI, BIVOLARI",-,,,J07/195/2007,
FERMA GABRIELA SRL,"JUD. GIURGIU, SAT BĂNEASA COM. BĂNEASA, STR. GĂRII, NR.46",0723595687,,,J52/203/2015,
AGRICOLA ALPAR SRL,"JUD. ARAD, MUN. ARAD, STR. HORIA, NR.7, BIROU/AP. 23, CORP B , ET.PARTER",0722382358,,,J02/674/2007,
CAPRINA FERMA DE FAMILIE SRL,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR DRĂGUŞIN DELEANU, NR.1A, BIROUL 1, ET.1",0722723121,,,J2016006583409,
COOPERATIVA AGRICOLA AGROSTAR,"JUD. DOLJ, ORŞ. DĂBULENI, STR. AUREL VLAICU, NR.21",0722592301,,,C16/5/2007,
AGRICOLA LASLAU S.R.L.,"JUD. MUREŞ, SAT LASLĂU MIC COM. SUPLAC, NR.78",,,,J26/765/2007,
AGROFERMA SRL,"JUD. IALOMIŢA, SAT GHEORGHE DOJA COM. GHEORGHE DOJA, STR. RĂSĂRITULUI, NR.1H",0729166324,,,J21/253/2007,
MIORIŢA-AIUDEANĂ COOPERATIVĂ AGRICOLĂ,"JUD. ALBA, MUN. AIUD, STR. MESERIAŞILOR, NR.82",0258864675,,,C01/1/2007,
COOPERATIVĂ AGRICOLĂ NORDVEST CARM,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. GRIVIŢEI, NR.106A",0744612049,,,J24/1002/2007,
FERMAFRA SRL,"JUD. NEAMŢ, MUN. ROMAN, STR. NORDULUI, NR.4",,,,J27/730/2007,
AGRICOLA MOTTA 2007 SRL,"JUD. ARAD, SAT SEMLAC COM. SEMLAC, SEMLAC, NR.1393",,,,J02/1056/2007,
ZOOTEHNICA ORŢIŢA S.R.L.,"JUD. MARAMUREŞ, SAT ORŢIŢA COM. OARŢA DE JOS, NR.20",0722462499,,,J24/1046/2007,
AGRICOLA UTVINIŞ SRL,"JUD. ARAD, SAT ZIMANDU NOU COM. ZIMANDU NOU, UTVINIS, NR.F.N., AP.CAM.1",,,,J2007001100027,
PRIO TERRA AGRICOLA SRL,"JUD. IALOMIŢA, SAT FĂCĂENI COM. FĂCĂENI, CAL. FETEŞTI, NR.264, CORP C3, BIROUL NR.5, ET.P",0213106864,,,J21/474/2012,
AGROSTAR COOPERATIVA AGRICOLA,"JUD. ILFOV, COM. COPĂCENI, STR. SFANTUL IOAN, NR.548",,,,J23/1875/2007,
TOPCORN INTREPRINDERE AGRICOLA SRL,"JUD. CARAŞ-SEVERIN, SAT MĂURENI COM. MĂURENI, STR. CALEA TIMIŞORII, NR.40",0256 20117,,,J11/204/2009,
ARINISUL-CALIMANI COOPERATIVĂ AGRICOLĂ,"JUD. HARGHITA, MUN. TOPLIŢA, STR. 1 DECEMBRIE 1918, NR.302",0744695988,,,C19/1/2007,
AGRICOLA-CORBII MARI-COM S.R.L.,"JUD. DÂMBOVIŢA, SAT PETREŞTI COM. CORBII MARI",0766305935,,,J15/1054/2007,
AGRICOLA DAIANA SRL,"JUD. IAŞI, SAT CĂUEŞTI COM. ŞCHEIA,",0756083737,,,J22/2416/2007,
SAN-LEG COOPERATIVĂ AGRICOLĂ,"JUD. BACĂU, SAT DIENEŢ COM. PÂNCEŞTI,",0740669783,,,J2007001512046,
INIZIATIVA AGRICOLA SRL,"JUD. BRĂILA, SAT MIRCEA VODĂ COM. MIRCEA VODĂ,",0726073025,,,J2007000789096,
FERMAGRO SRL,"JUD. TELEORMAN, MUN. TURNU MĂGURELE, STR. GHICA VODĂ, NR.48",0247411570,,,J34/736/2007,
FISHPLAN SRL,"JUD. PRAHOVA, COM. BOLDEŞTI-GRĂDIŞTEA,  FERMA PISCICOLA BOLDESTI",0212306479,,,J2009001183299,
TODRALCOR AGRICOLA SRL,"JUD. VASLUI, MUN. HUŞI, STR. 1 DECEMBRIE, NR.1, BL.4, SC.B, ET.2, AP.4",0740287057,,,J37/732/2007,
AGRICOLA CORNATELU S.R.L.,"JUD. DÂMBOVIŢA, SAT CORNĂŢELU COM. CORNĂŢELU, STR. PRIMĂRIEI, NR.35, CAMERA 1",0318057972,,,J15/428/2013,
AGRICOLA BRÎNDUŞAN SRL,"JUD. ARAD, SAT ZIMANDU NOU COM. ZIMANDU NOU, G ZIMANDU NOU, NR.492/A",0762630798,,,J2007002258022,
AGRI-SUD COOPERATIVA AGRICOLA,"JUD. ILFOV, SAT BĂLĂCEANCA COM. CERNICA, STR. OGORULUI, NR.36",0755020221,,,J2007003455235,
EUROFERMA FITIONEŞTI COOPERATIVĂ AGRICOLĂ,"JUD. VRANCEA, SAT FITIONEŞTI COM. FITIONEŞTI",0722392705,,,J39/1103/2007,
COOPERATIVA AGRICOLA FORRAS,"JUD. HARGHITA, SAT DEALU COM. DEALU, NR.588",0740029297,,,C19/1/2008,
AGRICOLA Y FORESTAL SIERRA CABELLO SA SPANIA FILIALA CRAIOVA S.R.L.,"JUD. DOLJ, SAT POPÂNZĂLEŞTI COM. DRĂGOTEŞTI, POPÎNZĂLEŞTI",0734094325,,,J16/137/2008,
AGROBRATES COOPERATIVA AGRICOLA,"JUD. GALAŢI, MUN. GALAŢI, STR. TRAIAN, NR.205",0236413914,,,C17/1/2008,
BIO-AGRICOLA S.R.L.,"JUD. MEHEDINŢI, SAT OSTROVU MARE COM. GOGOŞU, NR.357",0744429976,,,J25/160/2008,
FERMA BIRDA SRL,"JUD. TIMIŞ, SAT BIRDA COM. BIRDA,  , NR.296/A, CASA 2. INCAPEREA 1",0730009796,,,J35/676/2008,
FRATELLI ZICHELLA S.R.L.,"JUD. CARAŞ-SEVERIN, SAT COMORÂŞTE COM. FOROTIC, FERMA 10",,,,J11/178/2008,
MATCASII COOPERATIVA AGRICOLA,"JUD. GALAŢI, SAT MATCA COM. MATCA, NR.3062",,,,C17/2/2008,
BMC AGRICOLA SRL,"JUD. ILFOV, SAT CIOROGÂRLA COM. CIOROGÂRLA, ŞOS. BUCUREŞTI, NR.24, BL.CAMERA P22",3503671,,,J23/760/2008,
FERMA URSA S.R.L.,"JUD. BISTRIŢA-NĂSĂUD, SAT SATU NOU COM. CETATE, NR.192",0263271436,,,J06/308/2008,
FERMA FLORU SRL,"JUD. OLT, SAT FLORU COM. ICOANA,",0744700772,,,J2008000304281,
COOPERATIVA AGRICOLA DOROHOIANA,"JUD. BOTOŞANI, MUN. DOROHOI, STR. SAŞA PANĂ, NR.2, SC.B, ET.P, AP.11",0231617579,,,J07/186/2008,
5 S-E COOPERATIVĂ AGRICOLĂ,"JUD. CONSTANŢA, ORŞ. NEGRU VODĂ, STR. MORII, NR.2A, LOT 4. ATELIER MECANIC. CAMERA 2",0241518517,,,J2008001067132,
BURGOCOMCIUC SOCIETATE COOPERATIVĂ AGRICOLĂ,"JUD. HARGHITA, SAT COZMENI COM. COZMENI, NR.200",0266326601,,,C19/2/2008,
COOPERATIVA AGRICOLA SZILOS,"JUD. HARGHITA, SAT PĂULENI COM. LUPENI, STR. ILYÉSSZEG, NR.39",0741235149,,,C2008000003190,
AGRO-CORA COOPERATIVĂ AGRICOLĂ,"JUD. SUCEAVA, MUN. SUCEAVA, STR. GHEORGHE DOJA, NR.80",,,,J33/821/2008,
SUIN FARM PERIŞ S.R.L.,"JUD. DÂMBOVIŢA, SAT NICULEŞTI COM. NICULEŞTI,  , CLĂDIRE ""COMPLEX FERMA NR. 2 ŞI 3"", NR. CADASTRAL 58522, 58522-C1, COD POŞTAL 137330",0746198609,,,J15/1271/2022,
FERMA LUCOS SRL,"JUD. SUCEAVA, SAT HORODNICENI COM. HORODNICENI,  , NR.168 A",0746264690,,,J33/922/2008,
FERMA STAR S.R.L.,"JUD. ALBA, ORŞ. CUGIR, STR. 21 DECEMBRIE 1989, NR.145",0745581026,,,J01/697/2008,
AGROEXPORT COOPERATIVA AGRICOLĂ,"JUD. VRANCEA, SAT VIIŞOARA COM. VIDRA",0723091125,,,J39/589/2008,
AGRICOLA ZINI SRL,"JUD. TIMIŞ, SAT BOBDA COM. CENEI, G BOBDA, NR.88",,,,J02/1069/2024,
AGRICOLA 3000 SRL,"JUD. TIMIŞ, ORŞ. JIMBOLIA, STR. ION SLAVICI, NR.87, CAMERA 4",0256362388,,,J2008002437358,
EXPLOATATIA AGRICOLA BIRDA SRL,"JUD. TIMIŞ, COM. BIRDA, BIRDA, NR.295, CORP LABORATOR",0736011880,,,J35/2448/2008,
AGRICOLA - PUNTEA DE GRECI SRL,"JUD. DÂMBOVIŢA, SAT PUNTEA DE GRECI COM. PETREŞTI,  , NR.88",0744332701,,,J15/725/2009,
ROMOS COOPERATIVĂ AGRICOLĂ,"JUD. ALBA, MUN. ALBA IULIA, STR. LIVEZII, NR.35A",0258816917,,,C01/1/2020,
AGRICOLA BELLANI ROMANIA SRL,"JUD. DOLJ, MUN. CRAIOVA, CAL. BUCUREŞTI, NR.287A",0251481133,,,J2008001475168,
VALCOR AGRICOL SRL,"JUD. BACĂU, MUN. BACĂU, STR. DIGUL BÂRNAT, NR.1, BL.1, SC.C, ET.4, AP.19",0751233064,,,J04/1397/2008,
BIO FERMA SRL,"JUD. SUCEAVA, SAT TODIREŞTI COM. TODIREŞTI,  , NR.311",0729155657,,,J2008001230336,
COOPERATIVA AGRICOLĂ DE FRUCTE ŞI LEGUME FRUMUŞICA,"JUD. BOTOŞANI, SAT FRUMUŞICA COM. FRUMUŞICA,",0231554248,,,J07/552/2008,
AGRICOLA CUORE SRL,"JUD. NEAMŢ, SAT PETRICANI COM. PETRICANI",0730330580,,,J27/1235/2008,
FERMA GLODEANU SRL,"JUD. ILFOV, SAT PANTELIMON ORŞ. PANTELIMON, ŞOS. CERNICA, NR.75-25, VILA NR.25.ETAJ 1.CAMERA 3.COMPLEX ""SWAN LAKE VILLAGE""",0729618666,,,J2008002630230,
COOPERATIVA PROPRIETARILOR DE PENSIUNI AGROTURISTICE DIN BANATUL MONTAN COOPERATIVA AGRICOLA,"JUD. CARAŞ-SEVERIN, MUN. REŞIŢA, STR. PETRU MAIOR, NR.71, AP.CAM.107",0723340704,,,J11/808/2008,
AGRICOLA VOICU & DĂNUŢ S.R.L.,"JUD. ARAD, SAT ZĂBRANI COM. ZĂBRANI, NR.416",,,,J02/1787/2008,
AGRICOLA GERBERA SRL,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. ION VIDU, NR.15, CAMERA 14, AP.1",0256221578,,,J35/3723/2008,
ACHIZIŢII ŞI VÂNZĂRI SZEPMEZO COOPERATIVA AGRICOLA,"JUD. COVASNA, MUN. SFÂNTU GHEORGHE, STR. PRESEI, NR.4, AP.(CAMERA 3)",0744538025,,,J14/547/2008,
AGRICOLA SERV S.R.L.,"JUD. TULCEA, ORŞ. BABADAG, STR. PRIMAVERII, NR.10",0741050189,,,J36/712/2008,
AGRICOLA 2008 TRIFESTI S.R.L.,"JUD. IAŞI, SAT ZABOLOTENI COM. TRIFEŞTI",,,,J22/3309/2008,
AGRICOLA POLESINE SRL,"JUD. TIMIŞ, ORŞ. CIACOVA, STR. TUDOR VLADIMIRESCU, NR.88, INCAPERE 3",0256417878,,,J35/3961/2008,
ARDEALUL CHAMPIGNON COOPERATIVĂ AGRICOLĂ,"JUD. SĂLAJ, SAT CHENDREA COM. BĂLAN, NR.283",0744587097,,,J31/907/2008,
AZIENDA AGRICOLA ROMAGNOLA SRL,"JUD. BIHOR, MUN. ORADEA, STR. BRANULUI, NR.2, CAM.7",0259418219,,,J05/2785/2008,
CMN-PREST AGRICOL SRL,"JUD. CONSTANŢA, SAT COBADIN COM. COBADIN, ŞOS. VIIŞOAREI, NR.32",,,,J13/4073/2008,
VLADEASA AGROTURISM COOPERATIVĂ AGRICOLĂ,"JUD. CLUJ, SAT ROGOJEL COM. SĂCUIEU, NR.264",,,,C12/1/2008,
FERMA ROM - AU SRL,"JUD. MEHEDINŢI, SAT DÂRVARI COM. DÂRVARI,  , NR. CADASTRAL 657",0252392310,,,J25/842/2008,
COOPERATIVĂ AGRICOLĂ APIROMF,"JUD. CONSTANŢA, SAT BĂNEASA COM. BĂNEASA, STR. STADIONULUI, NR.27",0764474643,,,J13/4373/2008,
VLASCA 2008 COOPERATIVĂ AGRICOLĂ,"JUD. GIURGIU, MUN. GIURGIU, BLD. ACAD. MIRON NICOLESCU, BL.FE3, SC.A, AP.2",0723348286,,,C2008000001525,
DANLI FERMA SRL,"JUD. MEHEDINŢI, MUN. DROBETA-TURNU SEVERIN, BLD. T. VLADIMIRESCU, NR.106A",072022473,,,J2008000862257,
VALEA MERILOR COOPERATIVA AGRICOLA,"JUD. VRANCEA, SAT PLEŞEŞTI COM. BOGHEŞTI",0721430170,,,J39/1172/2008,
COOPERATIVA AGRICOLA PRISACA GIURGIU,"JUD. GIURGIU, MUN. GIURGIU, BLD. DACIEI, BL.47/853, SC.F, ET.P, AP.69",0763194500,,,C52/1/2009,
