company,cui,county,city,address,phone,email,website,category,subcategory,source
SIAM,,,Oras Slanic Moldova,,,carmenmcmillen@yahoo.com,,horeca,,HORECA_RO.csv
SIANISIA,,,Oras Hateg,,,turc.flavia@yahoo.com,,horeca,,HORECA_RO.csv
SIA RESIDENCE,,,,,,hotelsiaresidence@gmail.com,,horeca,,HORECA_RO.csv
SIA STUDIO,,,Mun. Oradea,,,balasz_sandor50@yahoo.com,,horeca,,HORECA_RO.csv
SIBEL,,,CONSTANTA,,,omer.sibel26@yahoo.com,,horeca,,HORECA_RO.csv
SIBIEL,,,"Oras Saliste, Sat Sibiel",,,office@sibiel.eu,,horeca,,HORECA_RO.csv
SIBIEL CAMPER,,,"Oras Saliste, Sat Sibiel",,,achieve.romania@gmail.com,,horeca,,HORECA_RO.csv
SIBIU 1848 APARTMENT,,,Mun. Sibiu,,,mogabianca@yahoo.com,,horeca,,HORECA_RO.csv
SIBIU 33,,,Mun. Sibiu,,,sibiu33office@gmail.com,,horeca,,HORECA_RO.csv
SIBIU CITY CENTER HOME,,,Mun. Sibiu,,,serbanuarza@yahoo.com,,horeca,,HORECA_RO.csv
SIBIU HORECA,,,,,,contact@vilasibiu.ro,,horeca,,HORECA_RO.csv
SIBIU LOTUS APARTAMENTS,,,Mun. Sibiu,,,sibiulotusapartaments@gmail.com,,horeca,,HORECA_RO.csv
SIBIU MY HOME,,,Mun. Sibiu,,,acomansb@yahoo.com,,horeca,,HORECA_RO.csv
SIBIUTIFUL APARTMENT,,,Mun. Sibiu,,,gabicazan1@yahoo.com,,horeca,,HORECA_RO.csv
SICANT APARTMENTS,,,Mun. Constanta,,,sicantapartments@gmail.com,,horeca,,HORECA_RO.csv
SIDHARTA RESORT,,,,,,radubarbulescu@hotmail.com,,horeca,,HORECA_RO.csv
SIDONIA,,,Oras Calimanesti,,,andreizumba@yahoo.com,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,manuela.gyecsek@ams.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43726293013,office@alphajob.atoder,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,buchhaltung@weberknecht.net,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,cp@hirschengmunden.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+4342482880118,karriere@feuerberg.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,karriere@diakoniewerk.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,office@locker-legere.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,direktion@trebesingerhof.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,bewerbung@hotelstein.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,bewerbung.johnstrasse@ams.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,gabriele.saxl@ams.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,daniela.mennel@ams.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,karriere@gellius.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,verena.janda@pichlers.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,office@meralca.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43658474470,job@hochkoenigin.com,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,jobs@buxbaumhospitality.com,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,office@panorama-drautalperle.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,partners@profis-job.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+436764290224,office@restaurant-forthuber.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,georg.wallisch@oben.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,bewerbung@actual.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,recruiting@impacts.at,,horeca,,HORECA_RO.csv
siehe Beschreibung,,,,,+43080067891011,office@stromwaerts.at,,horeca,,HORECA_RO.csv
SIENNA CHALET,,,"Com. Moieciu, Sat Pestera",,,siennachalet@gmail.com,,horeca,,HORECA_RO.csv
SIENNA MAMAIA NORD,,,Oras Navodari,,,roxanasoare81@yahoo.com,,horeca,,HORECA_RO.csv
SIERA,,,,,,rezervari@pensiuneasiera.ro,,horeca,,HORECA_RO.csv
SIERRA,,,,,,cateringlaescu@yahoo.com,,horeca,,HORECA_RO.csv
SIESTA,,,Mun. Targu Mures,,,teritorialgma@yahoo.com,,horeca,,HORECA_RO.csv
SIESTA BOUTIQUE SUITES,,,Mun. Cluj-Napoca,,,siestaboutique@yahoo.com,,horeca,,HORECA_RO.csv
S/I FGU Midt- og Ostsjaelland,,,,,+4551395938,hr@fgumidt.dk,,horeca,,HORECA_RO.csv
SIGAMI HOUSE,,,Oras Avrig,,,smihaigabriela@yahoo.com,,horeca,,HORECA_RO.csv
SIGHISOARA,,,,,,pensiuneasighisoara@gmail.com,,horeca,,HORECA_RO.csv
SIGHISOARA RESIDENCE,,,Mun. Sighisoara,,,vlad.coman@icloud.com,,horeca,,HORECA_RO.csv
SIGHISTEL,,,"Com. Campani, Sat Sighistel",,,tarcaplast@yahoo.com,,horeca,,HORECA_RO.csv
SIGNATURE,,,Mun. Galati,,,hanateamconsulting@gmail.com,,horeca,,HORECA_RO.csv
SIGNATURE TN EXCUTIVE SUITES 3,,,"Mun. Bucuresti, Sector 3",,,daniela.ghita87@gmail.com,,horeca,,HORECA_RO.csv
Sigtuna kommun,,,,,,samhallsbyggnadskontoret@sigtuna.se,,horeca,,HORECA_RO.csv
SIKA,,,Mun. Arad,,,sikaapartments@gmail.com,,horeca,,HORECA_RO.csv
SILENCE OASIS,,,"Mun. Bucuresti, Sector 2",,,contact.andrei@deliveringlife.com,,horeca,,HORECA_RO.csv
SILENT,,,Com. Varsag,,,attilla15@yahoo.com,,horeca,,HORECA_RO.csv
SILEX,,,Oras Baile Tusnad,,,orbanerika869@gmail.com,,horeca,,HORECA_RO.csv
SILFAR,,,Oras Macin,,,silfar01@yahoo.com,,horeca,,HORECA_RO.csv
SILGIMAR PROD SRL,,,,,40723208248,florinamoldoveanu02@gmail.com,,horeca,,HORECA_RO.csv
SILVA,,,"Com. Luncavita, Sat Luncavita",,+40745797007,don_mi_hy@yahoo.com,,horeca,,HORECA_RO.csv
SILVA,,,"Mun. Bucuresti, Sector 2",,+40745797007,rezervari@bucuresti.rosilva.ro,,horeca,,HORECA_RO.csv
SILVA CABIN,,,"Com. Bran, Sat Bran",,,alex_puscariu@yahoo.com,,horeca,,HORECA_RO.csv
SILVA CHALET,,,Poaiana Brasov,,,clinicanewline@gmail.co,,horeca,,HORECA_RO.csv
SILVA DOBRA,,,"Com. Sugag, Sat Dobra",,,anita.uscatu@yahoo.com,,horeca,,HORECA_RO.csv
SILVA HOUSE,,,Mun. Deva,,,prodcom.forest@yahoo.com,,horeca,,HORECA_RO.csv
SILVANA,,,Mun. Campulung,,,gigsrl@yahoo.com,,horeca,,HORECA_RO.csv
SILVANA,,,"Com. Bretea Romana, Sat Valcelele Bune",,,beicajanel@yahoo.com,,horeca,,HORECA_RO.csv
SILVANIA,,,"Com. Sarmasag, Sat Lompirt",,,agroviticol.silvania@yahoo.com,,horeca,,HORECA_RO.csv
SILVANIA,,,Oras Borsa,,,timisadriana00@yahoo.com,,horeca,,HORECA_RO.csv
SILVANKA,,,"Com. Valcele, Sat Valcele",,,priela@planet.ro,,horeca,,HORECA_RO.csv
SILVA SA,,,Sibiu > MUNICIPIUL SIBIU > SIBIU,,+40745797007,restaurant@hotelsilvasibiu.com,,horeca,,HORECA_RO.csv
SILVER,,,,,,cazare_regim_hotelier@yahoo.com,,horeca,,HORECA_RO.csv
SILVER,,,Oras Calimanesti,,,ion_victor92@yahoo.com,,horeca,,HORECA_RO.csv
SILVER,,,,,,receptie@pensiunesilver.ro,,horeca,,HORECA_RO.csv
SILVER,,,,,,silvercazare@gmail.com,,horeca,,HORECA_RO.csv
SILVER DELUXE SUITE B10,,,Mun. Brasov,,,office@wallberg.ro,,horeca,,HORECA_RO.csv
SILVER HOLIDAY,,,Mun. Oradea,,,office@silverholiday.ro,,horeca,,HORECA_RO.csv
SILVER HOTEL CONFERENCE & SPA,,,,,,contact@silverhotel.ro,,horeca,,HORECA_RO.csv
SILVER LAGOON,,,"Mun. Bucuresti, Sector 3",,,roxananita13@yahoo.com,,horeca,,HORECA_RO.csv
SILVERMALL SRL,,,"Vaslui > MUNICIPIUL VASLUI > VASLUI, MUN. VASLUI",,+40235361050,office@delkimvas.ro,,horeca,,HORECA_RO.csv
SILVER MOON RESIDENCE,,,Mun. Arad,,,popmdiana@yahoo.com,,horeca,,HORECA_RO.csv
SILVER MOUNTAIN,,,"Mun. Brasov, Loc. Poiana Brasov",,,silvermountain.26@yahoo.com,,horeca,,HORECA_RO.csv
SILVER MOUNTAIN,,,Mun. Brasov,,,office@seetybuy.ro,,horeca,,HORECA_RO.csv
SILVER MOUNTAIN A 12,,,Mun. Brasov,,,predagri@gmail.com,,horeca,,HORECA_RO.csv
SILVER MOUNTAIN A17,,,"Mun. Brasov, Loc. Poiana Brasov",,,szakacsi2007@yahoo.com,,horeca,,HORECA_RO.csv
SILVER MOUNTAIN B12,,,Mun. Brasov,,,b12silvermountain@gmail.com,,horeca,,HORECA_RO.csv
SILVER MOUNTAIN POIANA BRASOV,,,,,,cozi_barloiu@yahoo.com,,horeca,,HORECA_RO.csv
SILVER MOUNTAIN RESORT & SPA-ELEXUS,,,Mun. Brasov,,,iulian@bookingpedia.ro,,horeca,,HORECA_RO.csv
SILVER RESIDENCE,,,,,,contact@silverhotel.com,,horeca,,HORECA_RO.csv
SILVER SKY HOUSE,,,Mun. Timisoara,,,desire.skool@gmail.com,,horeca,,HORECA_RO.csv
SILVER STAR,,,Oras Tasnad,,,denitataran@yahoo.com,,horeca,,HORECA_RO.csv
SILVESTER LANALIA S.R.L.,,,"Botosani > CURTESTI > CURTESTI, SAT CURTESTI COM. CURTESTI",,+40231516006,afil.resurseumane@gmail.com,,horeca,,HORECA_RO.csv
SILVIA,,,,,,pensiuneasilvianicolae@yahoo.comdorinnicolaee,,horeca,,HORECA_RO.csv
SILVIA,,,"Com. Slatina-Timis, Sat Sadova Veche",,,silvia4neamtu@yahoo.com,,horeca,,HORECA_RO.csv
SILVIU APARTMENT,,,"Mun. Bucuresti, Sector 5",,,silviu@silstar.ro,,horeca,,HORECA_RO.csv
SIMAR,,,,,,office@pensiuneasimar.ro,,horeca,,HORECA_RO.csv
Simba,,,Sibiu,,269216005,office@simbarestaurant.ro,,horeca,,HORECA_RO.csv
SIM BLUE TAG SRL,,,"Buzau > MUNICIPIUL BUZAU > BUZAU, MUN. BUZAU",,+40742555755,jabbar.buzau@yahoo.com,,horeca,,HORECA_RO.csv
SIMBOL,,,"Com. Eselnita, Sat Eselnita",,,vilasimbol@yahoo.com,,horeca,,HORECA_RO.csv
SIMCOTOUR,,,Mun. Bistrita,,,office@simcotour.ro,,horeca,,HORECA_RO.csv
SIME LIVIU,,,Mun. Cluj-Napoca,,,simeliviu46@gmail.com,,horeca,,HORECA_RO.csv
SIMERIA,,,Oras Gura Humorului,,,somereavioleta@yahoo.com,,horeca,,HORECA_RO.csv
SIM HOUSE,,,Oras Gura Humorului,,,simereavioleta@yahoo.com,,horeca,,HORECA_RO.csv
SIMINA,,,,,,pensiuneasimina@yahoo.com,,horeca,,HORECA_RO.csv
SIMINA,,,Mun. Caransebes,,,sipetrocom@yahoo.com,,horeca,,HORECA_RO.csv
SIMINA,,,Mun. Vatra-Dornei,,,mioaranedelea@yahoo.com,,horeca,,HORECA_RO.csv
SIMINA,,,Mun. Vatra-Dornei,,,siminavila@gmail.com,,horeca,,HORECA_RO.csv
SIMINA,,,"Com. Viseu de Jos, Sat Viseu de Jos",,,simipascu@yahoo.ro,,horeca,,HORECA_RO.csv
SIMINA ALEZZI RESTORT,,,Oras Navodari,,,drs_ana@yahoo.com,,horeca,,HORECA_RO.csv
SIMINICA,,,"Com. Salcia, Sat Salcia",,,constantin.siminica89@gmail.com,,horeca,,HORECA_RO.csv
SIMIONESCU,,,"Mun. Bucuresti, Sector 1",,,adrianstirbat@gmail.com,,horeca,,HORECA_RO.csv
SIMION SI ANA,,,"Com. Turnu Ruieni, Sat Borlova",,,anuta.matei21@yahoo.com,,horeca,,HORECA_RO.csv
SIMIRIAM APUSENI,,,"Com. Budureasa, Sat Budureasa",,,simiriam@yahoo.com,,horeca,,HORECA_RO.csv
SIMOFI,,,"Com. Praid, Sat Praid",,,aspavin@freemail.hu,,horeca,,HORECA_RO.csv
SIMON,,,"Com. Sancraiu, Sat Sancraiu",,,msimonana@yahoo.com,,horeca,,HORECA_RO.csv
SIMONA,,,"Com. Rodna, Sat Rodna",,,zahariesimona@yahoo.com,,horeca,,HORECA_RO.csv
SIMONA,,,Mun. Deva,,,sinestagas@yahoo.com,,horeca,,HORECA_RO.csv
SIMONA,,,Oras Amara,,,mariancisloiu@gmail.com,,horeca,,HORECA_RO.csv
SIMONA,,,"Mun. Bucuresti, Sector 2",,,simona.simion12@yahoo.com,,horeca,,HORECA_RO.csv
SIMONA,,,"Com. Biertan, Sat Copsa Mare",,,seciusimona79@yahoo.ro,,horeca,,HORECA_RO.csv
SIMONA,,,"Com. Arieseni, Sat Arieseni",,,dorinmihais@gmail.com,,horeca,,HORECA_RO.csv
SIMONA,,,"Com. Sambata de Sus, Sat Sambata de Sus",,,simona.cordea76@yahoo.it,,horeca,,HORECA_RO.csv
SIMONA BRASOV,,,Mun. Brasov,,,dore_si@yahoo.com,,horeca,,HORECA_RO.csv
SIMONA HALEP,,,,,,simonahalephotel@gmail.com,,horeca,,HORECA_RO.csv
SIMONA STUDIO,,,"Oras Eforie, Loc. Eforie Nord",,,polojan.simona79@gmail.com,,horeca,,HORECA_RO.csv
SIMON HOUSE,,,"Com. Bran, Sat Simon",,,garbacea-gabby@yahoo.com,,horeca,,HORECA_RO.csv
SIMONTE,,,Mun. Brasov,,,contact@simonte.ro,,horeca,,HORECA_RO.csv
SIMOONE,,,Mun. Suceava,,,pancu_simona@yahoo.com,,horeca,,HORECA_RO.csv
SIMPLE BUCHAREST,,,,,,office@simplehotel.ro,,horeca,,HORECA_RO.csv
SIMPLE RESTAURANT,,,,,+40722386329,soarenicolae1@gmail.com,,horeca,,HORECA_RO.csv
SIMPLE STAY,,,Mun. Cluj-Napoca,,,falvia.catuna@yahoo.com,,horeca,,HORECA_RO.csv
SIM SEASIDE 1,,,Oras Navodari,,,mihaela.simona34@gmail.com,,horeca,,HORECA_RO.csv
SINAI,,,Oras Sinaia,,,office@wizmobile.ro,,horeca,,HORECA_RO.csv
SINAIA APARTMENT,,,Oras Sinaia,,,puscas_ana_maria@yahoo.ro,,horeca,,HORECA_RO.csv
SINAIA CITY CENTER,,,Oras Sinaia,,,sinaiacitycenter@yahoo.com,,horeca,,HORECA_RO.csv
SINAIA ESCAPE APARTMENT,,,Oras Sinaia,,,florinb@yahoo.com,,horeca,,HORECA_RO.csv
SINAIA MOUNTAIN VIEW RESIDENCE BELLEVIEW,,,Oras Sinaia,,,an3.1sinaia@gmail.com,,horeca,,HORECA_RO.csv
SINAI APH OLIVE APARTMENT,,,Oras Sinaia,,,contact@sinaiaph.ro,,horeca,,HORECA_RO.csv
SINAIA SA,,,Prahova > ORAS SINAIA > SINAIA,,+40244302910,hr@rinahotels.ro,,horeca,,HORECA_RO.csv
SINAIA VECHE,,,Oras Sinaia,,,sinaiaveche@yahoo.com,,horeca,,HORECA_RO.csv
SINAIA WALTER 20 APARTMENT,,,Oras Sinaia,,,mihai.mazilu@gmail.com,,horeca,,HORECA_RO.csv
SINCAROM TOUR,,,Mun. Vatra-Dornei,,,dornamis@yahoo.com,,horeca,,HORECA_RO.csv
SIND TOUR TRADING SRL,,,Bihor > SANMARTIN > BAILE FELIX,,+40748796004,ana.coritar@sindtour.ro,,horeca,,HORECA_RO.csv
SINNERS,,,Oras Corabia,,,cricristal001@gmail.com,,horeca,,HORECA_RO.csv
SINZIANA,,,Oras Calimanesti,,,sinziana.cozia@yahoo.com,,horeca,,HORECA_RO.csv
SIPOT,,,Oras Sinaia,,,vila.sipot@gmail.com,,horeca,,HORECA_RO.csv
SIR ANTHONY HOUSE,,,"Com. Costinesti, Sat Costinesti",,,sir.anthonyhouse.office@gmail.com,,horeca,,HORECA_RO.csv
SIRBU ORSOVA,,,Mun. Orsova,,,viorelsirbu74@yahoo.com,,horeca,,HORECA_RO.csv
SIRENA,,,"Oras Eforie, Loc. Eforie Sud",,,complexbalnearfortuna@gmail.com,,horeca,,HORECA_RO.csv
SIRENA,,,,,,sirena@avenuehotels.ro,,horeca,,HORECA_RO.csv
SIRET,,,,,,rezervar@hotelsiret.ro,,horeca,,HORECA_RO.csv
SIR FUNDENI,,,Bucuresti,,,rezervarifundeni@sirgrup.ro,,horeca,,HORECA_RO.csv
SIR FUNDENI TOWER,,,"Mun. Bucuresti, Sector 2",,,adina@sirgrup.ro,,horeca,,HORECA_RO.csv
SIRINIA,,,"Com. Berzasca, Sat Cozla",,,mirceabalaceanu1@gmail.com,,horeca,,HORECA_RO.csv
SIRIULUI STUDIO,,,"Mun. Bucuresti, Sector 3",,,florentina_zaharia88@yahoo.com,,horeca,,HORECA_RO.csv
SIRIUS CONFORT,,,Oras Busteni,,,siriusconfort@gmail.com,,horeca,,HORECA_RO.csv
SIR LUXURY BOUTIQUE,,,Mun. Braila,,,office@comision-braila.ro,,horeca,,HORECA_RO.csv
Sirona care & health CIC,,,,,447920290264,morag.anderson6@nhs.net,,horeca,,HORECA_RO.csv
SIR ROYAL,,,,,,hotelsiexpo@gmail.com,,horeca,,HORECA_RO.csv
Sirul Vamii,,,Brasov,,268477725,rezervari@sirulvamii.ro,,horeca,,HORECA_RO.csv
SIR VOLUNTARI,,,"Oras Voluntari, Sat Voluntari",,,cristina.radu@sirgrup.ro,,horeca,,HORECA_RO.csv
SISI,,,Mun. Constanta,,,steriu_dinca@yahoo.com,,horeca,,HORECA_RO.csv
SISI,,,Oras Sovata,,,mesikurko@yahoo.com,,horeca,,HORECA_RO.csv
SIVA,,,,,,pensiunea.siva@yahoo.com,,horeca,,HORECA_RO.csv
SIVANVILLA APART,,,Mun. Sighisoara,,,andreea_lica4@yahoo.com,,horeca,,HORECA_RO.csv
SIXTY NINE,,,"Oras Eforie, Loc. Eforie Sud",,,vilasixtynine@yahoo.com,,horeca,,HORECA_RO.csv
SJ APARTMENT,,,Mun. Tulcea,,,alexe.stefania@yahoo.ro,,horeca,,HORECA_RO.csv
Sjyen As,,,,,+4746967710,post@restaurantsjyen.no,,horeca,,HORECA_RO.csv
Skarrildhus Sinatur Hotel \u0026 Konference,,,,,+4520279801,kisv@sinaur.dk,,horeca,,HORECA_RO.csv
Skatteministeriet,,,,,+4572370458,jdau@skm.dk,,horeca,,HORECA_RO.csv
SKI &BIKE RESIDENCE,,,Mun. Brasov,,,valeanuprodcom@yahoo.com,,horeca,,HORECA_RO.csv
SKI CHALET SINAIA,,,Oras Sinaia,,,nicoleta@ramayana.ro,,horeca,,HORECA_RO.csv
SKIEN FRITIDSPARK KF AVD HOTELL FRITIDSPARKEN,,,,,,ivar.frisnes@skienfritidspark.no,,horeca,,HORECA_RO.csv
Skihytta Trysil As,,,,,,headchef@skihyttatrysil.no,,horeca,,HORECA_RO.csv
SKILAND,,,,,,cazare@skiland.ro,,horeca,,HORECA_RO.csv
Skilifte Schrocken Strolz,,,,,+43080067891011,walch.gerald@salober.at,,horeca,,HORECA_RO.csv
Skinny Chef BV,,,,,+32080067891011,info@skinnychef.be,,horeca,,HORECA_RO.csv
SKIPASS,,,,,,pensiuneaskipass@gmail.com,,horeca,,HORECA_RO.csv
SKI&SKY,,,Oras Predeal,,,ana.buzatu@lucu.ro,,horeca,,HORECA_RO.csv
SKI TOP,,,Oras Busteni,,,milumarius04@yahoo.com,,horeca,,HORECA_RO.csv
SKY,,,,,,alina.b@skyhotel.ro,,horeca,,HORECA_RO.csv
SKY AIRPORT,,,,,,rezervari@skyairporthotel.ro,,horeca,,HORECA_RO.csv
SKY AIRPORT HOTEL S.R.L.,,,,,40759590059,receptie@skyairporthotel.ro,,horeca,,HORECA_RO.csv
SKY AIRPORT RESIDENCE,,,"Oras Otopeni, Sat Otopeni",,,teorezidences@gmail.com,,horeca,,HORECA_RO.csv
Sky Bar,,,Bucuresti,,724759227,office@skybar.ro,,horeca,,HORECA_RO.csv
SKY CENTER APARTMENT,,,"Mun. Bucuresti, Sector 3",,,sshellon.2012@gmail.com,,horeca,,HORECA_RO.csv
SKY CENTRAL BUCHAREST,,,"Mun. Bucuresti, Sector 5",,,ioanamatei01@gmail.com,,horeca,,HORECA_RO.csv
SKY CLOUD APARTMENTS,,,Mun. Timisoara,,,skycloudapartments@yahoo.com,,horeca,,HORECA_RO.csv
SKY DOME,,,"Com. Copalnic-Manastur, Sat Berinta",,,berintadome@gmail.com,,horeca,,HORECA_RO.csv
SKY HUB,,,"Com. Arieseni, Sat Arieseni",,,gruie_george2000@yahoo.com,,horeca,,HORECA_RO.csv
SKYLARK MILANO STUDIO,,,Mun. Brasov,,,ciulei.gabriel@gmail.com,,horeca,,HORECA_RO.csv
SKYLARK PENTHOUSE,,,Mun. Brasov,,,alexandruc.gafita@gmail.com,,horeca,,HORECA_RO.csv
SKYLARK SINGAPORE PENTHOUSE,,,Mun. Brasov,,,office@skylarkstay.ro,,horeca,,HORECA_RO.csv
SKYLARK ZURICH STUDIO,,,Mun. Brasov,,,hello.webnb@gmail.com,,horeca,,HORECA_RO.csv
SKYLINE,,,Oras Azuga,,,greceacristi72@gmail.com,,horeca,,HORECA_RO.csv
SKYLINE TRAVEL AGENCY,,,Mun. Craiova,,,office@skylinetour.ro,,horeca,,HORECA_RO.csv
SKY RESORT A-FRAME,,,"Com. Varciorog, Sat Varciorog",,,bluesky.trading@yahoo.com,,horeca,,HORECA_RO.csv
SKY ROOMS,,,"Com. Apahida, Sat Sub Coasta",,,farcasiu_claudia@yahoo.com,,horeca,,HORECA_RO.csv
SKY STUDIO FELIX,,,"Com. Sanmartin, Sat Cordau",,,noemi.cseros@gmail.com,,horeca,,HORECA_RO.csv
SKY VIEW,,,"Mun. Bucuresti, Sector 2",,,razvancutapal@yahoo.com,,horeca,,HORECA_RO.csv
SKYVIEW LOFT,,,Mun. Braila,,,aurelianpaun2019@gmail.com,,horeca,,HORECA_RO.csv
SLANIC HOUSE,,,Oras Slanic Moldova,,,ionel_ioan_puiu@yahoo.com,,horeca,,HORECA_RO.csv
SLANIC PRAHOVA,,,Oras Slanic,,,camelia.andrei10@gmail.com,,horeca,,HORECA_RO.csv
SLATY RESORT,,,"Com. Stramtura, Sat Slatioara",,,alinapralea7@yahoo.com,,horeca,,HORECA_RO.csv
SLEEP INN,,,"Mun. Bucuresti, Sector 3",,,hostelsleepin@gmail.com,,horeca,,HORECA_RO.csv
SLEEP INN,,,Bucuresti,,,raduoprescu@yahoo.com,,horeca,,HORECA_RO.csv
SLOBOZIA BRADULUI,,,"Com. Slobozia Bradului, Sat Slobozia Bradului",,,productie@focsani.rosilva.ro,,horeca,,HORECA_RO.csv
Slough Borough Council,,,,,447523805990,recruitment@slough.gov.uk,,horeca,,HORECA_RO.csv
SLOW LIVING COTTAGE,,,"Com. Borosneu Mare, Sat Dobolii de Sus",,,diditadianaandreea@gmail.com,,horeca,,HORECA_RO.csv
SMARALD,,,,,,info@pensiuneasmarald.ro,,horeca,,HORECA_RO.csv
SMARALD,,,"Com. Ciugud, Sat Hapria",,,delia.zaharia57@yahoo.com,,horeca,,HORECA_RO.csv
SMARALD,,,"Com. Hidiselu de Sus, Sat Hidiselu de Jos",,,bercea1977@yahoo.com,,horeca,,HORECA_RO.csv
SMARALD,,,Mun. Timisoara,,,borzasciprian@gmail.com,,horeca,,HORECA_RO.csv
SMARALD APARTMENT,,,Oras Navodari,,,georgemironby1028@yahoo.com,,horeca,,HORECA_RO.csv
SMARALD SEA,,,Oras Navodari,,,smaraldmamaianord@yahoo.com,,horeca,,HORECA_RO.csv
SMARALD SEAVIEW APARTMENT,,,Oras Navodari,,,drciortan@gmail.com,,horeca,,HORECA_RO.csv
SMARANDITA,,,,,,pensiuneasmarandita@yahoo.com,,horeca,,HORECA_RO.csv
SMARDAN 16,,,"Mun. Bucuresti, Sector 3",,,vlad_costache@yahoo.com,,horeca,,HORECA_RO.csv
SMARDAN 16 OLDTOWN RESIDENCE,,,"Mun. Bucuresti, Sector 3",,,nita_irina2003@yahoo.com,,horeca,,HORECA_RO.csv
SMART APARTAMENT TEI,,,Mun. Piatra Neamt,,,profisale2@gmail.com,,horeca,,HORECA_RO.csv
SMART CONCEPT LIVING,,,"Mun. Bucuresti, Sector 6",,,smartconceptliving@gmail.com,,horeca,,HORECA_RO.csv
SMART GUEST HOUSE,,,Mun. Oradea,,,octavian_bogdan@yahoo.com,,horeca,,HORECA_RO.csv
SMART HOME - GLORIA APARTMENT BY AVENUE,,,Mun. Timisoara,,,administrativ@ifmarad.ro,,horeca,,HORECA_RO.csv
SMART HOUSE,,,"Com. Costinesti, Sat Costinesti",,,smarthouse_costinesti@yahoo.com,,horeca,,HORECA_RO.csv
SMART NEW TENTS SRL,,,Timis > DUMBRAVITA > DUMBRAVITA,,+40784244475,pronaty21@gmail.com,,horeca,,HORECA_RO.csv
SMART RENTALS BUCHAREST OLD TOWN,,,"Mun. Bucuresti, Sector 3",,,mihai.voicu@hotmail.com,,horeca,,HORECA_RO.csv
SMART ROOMS MARGHITA,,,Mun. Marghita,,,distribution.smart@yahoo.com,,horeca,,HORECA_RO.csv
SMART STAY,,,Mun. Oradea,,,loredana@smart-holiday.ro,,horeca,,HORECA_RO.csv
SMART WAYS TURISTIC,,,Mun. Campulung,,,office@smartways.ro,,horeca,,HORECA_RO.csv
Smash Buddies As,,,,,+4740480088,info@smashbuddies.no,,horeca,,HORECA_RO.csv
Smash Buddies Ski As,,,,,+4740480088,infos@smashbuddies.no,,horeca,,HORECA_RO.csv
SMIDA PARK,,,"Com. Belis, Sat Smida",,,office@smidapark.ro,,horeca,,HORECA_RO.csv
SMILEY APARTMENT,,,Mun. Sibiu,,,meridiansib@yahoo.com,,horeca,,HORECA_RO.csv
SMILEY ROOMS,,,Oras Avrig,,,precup_georgiana@yahoo.com,,horeca,,HORECA_RO.csv
SMILING APARTMENT,,,Mun. Cluj-Napoca,,,calinpop@gmail.com,,horeca,,HORECA_RO.csv
SMIRO TOUR SRL,,,Cluj > BELIS > SMIDA,,+40758256085,catherine@distral.ro,,horeca,,HORECA_RO.csv
SMOCHIN,,,"Com. Limanu, Sat Vama Veche",,,alinstoian1985@yahoo.com,,horeca,,HORECA_RO.csv
SMP APARTMENT,,,Mun. Timisoara,,,severf@hotmail.com,,horeca,,HORECA_RO.csv
SNACK ATTACK SRL,,,"Gorj > MUNICIPIUL TARGU JIU > TARGU JIU, 10",,+40767808200,claudianechita77@yahoo.com,,horeca,,HORECA_RO.csv
SNACK & BURGER 4 U S.R.L.,,,Ilfov > STEFANESTII DE JOS > STEFANESTII DE JOS,,+40731706830,snack.burger4u@gmail.com,,horeca,,HORECA_RO.csv
