winner_name,cui,email,phone,website,city,address,sector,wins,total_value_ron,match_source
ALLDEST COFETARIE S.R.L.,38616890,office@tarmv.ro,0745189060,,,,,6,23850.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
FLOWERDOME DESIGN S.R.L.,43485988,,,,,"JUD. HUNEDOARA, SAT CĂRĂSTĂU COM. BAIA DE CRIŞ, CĂRĂSTĂU, NR.7, CAMERA 5",,6,113176.5,
MARA RAZVAN-MIHAI INTREPRINDERE FAMILIALA,28117672,ionelapalistan@ymail.com,0766455135,https://produsmontan.ro/produse_montane/carnati-din-pastrav-palistan-i-mihai-intreprindere-familiala/,BACĂU,"Sat Ciugheș, comuna Palanca, jud. Bacău",PEȘTE ȘI PRODUSE DIN PEȘTE,6,77420.0,fuzzy:0.49
l'art des fleurs,15445791,grecucodruta03@gmail.com,0745155963,,,,,6,7501.07,fuzzy:0.50
DUMIGARDENER,36225128,,0742386056,,,,,6,8445.0,
VIKY GARDEN CENTER S.R.L.,45817030,madalina.gont@e-g.ro,+40754037717,,,,,6,63995.6,fuzzy:0.52
AQUAPLANT,18777191,contact@targetare.ro,0722421252,,,,,6,18362.0,csv:ddg_contacts.csv
SC DUNIS SRL,4756512,gunhilds@unis.no,0744559622,,,,,6,68735.23,csv:romania_with_email.csv
SAMVET,16984832,,0741117497,,,,,6,11659.92,
PADURARU ACTIV FOREST,32893400,,0763104717,,,,,6,279818.96,
Ocolul Silvic Lazareni R.A.,34963676,office@lignum.ro,+40741643272,,,,,6,130405.0,companies_prefix
BAMBY FLOWER ECONOMIC SRL,37723040,moisemariu58@gmail.com,0758762769,,,,,6,57491.01,contractors
Gumaro Prodcom S.R.L.,15411390,,0213276935,,,,,6,760000.0,
MILAPO FRESH,31749954,milapolactate@yahoo.com,0741081053,https://produsmontan.ro/produse_montane/branza-proaspata-de-vaca-s-c-milapo-fresh-s-r-l/,MARAMUREȘ,"Municipiul Baia Mare, str. Victoriei, nr.31, județul Maramureș",LAPTE ȘI PRODUSE DIN LAPTE,6,60214.7,companies_name
TOMA SILVIA PERSOANA FIZICA AUTORIZATA,20839172,oana_tofan16@yahoo.com,0775223064,,,,,6,47321.9,fuzzy:0.58
Garden Proiect,18285644,vioricaceausu@yahoo.com,0720110888,,,,,6,29281.81,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SDC FORESTPRIM SRL,51154861,,0760020002,,,"JUD. DOLJ, SAT CIOROIASI COM. CIOROIASI, STR. VANATORILOR, NR.2",,6,113700.0,
TITEL-FLORY,41461524,popescucatalin01@gmail.com,,,,"JUD. TELEORMAN, SAT DRACEA COM. DRACEA, STR LALELELOR, NR.13",,6,224540.0,fuzzy_fd:0.50
POHRIB ECATERINA INTREPRINDERE INDIVIDUALA,39806281,70popadaniela@gmail.com,+40753421461,,,,,6,13392.64,fuzzy:0.52
VIOEVI SRL,24678141,contact@targetare.ro,0764365083,,,,,6,142200.0,csv:ddg_contacts.csv
YDAIL CONSTRUCT S.R.L.,14478413,construct_ydail@yahoo.com,+40253334554,https://ydail.ro,"Sat Murgesti, Oras Turceni","Sat Murgesti, Oras Turceni, Sector 0",,6,32571.3,contractors
DARMEX IMPEX,10002912,,0745626487,,,,,6,117919.09,
GEIPREST,34461238,,0765415610,,,,,6,283857.31,
ASE FOREST,50172290,ursachiovidiu@yahoo.com,0768759607,,,,,6,137260.0,fuzzy_fd:0.64
COMPACT,14004410,tg.secuiesc@depo.ro,0740304288,,,,,6,4349.92,csv:contacts_fast.csv
OVION COMSERV,6486903,contact@targetare.ro,0237258206,,,,,6,99291.5,csv:ddg_contacts.csv
SIMS,1934720,,0242340458,,,,,6,150970.0,
ACUMULATORUL MAT FOREST,31400503,,0768728921,,,,,6,151250.0,
GEOIL EXIM S.R.L.,8970682,geotransfgd@ymail.com,0721525611,,,,,6,5481.84,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
BEST,782500,alinpernes@gmail.com,0269561134,,,,,6,6024.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
LUCFLOR S.R.L.,15333186,,0740359020,,,,,6,71300.0,
ROVAL PRINT,14476846,,0236496857,,,,,6,1768.12,
NICOLCAT CHIC TEAM,32893345,,0766374184,,,,,6,34474.56,
BISCOTTO SRL,RO 29070357,contact@targetare.ro,,,,,,5,37045614.0,ddg_contacts
S.C. GEPETO IMPEX S.A.,11034874,contact@targetare.ro,0241585152,,,,,5,7854469.4,csv:ddg_contacts.csv
CINEVA,RO30265913,,,,,,,5,1016175.0,
BIOKAR BRICHET SRL,RO37569286,,,,,,,5,150060.0,
S.C. CHEREGI PROD SERV S.R.L.,RO 3758728,,,,,,,5,582510.0,
PALAS COM,RO6668000,contabilitate@palascom.ro,+40265306225,,,,,5,312461.0,companies_name
DIANA,RO2540090,recrutare@diana.com.ro,+40745324795,,,,Transport,5,1037481.0,companies_name
ENB SRL,RO 8165608,,,,,,,5,867739.0,
LA FANTANA,RO35534516,la-belle-vie-srl-2025@freemail.hu,0742975406,,,,,5,3241701.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ROXAR PROD COM,RO 9827975,,,,,,,5,3712740.0,
MINI PAN PROD,16503033,hr@presidentgroup.ro,0730777477,,,,,5,1714667.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SAUQUI,RO 33670996,,,,,,,5,1014500.0,
La Leul Com,RO6667373,la-belle-vie-srl-2025@freemail.hu,0742975406,,,,,5,412420.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ABRAZI GRUP STAR,49636010,office@tarmv.ro,0744583931,,,,,5,1650517.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
BEYOUFOTO S.R.L.,40515936,,0743618043,,,,,5,306917.4,
COPPENS RO,RO30416781,,,,,,,5,917950.0,
DARALI STAR,RO27166154,office@tarmv.ro,0744583931,,,,,5,445965.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
BRATU I. PETRISOR-VALENTIN,28520208,,0722918407,,,"JUD. ARGES, SAT VIISOARA ORS. STEFANESTI, STR. CALEA BUCURESTI, NR.27",,5,440900.0,
NIVIDAMA S.R.L.,RO 12244114,contact@targetare.ro,,,,,,5,230895.0,ddg_contacts
ELDO COM S.R.L.,RO 7938454,oana.barbu@teldo.ro,0744777248,,,,,5,393550.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
HP CARE PACK S.R.L.,43276647,,,,,"JUD. TELEORMAN, MUN. ALEXANDRIA, STR. LIBERTĂŢII, NR.381-382, BL.1504, SC.A, ET.3, AP.12",,5,1388932.0,
TURISOR,1679458,hotelturist3@yahoo.com,0740242968,,,,,5,17670.0,fuzzy_fd:0.50
BERATI DISCOUNT,31246804,,,,,"JUD. MUREŞ, SAT FÂNTÂNELE COM. FÂNTÂNELE,  , NR.467",,5,1523.23,
PETREBOG FOREST,16287789,silvia.tofana@gmail.com,0728381008,,,,,5,114921.0,fuzzy:0.48
AXARA,50474752,,0727709298,,,,,5,625410.0,
PROD COM PLUS SRL,4624210,,0267351942,,,,,5,14814.0,
BONET SERV SRL,6256572,,0740206167,,,,,5,586950.0,
BE SMART NOW,41032050,artxoffice@gmail.com,0722260186,,,,,5,1347840.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC ANIA SRL,13821962,office@pensiunea-anina.ro,0262212321,,,,,5,63476.76,csv:romania_with_email.csv
RAUL&PAUL SRL,11166204,ctarb@yahoo.com,0758349818,,,,,5,291100.0,fuzzy_fd:0.62
PANIMAR S.R.L.,13796095,,0260623492,,,,,5,811.83,
SC KRISZTO SRL,30154958,restaurantkeops@yahoo.com,+40736360636,,,,,5,204000.0,food_distribution_name
I.I.POPA S. MARCEL DANIEL,28934617,danap7414@gmail.com,+40745808337,https://produsmontan.ro/produse_montane/cas-din-lapte-de-vaca-popa-daniela/,VRANCEA,"Sat Negrilești, Comuna Negrilești, Județul Vrancea",LAPTE ȘI PRODUSE DIN LAPTE,5,142650.0,fuzzy:0.46
PAPUC ALEX ALIS S.R.L.,44486175,,0746454098,,,,,5,97950.0,
MADPAN 70 SRL,18624937,contact@targetare.ro,0258828506,,,,,5,21180.0,csv:ddg_contacts.csv
TRADITIONAL PAN GV-CA S.R.L.,44196244,hr@presidentgroup.ro,0755571004,,,,,5,27372.51,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MEATPROD THOMAS SRL,32781988,contact@targetare.ro,0722459265,,,,,5,1367.5,csv:ddg_contacts.csv
ZEVE MENESTYS,41537401,,,,,"JUD. MARAMUREŞ, SAT ŞIŞEŞTI COM. ŞIŞEŞTI, ŞIŞEŞTI, NR.422",,5,87729.18,
SC ARIESUL AGROLACT SRL,25553529,,,,,"JUD. ALBA, SAT VAMA SEACĂ COM. HOPÂRTA, PRINCIPALA, NR.1",,5,4513.0,
SC PRODUCTIE SI COMERT AURUL VERDE,7028939,productienasa.suport1@yahoo.com,+40744382450,,,,,5,9900.0,companies_prefix
CAN 2000 TRADING S.R.L.,11951346,,0213510372,,,,,5,105120.0,
TERMOSANITAR INSTAL SHOP,29514069,office@tarmv.ro,0722361571,,,,,5,4060.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
REGIA AUTONOMA DE ADMINISTRARE A DOMENIULUI PUBLIC SI A FONDULUI LOCATIV R.A. CRAIOVA,7403230,tudornicoleta2@gmail.com,0251411214,,,,,5,12965.0,contractors
MORDAN COM,1146684,cristina.ionescu@dan-int.ro,0238725621,,,,,5,237750.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
GERMY COMEXIM,3397267,office@comexim-r.ro,0724549656,,,,,5,5445.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
LEM LUCAS WOOD SRL,38237234,,0763317015,,,,,5,84333.05,
PANAMAROM S.R.L.,2004840,contabilitatepanamarom@gmail.com,0744640428,,Neamț > GRUMAZESTI > TOPOLITA,,,5,7000.0,companies_name
FARINSAN S.A.,8583155,,0722577888,,,,,5,123420.0,
ADIS INTERNATIONAL,5222032,hr@hotelinternational.ro,094358340,,,,Transport,5,11634.95,fuzzy:0.64
AN FEED,15257194,,0265331016,,,,,5,53785.2,
ROXAR PROD COM,9827975,,0262382391,,,,,5,66469.2,
"PLUMBU N:: MIHAELA ""FLORARIA DECO""""",17737393,,,,,"JUD. PRAHOVA, ORŞ. BUŞTENI, BLD. LIBERTĂŢII, NR.25",,5,11700.0,
ELKRILA S.R.L.,11191712,,0265210499,,,,,5,8741.57,
W&J,16223882,,0261769459,,,,,5,2482.06,
ROM TECH,8944055,office@romtecgrup.ro,0269233465,,,,,5,9875.0,web:extracted_20260120.csv
MALIZIA LORRY S.R.L.,3976668,,056320571,,,,,5,20018.6,
MIROV IMPEX,12271097,milanamarket@yahoo.com,0723628529,,Bucuresti,,,5,60585.98,fuzzy_fd:0.47
ILMANO,4247888,,,,,"JUD. VÂLCEA, MUN. RÂMNICU VÂLCEA, BLD. TINERETULUI, NR.9, BL.A.54, SC.C, ET.4, AP.11",,5,14532.72,
LAL-TRANS 2007 SRL,21131092,,0744431350,,,,,5,39750.0,
AT CORINA INVEST SRL,27451568,,,,,"JUD. IAŞI, SAT HORPAZ COM. MIROSLAVA, STR. BISERICII, NR.11A",,5,13301.0,
SC Monvasi Forest SRL,25179328,anachirciu@yahoo.com,,,,"JUD. ALBA, SAT IZLAZ COM. ARIEŞENI,  , NR.493 A",,5,46200.0,fuzzy_fd:0.50
LEROY MERLIN ROMANIA,16702141,linimpexconstruct@gmail.com,0213125888,,,,,5,32073.5,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC CANIDEV SRL,28629362,,0746643673,,,,,5,4626.72,
PRODUCTIE  PRESTARI  COMERT  ZOEMIA  S.R.L.,8950812,productienasa.suport1@yahoo.com,+40744382450,,,,,5,18898.15,companies_prefix
TERRA SILVA,18089362,terra_silva@yahoo.com,0722785018,,,,,5,69830.0,contractors
CDF CRAIU CONSTRUCT,32842384,contact@targetare.ro,0251449244,,,,,5,104485.05,csv:ddg_contacts.csv
CARMINA COM,3652181,carminaimpex@yahoo.com,0259422388,,,,,5,2809.5,csv:romania_agriculture_companies.csv
ROSU COMPANY S.R.L.,3963099,alina@nasulrosu.ro,0261838018,,,,,5,13803.2,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Statiunea de Cercetare Dezvoltare Agricola Turda,202077,ana.coroianrebrean@yahoo.com,+40746210964,,,,,5,16908.0,companies_prefix
KAGER CONSTRUCT S.R.L,28587267,spc@zappmobile.ro,0256433503,,,,,5,6992.37,fuzzy:0.52
Apemin Tusnad S.A.,12071773,hr@tusnad.com,0266/334093,,,,,5,14836.08,contractors
HOTEL VICTORIA SRL,33942659,office@hotelvictoriaiasi.ro,0758606959,,,,,5,295198.15,fuzzy_fd:0.60
CLARIAS,14232132,contact@targetare.ro,472429,,,,,5,96402.0,csv:ddg_contacts.csv
Alemi Com,23707877,,0244386860,,,,,5,11900.0,
BIOKAR BRICHET SRL,37569286,,0766492537,,,,,5,195764.5,
SC WORLDSALT INDUSTRIES SRL,36165670,,,,,"JUD. NEAMŢ, SAT TĂMĂŞENI COM. TĂMĂŞENI, STR. PARCULUI, NR.3",,5,13500.0,
ROMFOREST S.R.L.,14874361,,0237676442,,,,,5,229600.0,
PRIMERA GOLD COMERCE,24252536,,0248260609,,,,,5,8737.0,
REAL,3493060,contact@restauranthotelregal.ro,710582,,,,,5,7624.0,csv:romania_with_email.csv
YXANTIA,8357298,,0745336360,,,,,5,8185.0,
TORDAI IMPEX,1213252,,0265169008,,,,,5,2889.9,
LUK FOREST SISTEM,33628363,contact@targetare.ro,0751717060,,,,,5,176555.0,csv:ddg_contacts.csv
Anca Forest,6387241,ursachiovidiu@yahoo.com,0258771479,,,,,5,149550.0,fuzzy_fd:0.58
BULEVARDUL FLORILOR NICU & ISA S.R.L.,44602172,,,,,"JUD. BUZĂU, MUN. RÂMNICU SĂRAT, STR. CONSTANTIN BRÂNCOVEANU, NR.3, CORP C1",,5,3460.0,
UCAROM COMERT,44895358,,,,,"JUD. CONSTANŢA, SAT SIMINOC ORŞ. MURFATLAR, STR. ARŢARULUI, NR.3",,5,18246.4,
PROSPERO,3686583,contact@prospero.tm.ro,+40256219644,,,,,5,4266.32,companies_name
AGRO AS INPUT TEHNIC S.R.L.,17231689,,,,,"JUD. MUREŞ, SAT SÂNTANA DE MUREŞ COM. SÂNTANA DE MUREŞ, STR. PRINCIPALĂ, NR.1A",,5,13929.02,
Direct Motor SRL,14505895,,0744435564,,,,,5,7182.55,
MOLDOVA FARMING,30543505,comenzi@moldovafarming.ro,0756141144,,,,,5,162069.0,csv:ddg_contacts.csv
INFO TRUST,16370727,,0722562492,,,,,5,1865.41,
SPRING WATER ARMONIA,37661834,,0268481682,,,,,5,12816.0,
SIDE TRADING SRL,15107812,mcrainicu@yahoo.com,0256285641,,,,,5,11958.01,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC GIVISOMA SRL,4448539,office@soma.ro,0723640747,,,,,5,121215.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ELY COMPLEX CARM,27945740,contact@complexcarol.ro,0744470616,,,,,5,109249.0,fuzzy_fd:0.53
SC ABC CASIMCEA SRL,18802805,nebanceabianca@yahoo.com,0766437770,,,,,5,406.35,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Electric Farmer SRL,23489543,office.electricforyou@gmail.com,+40748831900,,"Sat Sabolciu, Comuna Sacadat",,,5,8517.18,companies_prefix
PROMIG TRANSPORT,48022968,a3cs.trans@gmail.com,0757907755,,,,,5,79280.0,fuzzy_fd:0.45
GEACLAU COMPANY,27481909,,0769373388,,,,,5,179250.0,
S.C. AQUA PLANET S.R.L.,31431151,office@aqua-planet.ro,,,,"JUD. ILFOV, SAT CLINCENI COM. CLINCENI, STR. CIOCÂRLIEI, NR.133B",,5,23672.0,csv:ddg_contacts.csv
FOREST STIL VICOV,37076148,,0746357167,,,,,5,169284.0,
FLOWERS MARKET HOLLAND,31556279,,,,,"JUD. ILFOV, COM. AFUMAŢI, ŞOS. BUCURESTI-URZICENI, NR.42",,5,54620.27,
GABIEXPLOFOREST,32146951,contact@targetare.ro,0740899304,,,,,5,202500.0,csv:ddg_contacts.csv
FLOREA MIHAELA-MARCELA INTREPRINDERE INDIVIDUALA,27618411,alisia_micu97@yahoo.com,+40748178876,,,,,5,5338.04,fuzzy:0.56
MITRO FOREST S.R.L.,40435063,anachirciu@yahoo.com,,,,"JUD. BACĂU, ORŞ. COMĂNEŞTI, STR. CUZA VODĂ, NR.11BIS",,5,108000.0,fuzzy_fd:0.57
MERCK ROMANIA S.R.L.,20631065,info.online@metro.ro,0213198850,www.metro.ro,,,,5,29631.64,fuzzy_fd:0.56
SC BA-CO TELLIA SRL,6308230,,0232767070,,,,,5,21367.37,
PACIFIC S.R.L.,15800656,office@pacific-tur.ro,+40341111159,,Municipiul Targu Mures,"Municipiul Targu Mures, Sector 0, B-dul 1848, nr. 13",,5,5389.0,fuzzy:0.50
OPCINEANA NICO,29740309,contact@targetare.ro,,,,"JUD. BISTRIŢA-NĂSĂUD, SAT MOLIŞET COM. TÂRLIŞUA,  , NR.96",,5,327617.0,csv:ddg_contacts.csv
FLAMINGO-DENTA,1856215,flo40spa@yahoo.com,0721273512,,,,,5,5054.05,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SMETANCA,19492524,,,,,"JUD. CARAŞ-SEVERIN, ORŞ. ORAVIŢA, STR. ZONA GARII, BL.B2, SC.A, ET.1, AP.8",,5,70500.0,
Institutul de Cercetare- Dezvoltare pentru Pomicultura Pitesti- Maracineni,198049,icdcrm@asas.ro,+40366100203,https://produsmontan.ro/produse_montane/porumb-boabe-institutul-de-cercetare-dezvoltare-pentru-cinegetica-si-resurse-montane/,HARGHITA,,,5,9903.32,companies_prefix
ARULA CUNATURA S.R.L.,44679443,,,,,"JUD. ILFOV, ORŞ. POPEŞTI-LEORDENI, ŞOS. OLTENIŢEI, NR.18 H, CAMERA 5",,5,255465.0,
SC HANY DAN CRIS SRL,2159968,,0721518831,,,,,5,41730.0,
MAMBA GAMES 2020 SRL,43275315,,0734376324,,,,,5,3174.0,
IN FOREST UP S.R.L.,48331254,mugioiulucian@yahoo.com,,,,"JUD. TELEORMAN, SAT BUZESCU COM. BUZESCU, STR. 1 MAI, NR.57",,5,106800.0,fuzzy_fd:0.77
MIA THEO S.R.L.,1862888,ovi_talpos@yahoo.com,0723577988,,,,,5,260628.16,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Soranto Speed,29860275,,,,,"JUD. VRANCEA, SAT NEREJU COM. NEREJU, NEREJU",,5,131940.0,
TATU DUMITRA PERSOANA FIZICA AUTORIZATA,34859692,oana_tofan16@yahoo.com,+40726829481,,,,,5,10217.49,fuzzy:0.54
SC AGROSEM IMPEX SRL,14329900,,0265311617,,,,,5,2305.18,
ANDBOG COM,17278878,,0233785110,,,,,5,15102.08,
Pachipet SRL,26869636,,0745098131,,,,,5,12241.47,
Nico-Plantsilv,23023127,,0745324957,,,,,5,195200.0,
I.T.C.,2604232,contact@targetare.ro,0212234701,,,,,5,10386.0,csv:ddg_contacts.csv
GENA ATRACTIV FLOWERS S.R.L.,47673550,,,,,"JUD. BUZĂU, MUN. RÂMNICU SĂRAT, STR. COSTIENI, BL.8, ET.4, AP.20",,5,32465.0,
RORAM GARDEN ECO,38283753,,0799991112,,,,,5,527950.0,
MARIAD SERV,17382290,costin.alexandru@mariadserv.ro,0244518366,,,,,5,14593.92,csv:romania_with_email.csv
SEQUOIA FOREST S.R.L.,14252644,contact@targetare.ro,0727822661,,,,,5,217250.0,csv:ddg_contacts.csv
EISOD STAR ART,37269009,,0744383674,,,,,5,1500.0,
MANTZARIS EUROPLAST,14960802,,0350425972,,,,,5,10421.33,
FIRST GRAIN S.R.L.,12043099,sholica_iza@yahoo.com,0722698668,,,,,5,192410.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC SALF SRL,151674,,0744314373,,,,,5,42428.96,
VULCAN BD,940180,,0245760836,,,,,5,10863.82,
AMARADIA INFOSERV SRL,15280839,,0245614535,,,,,5,8071.26,
SC FOOD GRUP SRL,17979184,contact@targetare.ro,0233241509,,,,,5,215918.0,csv:ddg_contacts.csv
LAGIVIC COM SRL,10581245,,094517744,,,,,5,26489.4,
WANNINGER SRL,15532359,,0255511337,,,,,5,184005.16,
YOU FOREVER JUNIOR S.R.L.,48311648,,+40746990648,,,,,5,258560.0,
ALIN-MAR FOREST SRL,35005701,anachirciu@yahoo.com,0748405371,,,,,5,135550.0,fuzzy_fd:0.47
NEAGOE GH. GHEORGHE INTREPRINDERE INDIVIDUALA,33171082,vass_orsi@yahoo.com,+40740167473,,,,,5,7614.0,fuzzy:0.62
FORESTANA PROD,17222087,rodica_atta@yahoo.com,0248267424,,,,,5,3428.26,csv:romania_with_email.csv
VIL 2006 S.R.L. Lopatari,18939749,contact@targetare.ro,0765587518,,,,,5,102700.0,csv:ddg_contacts.csv
GREEN TREE BRAILA,39281459,,,,,"JUD. BRĂILA, SAT ŢEPEŞ VODĂ COM. MOVILA MIRESII, STR. STÂNJENEILOR, NR.88",,5,242700.0,
BORSA COM,7090701,pensiuneaborsa@yahoo.com,0244595666,,,,,5,15157.32,fuzzy_fd:0.54
Agro-Montana Srl,5665552,contact@targetare.ro,733800,,,,,5,208418.4,csv:ddg_contacts.csv
S.C. BADEA GHEORGHE AGRO S.R.L.,37198528,enescuionela60@yahoo.com,+40743199310,,,,,5,2909.68,companies_name
ELITE GARDEN CENTER S.R.L.,45687428,madalina.gont@e-g.ro,0746821349,,,,,5,12778.27,fuzzy:0.50
DESMAN TRANS,33315692,,0741992324,,,,,5,340618.45,
GREEN MASTER S.R.L.,14911729,mastersinaia@gmail.com,0368446328,,,,,5,65759.3,fuzzy_fd:0.54
TODORAN & SILVER S.R.L.,33006646,contact@targetare.ro,0760441579,,,,,5,92600.0,csv:ddg_contacts.csv
CMVDR.SCHIOPUSTEFAN-CLAUDIU,39519144,,,,,"JUD. VÂLCEA, MUN. RÂMNICU VÂLCEA, STR. I. L. CARAGIALE, NR.2, BL.A34/1, SC.C, AP.8",,5,27095.0,
CARPATI FLORA SRL,2791238,primaconproiect@yahoo.com,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. ŞUŞIŢA, NR.15",,5,2825.5,fuzzy_fd:0.57
KAFOR COMPANY SRL,13013029,,0744833165,,,,,5,190250.0,
SZOFRAN LILIANA P.F.A.,25019327,,0745639545,,,"JUD. TIMIS, SAT RECAS ORS. RECAS, NR.866",,5,57750.0,
COSULA PEISAGISTIC S.R.L.,42237755,,0740406244,,,,,5,21719.51,
FLORAPRIS FAMILY,41337853,,,,,"JUD. DÂMBOVIŢA, MUN. TÂRGOVIŞTE, STR. CRÂNGULUI, NR.104E",,5,11633.0,
NENEA SRL,898999,florincrm@yahoo.it,616854,,,,,5,3886.83,csv:romania_with_email.csv
FOREX SAGEATA,23859140,sc_forex_sageata_srl@yahoo.com,0745013898,,,,,5,183304.0,pg:romania.companies
AURORE DECOR,26144875,filipflorentina@yahoo.com,0740253030,,,,,5,26496.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Gama O.M.G.,15320330,contact@targetare.ro,0723252994,,,,,5,161625.0,csv:ddg_contacts.csv
LUVANI CONSTRUCT,18992440,office@lunoxconstruct.ro,,,,"JUD. SIBIU, SAT MOŞNA COM. MOŞNA, NR.201",,5,5308.04,fuzzy:0.48
JACOB TODAY,25109101,,0368003940,,,,,5,4402.3,
TOHANEAN CORINA II,31578307,,0746272507,,,"JUD. BRASOV, SAT VAMA BUZAULUI COM. VAMA BUZAULUI, STR. BUZAEL, NR.784",,5,3400.0,
IUL&MAR FOREST,15166193,contact@targetare.ro,225338,,,,,5,263015.92,csv:ddg_contacts.csv
EXPLO FOREST,16669851,contact@targetare.ro,0721226157,,,,,5,51795.6,ddg_contacts
S.C. LO SPUNTINO S.R.L.,16788526,,0724385672,,,,,5,346050.0,
GARDEN-SHOP,24369847,contact@anuntulpublic.ro,0745476342,,,,,5,6404.09,csv:ddg_contacts.csv
MI-LUK GENERAL,24236131,mihair@generalconstruct.ro,0755057050,,,,,5,475037.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SUPSIN FLOUR S.R.L.,26430265,,0723457311,,,,,5,80105.27,
LAURUS NOBILLIS S.R.L.,18505553,,0740268702,,,,,5,31626.08,
SC FLOWER GARDEN DESIGN SRL,35080835,fleservaler@gmail.com,,,,"JUD. TIMIŞ, SAT LIEBLING COM. LIEBLING, NR.731, CAMERA 1",,5,186200.0,csv:virgil_schema.fuzzy_enriched.csv
SARAH FINEFOOD S.R.L.,49117543,,0722351747,,,,,5,785284.0,
METALURGICA INDUSTRIAL,6302423,office@dayjobs.ro,+40746125292,,,,,5,6968.75,companies_prefix
BITCHIMIS S.R.L.,42701064,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR COMPLEXULUI, NR.1, PARTER, BL.62, SC.3, AP.92",,5,5719.38,
TIMBER REAL WOOD,31966694,,,,,"JUD. DÂMBOVIŢA, SAT GHEBOIENI COM. TĂTĂRANI, NR.27",,5,126380.0,
VEST GLOBAL SPRINT S.R.L.,39046402,,0756304188,,,,,5,306580.0,
HOCEANU HGH SRL,19093582,,0740520956,,,,,5,264450.0,
MARIAN RALUCA ROXANAI.I.,32180066,,0746461422,,,"JUD. HUNEDOARA, SAT VATA DE JOS COM. VATA DE JOS, CAL. CRISULUI, NR.48",,5,12775.0,
Dacos Center,33492341,,0721268503,,,,,5,94175.0,
RESTAURANT PASUL BUZAULUI,34089950,baturysrl@yahoo.com,+40243215125,,,,,5,22550.0,companies_prefix
FERARU C & E S.N.C. Buzau,5369255,,0724348450,,,,,5,11341.0,
BUNATATIUSCATE S.R.L.,40035644,bunatatiuscate01@yahoo.com,,https://produsmontan.ro/produse_montane/rosii-cherry-uscate-s-c-bunatatiuscate-s-r-l/,CLUJ,"Sat Buteni, Comuna Mărgău, Nr. 66, Județul Cluj",PRODUSE VEGETALE,5,27500.0,companies_name
SC GI-DO-MAX SRL,16619071,maximgheorghe61@yahoo.com,0745034959,,,,,5,317800.0,csv:ddg_contacts.csv
IDEA COSMETICS RETAIL,36680080,,0744331244,,,,,5,13105.0,
TOADER M.VALENTIN INTREPRINDERE INDIVIDUALA,36996637,suciu_constantin@yahoo.com,+40757069358,,,,,5,46570.0,fuzzy:0.52
DANUTRITION,19139540,,0729894525,,,,,5,33231.5,
MAGIA DIN GRADINA,39241438,gaveneaalina@gmail.com,0735862889,,,,,5,39872.05,fuzzy_fd:0.50
FARIKER,25832655,,0265255938,,,,,5,172963.71,
DIAGIO GROUP ACTIV S.R.L.,44072351,,0785072724,,,,,5,67388.0,
EMER COM,500596,,0266371295,,,,,5,4240.73,
. FLORA LUX TRADE MARK,31867135,,,,,"JUD. IAŞI, MUN. IAŞI, BLD. SOCOLA, NR.14, CAMERA 1, BL.C3, SC.C, ET.PARTER, AP.4",,5,4630.0,
FARIBO PRODCOM SRL,7130520,,584029,,,,,5,32616.17,
AXINTE G. CRISTINEL INTREPRINDERE INDIVIDUALA,38190042,raducu_cristiann@yahoo.com,+40747942129,,,,,5,29167.0,fuzzy:0.65
SC AIDA PREST COM,3356798,iubuexim@gmail.com,0237621936,,,,,5,4842.8,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MAGDA&BENI,30140723,rusmaria03.david@gmail.com,0744 872 800,,,,,5,393466.42,anofm
LIONS EVENTS,42152756,lumidancea@gmail.com,0743432571,,,,,5,5500.8,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
