company,email,county,category,phone,website
MAZAROM IMPEX SRL,mazarom@mazarom.ro,,logistics,+40212328001,
MCH GOLD TRANS ARAD SRL,mchgoldtrans@yahoo.com,,logistics,+40735665030,
MDMR LOGISTIC RUCAR SRL,mdmrlogisticrucar@yahoo.com,,logistics,+40743567214,
MEDA PROD 98 S.A.,daniela.ruiu@medaprod.ro,Arad,logistics,40734668786,
MEDIA INVEST EXPRESS SRL,bacau@fancourier.ro,,logistics,+40749235486,
MEDIWASH S.R.L.,office.mediwash@gmail.com,,logistics,+40752071442,
MEGAFIT CONTROL SRL,penny.cata@yahoo.com,,logistics,+40765639277,
MEI PROGRES S.R.L.,bodiumarius@yahoo.com,,logistics,+40760292316,
MERA COM INTERNATIONAL SRL,administrativ@hotelstil.com,Brasov,logistics,+40744572604,
MERAKI CLEAN SRL,budaramona@yahoo.com,,logistics,+40733436784,
MERCA FOODS GMG SRL,mercafoods@yahoo.com,,logistics,+40744543330,
METAMOB SRL,metamob@metamob.ro,,logistics,+40261711511,
METIGLA S.R.L.,laurentiu.mihai@metigla.ro,,logistics,+40745574160,
MG BROTHERS CONSULTING 777 S.R.L.,chiriac.marian92@gmail.com,,logistics,+40752979099,
MIDAS EXPRESS SRL,midas.express.iasi@gmail.com,,logistics,+40744760938,
MIETTE S.R.L.,contact.miette@gmail.com,,logistics,+40747474972,
MIG DELIVERY S.R.L.,office.migdelivery@gmail.com,,logistics,+40753315315,
MIHNEA CRIS TRANS 2007 SRL,negoescu1912@yahoo.com,,logistics,+40744348254,
MILBRO TEXTILE SRL,hr@milbro.ro,,logistics,+40729080703,
MINERALPORT SRL,recrutare@mineralport.ro,,logistics,+40723670769,
MIRADA MOBILE AUTO S.R.L.,catalinciuca22@yahoo.com,,logistics,+40724557703,
MIRODENIA MIXED SRL,mirodeniamixed@gmail.com,,logistics,+40745764747,
MISTIO IMPEX SRL,office@mistioimpex.ro,,logistics,+40726408307,
MITEROM SRL,ghermanvp@yahoo.com,Bihor,logistics,+40760694604,
MITLIV INDUSTRY AGREGATE S.R.L.,office@mitliv.ro,,logistics,+40744530451,
MITPAM TRANS SRL,officemitpam@gmail.com,,logistics,+40762200672,
MOARA ZUF PRODUCT SRL,officezuf@gmail.com,Arad,logistics,+40753409647,
MOBALEX TR S.R.L.,office@roofsystemsolution.ro,,logistics,+40752176050,
MOBISTIL FLOR SRL,andreeacasaneciu@yahoo.com,,logistics,+40766663700,
MOBYL TAXI DISPATCH  S.R.L.,andreea.costinas02@gmail.com,,logistics,+40730804680,
MODPACK SYSTEM SRL,office@modpack.ro,,logistics,+40742864608,
MOIRA PIESE AUTO S.R.L.,contabilitate@dpat.ro,,logistics,+40754552112,
MOLDOVAN EVENTS S.R.L.,colcernastasiadelia@yahoo.com,,logistics,+40763648231,
MOLNAR-BODO TRANS S.R.L.,salar@eximcont.ro,,logistics,+40749677400,
MONDO TRANS S.R.L.,office@mondotrans.eu,,logistics,+40257282666,
MONTAJ CARPATI SA,office@montajcarpati.ro,,logistics,+40733686297,
MOTOPLUS PIESE S.R.L.,motopluspiese@yahoo.com,,logistics,+40762484448,
MOTORHELP SERVICE,daniel.dani8998@yahoo.com,,logistics,+40761133811,
MUAN S.R.L.,muansrlromania@gmail.com,,logistics,+40742377906,
MULTI PROFESSIONAL RECRUITMENT SRL,ana@mpsro.ro,,logistics,+40725151830,
MULTIPOWER TOUR SRL,multipowertour@yahoo.com,,logistics,+40740824224,
MUR AUTO CARS S.R.L.,murautocars@gmail.com,,logistics,+40738726099,
MUSAPITESTI96 SRL,office@musa.ro,,logistics,+40248223406,
MXM ARTRANS SRL,nicolai_artene@yahoo.com,,logistics,+40748345680,
MYBRA BER S.R.L.,berechetconstantin@yahoo.com,,logistics,+40724797170,
MYTOWN2GO,daniel.diaconu@ymail.com,,logistics,+40724335755,
Manifest SRL,cristina@salonmanifest.ro,,logistics,+40723322082,
Martinex Logistic SRL,mihaela.basturea@gmail.com,Alba,logistics,+40722922830,
Mds Logistic Prest Srl,mds.logisticprest@yahoo.com,,logistics,+40761724165,
Micri Evolution SRL,rdk_resurseumane@yahoo.com,Bucuresti,distributor,+40730737777,
Miomar Universal SRL,reurseumane@miomaruniversal.com,Alba,logistics,40742212343,
Muller UK,milkprocurement@muller.co.uk,,distributor,,mullergroup.com
NAICOR SRL,office@naicor.ro,,logistics,+40744655552,
NAPOCA GREEN LOGISTIC S.R.L.,acoman@jostgroup.com,,logistics,+40787572906,
NEDELCU NDM SRL,ndmnedelcu@gmail.com,,logistics,+40750717673,
NELA & CATALIN TRANS SRL,nela.nct@yahoo.com,,logistics,0400 233 745 697,
NEMACORD SRL,nemacordsrl@yahoo.com,,logistics,+40746024458,
NEO GREEN FM,contact.neogreen@gmail.com,,logistics,+40721223605,
NEORTIC MOTORS SRL,contabilitate@neortic.ro,,logistics,+40741333183,
NET DISTRIBUTION SRL,daniel.tocitu@fancourier.ro,Arges,distributor,+40265311470,
NEVRA LOJISTIK SRL,office@nevralojistik.ro,,logistics,+40745621993,
NEXXON SRL,edaczo@nexxon.ro,,logistics,+40760780556,
NEXXON SRL,hr@nexxon.ro,,logistics,+40760780556,
NICHTVISION SERVICE SRL,statusmet2025@gmaio.com,,logistics,074,
NIFRON SRL,betoane@nifron.ro,,logistics,+40742208063,
NITRO DELIVERY SRL,nitrodelivery9@gmail.com,,logistics,+40753152068,
NOBEL AUTO SERVICE SRL,nobelauto.ro@gmail.com,,logistics,+40799424613,
NORD CONFOREST SA,ncf@nordconforest.ro,,logistics,+40264532014,
NORDIC IMPEX SRL,office@nordicsrl.ro,,logistics,+40250745192,
NOROCEL 17 COMIMPEX SRL,norocel17@gmail.com,,logistics,+40722395921,
"NOVA PAN SRL,",villanova2395@gmail.com,Brasov,logistics,+40257322254,
NOVATIK S.R.L.,oana.gutu@novatik.ro,,logistics,+40740112103,
NRG LOGISTIC SRL,preda.alex@nrglogistic.com,,logistics,+40762527034,
NUGATISIMO SRL,paula.stoian@nugatisimo.ro,,logistics,+40747012820,
NURSERY S.R.L.,nurserysrl.contact@gmail.com,,logistics,+40720756540,
NUTRIENTUL SA,personal@nutrientul.com,,logistics,+40259471811,
Nagel-Group,info@nagel-group.com,,logistics,+4954239600,www.nagel-group.com
OCEALAN S.R.L.,office@dezmembrariautofranta.ro,,logistics,+40723320677,
OCOLUL SILVIC DEALU NEGRU,osdealunegru@yahoo.com,,logistics,+40756992728,
OCOLUL SILVIC LIGNUM,office@lignum.ro,,logistics,+40741643272,
OCTALEC ELECTRIC S.R.L.,octalec.srl@gmail.com,,logistics,+40758355246,
OEM FST AUTO,oemfstauto@gmail.com,,logistics,+40724101909,
OFFROAD PARTS S.R.L.,offroadsv@yahoo.com,,logistics,+40741010119,
OMNIA GUSTI SRL,bacau@omniagusi.ro,,logistics,+40721651179,
OMNIA GUSTI SRL,omniagusti@gmail.com,,logistics,+40722642190,
OMNIA GUSTI SRL,mihaela@omniagusti.ro,,logistics,+40728642190,
ONE WAY SRL,office@one-way.ro,,logistics,+40742151865,
ONESTA PROD SRL,onestaprodzalau@yahoo.com,,logistics,+40744804868,
ONLY SERV SRL,officeonlyserv@gmail.com,,logistics,+40744377959,
ONTIME INSTAL SRL,ontime.instal@yahoo.com,,logistics,+40740619647,
ONU LOGISTIK,onulogistik@gmail.com,,logistics,+40747071186,
OPF AIR SYSTEMS CO S.R.L.,office@opf.ro,,logistics,+40726370555,
OPTIM RENT A CAR S.R.L.,cabinet.contabilitate@yahoo.com,,logistics,+40262316424,
ORADEA TRANSPORT LOCAL SA,personal.cm@otlra.ro,,logistics,+40259423212,
ORIGINAL TEAM SRL,office.emiliazelch@gmail.com,,logistics,+40768174336,
ORTHOZEM S.R.L.,cioboteadragos@yahoo.com,,logistics,+40748099147,
OSM GROUP SRL,silaghivlad98@gamil.com,,logistics,+40745309454,
OST TRANSPORT SRL,office@ost-transport.ro,,logistics,+40758354087,
OTELINOX S.A.,madalina.dinu@otelinox.ro,,logistics,+40245209374,
PACIFIC TUR SRL,office@pacific-tur.ro,,logistics,+40757111408,
PADRONES SRL,zebimobil@zebimobil.ro,,logistics,+40744307503,
PAINT CAR RAUL SRL,diana_dinea@yahoo.com,,logistics,+40745790112,
PAKAN PRO WASH SRL,bogdanamihaela23@gmail.com,,logistics,+40732708769,
PALMEX CM SRL,hr@palmex.ro,,logistics,+40749878113,
PALUCI IMPEX SRL,paluci_service@yahoo.com,,logistics,+40745634801,
PAN DAVID JCL SRL,resurse.umane@pandavidjcl.ro,,logistics,+40724550691,
PATIMAG ANALINA SRL,patimaganalina1992@yahoo.com,,logistics,+40755154067,
PECUNIA GENERAL S.R.L,office.bias@yahoo.com,,logistics,+40735047400,
PERFORMER CONTA SRL,ileana_birlea@yahoo.com,,logistics,+40726734920,
PERLA ECO CLIN SRL,office.perlaecoclin@gmail.com,,logistics,+40748296878,
PETROUTILAJ - 3DRD S.R.L.,office@traineurope.ro,,logistics,+40745107422,
PG-AM FOOD CONCEPT SRL,pgamfoodconcept@gmail.com,,logistics,+40764452355,
PGA ELECTRIC SRL,resurse.umane@pgaelectric.ro,,logistics,+40262213774,
PGJ GHILARI SRL,pgj.ghilari@yahoo.ro,,logistics,+40763261030,
PHARMA NETWORK CO SRL,recruitment@thepharmacistnetwork.co.uk,Arges,logistics,+441670639068,
PHEOENIX DELIVERY S.R.L.,resurse10@yahoo.com,,logistics,+40766278415,
PIC INTERLOGISTIC SRL,contabiliategenova@gmail.com,,logistics,+40737899539,
PIT STOP GARAGE S.R.L.,pitstopgaragedeva@gmail.com,,logistics,+40725351106,
PODTEC SRL,lifecarerg13@gmail.com,,logistics,+40765434528,
POLARIS GROUP IASI S.R.L.,polarisgroupiasi@gmail.com,,logistics,+40730882277,
POLARIS M.HOLDING SRL,claudia.palanga@polaris.ro,,logistics,+40241548700,
POLARIS M.HOLDING SRL,resurseumane.braila@polaris.ro,,logistics,+40725222295,
POLIPOL MOBILA SRL,office@polipol.ro,,logistics,+40261807600,
POLISERV JG PJG SRL,contact.contabilitate@poliserv.ro,,logistics,+40244513287,
POLYTECHNIK SIETA SA,office@sieta.ro,,logistics,+40756685216,
POMADIL COM SRL,budescu.maria@pomadil.ro,,logistics,+40744578504,
POMPILIAN SRL,emadiamary@yahoo.com,,logistics,+40742747928,
POPENI 24 S.R.L.,iulicalaurentiu73@gmail.com,,logistics,+40766546267,
PORTA BRAND B&M SRL,door4porta@gmail.com,,logistics,+40771793022,
PRESENCE CONCLUSION SRL,presenceconclusionsrl@gmail.com,,logistics,+40735356054,
PREST IN WALD SRL,prest@yahoo.com,,logistics,+40747298976,
PRETURI PENTRU TINE SRL,office@preturipentrutine.ro,,logistics,+40213504323,
PREZIDENT TRANS SRL,danacoriu@yahoo.com,,logistics,+40728800888,
PRIMA FIRMA SRL,anamehelean@yahoo.com,,logistics,+40749350692,
PRIMESHINE S.R.L.,helloautomaxis@gmail.com,,logistics,+40726753732,
PRINT SYSTEMS SRL,contact@printsystems.ro,,logistics,+40728165800,
PROD ALCAR S.R.L.,office@prodalcar.ro,,logistics,+40744475865,
PRODUCTIE NASA SRL,productienasa.suport1@yahoo.com,,logistics,+40744382450,
PROFI ROM FOOD SRL,simona.dinuta@profi.ro,,logistics,+40753297664,
PROFI SERVICE POINT SRL,contimigconsult@gmail.com,,logistics,-,
PROFLEET DRIVER S.R.L.,profleet_seae@yahoo.com,,logistics,+40724534374,
PROGRESS CONSULTING SA,andreea.maraloi@progressconsulting.ro,,logistics,+40751229676,
PROHUMAN APT RESOURCES SRL,raluca.anghel@prohuman.ro,,logistics,+40212221303,
PROINSTALATII S.R.L.,proinstalatii@hotmail.com,,logistics,+40740051413,
PROLUNI STRUCTURI S.R.L.,office@proluni-structuri.ro,,logistics,+40742197591,
PROMOVIDAL SERV SRL,office@krktrans.ro,,logistics,+40744539409,
PROSPECTIUNI SA,adeverinte.hr@prospectiuni.com,,logistics,+40214042835,
PROSPER MANAGEMENT TEAM SRL,manole_simon@yahoo.com,Bucuresti,distributor,+40722264018,
PYTA TRANSPORT AUTO SRL,pytatransportauto@gmail.com,,logistics,+40785454188,
Pansiprod Distributie,hr@pansiprod.ro,Bucuresti,distributor,40722636989,
Perfect Detailing Auto SRL,a.paraschiv61@yahoo.com,,logistics,+40734038528,
Pomona Group,sourcing@pomona.fr,,distributor,,pomona.fr
Promt Delivery SRL,daniordanescu5@gmail.com,Bucuresti,distributor,+40720917577,
R B COM SRL,resurseumane@brutariabaiasprie.ro,,logistics,+40786050748,
R.S. ACTIV SRL,office@rsactiv.ro,,logistics,+40720100830,
R.T.Expert Solutions,resurseumane.is@expertmind.ro,Bucuresti,logistics,+40374884043,
RA-UF LOGISTIC S.R.L.,expertcontabilag@gmail.com,,logistics,+40745186188,
RABEN LOGISTICS ROMANIA SRL,hr@ro.yusen-logistics.com,Bihor,logistics,+40312292722,
RADANA IMPEX SRL,radanaimpex@yahoo.com,,logistics,+40722554743,
RADOX SRL,liliana.hobeanu@radox.ro,,logistics,+40724393534,
RAFIL S.R.L.,silviutrusca@yahoo.com,,logistics,+40768208908,
RAGAMENT DANIEL INTREPRINDERE INDIVIDUALA,georgiana.contabilitate@yahoo.com,,logistics,+40765285922,
RAISE COMPANY SRL,lazarescu24@yahoo.com,,logistics,+40767602016,
RARES VLAD COP SPEDITION SRL,gabi_copaci@yahoo.com,,logistics,+40735266557,
RATBV S.A.,ratbv@ratbv.ro,,logistics,+40268334678,
RB STYLE SRL,xplayground@gamil.com,,logistics,+40733017450,
RDE HURON SRL,zsofia.gabor@rdero.ro,,logistics,0730,
RDI GABRIEL CAR SERVICE SRL,iustin.rosoaga@yahoo.com,,logistics,074999323,
REAL TEST SRL,office@realtest.ro,,logistics,+40723504302,
REBFRUCT SRL,rebfruct@gmail.com,,logistics,+40742860995,
REC SRL,costica.botez@recbt.ro,,logistics,+40744617169,
RECAUTOSOLUTION SRL,contabilitaterecauto@yahoo.com,,logistics,+40744266240,
RECRUITING & DEVELOPMENT COMPANY S.R.L.,petreaca72@yahoo.com,,logistics,+40791315484,
RECTIFICARI UNIVERSALE SRL,georgiana@rommc.ro,,logistics,+40724351212,
REIFEN CRISTIAN SRL,auto2transport@gmail.com,,logistics,+40769072278,
REM MUHENDISLIK INSAAT VE TICARET LIMITED SIRKETI ANKARA - SUCURSALA BUCURESTI,doinalaw@gmail.com,,logistics,+40722560002,
REMARUL 16 FEBRUARIE SA,office@remarul.com,,logistics,+40264436045,
REMAT BRASOV SA,sava.cosmin@rematbv.ro,,logistics,+40751021650,
REMAT BRASOV SA,secretariatbv@remat.ro,,logistics,+40751021650,
REMCOR GAZ SRL,office@containteligent.ro,,logistics,228002,
RENANIA TRADE SRL,hr@renania.ro,,logistics,+40372759230,
RESPIRA VERDE SRL,contact@respiraverde.eu,,logistics,+40723676076,
RETRASIB S.R.L.,hr.retrasib@sgb-smit.group,,logistics,+40269253269,
RIDER TEAM S.R.L.,dorubogdan89@gmail.com,,logistics,+40732559159,
RIM AUTOLOGISTIC SRL,office@rimauto.ro,,logistics,+40799017071,
RK PUBLICITY S.R.L,carinareznek@yahoo.com,,logistics,+40733334008,
RO-TR MANAGEMENT CONSULTING SRL,rtmc052021@gmail.com,,logistics,+40746883505,
ROAD RUNNER CONSTRUCTII S.R.L.,roadrunnerddd80@gmail.com,,logistics,+40758764051,
RODAV SRL VASLUI,office@rodav.ro,,logistics,+40751271489,
ROMANIAN AIRPORT SERVICES SA,hr@handling.ro,,logistics,+40799986499,
ROMCHIM SRL,pronto.salarizare@romchim.ro,,logistics,+40744600691,
ROMFOUR TUR S.R.L.,elena.olariu@romfour-tur.ro,,logistics,+40743401639,
ROMSTAL IMEX SRL,marius.moisa@romstal.ro,,logistics,+40734455523,
ROMWAY ENGINEERING CONSTRUCTION S.R.L.,info@romway.ro,,logistics,+40751106106,
ROMWAY ENGINEERING CONSTRUCTION S.R.L.,lazareduard@romway.ro,,logistics,+40751106106,
ROSSAL SRL,rossalzona3@gmail.com,,logistics,+40729019587,
ROSU EMIL RESTAURANT INTREPRINDERE INDIVIDUALA,rosuemilniki@yahoo.com,,logistics,+40722610174,
ROTI BUNE TECH,marynadan_2009@yahoo.com,,logistics,+40775360772,
ROYAL SERVICE SRL,vioreltulcea@yahoo.com,,logistics,+40740384015,
RUD FLORIAN RIEGER SRL,anca.mitea@rud.com,,logistics,+40269203600,
RUYU SPEDITION SRL,ruyutransportdispecer@gmail.com,,logistics,+40770467305,
RUYU TRANSPORT SRL,loredana.ruyu@gmail.com,,logistics,+40770467305,
S E CO L ROMANIA SRL,secoltgjiu@yahoo.it,,logistics,+40253226777,
S.C. AGRICS TRADING S.R.L.,boca.carmen@actrading.ro,Botosani,logistics,+40725573327,
S.C. ANI TRANS S.R.L.,andrei3foi@yahoo.com,,logistics,+40741061069,
S.C. AUTO MARCU'S GRUP S.A.,valentina.andreica@amg.ro,,logistics,+40740200095,
S.C. AUTOMOBILE BAVARIA S.R.L.,andreea.boboc@automobilebavaria.ro,,logistics,+40724200207,
S.C. Antares International S.R.L.,veronica.radescu@areslogistics.com.tr,Botosani,logistics,+40724545125,
S.C. BONISA BIS S.R.L.,office@bonisa.ro,,logistics,+40723270080,
S.C. CELESTICA (ROMANIA) S.R.L.,apply_oradea@celestica.com,,logistics,+40359403500,
S.C. CHADI ELECTRIC SRL,andrei.teodorescu@activestep.ro,,logistics,+40724678165,
S.C. CURIER TRANS EXPRESS,neagu_ionut18@yahoo.com,,logistics,+40723355884,
S.C. DAREX AUTO S.R.L.,andreia_sulugiuc@darex.ro,,logistics,+40740358125,
S.C. DURAN TRUCKS SERVICE S.R.,durantrucksservice@gmail.com,,logistics,+40751303702,
S.C. ECOMED SALPREST S.R.L.,ecomed.salprest@gmail.com,,logistics,+40740229981,
S.C. EURONAUTICA INTERNATIONAL,mariana@everestjobs.eu,,logistics,+40773715172,
S.C. EUROSPEED SRL,lacramioara@eurospeed.ro,,logistics,+40330780005,
S.C. EXPOCAR AUTO S.R.L.,expocar.auto@yahoo.com,,logistics,+40765119226,
S.C. JILAVEANU TRANSCOMS.R.L,jilaveanutrans@yahoo.com,,logistics,+40720841827,
S.C. K INDUSTRIES RO HOLDING S.R.L.,royalcarwashofficial@yahoo.com,,logistics,+40755521272,
S.C. KLF Logistica si Distributie S.R.L.,office@cldwit.ro,Bucuresti,distributor,+40757958265,
S.C. LAMUREAN TRANS SRL,lamureantrans@yahoo.com,,logistics,+40770681815,
S.C. LISTRANS LOGISTIC S.R.L.,listranslogistic@yahoo.com,,logistics,+40756663864,
S.C. MAHARAGEA TRANS,personal@ecojur.com,,logistics,+40259434751,
S.C. MATBAR CONSTRUCT SRL,iulian19_81@yahoo.com,,logistics,+40724461508,
S.C. MATEPRIM CARGO S.R.L.,mateprim.cargo@gmail.com,,logistics,+40743863937,
S.C. MICOLI CASA SRL,micoli_casa@yahoo.com,,logistics,+40755731743,
S.C. MION ELECTRO CONSTRUCT SRL,mion_electroconstruct@yahoo.com,,logistics,+40755698787,
S.C. OMA GLOBAL SOLUTIONS SRL,office@omaglobal.ro,,logistics,+40722423057,
S.C. PICADOR TRANSPED SRL,aureldorinatrans@gmail.com,,logistics,+40741162046,
S.C. RALUCA SI RARES COMPANY S.R.L.,ralucasirares@yahoo.com,,logistics,+40741061069,
S.C. RURAL ECONOMY SRL,alexticalo@gmail.com,,logistics,+40747148045,
S.C. SALBAC S.A.,resurse.umane@salbac.ro,,logistics,+40740086571,
S.C. SINEBO TOUR S.R.L.,bosinceanu.iulian@gmail.com,,logistics,+40745868899,
S.C. TRANSMIH AUTO POWER SRL,dumitruovidiumihai1962@gmail.com,,logistics,+40763418389,
S.C. TRANSPORT PUBLIC S.A.,ru@transportpublic.ro,,logistics,+40744538329,
S.C. VATGAZ S.R.L.,hiramarian@yahoo.com,,logistics,+40744101545,
S.C.ANGHELOIU TRANS SRL,angheloiutrans@yahoo.com,,logistics,+40734565509,
S.C.INFRASOILTEST S.R.L,tfadamutagabi@gmail.com,,logistics,+40775386272,
S.C.PORTA IDEEA SRL,office.portaideea@gmail.com,,logistics,+40771793022,
S.C.RZV LOGISTIC SRL,rzv.logistic@gmail.com,,logistics,-,
S.C.SELMI WOOD CONCEPT SRL,sorinsollex@gmail.com,,logistics,+40749256928,
S.C.TRADITIONAL GOODIES SRL,ionut.stroesteanu@washsolution.ro,,logistics,+40720804868,
S.E.A TRANSILVANIAN TRANSPORT,sea.transilvania@gmail.com,,logistics,+40742731147,
S.S.H. HIDROSERV S.A.,adela.condurache@hidroserv.ro,,logistics,+40741247994,
SAFE GUARD SPEDITION SRL,cristina.luca@sgspedition.ro,,logistics,+40741200576,
SAGAL  CONSTRUCT SRL,sagalconstruct@gmail.com,,logistics,+40764442645,
SAGALI TRANSPORT RAPID SRL,livia.rosu01@yahoo.com,,logistics,+40763260701,
SALGOMOB SRL,lucian.farcasanu@gmail.com,,logistics,+40722455609,
SALI GENERAL INVEST S.R.L.,saligeneralinvestsrl@gmail.com,,logistics,+40786722089,
SALUBRIS SA,salubris_slatina@yahoo.com,,logistics,+40249414693,
SALUBRIS SA,salubris-slatina@yahoo.com,,logistics,+40766741523,
SALUBRITATE CRAIOVA SRL,secretariat@salubritate-craiova.ro,,logistics,+40251414660,
SALVCENTER FAMILIA SRL,salvcenter@yahoo.com,,logistics,+40742336622,
SAMMER MULTI-TECH SRL,samu23m@gmail.com,,logistics,+40749636838,
SAMUS TEC S.A.,diana.pop@samus-tec.ro,,logistics,+40746297922,
SANDRA AUTOMOBILE S.R.L.,contabilitate@sandra.ro,,logistics,+40725800139,
SANEL TRANS SRL,office@saneltrans.ro,,logistics,+40748558479,
SANTIERUL NAVAL CONSTANTA SA,office@snc.ro,,logistics,+40241505174,
SANTINI MULTISERVICII S.R.L.,santinimultiservicii@gmail.com,,logistics,+40761397732,
SANURG SRL,office@sanurg.ro,,logistics,+40742133906,
SAPAC AUTO SRL,sapac.qed@gmail.com,,logistics,+40744657808,
SAUTER TURNING PROCESS SRL,a.pop@stp.com.ro,,logistics,+40799983462,
SAVA LOGISTIC SRL,mbufnea@nervia.ro,,logistics,+40751513173,
SC AGRI MORAR INTERNATIONAL SRL,juridic@agricola.ro,Alba,logistics,+40234577600,
SC AGROLIV YMP SRL,liviu.nicoara@agroliv.ro,Botosani,logistics,+40729636342,
SC ALDIS SRL,resurseumane@aldis1990.ro,Bihor,logistics,+40727329998,
SC AMARIE TRANS SRL,aviexpert@yahoo.com,,logistics,+40230540167,
SC AMBIENT INTERMED SRL,ambientintermed@yahoo.com,,logistics,+40752119771,
SC ANANDA DE SILVA SRL,lauracarceanu8@gmail.com,,logistics,+40720907512,
SC ANVEBAS AUTO SRL,bass_bas2000@yahoo.com,,logistics,+40764584605,
SC APA STEF SRL,ionutapa@yahoo.com,,logistics,+40744500748,
SC APA VIE SRL,fancourierapavie@gmail.com,,logistics,+40766750145,
SC APOSTOL MANOLE SI ASOCIATII,apostolsiasociatii@gmail.com,,logistics,+40769770044,
SC ASPIROM GROUP SERVICE SRL,curatenie.tl@gmail.com,,logistics,+40753387616,
SC ATT AUTO DRIVE SRL,andbenjy@yahoo.com,,logistics,+40740288569,
SC AUTO CLEAN ZONE SRL,contact@abiaccounting.com,,logistics,+40744535199,
SC AUTO EXPRESS SRL,anemar005@yahoo.com,Arges,logistics,+40736386830,
SC AUTO-CRISEVI SRL,auto_crisevi@yahoo.com,,logistics,+40743031631,
SC Alina Company SRL,pavenioana@yahoo.com,Alba,logistics,,
SC Axel Company SRL,axii617@yahoo.com,Alba,logistics,,
SC BOEMA SRL,welcome@pensiuneaboema.ro,Alba,logistics,,
SC CABLAGGI SRL,office@crscablaggi.it,,logistics,+40770255066,
SC CADVYLL CONST SRL (RO17559415),office@cadvyll.ro,,logistics,+40751038459,
SC CALDESENE SRL,office@sasenterprises.org,Bihor,distributor,+40732833783,
SC CBS CARGO SPED SRL,patricia.soran@criboser.ro,,logistics,+40746738206,
SC COVOROM CARPET SRL,office_terraserice@yahoo.com,,logistics,+40728132759,
SC CROWN COOL SRL,hr@tcromania.com,,logistics,+40266317827,
SC Cetina SRL,marrox7@yahoo.com,Brasov,logistics,,
SC DAXIA AUTOCONCEPT SRL,daxia.auto@gmail.com,,logistics,+40745782357,
SC DELTA REVOL SRL,valentin.popescu@popfin.ro,,logistics,+40722543299,
SC DMT EURO SERVICES SRL,gabriel.editoiu@canamgroupinc.com,Arges,logistics,,
SC DODI &amp; BEA DETAILS SRL,itp_albesti@yahoo.com,,logistics,+40755250004,
SC DR.G.MERCUT SRL,clinica_irina@yahoo.com,,logistics,+40766438018,
SC DYRP TRANS SRL,ceclanpaula@yahoo.com,,logistics,+40728926551,
SC Distrib SRL,freshdistrib@yahoo.com,Brasov,logistics,1765692064,
SC ELBI CONSTRUCT SRL,resurseumane@grupconstructiiest.ro,Brasov,logistics,0734011460,
SC ELGEKA FERFELIS ROMANIA,bm_oradea@elgeka-ferfelis.ro,Bihor,logistics,40744318157,
SC EXPRES TRANSPORT SA,office@eta.ro,,logistics,+40799064027,
SC Eco Trade SRL,office@csdeco.ro,Alba,logistics,+40744345637,
SC FIVE CONTINENTS SRL,fivecontinenthorezu@gmail.com,Botosani,logistics,+40728097610,
SC FRATELLI DANDU SRL,dany-dendy@yahoo.com,,logistics,393 292 011 626,
SC FUZSITUS TRANS SRL,autex68@gmail.com,,logistics,+40743483808,
SC GENIFLOR AGRO SRL,george_dragoi93@gmail.com,,logistics,+40727993637,
SC GEO INSTAL SRL,marinpetruta1981@gmail.com,Bistrita Nasaud,logistics,,
SC GTI Logistic SRL,avocatpetreadina@gmail.com,Bucuresti,logistics,+40756163166,
SC HD NETWORKING SRL,office@hdnet.ro,,logistics,+40371005322,
SC HEXOL LUBE SRL,oradea@hexol.com,,logistics,+40259454216,
SC HYDROAGRIFER SRL,contabilitate@hydroagrifer.ro,,logistics,+40722870485,
SC ICA SRL,anagolban12@yahoo.com,Brasov,logistics,,
SC ICIRUAL 2003 SRL,office@icirual2003.ro,,logistics,+40758235324,
SC INOTEC SRL,contabilitate@inotec.com.ro,,logistics,+40755745515,
SC ISABELA SRL,neghinaisabela@gmail.com,Alba,logistics,,
SC LAGUNA SRL,liviu.avramut@yahoo.com,Arges,logistics,,
SC LANCETTI TRANSPORT SRL,hr@lancetti.ro,,logistics,+40748115346,
SC LONG ROAD DISTRIBUTION SRL,andrada@longroad.ro,,logistics,+40745211730,
SC LUC&#039;ART SERV SRL,hrlucartserv@outlook.com,,logistics,+40726023210,
SC LUCIANO NICO SRL,liana.bara@gmail.com,,logistics,+40742236544,
SC LUX CAR SERV SRL,luxcarserv@yahoo.com,,logistics,07 626 181 320 748 335 686,
SC MADVYO TRANS SRL,remusd99@gmail.com,,logistics,+40735437263,
SC MAINI DE AUR IMPEX SRL,secretar.resurse2022@gmail.com,,logistics,+40724617349,
SC MARSAT SRL,office@marsatsa.ro,Botosani,logistics,,
SC MART TEHNIC HUST SRL,birouconta25@yahoo.com,,logistics,+40770164326,
SC MIGATRAK TRANS SRL,migatrak.trans@yahoo.com,,logistics,+40766103379,
SC Olin Foods SRL,nicoleta.arisanu@prato.ro,Brasov,logistics,+40742524834,
SC PEDROALIN SRL,pedro_alin_srl@yahoo.com,,logistics,+40744926463,
SC PRICHINDEL CLUB SRL,lucian.agapia@yahoo.com,,logistics,+40742314550,
SC PRODLACTA SRL,resurse.umane@prodlacta.ro,Arad,logistics,40734772976,
SC PURE EMPIRE BASE SRL,busoistefanalexandru@gmail.com,,logistics,+40735356054,
SC RED ROSE SRL,office@pensiunearedrose.ro,Botosani,distributor,,
SC REGENESYS IT TECHNOLOGIES SRL,regenesys74@gmail.com,,logistics,+40745100888,
