nr_licenta,operator_economic,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email
2418,SAIL ARMADA SRL,SAIL ARMADA,43792745,"STR. Vitan , NR. 119 , BL. V21B  , AP. 3","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,hello@sailarmada.ro
2420,C&D PARTNER TRANSPORT SRL,PARTNER TOURISM,15072200,"STR. Erou Iancu Nicolae , NR. 103",Oraş Voluntari,ILFOV,Organizatoare,,office@inchirieriauto.ro
2422,MARIMAT TOUR SRL,MARIMAT TOUR,39552817,"STR. Unirii , NR. 25 , BL. 25  , AP. 2",Mun. Focşani,VRANCEA,Organizatoare,,contact@marimattour.ro
2424,OAMENI MULTUMITI SRL,OAMENI MULTUMITI,35445729,"STR. Viitorului , NR. 22-24F","Com. Chiajna, Sat Roşu",ILFOV,OrganizatoareOnline,www.oamenimultumiti.ro,oamenimultumiti@gmail.com
2431,CAMIAN CENTER SRL,LUCA TOUR,17326339,"STR. Vasile Alecsandri , NR. 6 , BL. 2A",Mun. Suceava,SUCEAVA,Organizatoare,www.lucatour.ro,office@lucatour.ro
2433,KRETAN TOUR ELADA SRL,KRETAN TOUR ELADA,31523603,"STR. Gheorghe Grigore Cantacuzino , NR. 94",Mun. Ploieşti,PRAHOVA,Organizatoare,www.kretantour.com,office@kretan.ro
2434,TEO & CORNEL TOUR SRL,TEO & CORNEL TOUR,41867990,"STR. Victoriei , NR. 9A",Oraş Vălenii de Munte,PRAHOVA,OrganizatoareOnline,,mailcursa_serv@yahoo.com
2438,GORBE TRAVEL SRL,GORBE TRAVEL,26698960,NR. 300,Com. Corund,HARGHITA,Organizatoare,,balasz_laszlo@freemail.hu
2439,DESTINATION SPECIALIST SRL,DESTINATION SPECIALIST,44467254,"STR. Theodor Aman , NR. 1 , BL. CASA ALBA",Mun. Craiova,DOLJ,Organizatoare,,alin_ang@yahoo.com
2444,ROYAL TRIP SRL,ROYAL TRIP,35706751,"STR. Constantin Radu , NR. 21 , BL. Z15 , ET. 3 , AP. 13","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@royaltrip.ro
245,TEZ TOUR SRL,TEZ TOUR,21261300,"STR. Herăstrău , NR. 1  , ET. 3 , AP. 7+8","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.tez-tour.ro,contabilitate@tez-tour.ro
2453,SUMAQ YATRA SRL,1001 ADVENTURES,44500857,"STR. Ceasornicului , NR. 9","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.1001adventures.ro,cristina.daus@gmail.com
2456,ALFA STAR TRAVEL S.R.L.,ALFA STAR TRAVEL,27304842,"STR. Constantin Brâncoveanu , NR. 7   , AP. BIROU 1",Mun. Timişoara,TIMIŞ,Organizatoare,www.alfastartravel.ro,office@alfastartravel.ro
2460,ROMAT MAGNIFIC SRL,EXOTIC DISCOVERY TRAVEL,39731146,"STR. Pipera , NR. 1D-11 , BL. 2  , AP. 2",Oraş Voluntari,ILFOV,OrganizatoareOnline,,romatint@yahoo.com
2461,HOLIDAY PLAN TOUR SA,HOLIDAY PLAN,39709874,"STR. Schitu Măgureanu , NR. 7  , ET. 1 , AP. 4","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@holidayplan.ro
2464,PELERINAJE GABRIELA SRL,PELERINAJE GABRIELA,44450910,"STR. Mărăşeşti , NR. 42-44   , AP. 3B",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.pelerinajegabriela.ro,info@pelerinajegabriela.ro
2466,AVANTI STYLE LINK S.R.L.,AVANTI HOLIDAY,43504044,"STR. Maxim Gorki , NR. 2  , ET. parter , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.avantiholiday.ro,office@avantiholiday.ro
247,HAI LA DRUM SRL,HAI LA DRUM,29513551,"STR. Brăilei , NR. 4 , BL. H  , AP. 1",Mun. Galaţi,GALAŢI,Organizatoare,www.hailadrum.com,razvan.postolache@hailadrum.com
2470,FRESH PLANET SRL,FRESH PLANET,36939186,"STR. Dristorului , NR. 108-110 , BL. 16ABC  , AP. 4","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,contact@taberesnowboard.ro
2474,TUR OPERATOR DACUL SRL,TUR OPERATOR DACUL,44334231,"STR. Principală , NR. 53","Com. Topliceni, Sat Răduceşti",BUZĂU,Organizatoare,,mateevicinicoleta@yahoo.com
2477,BEAUFORT SOLUTIONS SRL,VACANTE EXOTICE,33699666,"STR. Principală , NR. 9","Com. Cernăteşti, Sat Aldeni",BUZĂU,Organizatoare,,contact.carpediem@gmail.com
2483,IMPERIA LUXURY TRAVEL SRL,IMPERIA LUXURY TRAVEL,44904472,"STR. Morarilor , NR. 2B","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.imperiaclub.ro,travel@imperiaclub.ro
2484,ELITECLUB SRL,ELITECLUB,15421873,"NR. 35BIS  , ET. 1 , AP. 16",Com. Chiajna,ILFOV,Organizatoare,www.eliteclub.com.ro,office.eliteclub@gmail.com
2488,CALATOR DIN TIMISOARA SRL,CALATOR DIN TIMISOARA,44331693,"STR. Popa Şapcă , NR. 10A   , AP. 7",Mun. Timişoara,TIMIŞ,Organizatoare,,firica_antonio@yahoo.com
2492,DISCOVER AND CONNECT SA,WEDISCOVER,36440797,"STR. 30 Decembrie , NR. 10",Mun. Târgu Jiu,GORJ,Organizatoare,www.wediscover.it,cosminre@gmail.com
2494,WE BOOK HOLIDAY SRL,VREAU-VACANTA.RO,44575280,"STR. Someşul Rece , NR. 19 , BL. 8  , AP. 30","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,office@vreau-vacanta.ro
2504,MAGANDA.RO SRL,DTOUR,43326206,"STR. Cireşoaia , NR. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,beatrice812@yahoo.com
2505,FUN DIVE EDUCATION SRL,FUN DIVE,39274222,"STR. Valea Cascadelor , NR. 21  , ET. PARTER","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,,fundiveeducation@gmail.com
2507,MIRVA TRAVEL CLIMB SRL,MIRVA TRAVEL CLIMB,42690330,"STR. Vasile Conta , NR. 1 , BL. 34A2 , ET. 1 , AP. 5",Mun. Ploieşti,PRAHOVA,OrganizatoareOnline,www.mirvatravel.ro,travel@mirvagrup.ro
251,SIMIAN SRL,SIMIAN TURISM,3915415,"NR. 1A  , ET. PARTER",Mun. Iaşi,IAŞI,Organizatoare,www. simian-turism.ro,simian@simian-turism.ro
2512,RURAL CONSULTANTA & SERVICII SRL,RURAL CONSULTANTA SI SERVICII,38116461,"STR. Gheorghe Şincai , NR. 39 , BL. - , ET. - , AP. -",Mun. Sighetu Marmaţiei,MARAMUREŞ,OrganizatoareOnline,,rural.consultanta@yahoo.com
2513,NAOMI TRAVEL SRL,NAOMI TRAVEL,44987800,"STR. 16 Decembrie 1989 , NR. 11",Mun. Timişoara,TIMIŞ,Organizatoare,,contact@naomitravel.ro
2514,MAGENTA 7 SENSES SRL,MAGENTA 7,45282149,NR. 31,Com. Corund,HARGHITA,OrganizatoareOnline,www.magenta7.travel,office@magenta7.travel
2516,HAPPY HOLIDAY TOUR SRL,HAPPY HOLIDAY TOUR,45194233,"STR. Mircea Vodă , NR. 5A  , ET. 1",Mun. Piteşti,ARGEŞ,Organizatoare,,office@hht.ro
252,DRUMET IN MARAMURES SRL,DRUMET IN MARAMURES,37789834,"STR. Gheorghe Doja , NR. 54",Mun. Sighetu Marmaţiei,MARAMUREŞ,Organizatoare,www.drumet-in-maramures.ro,drumet.in.maramures@gmail.com
2524,PERFEKT REISEN SRL,PERFEKT REISEN,45415210,"STR. Costineşti , NR. 2 , BL. 9 , ET. 4 , AP. 30","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.perfektreisen.ro,mariusnetedu86@gmail.com
2532,HERMES TRAVEL EXCLUSIV SRL,HERMES TRAVEL,42653676,"STR. Mareşal Alexandru Averescu , NR. 30   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.hermestravel.ro,office@hermestravel.ro
2533,DOR TRAVEL ARMENOPOLIS SRL,DOR TRAVEL,45469113,"STR. 1 Decembrie 1918 , NR. 18",Mun. Gherla,CLUJ,Organizatoare,,agentiadortravel@gmail.com
2534,VACANTE DE VIS EXOTICE SRL,VACANTE DE VIS,45392427,"NR. 1-3 , BL. O2  , AP. 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.vacantedevis.ro,contact@vacantedevis.ro
2535,ESCAPADE TOUR AGENCY SRL,ESCAPADE TOUR AGENCY,45090143,"NR. 1 , BL. X14 , ET. 5 , AP. 30","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,leo_ghencea@yahoo.com
2536,PROVOC JOACA SRL,TABERE LA ŢARĂ,38360970,"STR. Cernişoara , NR. 46 , BL. P18 , ET. 4 , AP. 28","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.taberelatara.ro,dragos@taberelatara.ro
2538,IHTIS ECO TRAVEL SRL,IHTIS ECO TRAVEL,45541553,"STR. Crucii Rosii , NR. 1",Mun. Tulcea,TULCEA,Organizatoare,,ihtisecotravel@gmail.com
2540,LC TRAVEL MOMENT SRL,LC TRAVEL MOMENT,45535373,STR. Plaiului,Mun. Bacău,BACĂU,OrganizatoareOnline,,office@tectoform.ro
2543,AVENTURIN TRAVEL SRL,AVENTURIN TRAVEL,41712316,"STR. Olanda , NR. 3",Mun. Timişoara,TIMIŞ,Organizatoare,www.aventurintravel.ro,aventurin@vatca.ro
2544,MIANDA TRAVEL AND CONSULTING SRL,MIANDA TRAVEL,43213819,"NR. 62A , BL. 1 , ET. 5 , AP. 71","Oraş Popeşti-Leordeni, Sat Popeşti Leordeni",ILFOV,OrganizatoareOnline,www.miandatravel.ro,raluca_taculescu@yahoo.com
2545,DAVINCZE TOURS SRL,DAVINCZE TOURS,14493499,NR. 291,Com. Sâncraiu,CLUJ,Organizatoare,,davincze54@gmail.com
2547,TOCO TOUR OPERATOR SRL,TOCO TOUR,45017886,"STR. Floreasca , NR. 55  , ET. 3","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,tocotour.romania@gmail.com
2566,HAI HUI PRIN LUME TRAVEL SRL,HAI HUI PRIN LUME,45587453,NR. 76F,Com. Chiajna,ILFOV,OrganizatoareOnline,www.haihuiprinlume.ro,anghelovici.alin@gmail.com
2574,MUSCELKUB VENTURE SRL,MUSCELKUB VENTURE,43234960,"STR. General Vasile Milea , NR. 357A","Com. Lereşti, Sat Voineşti",ARGEŞ,Organizatoare,,edy@thailandezul.ro
2578,BOOTS AND ROSES SRL,ROMANIA PRIVATE TOURS,38410687,"STR. Şerban Vodă , NR. 213-217  , ET. 7 , AP. 32","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,cezarinap@gmail.com
2585,GAVO TOURS SRL,GAVO TOURS,45973926,"STR. Banul Antonache , NR. 52-60  , ET. 4 , AP. 18","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.gavotours.ro,info@gavotours.ro
2588,SELECTRA SRL,SELECTRA TOUR,14011301,"STR. Basarabilor  , BL. E3",Mun. Curtea de Argeş,ARGEŞ,Organizatoare,,selectra.rezervari@gmail.com
259,TMM TOUR & TRAVEL SRL,TMM TOUR,32076538,"STR. Independenţei , NR. 23A",Mun. Focşani,VRANCEA,Organizatoare,www.tmmtour.ro,office@tmmtour.ro
2592,ALLE TOUR CONSULTING SRL,ALLE TOUR CONSULTING,45977898,"STR. Durău , NR. 30   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,contactalletour@gmail.com
2593,FLAMINGO HOLIDAYS S.R.L.,FLAMINGO HOLIDAYS,44552422,"STR. 1 Mai , NR. 114A Parter","Com. Berceni, Sat Berceni",ILFOV,Organizatoare,,flamingoholidays2022@gmail.com
2594,sc olimpia top holiday srl,OLIMPIA TOP HOLIDAY,18484345,"STR. Constantin Dobrogeanu Gherea , NR. 21A",Mun. Piteşti,ARGEŞ,Organizatoare,,olimpia_travel2006@yahoo.com
2596,SUNNY MOMENTS SRL,SUNNY MOMENTS,45784307,"STR. Stadionului , NR. 11 , BL. 4 , ET. I , AP. 6",Mun. Târgu Secuiesc,COVASNA,OrganizatoareOnline,www.sunnymoments.ro,info@sunnymoments.ro
2597,ALEXIA TOUR IMPEX SRL,ALEXIA TOUR,16929587,"STR. Ciorogârla , NR. 145D   , AP. 1","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.autocarealexia.com,amunteanu77@yahoo.com
260,SKYLINE TRAVEL AGENCY SRL,SKYLINE TRAVEL AGENCY,29214657,"STR. Simion Bărnuţiu , NR. 7  , ET. 1",Mun. Craiova,DOLJ,Organizatoare,www.skylinetour.ro,office@skylinetour.ro
2600,ASEMBLI GLOBAL S.R.L.,ASEMBLI TRAVEL,28509951,"STR. Belvedere , NR. 2  , ET. parter , AP. 1",Mun. Iaşi,IAŞI,Organizatoare,www.holilulu.com,info@asemblievents.com
2601,TLV BOOKING AGENCY SRL,TLV BOOKING AGENCY,41254391,"STR. Pârâul Rece , NR. 1C",Mun. Braşov,BRAŞOV,Organizatoare,,manager@tlvbooking.ro
2605,MARINA TOUR S.R.L.,MARINA TOUR,31627469,"STR. Dimitrie Cantemir , NR. 6","Com. Afumaţi, Sat Afumaţi",ILFOV,OrganizatoareOnline,,marinatur.travel@gmail.com
2607,RAI BUSINESS CONSULTING SRL,V500,34551640,"STR. Cpt. Ion Gârbea , NR. 26 , BL. TURN , ET. 7 , AP. 70","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.v500.ro,v500.ro@gmail.com
2609,AETHER HOLIDAYS SRL,AETHER HOLIDAYS,45982762,"STR. Ioan Popasu , NR. 23  , ET. 5 , AP. 50",Mun. Braşov,BRAŞOV,OrganizatoareOnline,www.aetherholidays.ro,contact@aetherholidays.com
261,AMARINO SRL,PARADIS,7082954,"STR. Alexandru cel Bun , NR. 4B  , ET. 2 SI 3",Mun. Constanţa,CONSTANŢA,Organizatoare,www.paradistour.ro,office@paradistours.ro
2614,HOLIDAY TIME SRL,HOLIDAY TIME,44704636,"STR. Narciselor , NR. 50A","Com. Sântandrei, Sat Sântandrei",BIHOR,Organizatoare,,office.holidaytime@gmail.com
2615,GEO TURIST EXPERT SRL,GEO TURIST EXPERT,45607569,"STR. Izvorul Oltului , NR. 5 , BL. 28  , AP. 16","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,,teodorescugeta1961@yahoo.com
2618,JOIN UP RO S.R.L.,JOIN UP!,46332415,"STR. Dionisie Lupu , NR. 64-66  , ET. mezanin","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.joinup.ro,m.surdu@joinup.ro
2619,EPANOMI SRL,EPANOMI,46340140,"STR. Amaradia , NR. 18",Mun. Târgu Jiu,GORJ,Organizatoare,,alexandra.bratiloveanu@gmail.com
2620,ALINA TRAVEL EXCURSII CONSTANTA SRL-D,ALINA TRAVEL EXCURSII CONSTANTA,45407765,"NR. 25 , BL. R3  , AP. 55",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,irimiaalina07@gmail.com
2623,LAURA FARCASAN SOLUTIONS SRL,LAURA FARCASAN,46542492,"STR. Margaretelor , NR. 4",Mun. Târgu Mureş,MUREŞ,OrganizatoareOnline,,laura_oroianu@yahoo.com
2628,NOSCE GROUP SRL,NOSCE TRAVEL,33945108,"STR. Geniştilor , NR. 87",Mun. Craiova,DOLJ,OrganizatoareOnline,,NOSCEGROUP@GMAIL.COM
2630,INTERCONTINENTAL TOUR SRL,INTERCONTINENTAL TOUR,46093300,"STR. Padiş , NR. 4-6   , AP. 41",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,,CURTANCA@YAHOO.COM
2635,NOA TRAVEL SRL,NOA TRAVEL,45561755,"STR. Vasile Alecsandri , NR. 98",Mun. Craiova,DOLJ,Organizatoare,,oana.nouras@noa-travel.ro
2636,UNO - VOYAGE TRAVEL S.R.L.,UNO - VOYAGE,48526000,"STR. Măgheranului , NR. 129",Mun. Sibiu,SIBIU,Organizatoare,,onudiana2012@yahoo.ro
2638,RECORDER SPORTS & OUTDOORS SRL,RECORDER SPORTS OUTDOORS,46183232,"STR. Buziaşului , NR. 132  , ET. 1 , AP. 9",Mun. Timişoara,TIMIŞ,OrganizatoareOnline,,alexandra28uritescu@gmail.com
264,WECO T.C.M. SRL,WECO TRAVEL,6309553,"STR. Zambilelor , NR. 96  , ET. 2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.wecotravel.ro,office@wecotravel.ro
2640,PURAVIDĂM TRAVELS SRL,PURAVIDAM TRAVELS,46651376,"NR. 2 , BL. 04 , ET. 1 , AP. 87",Mun. Bucureşti,MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.PURAVIDAM.RO,PURAVIDAMTRAVELS@GMAIL.COM
2642,SUNNYDAYS TRAVEL & HEALTH SRL,SUNNYDAYS TRAVEL & HEALTH,34200364,"STR. Măicăneşti , NR. 59","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,sunnydays.office@gmail.com
2644,AYT TUR OPERATOR SRL,AYT TUR OPERATOR,46539268,"STR. Libertăţii , NR. 6",Oraş Comăneşti,BACĂU,Organizatoare,AYTTOUR.RO,OFFICE.AYTTOUR@GMAIL.COM
2645,TRAVEL WITH ALINA B SRL,ALINA B TRAVEL,41091774,NR. 128,Mun. Constanţa,CONSTANŢA,Organizatoare,ALINABTRAVEL.RO,OFFICE@ALINABTRAVEL.RO
2646,METROPOLITAN GLOBAL LOGISTICS S.R.L.,METROPOLITAN TOUR,33748190,"STR. Dezrobirii , NR. 110A",Mun. Constanţa,CONSTANŢA,Organizatoare,METROPOLITAN-TOUR.RO,METROPOLITAN@METROPOLITANCONSTANTA.COM
2647,AGENŢIA DE TURISM SFÂNTU EMILIAN DE LA DUROSTORUM SRL,SFÂNTU EMILIAN DE LA DUROSTORUM,38528870,"STR. Mangaliei , NR. 169  , ET. 2 , AP. 12",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,SFANTULEMILIANDELADUROSTORUM@YAHOO.COM
2648,CASSIE'S TRAVEL & CONSULTING SRL,CASSIE TRAVEL,35356796,"STR. Carpaţilor , NR. 24  , ET. 4 , AP. 29",Mun. Braşov,BRAŞOV,OrganizatoareOnline,,IOANA@CASSIETRAVEL.RO
265,TTW SPORT DESIGN GRUP SRL,TTWORLD BUSINESS-TRIP,38224749,"STR. Libertăţii  , BL. FA 15  , AP. 1",Mun. Slatina,OLT,Organizatoare,www.business-trip.ro,office@business-trip.ro
2650,ANDALEX WORLDTOURS SRL,LAST MINUTE ANDALEX,44606212,"STR. Rîului , NR. 74",Oraş Zărneşti,BRAŞOV,OrganizatoareOnline,,LASTMINUTEANDALEX@YAHOO.COM
2651,READY FOR LIFE SRL,READY FOR LIFE,41566890,"STR. Geniştilor , NR. 73",Mun. Craiova,DOLJ,Organizatoare,READYFORLIFECAMP.RO,ANCA_RODICA@YAHOO.COM
2654,ELITE HOLIDAY & SERVICES SRL,ELITE SERVICES,46410203,"STR. Timişoara , NR. 13 , BL. B2 , ET. 4 , AP. 15","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,WWW.ELITEHOLIDAY.RO,claudia@eliteholiday.ro
2655,Vacante Pentru toti srl,VACANTE PENTRU TOTI,46743186,"STR. Unirii , NR. 195",Mun. Buzău,BUZĂU,Organizatoare,,burcaiulian@gmail.com
2656,ASOCIAȚIA WEWILDER,WEWILDER,43607805,NR. 146,"Com. Armeniş, Sat Sat Bătrân",CARAŞ-SEVERIN,Organizatoare,www.wewilder.com,omondoc@wwf.ro
2657,ALMA EXPOLRE SRL,ALMA EXPLORE,46865361,NR. 57,"Com. Cârjiţi, Sat Almaşu Sec",HUNEDOARA,OrganizatoareOnline,,alexandraflaviamarcu@gmail.com
266,CRUISEGET SRL,CRUISEGET,39888265,"STR. Carol I , NR. 27   , AP. 6",Mun. Iaşi,IAŞI,Organizatoare,www.cruiseget.com,office@cruiseget.com
2661,CALATORII DE TOP SRL,CALATORII DE TOP,47062670,"NR. 4 , BL. CC VEST , ET. 1 , AP. 123",Mun. Ploieşti,PRAHOVA,Organizatoare,WWW.CALATORIIDETOP.RO,calatoriidetop@gmail.com
2665,VEDA SOLUTIONS SRL,VEDA SOLUTIONS,45149720,"NR. 4A  , ET. 1",Com. Brăneşti,ILFOV,OrganizatoareOnline,,office.vedasolutions@gmail.com
2666,AVALONIA TRAVEL SRL,AVALONIA TRAVEL,46430790,"STR. Făinari , NR. 25  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,,adrianbatutu@yahoo.com
267,OLTEXTUR SRL,OLTEXTUR,1540130,"STR. Independenţei  , BL. T3 , ET. PARTER",Mun. Slatina,OLT,Organizatoare,www.oltextur.ro,office@oltextur.ro
2672,GERMAN TRAVEL SOLUTIONS SRL,GERMAN TRAVEL SOLUTION,41023460,"STR. Mănăştur , NR. 62  , ET. 2",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.gtsolutions.ro,cosmin.cismas@destine-holidays.ro
2674,LOVETOHOLIDAY SRL,LOVE TO HOLIDAY,46840650,"STR. Florilor , NR. 1 , BL. I , ET. 1 , AP. 6",Mun. Focşani,VRANCEA,OrganizatoareOnline,www.lovetoholiday.ro,diana.flintoaca@gmail.com
268,REZEDA WORLD TRAVEL SRL,REZEDA TOURS,24787696,"STR. Tunari , NR. 73  , ET. 1 , AP. 4","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.rezeda.ro,office@rezeda.ro
2681,OLD LINE TRAVEL SRL,OLD LINE TRAVEL,35517442,"STR. Diligenţei , NR. 3","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,REZERVARI@OLDLINETRAVEL.RO
2683,CHECK-IN AGENCY SRL,CHECK-IN AGENCY,46663613,"STR. Dristorului , NR. 114 , BL. 13C , ET. 1 , AP. 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.CHECK-IN-AGENCY.RO,RO.CHECKIN@GMAIL.RO
2684,ANCA-TRIPS-AGENCY SRL,ANCA-TRIPS-AGENCY,44580660,"NR. 3  , ET. 9","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.ancatripsagency.com,OFFICEANCATRIPSAGENCY@GMAIL.COM
2685,LUCKYSUN TRAVEL SRL,LUCKYSUN TRAVEL,45418560,"STR. Dinu Vintilă , NR. 6B , BL. 2 , ET. 5 , AP. 53","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.LUCKYSUNTRAVEL.RO,alina_gotea@yahoo.com
2686,AXN SMART INVEST S.R.L.,AXN TOUR,45587038,"STR. Moşilor , NR. 213 , BL. 21A , ET. 1 , AP. 71","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.axbtour.ro,axnsmart@gmail.com
2688,TRAVEL MAG AGENCY SRL,TRAVEL MAG,42253548,"STR. Victoriei , NR. 224 , BL. D5 , ET. 6 , AP. 22","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,oanapolix@gmail.com
2690,ABSOLUTE GUIDE SRL,ABSOLUTE GUIDES,41718912,"STR. Cirezarilor , NR. 2 , BL. 27 , ET. 3 , AP. 53",Mun. Ploieşti,PRAHOVA,OrganizatoareOnline,WWW.ABSOLUTEGUIDES.RO,info@absoluteguides.ro
2691,CORAL TRAVEL & TOURISM SERVICES SRL,CORAL TRAVEL & TOURISM,46875144,"STR. Bucureşti Nord , NR. 10  , ET. 5",Oraş Voluntari,ILFOV,Organizatoare,,administration@coraltravel.ro
2693,SC DALET& DD TOURS SRL,DD TRAVEL,47211373,"STR. 1 Decembrie , NR. 2 (spaţiu",Mun. Oradea,BIHOR,Organizatoare,,office@ddtravel.ro
2697,IZALEDI EVENTS SRL,4 SEASON HOLIDAYS,41706055,"STR. Victoriei , NR. 4 , BL. CC Vest",Mun. Ploieşti,PRAHOVA,Organizatoare,,izaledi2019@gmail.com
270,AG TDS LOGISTIC SRL,FLY 4 TRAVEL,30654384,"NR. 22  , ET. PARTER",Oraş Buftea,ILFOV,Organizatoare,www.fly4travel.ro,office@fly4travel.ro
2700,THE LOOP EVENTS AND TOURS SRL,THE LOOP EVENTS AND TOURS,42989421,NR. 3,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,liliana@exploretravel.ro
2702,HAPPYTRIP SERVICES SRL,HAPPY TRIP SERVICES,36709705,"STR. Şcolii , NR. 3","Com. Păuleşti, Sat Găgeni",PRAHOVA,Organizatoare,,happy.trips@yahoo.com
2704,LIFE BOOKS & TRAVELS SRL,LIFE BOOKS & TRAVELS,46530145,"STR. Surorile Martir Caceu , NR. 16   , AP. 4",Mun. Timişoara,TIMIŞ,Organizatoare,,constac.bookstravels@gmail.com
2705,AUTO LUX TRADING SRL,ALT TRAVEL,16909717,"STR. Dezrobirii , NR. 90G",Mun. Constanţa,CONSTANŢA,Organizatoare,,agentie@alt-travel.ro
2707,LIGIA TRAVEL SRL,LIGIA TRAVEL,47253441,"STR. Universităţii , NR. 6  , ET. 7 , AP. 70",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,contact@ligiatravel.ro
2709,EMBARK ENGINEERING SRL,EMBARK TRAVEL,38632896,"STR. Mihai Bravu , NR. 292 , BL. 5 , ET. 9 , AP. 75","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,salut@embarktravel.ro
2713,TAA MOBILITY SRL,ELCAMINO,41380918,NR. 55,Com. Domneşti,ILFOV,OrganizatoareOnline,,elcaminotrip@gmail.com
2715,HEY TRAVEL SRL,HEY TRAVEL,7427123,"STR. Drumul Taberei , NR. 94 , BL. 519 , ET. 2 , AP. 45","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,contact@heytravel.ro
2722,ELISSE PREST SERV SRL,IN BERMUDE - TRAVEL AGENCY,18779770,"NR. 41   , AP. A9","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.inbermude.ro,contact@inbermude.ro
2724,DELTRAVEL SRL,DELTRAVEL,47366866,"STR. Prislav , NR. 174",Mun. Tulcea,TULCEA,Organizatoare,,DELTRAVELTOURISM@GMAIL.COM
273,SOCIALIZARE LIVE SRL,HAI SA SOCIALIZAM!,36227706,"STR. Olteniţei , NR. 107A  , ET. 5","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.haisasocializam.ro,bogdan@haisasocializam.ro
