nr_licenta,licenta_tip,data_emitere,operator_economic,nr_registru_comert,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email,col13,col14,col15
2670,Licenta,15.11.2022,J.F.P. SRL,J35/1634/2020,JFP TRAVEL,42718872,"STR. Orşova , NR. 14   , AP. 9",Mun. Timişoara,TIMIŞ,IntermediaraOnline,,,,,
2672,Licenta,06.12.2022,GERMAN TRAVEL SOLUTIONS SRL,J12/1768/2019,GERMAN TRAVEL SOLUTION,41023460,"STR. Mănăştur , NR. 62  , ET. 2",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.gtsolutions.ro,cosmin.cismas@destine-holidays.ro,,,
2673,Licenta,06.12.2022,ALPHA INTELLECT  CENTER SRL,J40/16726/2021,NEXTRIP DISCOUNT,44972361,"STR. Barbu Iscovescu , NR. 15   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,cristina.iritravel@yahoo.com,,,
2674,Licenta,06.12.2022,LOVETOHOLIDAY SRL,J39/991/2022,LOVE TO HOLIDAY,46840650,"STR. Florilor , NR. 1 , BL. I , ET. 1 , AP. 6",Mun. Focşani,VRANCEA,OrganizatoareOnline,www.lovetoholiday.ro,diana.flintoaca@gmail.com,,,
2675,Licenta,06.12.2022,LIBERTY HUB SRL,J40/21417/2022,LIBERTY TRAVEL,47079850,"STR. Colentina , NR. 16 , BL. A6 , ET. 6 , AP. 53","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.libertytravel.ro,unuandrey@gmail.com,,,
2676,Licenta,06.12.2022,CRUZ TRAVEL SRL,J40/14452/2022,CRUZ TRAVEL,46543552,"STR. Poiana Soarelui , NR. 30/1","Com. Baloteşti, Sat Săftica",ILFOV,Intermediara,www.cruztravel.ro,office@attr.ro,,,
2677,Licenta,06.12.2022,PRESIDENT TOUR SRL,J12/593/2008,PRESIDENT TOUR,23285616,"STR. Giordano Bruno , NR. 1-3",Mun. Cluj-Napoca,CLUJ,Intermediara,www.presidenttour.ro,office@presidenttour.ro,,,
2678,Licenta,06.12.2022,"BEST BIROUL DE EVENIMENTE, SERVICII SI TURISM SRL",J22/2511/2021,BEST-TURISM SI EVENIMENTE,44660254,"STR. Ştefan cel Mare , NR. 13  , ET. 1",Mun. Paşcani,IAŞI,Intermediara,,best@birouldeturism.ro,,,
2679,Licenta,12.12.2022,FABULOUS TRAVEL SRL,J40/18534/2022,FABULOUS TRAVEL,46862942,"STR. Argentina , NR. 25","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,WWW.FABULOUSTRAVEL.RO,adriana.biciusca@fabuloustravel.ro,,,
268,Licenta,06.12.2018,REZEDA WORLD TRAVEL SRL,J40/19876/2008,REZEDA TOURS,24787696,"STR. Tunari , NR. 73  , ET. 1 , AP. 4","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.rezeda.ro,office@rezeda.ro,,,
2680,Licenta,19.12.2022,CÎTU WEB CONSULTING SRL,J39/352/2018,AGENŢIA DE VACANŢE,39277644,"STR. Lupeni , NR. 4 , BL. 4",Mun. Focşani,VRANCEA,Intermediara,,contact@citu.ro,,,
2681,Licenta,04.03.2025,OLD LINE TRAVEL SRL,J40/1088/2016,OLD LINE TRAVEL,35517442,"STR. Diligenţei , NR. 3","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,REZERVARI@OLDLINETRAVEL.RO,,,
2682,Licenta,20.12.2022,XPOLRE CRUISE TRAVEL SRL,J3/1962/2016,XPOLRE CRUISE TRAVEL,36785800,"STR. Col. Ion Alexandrescu , NR. 19",Mun. Câmpulung,ARGEŞ,Intermediara,WWW.XPLORETRAVELAGENCY.COM,anolyceausuexploretravel@gmail.com,,,
2683,Licenta,20.12.2022,CHECK-IN AGENCY SRL,J40/15947/2022,CHECK-IN AGENCY,46663613,"STR. Dristorului , NR. 114 , BL. 13C , ET. 1 , AP. 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.CHECK-IN-AGENCY.RO,RO.CHECKIN@GMAIL.RO,,,
2684,Licenta,20.12.2022,ANCA-TRIPS-AGENCY SRL,J40/12029/2021,ANCA-TRIPS-AGENCY,44580660,"NR. 3  , ET. 9","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.ancatripsagency.com,OFFICEANCATRIPSAGENCY@GMAIL.COM,,,
2685,Licenta,20.12.2022,LUCKYSUN TRAVEL SRL,J40/22780/2021,LUCKYSUN TRAVEL,45418560,"STR. Dinu Vintilă , NR. 6B , BL. 2 , ET. 5 , AP. 53","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,WWW.LUCKYSUNTRAVEL.RO,alina_gotea@yahoo.com,,,
2686,Licenta,15.09.2025,AXN SMART INVEST S.R.L.,J2022001999402,AXN TOUR,45587038,"STR. Moşilor , NR. 213 , BL. 21A , ET. 1 , AP. 71","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.axbtour.ro,axnsmart@gmail.com,,,
2687,Licenta,21.12.2022,GLOBAL SIDE SRL,J12/956/2008,OFERTE LAST MINUTE,23430163,"NR. 34-36  , ET. 2 , AP. 5",Mun. Cluj-Napoca,CLUJ,IntermediaraOnline,,ofertelastminute@gmail.com,,,
2688,Licenta,22.12.2022,TRAVEL MAG AGENCY SRL,J40/1995/2020,TRAVEL MAG,42253548,"STR. Victoriei , NR. 224 , BL. D5 , ET. 6 , AP. 22","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,oanapolix@gmail.com,,,
2689,Licenta,22.12.2022,SOFIS DELTA SRL,J40/21121/2022,SOFIS TOUR,47059543,"NR. 1 , BL. m 71 , ET. 3 , AP. 18","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,WWW.SOFISTOUR.RO,office@sofistour.ro,,,
2690,Licenta,28.12.2022,ABSOLUTE GUIDE SRL,J29/2925/2019,ABSOLUTE GUIDES,41718912,"STR. Cirezarilor , NR. 2 , BL. 27 , ET. 3 , AP. 53",Mun. Ploieşti,PRAHOVA,OrganizatoareOnline,WWW.ABSOLUTEGUIDES.RO,info@absoluteguides.ro,,,
2691,Licenta,28.12.2022,CORAL TRAVEL & TOURISM SERVICES SRL,J23/8640/2022,CORAL TRAVEL & TOURISM,46875144,"STR. Bucureşti Nord , NR. 10  , ET. 5",Oraş Voluntari,ILFOV,Organizatoare,,administration@coraltravel.ro,,,
2692,Licenta,16.01.2023,ONE WAY TICKET S.R.L,J40/17276/2022,ONE WAY TICKET,46768474,"STR. Mânăstirea Văratec , NR. 7-11  , ET. 4 , AP. 38","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,WWW.ONEWAYTICKET.RO,CONTACT-ONEWAYTICKET.RO,,,
2693,Licenta,16.01.2023,SC DALET& DD TOURS SRL,J5/3492/2022,DD TRAVEL,47211373,"STR. 1 Decembrie , NR. 2 (spaţiu",Mun. Oradea,BIHOR,Organizatoare,,office@ddtravel.ro,,,
2694,Licenta,17.01.2023,EL MAJICO SRL,J33/2453/2022,EL MAJICO WORLD TRAVEL,47255060,"STR. Roşu , NR. 62",Mun. Vatra-Dornei,SUCEAVA,IntermediaraOnline,,CANDREAMINODORA@YAHOO.COM,,,
2695,Licenta,17.01.2023,DOBRODELTA TRAVEL SRL,J36/674/2022,DOBRODELTA TRAVEL,47080979,"STR. Livezilor , NR. 3",Mun. Tulcea,TULCEA,IntermediaraOnline,,contact@dobrodelta.ro,,,
2696,Licenta,17.01.2023,MADA ASIG CONSULT SRL,J28/627/2004,ERIKA TRAVEL,16800980,"STR. Primăverii , NR. 17 , BL. FA27 , ET. 1 , AP. 4",Mun. Slatina,OLT,IntermediaraOnline,,MIUMADALIN@GMAIL.COM,,,
2697,Licenta,18.01.2023,IZALEDI EVENTS SRL,J29/2899/2019,4 SEASON HOLIDAYS,41706055,"STR. Victoriei , NR. 4 , BL. CC Vest",Mun. Ploieşti,PRAHOVA,Organizatoare,,izaledi2019@gmail.com,,,
2698,Licenta,13.02.2025,FINE WEST TOUR S.R.L.,J5/3251/2022,FINE WEST TOUR,47069245,"STR. Ady Endre , NR. 10   , AP. 6",Mun. Oradea,BIHOR,Intermediara,,FINEWESTOUT@GMAIL.COM,,,
2699,Licenta,19.01.2023,EXPERT TRAVEL BOUTIQUE SRL,J12/6291/2022,EXPERT TRAVEL BOUTIQUE,44124728,"STR. David Ferenc , NR. 21   , AP. 3",Mun. Cluj-Napoca,CLUJ,Intermediara,,CLUJ@EXPERTTRAVEL.RO,,,
27,Licenta,02.09.2020,VERDIS TRAVEL SRL,J40/440/2009,VERDIS TRAVEL,24953845,"STR. Patrioţilor , NR. 7 , BL. PM6 , ET. 1 , AP. 77","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,www.verdistravel.ro,office@verdistravel.ro,,,
270,Licenta,06.12.2018,AG TDS LOGISTIC SRL,J29/1388/2012,FLY 4 TRAVEL,30654384,"NR. 22  , ET. PARTER",Oraş Buftea,ILFOV,Organizatoare,www.fly4travel.ro,office@fly4travel.ro,,,
2700,Licenta,25.01.2023,THE LOOP EVENTS AND TOURS SRL,J40/10830/2020,THE LOOP EVENTS AND TOURS,42989421,NR. 3,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,liliana@exploretravel.ro,,,
2701,Licenta,25.01.2023,GRUIA TRANS SRL,J32/435/2006,TRAVEL UP,18521079,"STR. Tilişca , NR. 2",Mun. Sibiu,SIBIU,Intermediara,,office@travelup.ro,,,
2702,Licenta,26.01.2023,HAPPYTRIP SERVICES SRL,J29/1959/2016,HAPPY TRIP SERVICES,36709705,"STR. Şcolii , NR. 3","Com. Păuleşti, Sat Găgeni",PRAHOVA,Organizatoare,,happy.trips@yahoo.com,,,
2703,Licenta,26.01.2023,VACANŢE DE 10 TRAVEL SRL,J35/5638/2022,VACANŢE DE 10 TRAVEL,47298028,"NR. 22   , AP. 2",Com. Moşniţa Nouă,TIMIŞ,IntermediaraOnline,,travel@vacantede10.ro,,,
2704,Licenta,26.01.2023,LIFE BOOKS & TRAVELS SRL,J35/3411/2022,LIFE BOOKS & TRAVELS,46530145,"STR. Surorile Martir Caceu , NR. 16   , AP. 4",Mun. Timişoara,TIMIŞ,Organizatoare,,constac.bookstravels@gmail.com,,,
2705,Licenta,26.01.2023,AUTO LUX TRADING SRL,J13/8147/2004,ALT TRAVEL,16909717,"STR. Dezrobirii , NR. 90G",Mun. Constanţa,CONSTANŢA,Organizatoare,,agentie@alt-travel.ro,,,
2706,Licenta,30.01.2023,CLOUD TRAVEL MASTER CLUB SRL,J39/659/2022,CLOUD TOUR,46389403,"STR. Papareţ , NR. 15",Mun. Adjud,VRANCEA,Intermediara,,birant.claudiu@gmail.com,,,
2707,Licenta,01.02.2023,LIGIA TRAVEL SRL,J13/4257/2022,LIGIA TRAVEL,47253441,"STR. Universităţii , NR. 6  , ET. 7 , AP. 70",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,,contact@ligiatravel.ro,,,
2708,Licenta,01.02.2023,S.A.B. METHOD SRL,J40/20538/2022,SAB TRAVEL METHOD,47016046,"NR. 45   , AP. 1","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,adrian.bucurescu@yahoo.com,,,
2709,Licenta,01.02.2023,EMBARK ENGINEERING SRL,J40/20895/2017,EMBARK TRAVEL,38632896,"STR. Mihai Bravu , NR. 292 , BL. 5 , ET. 9 , AP. 75","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,salut@embarktravel.ro,,,
271,Licenta,06.12.2018,EMERALD TRAVEL SRL,J52/46/2010,EMERALD TRAVEL,26455537,"STR. Mihai Eminescu , NR. 185 , BL. 31B , ET. 1 , AP. 2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Intermediara,www.emeraldtravel.ro,office@emeraldtravel.ro,,,
2710,Licenta,02.02.2023,CADIA EPIC JOY FLAVOR SRL,J8/3484/2022,CADIA JOY,47101974,"STR. Ioan Popasu , NR. 2 , BL. M6 , ET. 7 , AP. 48",Mun. Braşov,BRAŞOV,IntermediaraOnline,,claudia.moldovan2000@yahoo.com,,,
2711,Licenta,02.02.2023,CITY GAS IMPEX SRL,J17/666/2007,CITY GAS IMPEX,21581089,NR. 1,Mun. Galaţi,GALAŢI,Intermediara,,office@citytourdiscovery.ro,,,
2712,Licenta,02.02.2023,GLOBETROTTER SRL,J2/903/2008,GLOBETROTTER TRAVEL,23921020,"STR. George Coşbuc , NR. 8   , AP. 8",Mun. Arad,ARAD,Intermediara,,ramona@excursiionline.ro,,,
2713,Licenta,02.02.2023,TAA MOBILITY SRL,J23/3051/2019,ELCAMINO,41380918,NR. 55,Com. Domneşti,ILFOV,OrganizatoareOnline,,elcaminotrip@gmail.com,,,
2714,Licenta,03.02.2023,VERA TRAVEL SRL,J12/2849/2013,VEL TURISM EVENTS,32251477,"STR. Republicii , NR. 109 , BL. P+6 , ET. 1 , AP. 8",Mun. Cluj-Napoca,CLUJ,Intermediara,,scveratravelsrl@gmail.com,,,
2715,Licenta,04.07.2023,HEY TRAVEL SRL,J40/4578/1995,HEY TRAVEL,7427123,"STR. Drumul Taberei , NR. 94 , BL. 519 , ET. 2 , AP. 45","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,contact@heytravel.ro,,,
2716,Licenta,14.02.2023,WEST IMPERIAL TOURS SRL,J5/2864/2007,WEST IMPERIAL TOURS,22736579,"STR. Decebal , NR. 1",Mun. Oradea,BIHOR,Intermediara,,ioana@westimperialtours.ro,,,
2717,Licenta,16.03.2023,LYVE HOSPITALITY EXPERTS SRL,J40/3510/2022,LYVE HOSPITALITY EXPERTS,45698320,"STR. Giuleşti , NR. 504","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,consomondo@gmail.com,,,
2718,Licenta,14.02.2023,GPC CONCIERGE SRL,J23/2497/2019,GPC CONCIERGE,41213790,"NR. 109  , ET. 1",Com. Corbeanca,ILFOV,IntermediaraOnline,,office@pgpc-concierge.ro,,,
2719,Licenta,05.09.2023,INFINITE TRAVEL CÂMPULUNG SRL,J3/20/2023,INFINITE TRAVEL CÂMPULUNG,47410660,"STR. Negru Vodă , NR. 158",Mun. Câmpulung,ARGEŞ,Intermediara,,,,,
272,Licenta,06.12.2018,PROFESSIONAL EVENT SOLUTIONS SRL,J40/4114/2007,PESTURISM,21229172,"STR. Ţincani , NR. 10 , BL. F13 , ET. 2 , AP. 91","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Intermediara,www.pesturism.ro,office@pesturism.ro,,,
2720,Licenta,14.02.2023,CIBINUM TRAVEL SRL,J32/2748/2022,CIBINUM TRAVEL,47379858,"STR. Mitropoliei , NR. 10A",Mun. Sibiu,SIBIU,Intermediara,,cibinumtravel@yahoo.com,,,
2721,Licenta,14.02.2023,EXPRESS CONSULT ASIG SRL,J12/3303/2015,DESTINE HOLIDAYS CLUJ - DUNĂRII,35185050,"STR. Jiului , NR. 4   , AP. 17",Mun. Cluj-Napoca,CLUJ,Intermediara,,alina_bene@yahoo.com,,,
2722,Licenta,14.02.2023,ELISSE PREST SERV SRL,J40/10067/2006,IN BERMUDE - TRAVEL AGENCY,18779770,"NR. 41   , AP. A9","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.inbermude.ro,contact@inbermude.ro,,,
2723,Licenta,14.02.2023,ALYSHOLIDAY TRAVEL SRL,J9/5/2023,ALYSHOLIDAY TRAVEL,47410406,"STR. Dorobanţilor , NR. 41 , BL. B-9",Mun. Brăila,BRĂILA,Intermediara,,alysholidaytravel@gmail.com,,,
2724,Licenta,14.02.2023,DELTRAVEL SRL,J36/819/2022,DELTRAVEL,47366866,"STR. Prislav , NR. 174",Mun. Tulcea,TULCEA,Organizatoare,,DELTRAVELTOURISM@GMAIL.COM,,,
2725,Licenta,27.02.2023,BEATRICE TOUR PERFECT SRL,J1/703/2021,SURISE TOUR,44259687,"STR. Detunata  , BL. 3MA  , AP. 2",Mun. Alba Iulia,ALBA,Intermediara,,munteanubeatrice@yahoo.com,,,
2726,Licenta,27.02.2023,FEMA TECH SRL,J13/1761/2021,FEMA TOURS,44337610,"STR. Constanţei , NR. 29 , BL. P4 A+B",Mun. Mangalia,CONSTANŢA,Intermediara,www.fematours.ro,office@fematours.ro,,,
2728,Licenta,28.02.2023,ABUNDIA LIFE SRL,J29/1418/2016,DESTINE HOLIDAYS VICTORIEI,36392142,"STR. Lupeni , NR. 6B  , ET. 2 , AP. 7",Mun. Ploieşti,PRAHOVA,Intermediara,,,,,
2729,Licenta,28.02.2023,RAMOCOR SRL,J16/55/2013,RAMOCOR TOUR,31087610,"STR. Racoţeanu , NR. 142",Oraş Filiaşi,DOLJ,Intermediara,,antonieciocioc@gmail.com,,,
273,Licenta,06.06.2024,SOCIALIZARE LIVE SRL,J28/459/2016,HAI SA SOCIALIZAM!,36227706,"STR. Olteniţei , NR. 107A  , ET. 5","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.haisasocializam.ro,bogdan@haisasocializam.ro,,,
2730,Licenta,28.02.2023,AUREL TRAVEL SRL,J15/16/2023,AUREL TRAVEL,47410163,"STR. Ion C. Brătianu , NR. 62 , BL. 31D , ET. 2 , AP. 11",Mun. Târgovişte,DÂMBOVIŢA,Organizatoare,,mihai.aurica@gmail.com,,,
2731,Licenta,02.03.2023,VLADCRIS-CONSULT SRL,J08/581/2009,PARALELA 45 CARPATIA,47416816,,Mun. Râmnicu Vâlcea,VÂLCEA,Organizatoare,,valcea@pararlela45.com,,,
2732,Licenta,02.03.2023,ELLITISTE AGENCY SRL,J35/3837/2022,CĂLĂTOR SPRE FERICIRE,46667534,"STR. Cetăţii , NR. 56  , ET. 2 , AP. 11",Mun. Timişoara,TIMIŞ,OrganizatoareOnline,www.calatorsprefericire.ro,ellististe.agency@gmail.com / contact@calatorsprefericire.ro,,,
2733,Licenta,02.03.2023,FIRST TRAVEL AGENCY SRL,J39/28/2023,FIRST TRAVEL,47453776,"STR. Ştefan cel Mare , NR. 13 , BL. C1  , AP. 1",Mun. Focşani,VRANCEA,Intermediara,,firsthome-vn@yahoo.com,,,
2734,Licenta,07.03.2023,NIROS TIME SHARE SRL,J29/821/2022,NIROS TRAVEL,45870440,NR. 714A,Com. Măgurele,PRAHOVA,Intermediara,,nirostravel@gmail.com,,,
2735,Licenta,07.03.2023,FLOREANS TRAVEL SRL,J29/3537/2022,FLOREANS TRAVEL,47360421,NR. 287,"Com. Salcia, Sat Salcia",PRAHOVA,Organizatoare,,duca_florin75@yahoo.com,,,
2736,Licenta,08.03.2023,SERYOS LUC TRANS SRL,J36/90/2019,VACANŢE KLUMEA,40531427,"STR. Livezilor , NR. 23  , ET. parter",Mun. Tulcea,TULCEA,OrganizatoareOnline,,iulianaluca1979@yahoo.com,,,
2737,Licenta,25.01.2024,TRIP'N TOUR SRL,J22/3368/2022,TRIP'N TOUR,46755130,"STR. Chimiei , NR. 35 , BL. F2-1",Mun. Iaşi,IAŞI,Organizatoare,,info@tripntour.net,,,
2738,Licenta,08.03.2023,COLMTRANSTOUR SUNNYDAYS 2022 PS SRL,J17/2044/2022,MARGOTA TRAVEL,47125337,"STR. 1 Decembrie 1918 , NR. 23 , BL. B  , AP. 21",Mun. Galaţi,GALAŢI,Intermediara,,colmtransinternational@gmail.com,,,
2739,Licenta,13.03.2023,THE BEST FOR YOU CLAIM SRL,J40/11366/2010,BEST FOR YOU TRAVEL,27736956,"STR. Iancu de Hunedoara , NR. 36","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,office2bfy-travel.ro,,,
274,Licenta,06.12.2018,VERTICAL CALL POINT SRL,J3/1743/2012,365 VACANTE,31011824,"STR. Tripoli , NR. 8 , BL. B7 , ET. 3 , AP. 18","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.365vacante.ro,contact@365vacante.ro,,,
2740,Licenta,13.03.2023,GEOCENTRIC TRIP SRL,J27/136/2023,AGNES TRAVEL,47603059,"STR. 1 Decembrie 1918 , NR. 2 , BL. B 19  , AP. 130",Mun. Piatra Neamţ,NEAMŢ,Intermediara,,georgiana.padure19@yahoo.com,,,
2741,Licenta,14.03.2023,LAUER EUROPA TOURS SRL,J11/140/2002,LAUER TURISTIC,14630081,"STR. Republicii , NR. 23",Mun. Reşiţa,CARAŞ-SEVERIN,Organizatoare,,CONTACT@LAUER.RO,,,
2742,Licenta,15.03.2023,KASIB CONSULTING,J33/1061/2016,BILCO HOLIDAY,18908793,"STR. Nicolae Bălcescu , NR. 2",Mun. Suceava,SUCEAVA,Intermediara,,bilco@bilco.ro,,,
2743,Licenta,15.03.2023,BACKBONE TRANSYLVANIA SRL,J12/937/2022,DESTINE HOLIDAYS CLUJ MARAŞEŞTI,45693896,"STR. Mărăşeşti , NR. 25",Mun. Cluj-Napoca,CLUJ,Intermediara,,cluj.marasesti@destine-holidays.ro,,,
2744,Licenta,15.03.2023,SYS TRAVEL AGENCY SRL,J40/3372/2023,SYS TRAVEL,47671371,"STR. Sergent Major Cara Anghel , NR. 5 , BL. C58 , ET. 8 , AP. 106","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,office.systravel@gmail.com,,,
2745,Licenta,15.03.2023,STAY HERE RENTALS SRL,J14/194/2022,STAY HERE RENTALS,46345539,"STR. Vasile Goldiş , NR. 4 , BL. 14  , AP. 39",Mun. Sfântu Gheorghe,COVASNA,Intermediara,,beresholbert2000@gmail.com,,,
2746,Licenta,16.03.2023,TRAVEL & LIFESTYLE CLUB SRL,J40/1899/2023,TRAVEL & LIFESTYLE CLUB,47561646,"STR. Sevastopol , NR. 24  , ET. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,CRISTIAN.IORDAN@LIFESTYLE-TRAVELCLUB.RO,,,
2747,Licenta,17.03.2023,TOURMIR ELLA SRL,J7/545/2017,TOP - TOUR,37919950,"STR. Sucevei , NR. 1  , ET. 4 , AP. 18",Mun. Botoşani,BOTOŞANI,IntermediaraOnline,,constantinmirauta@yahoo.com,,,
2748,Licenta,17.03.2023,DACOM VOGEL SRL,J36/287/2018,M.I.R. TRAVEL,39418344,"STR. Prelungirea D17 , NR. 4  , ET. 3 , AP. 15",Oraş Năvodari,CONSTANŢA,IntermediaraOnline,,constantinmirauta@yahoo.com,,,
2749,Licenta,20.03.2023,IN ACTION HOLIDAY SRL,J4/2073/2022,IN ACTION HOLIDAY,47245619,"STR. 22 Decembrie , NR. 9   , AP. 2",Mun. Bacău,BACĂU,Organizatoare,,ottto74@yahoo.com,,,
275,Licenta,07.12.2018,SIP TOUR SRL,J20/1033/2012,SIP TOUR,30907100,"STR. Gheorghe Bariţiu , NR. 2 , BL. CORP B , ET. MANSARDA",Mun. Deva,HUNEDOARA,Intermediara,www.siphd.ro,turism@siphd.ro,,,
2750,Licenta,08.05.2024,EUROLINK ALLIANCE SRL,J22/600/1999,EUROLINK ALLIANCE,12095250,"STR. Domenii , NR. 38",Mun. Iaşi,IAŞI,IntermediaraOnline,,office@eurolink-alliance.com,,,
2751,Licenta,21.03.2023,BYCHOICE RENTALS SRL,J13/2098/2022,BYCHOICE,46323239,"STR. Bogdan Petriceicu Haşdeu , NR. 46","Oraş Eforie, Loc. Eforie Nord",CONSTANŢA,IntermediaraOnline,,contact@bychoice.ro,,,
2752,Licenta,22.03.2023,BRITANNIA STUDY SRL,J12/316/2009,BRITANNIA,25114000,"STR. Galaxiei , NR. 1",Mun. Cluj-Napoca,CLUJ,Intermediara,,contact@britania.ro,,,
2753,Licenta,22.03.2023,ADEONA DRIVE SRL,J12/3000/2022,ADEONA DRIVE,46180511,"NR. 454B  , ET. 5 , AP. 93",Com. Floreşti,CLUJ,IntermediaraOnline,,romulusvancea@gmail.com,,,
2754,Licenta,22.03.2023,ADN EDUMONTANA SRL,J12/2705/2022,ADN EDUMONTANA,46122545,"STR. Unirii , NR. 3  , ET. II , AP. 62",Mun. Cluj-Napoca,CLUJ,IntermediaraOnline,,andreecira@yahoo.com,,,
2755,Licenta,29.03.2023,TRANSPORT SI TRANSFER SRL,J17/120/2023,TRANSPORTSITRANSFER,47498611,"STR. Siderurgiştilor , NR. 42 , BL. M4B  , AP. 4",Mun. Galaţi,GALAŢI,Intermediara,,office@tst-turistik.ro,,,
2756,Licenta,29.03.2023,CEZIO ONE SRL,J30/992/2021,CEZIO HOLIDAYS,44957060,"STR. Pipera , NR. 1 , BL. 1  , AP. 4",Oraş Voluntari,ILFOV,Intermediara,,cezioone@gmail.com,,,
2757,Licenta,29.03.2023,BYACRISTRAVEL SRL,J23/1357/2023,BYACRISTRAVEL,47725455,NR. 2,Com. Afumaţi,ILFOV,IntermediaraOnline,,office@byacristravel.ro,,,
2758,Licenta,03.04.2023,RHODIUM MTOUR SRL,J39/1043/2022,RHODIUM MTRAVEL,46921488,,Com. Câmpineanca,VRANCEA,OrganizatoareOnline,,nicamileamirela@yahoo.com,,,
2759,Licenta,03.04.2023,AGION OROS SRL,J8/3040/2019,AVATOUR,41716717,"STR. Unirii  , BL. 1B",Mun. Făgăraş,BRAŞOV,Organizatoare,,contact@avatour.ro,,,
276,Licenta,07.12.2018,ABIATO SRL,J16/1637/2012,START TOUR,30769732,"STR. Plevnei , NR. 2",Mun. Craiova,DOLJ,Organizatoare,www.starttour.ro,office@starttour.ro,,,
2760,Licenta,03.04.2023,MONICRISS TRAVEL SRL,J7/113/2023,MONICRISS TRAVEL,47686461,NR. 34,Com. Drăguşeni,BOTOŞANI,Organizatoare,,monicriss782@gmail.com,,,
2761,Licenta,03.04.2023,GO MONKEY TRAVEL SOLUTIONS SRL,J40/12543/2020,GO MONKEY TRAVEL,43115160,"STR. Apicultorilor , NR. 38A  , ET. 1 , AP. 14","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,gomonkeysts@gmail.com,,,
2762,Licenta,03.04.2023,TURO TRAVEL& CARE SRL,J40/3122/2023,TURO TRAVEL,47654915,"STR. Grigore Alexandrescu , NR. 66  , ET. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@turotravel.ro,,,
2763,Licenta,06.04.2023,HELLEN TOUR SRL,J23/2183/2008,HELLEN TOUR,24194915,"STR. Mărăşeşti  , BL. P13 , ET. 2 , AP. 18","Com. Snagov, Sat Ghermăneşti",ILFOV,Intermediara,,elena.0519@yahoo.com,,,
2764,Licenta,31.01.2024,TWINY HOLIDAYS,J29/1659/2022,TWINY HOLIDAYS,43022479,NR. 3,Com. Păuleşti,PRAHOVA,OrganizatoareOnline,,office@twinyholidays.com,,,
2765,Licenta,22.01.2024,KRISSTALL INTERNATIONAL TRAVEL SRL,J40/2130/2022,KRISSTALL TRAVEL,47071920,"STR. Energeticienilor , NR. 9E , BL. M , ET. PARTER","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@krisstall-travel.com,,,
