CUI,COD_INMATRICULARE,DATA_INMATRICULARE,EUID,FIRMA,STARE_FIRMA,FORMA_JURIDICA,TIP_SOCIETATE,TIP_SEDIU,TARA,JUDET,LOCALITATE,STRADA,NR,BLOC,SCARA,ETAJ,APARTAMENT,SECTOR,CONTINUARE_ADRESA,CONTACT_FIRMA,BILANTDEPUS_2018,SUBTIP_BILANT_2018,CAEN_BILANT_2018,CIFRA_AFACERI_2018,PROFIT_NET_2018,PIERDERE_NETA_2018,NR_MEDIU_SALARIATI_2018
35628297,C21/1/2016,2016-02-10,ROONRC.C21/1/2016,LAPTE ŞI CARNE GH. DOJA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ialomiţa,Gheorghe Doja,Str. MOŞOIU,35A,,,,,,,Telefon mobil: 0732089106; ,DA,Soc. com. sistem simplificat 4 formulare,162.0,,0.0,60.0,
35626164,C26/2/2016,2016-02-10,ROONRC.C26/2/2016,COOPERATIVA AGRICOLĂ AGROEURO TĂURENI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Mureş,Tăureni,,266A,,,,,,,,NU,,,,,,
35636370,C6/6/2016,2016-02-11,ROONRC.C6/6/2016,COOPERATIVA AGRICOLĂ SOMEŞ CUCUREASA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Ilva Mică,,596,,,,,,,,NU,,,,,,
35636192,C35/3/2016,2016-02-11,ROONRC.C35/3/2016,COOPERATIVA AGRICOLĂ ATENA FARM,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Timiş,Checea,,270A,,,,,,,Telefon mobil: 0721263626; ,NU,,,,,,
35643904,C6/7/2016,2016-02-12,ROONRC.C6/7/2016,COOPERATIVA AGRICOLA DE GRADUL I ILVA MARE,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Ilva Mare,,243,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,145.0,,41912.0,0.0,
35655941,C10/3/2016,2016-02-16,ROONRC.C10/3/2016,CASA BEE HONEY COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Smeeni,Şos. PRINCIPALĂ,770,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,4639.0,0.0,0.0,138.0,0.0
35658786,C11/2/2016,2016-02-16,ROONRC.C11/2/2016,VALEA SLATINEI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Caraş-Severin,Slatina-Timiş,,198 B,,,,,,,,NU,,,,,,
35690388,C8/1/2016,2016-02-22,ROONRC.C8/1/2016,ADRIAN SEPTIMIU ŞI ASOCIAŢII PURCĂRENI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Braşov,Purcăreni,Str. PRINCIPALĂ,33,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,145.0,47173.0,117082.0,0.0,1.0
35687870,C34/1/2016,2016-02-22,ROONRC.C34/1/2016,VIITORUL NOU COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Dracea,,,,,,,,,,NU,,,,,,
35695113,C1/3/2016,2016-02-23,ROONRC.C1/3/2016,CRĂCIUNEANA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Alba,Crăciunelu de Jos,Str. 23 AUGUST,28,,,,,,,,NU,,,,,,
35694380,C7/1/2016,2016-02-23,ROONRC.C7/1/2016,VĂCUŢA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Năstase,,,,,,,,,Telefon mobil: 0740109260; ,DA,Soc.cu bilant prescurtat(scurt),141.0,0.0,15866.0,0.0,
35694401,C7/2/2016,2016-02-23,ROONRC.C7/2/2016,CRESCĂTORII DE OVINE DIN PĂUN COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Năstase,,,,,,,,,Telefon mobil: 0740109260; ,DA,Soc. com. sistem simplificat 4 formulare,145.0,,5647.0,0.0,
35694398,C7/3/2016,2016-02-23,ROONRC.C7/3/2016,CRESCĂTORII DE OVINE DIN NĂSTASE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Năstase,,,,,,,,,Telefon: 0740109260; ,DA,Soc. com. sistem simplificat 4 formulare,145.0,,0.0,764.0,
35695245,C18/1/2016,2016-02-23,ROONRC.C18/1/2016,COMUNITATEA AGRO 2016 COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Gorj,Godineşti,,98,,,,,,camera nr. 2,Telefon: 0761094824; ,NU,,,,,,
35698993,C18/2/2016,2016-02-23,ROONRC.C18/2/2016,AGRO-ZOO 2016 COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Gorj,Oraş Tismana,Str. TISMANA,12 A,,,1,,,,Telefon mobil: 0736637311; ,NU,,,,,,
35699000,C18/3/2016,2016-02-23,ROONRC.C18/3/2016,ŞESUL MIC COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Gorj,Ţânțăreni,Str. Senator Sîrbu Adrian,5,,,,,,camera nr. 2,,NU,,,,,,
35692982,C31/1/2016,2016-02-23,ROONRC.C31/1/2016,PLAIUL BARCĂULUI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Sălaj,Valcău de Jos,,262,,,,,,camera 3,,DA,Soc. com. sistem simplificat 4 formulare,162.0,,71620.0,0.0,1.0
35708140,C16/1/2016,2016-02-25,ROONRC.C16/1/2016,LEGUME IȘĂLNIȚENE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Isalniţa,Str. PREOT GRIGORE ŢOLESCU,22,,,,,,sala 2,Telefon: 0721314438; ,NU,,,,,,
35710108,C34/2/2016,2016-02-25,ROONRC.C34/2/2016,DOGEANCA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Dobroteşti,,,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,4611.0,150.0,268192.0,0.0,1.0
35710094,C34/3/2016,2016-02-25,ROONRC.C34/3/2016,COOPERATIVA AGRICOLĂ DRACEA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Dracea,Str. COSTISEI,562,,,,,,,,NU,,,,,,
35716704,C31/2/2016,2016-02-26,ROONRC.C31/2/2016,ZOO PLESCA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Sălaj,Plesca,,26,,,,,,,Telefon mobil: 0749410633; ,NU,,,,,,
35727568,C6/9/2016,2016-02-29,ROONRC.C6/9/2016,COOPERATIVĂ AGRICOLĂ SOMEŞ-ILVA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Ilva Mică,,591A,,,,,,,,NU,,,,,,
35726210,C11/3/2016,2016-02-29,ROONRC.C11/3/2016,COOPERATIVA AGRICOLĂ SUPERDOLY - AMO,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Caraş-Severin,Slatina-Timiş,,148,,,,,,,,NU,,,,,,
35727100,C22/2/2016,2016-02-29,ROONRC.C22/2/2016,COOPERATIVA AGRICOLĂ DE GRADUL II MOLDOVA NORD-EST ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Iaşi,Spineni,,,,,,,,,Telefon mobil: 0752816475; ,NU,,,,,,
35734620,C34/4/2016,2016-03-01,ROONRC.C34/4/2016,ZOO NENCIULESTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Nenciuleşti,Str. PRINCIPALĂ,33,,,,,,,,NU,,,,,,
35734670,C34/5/2016,2016-03-01,ROONRC.C34/5/2016,MARCIP STAF COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Florica,Str. PRINCIPALĂ,80,,,,,,,,NU,,,,,,
35745432,C6/10/2016,2016-03-02,ROONRC.C6/10/2016,COOPERATIVA AGRICOLĂ PLAIURILE ILVEI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Ilva Mică,,579A,,,,,,,,NU,,,,,,
35741554,C11/4/2016,2016-03-02,ROONRC.C11/4/2016,VARFU PLEŞA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Caraş-Severin,Ilova,,66,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,145.0,,0.0,22930.0,
35751205,C6/11/2016,2016-03-03,ROONRC.C6/11/2016,COOPERATIVA AGRICOLA BUCNITOARE SINGEORZ BAI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Sângeorz-Băi,Str. ARINILOR,3B,,,,,,,Telefon mobil: 0752033520; ,NU,,,,,,
35749396,C7/4/2016,2016-03-03,ROONRC.C7/4/2016,FERMIERII TOMEŞTENI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,George Coşbuc,,102,,,,,,Strada 5,Telefon mobil: 0752869342; ,DA,Soc. com. sistem simplificat 4 formulare,141.0,,51018.0,0.0,
35756237,C7/5/2016,2016-03-04,ROONRC.C7/5/2016,VALEA URLAŢI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Gorbăneşti,,131,,,,,,Strada 2,Telefon mobil: 0742131995; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,22790.0,30241.0,0.0,
35764671,C20/1/2016,2016-03-07,ROONRC.C20/1/2016,COOPERATIVA AGRICOLA VOINTA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Hunedoara,Bacea,,31,,,,,,,Telefon mobil: 0766590859; ,NU,,,,,,
35762522,C22/3/2016,2016-03-07,ROONRC.C22/3/2016,COOPERATIVA AGRICOLĂ DE GRADUL I CRISTEŞTII MOLDOVEI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Iaşi,Cristeşti,,1254,,,,,,,,DA,Soc.cu bilant prescurtat(scurt),141.0,412436.0,17444.0,0.0,3.0
35770150,C1/4/2016,2016-03-08,ROONRC.C1/4/2016,BULZU COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Alba,Baia de Arieş,Str. PIATA BAII,1,,,,,,,,NU,,,,,,
35770185,C1/5/2016,2016-03-08,ROONRC.C1/5/2016,AGRO BISTRA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Alba,Bistra,Str. CLOŞCA,2,,,,,,,,NU,,,,,,
35770193,C1/6/2016,2016-03-08,ROONRC.C1/6/2016,AGROZOOTEHNICA ARIEŞENI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Alba,Arieşeni,,28,,,,,,,,NU,,,,,,
35770843,C7/6/2016,2016-03-08,ROONRC.C7/6/2016,SPERANŢA SOCRUJENI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Socrujeni,,182,,,,,,Strada 1,,NU,,,,,,
35777612,C3/3/2016,2016-03-09,ROONRC.C3/3/2016,TITANII MUNŢILOR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Argeş,Curtea de Argeş,Str. GROAPE,47,,,,,,,,NU,,,,,,
35777639,C3/2/2016,2016-03-09,ROONRC.C3/2/2016,COOPERATIVA AGRICOLĂ ALPINA CORBENI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Argeş,Corbeni,,16,,,,,,,,NU,,,,,,
35777388,C37/1/2016,2016-03-09,ROONRC.C37/1/2016,ELANUL 2015 COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vaslui,Hurdugi,,210,1,1,1,1,,,Telefon mobil: 0766339027; ,DA,Soc. com. sistem simplificat 4 formulare,161.0,103232.0,0.0,7535.0,
35783690,C7/7/2016,2016-03-10,ROONRC.C7/7/2016,AGRISEBEMARA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Mihălăşeni,,,,,,,,,,NU,,,,,,
35784822,C34/6/2016,2016-03-10,ROONRC.C34/6/2016,ASOCIAŢIA CRESCĂTORILOR DE BOVINE ŞI OVINE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Dobroteşti,,,,,,,,,,NU,,,,,,
35794427,C11/5/2016,2016-03-11,ROONRC.C11/5/2016,FERMIERUL CINU CALU COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Caraş-Severin,Slatina-Timiş,,325,,,,,,,,NU,,,,,,
35790891,C22/4/2016,2016-03-11,ROONRC.C22/4/2016,COOPERATIVA AGRICOLĂ ''LAND OF COTNARI'',funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Iaşi,Valea Racului,,,,,,,,,,NU,,,,,,
35798267,C3/4/2016,2016-03-14,ROONRC.C3/4/2016,COOPERATIVA AGRICOLĂ SPERANŢA MMV RECEA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Argeş,Recea,,304,,,,,,,Adresa de e-mail: vyo_mmv@yahoo.com; ,NU,,,,,,
35800936,C19/1/2016,2016-03-14,ROONRC.C19/1/2016,KÁNYÁDI ŐRHEGY COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Harghita,Ulieş,,30,,,,,,,Telefon mobil: 0746219582; Telefon mobil: 0740219582; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,8650.0,82950.0,0.0,
35796657,C34/7/2016,2016-03-14,ROONRC.C34/7/2016,ZOO BOG COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Ulmeni,,,,,,,,,,NU,,,,,,
35806513,C34/8/2016,2016-03-15,ROONRC.C34/8/2016,COOPERATIVA MERIŞANI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Merişani,,,,,,,,,,NU,,,,,,
35815945,C24/1/2016,2016-03-16,ROONRC.C24/1/2016,RUGAS RIJI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Maramureş,Poienile de sub Munte,,1513 B,,,,,,,,NU,,,,,,
35812469,C39/1/2016,2016-03-16,ROONRC.C39/1/2016,ISLAZ MIRUNA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Balta Ratei,,,,,,,,,Telefon mobil: 0721614500; ,NU,,,,,,
35820852,C5/1/2016,2016-03-17,ROONRC.C5/1/2016,CRISIA NATURAL PROD COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bihor,Peştiş,,11,,,,,,,Telefon: 0741377373; ,NU,,,,,,
35821912,C7/8/2016,2016-03-17,ROONRC.C7/8/2016,OIŢA DE SARATA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Sărata,,,,,,,,,Telefon mobil: 0755945398; ,DA,Soc. com. sistem simplificat 4 formulare,145.0,,69386.0,0.0,
35821955,C7/9/2016,2016-03-17,ROONRC.C7/9/2016,VALEA PĂUNILOR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Păun,,,,,,,,,Adresa de e-mail: alinacornea04@yahoo.com; Telefon mobil: 0742242001; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,8259.0,0.0,
35821084,C10/4/2016,2016-03-17,ROONRC.C10/4/2016,SPERANTA TINERETULUI ZARNESTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Pruneni,,3,,,,,,,Telefon mobil: 0774423454; ,DA,Soc. com. sistem simplificat 4 formulare,149.0,141616.0,21503.0,0.0,3.0
35829533,C3/5/2016,2016-03-18,ROONRC.C3/5/2016,ARGEŞUL INVEST CORBENI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Argeş,Berindeşti,,48,,,,,,,,NU,,,,,,
35828180,C18/4/2016,2016-03-18,ROONRC.C18/4/2016,LA SALCA POCRUII  COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Gorj,Pocruia,,524,,,,,,camera nr. 2,Telefon: 0726776828; ,NU,,,,,,
35837358,C19/2/2016,2016-03-21,ROONRC.C19/2/2016,COOPERATIVĂ AGRICOLĂ JÁSFALVI GAZDÁK SZÖVETKEZETE,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Harghita,Iasu,,23,,,,,,,Telefon mobil: 0758561855; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,22.0,0.0,
35836352,C34/9/2016,2016-03-21,ROONRC.C34/9/2016,CAPRIBOV ZOOTEH COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Călineşti,,,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,4611.0,,135369.0,0.0,2.0
35837811,C35/4/2016,2016-03-21,ROONRC.C35/4/2016,AKO'GOLDBAN  COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Timiş,Visag,,43,,,,,,,Telefon mobil: 0731210007; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,0.0,0.0,
35853442,C6/14/2016,2016-03-23,ROONRC.C6/14/2016,GRUPUL DE PRODUCATORI POIANA PASCULUI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Lunca,,57,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,141.0,65694.0,0.0,13692.0,
35848187,C13/2/2016,2016-03-23,ROONRC.C13/2/2016,COOPERATIVA AGRICOLĂ DULGHERU ACTIV,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Constanţa,Constanţa,Aleea VIOLETELOR,1,L10,D,4,77,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,0.0,
35862661,C38/1/2016,2016-03-24,ROONRC.C38/1/2016,DEALURILE COZIEI SĂLĂTRUCEL COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vâlcea,Sălătrucel,Str. PRINCIPALĂ,115,,,,,,,Telefon: 0732690242; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,0.0,0.0,
35872681,C15/2/2016,2016-03-28,ROONRC.C15/2/2016,LAVANDINE OIL  COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dâmboviţa,Ungureni,,279,,,,,,CAMERA 1,,NU,,,,,,
35881426,C6/15/2016,2016-03-29,ROONRC.C6/15/2016,COOPERATIVA AGRICOLA NĂSĂUDEANA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Năsăud,Str. GAGI,35,,,,,,,Telefon mobil: 0761177338; ,NU,,,,,,
35887461,C2/1/2016,2016-03-30,ROONRC.C2/1/2016,COOPERATIVA AGRICOLĂ MĂGURA USUSĂU,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Arad,Ususău,,87 A,,,,2,,,,DA,Soc. com. sistem simplificat 4 formulare,162.0,,0.0,0.0,3.0
35890491,C38/2/2016,2016-03-30,ROONRC.C38/2/2016,FERMIERUL DĂEȘTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vâlcea,Dăeşti,,426,,,,,,"(clădire ""Punct însămânţări artificiale"")",Telefon: 0723938316; Telefon: 0748229324; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,,0.0,0.0,
35895510,C6/16/2016,2016-03-31,ROONRC.C6/16/2016,COOPERATIVA AGRO-SILVICA PRIPAS 2016,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Năsăud,Cart. LIVIU REBREANU,91,,,,,,,Telefon mobil: 0768975252; ,NU,,,,,,
35899032,C1/7/2016,2016-04-01,ROONRC.C1/7/2016,MIELUL  COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Alba,Mirăslău,,130,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,145.0,,0.0,0.0,
35905304,C4/1/2016,2016-04-04,ROONRC.C4/1/2016,COOPERATIVA AGRICOLĂ GLĂVAN,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bacău,Glăvăneşti,,,,,,,,,Telefon mobil: 0746/680323; ,NU,,,,,,
35909152,C12/2/2016,2016-04-04,ROONRC.C12/2/2016,MANGALIȚA DE TRANSILVANIA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Cluj,Maşca,,1A,,,,,,"imobil C1, parter",,DA,Soc.cu bilant prescurtat(scurt),1011.0,0.0,0.0,13960.0,
35906261,C29/1/2016,2016-04-04,ROONRC.C29/1/2016,FLOARE DE MĂCES SERV COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Prahova,Scorţeni,Str. VALEA SCORŢII,14,,,,,,,Telefon mobil: 0720160656; ,NU,,,,,,
35908777,C34/10/2016,2016-04-04,ROONRC.C34/10/2016,MOCANBACIU COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Furculeşti,,,,,,,,,,NU,,,,,,
35913390,C39/2/2016,2016-04-05,ROONRC.C39/2/2016,AGROZOOTEHNICĂ SI MEDICINĂ VETERINARĂ COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Suraia,,,,,,,,,Telefon mobil: 0744338976; ,NU,,,,,,
35930723,C13/4/2016,2016-04-07,ROONRC.C13/4/2016,COOPERATIVA AGRICOLĂ PAZARLIA TÂRGUȘOR,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Constanţa,Târguşor,Str. CONSTANŢEI,91,,,,,,"C1, CAMERA 1",Telefon mobil: 0760/270804; ,NU,,,,,,
35935593,C34/11/2016,2016-04-08,ROONRC.C34/11/2016,ZOO GOALA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Dulceanca,,,,,,,,,,NU,,,,,,
35934296,C37/2/2016,2016-04-08,ROONRC.C37/2/2016,CRESCĂTORII DE ANIMALE GAROFIŢA DRAGOMIREŞTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vaslui,Dragomireşti,,13,,,,,,,,NU,,,,,,
35939676,C10/5/2016,2016-04-11,ROONRC.C10/5/2016,COOPERATIVA AGRICOLĂ CRESCATORII DE ANIMALE UNIREA VINTILEANCA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Vintileanca,Str. ORHIDEELOR,18,,,,,,,Telefon mobil: 0722971808; Adresa de e-mail: cno2002@yahoo.com; ,DA,Soc.cu bilant prescurtat(scurt),162.0,1042.0,0.0,20155.0,2.0
35947415,C11/6/2016,2016-04-12,ROONRC.C11/6/2016,COOPERATIVĂ AGRICOLĂ PĂMÂNTUL ROŞU,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Caraş-Severin,Cornea,,295,,,,,,,,NU,,,,,,
35954374,C9/1/2016,2016-04-13,ROONRC.C9/1/2016,ZOOPROD ZĂVOAIA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Brăila,Zăvoaia,Str. FLORILOR,26,,,,,,cam.1,,NU,,,,,,
35955973,C34/12/2016,2016-04-13,ROONRC.C34/12/2016,COOPERATIVA ZOOTERA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Zimnicea,B-dul REPUBLICII,58,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,141.0,117525.0,33442.0,0.0,
35961258,C1/9/2016,2016-04-14,ROONRC.C1/9/2016,AGROZOOTEHNICA SCĂRIŞOARA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Alba,Scărişoara,,162 A,,,,,,,,NU,,,,,,
35961061,C22/5/2016,2016-04-14,ROONRC.C22/5/2016,"COOPERATIVA AGRICOLĂ DE GRADUL I ""VATRA"" GROPNIŢA",funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Iaşi,Forăsti,,,,,,,,,Telefon mobil: 0753831948; ,NU,,,,,,
35959070,C37/3/2016,2016-04-14,ROONRC.C37/3/2016,CRESCĂTORII DE ANIMALE PUNGEȘTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vaslui,Pungeşti,,3,,,,,,,,DA,Soc.cu bilant prescurtat(scurt),141.0,0.0,328400.0,0.0,
35967641,C39/3/2016,2016-04-15,ROONRC.C39/3/2016,AGROPROMOTOR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Bilieşti,,,,,,,,,Telefon mobil: 0767061386; ,DA,Soc. com. sistem simplificat 4 formulare,141.0,,0.0,0.0,
