company,cui,caen,country,city,address,email,email2,phone,phone2,website,contact_person,employees,revenue,profit,positions,sector,status,source,notes
LUGERA OUTSOURCING S.R.L.,29319025,,Romania,Bucuresti Sectorul 3,Str. VULTURILOR 98 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
M&A OUTSOURCING S.R.L.,43094300,6201,Romania,Municipiul Craiova,"Municipiul Craiova, BUCURESTI, nr. 55",,,,,,,1,621216,568648,,Call center / BPO,active,BILANT,
M.B. SALES OUTSOURCING SRL,28632554,,Romania,Bucuresti Sectorul 6,Sos. VIRTUTII 46B 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
M.I.D.O.X GLOBAL STRATEGIC OUTSOURCING COMPANY S.R.L.,9569680,2341,Romania,Bucuresti Sectorul 1,"MENDELEEV, 17, Bucuresti Sectorul 1, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
MADALIN OUTSOURCING S.R.L.,39549080,6201,Romania,Municipiul Craiova,"Municipiul Craiova, MATEI BASARAB, nr. 38",,,,,,,1,1443013,1218978,,Call center / BPO,active,BILANT,
MADISON AVALON SRL,22004852,8220,Romania,Municipiul Brasov,"Str. Ion Luca Caragiale, 1, Municipiul Brasov, Brasov",,,0722255354,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
MAEREANU GRUP CONSTRUCT MGC S.R.L.,39587750,8220,Romania,Municipiul Bistrita,"Municipiul Bistrita, COMPOZITORILOR, nr. 62",,,0758034188,,,,1,566461,472918,,Call center / BPO,active,BILANT,
MAGENTA ADVERTISING OUTSOURCING SRL,36677395,,Romania,Bucuresti Sectorul 2,COLENTINA 16 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
MANA & JUSTIN CONSULTING S.R.L.,42168507,8220,Romania,Municipiul Odorheiu Secuiesc,"Municipiul Odorheiu Secuiesc, PANTOFARILOR, nr. 4",,,0743100354,,,,1,350605,284673,,Call center / BPO,active,BILANT,
MANSOON OUTSOURCING SRL,18071144,,Romania,Bucuresti Sectorul 6,"Str. CONSTANTIN NOICA, 136, Bucuresti Sectorul 6, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
MARKBEK BUSINESS SRL,25585393,8220,Romania,Municipiul Ramnicu Valcea,"Municipiul Ramnicu Valcea, Sector 0, Aleea RINDUNELELOR, nr. 3",,,0745268468,,,,3,14589760,969183,,0,active,BILANT,
MASKELYNE MANAGEMENT S.R.L.,43518996,8220,Romania,"Sat Panticeu, Comuna Panticeu","Sat Panticeu, Comuna Panticeu, PANTICEU, nr. 63",,,0786111200,,,,2,3039462,2978433,,Call center / BPO,active,BILANT,
MCS BUSINESS OUTSOURCING SRL,38180235,,Romania,Bucuresti Sectorul 5,IANCU JIANU 57 5,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
MGMT AUDIT & BPO SRL,33928794,,Romania,Bucuresti Sectorul 2,JEAN LOUIS CALDERON 70 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
MICRO RELIABLE OUTSOURCE MANUFACTURING SRL,21528476,,Romania,Bucuresti Sectorul 4,"Str. Turnu Magurele, 1, Bucuresti Sectorul 4, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
MOPLA SERVICES S.R.L.,50427793,8220,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, PADUREA PUSTNICU, nr. 127C",,,0744535285,,,,1,569980,536104,,1,active,BILANT,
MUTHIG & VASS GROUP INTERNATIONAL CALL SERVICE S.R.L.,45291210,8220,Romania,"Sat Fintinele, Comuna Fintinele","Sat Fintinele, Comuna Fintinele, nr. 255",,,0727763194,,,,1,238028,151587,,Call center / BPO,active,BILANT,
MY1OUTSOURCING SRL,31423167,6201,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, Valea Lunga, nr. 20",,,0721368669,,,,5,2804152,785896,,6,active,BILANT | BUC_ILFOV,
NATIVE OUTSOURCERS S.R.L.,42999140,,Romania,Bucuresti Sectorul 6,ZBOINA NEAGRA 8-10 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
netWing International SRL,16552818,8220,Romania,Bucuresti Sectorul 5,"Bucuresti Sectorul 5, Sector 5, NATIUNILE UNITE, nr. 6",office@netwing.ro,,0740095381,,,,1,356279,222171,,5,active,BILANT,EU: CRESTEREA EFICIENTIEI ACTIVITATII SC NETWING INTERNATIONAL SRL PRIN IMPLEMENTARE PLATFORMA E-RESEARCH | 942400.0 EUR
NEXTEL TECHNOLOGIES SRL,18667636,8220,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, Sector 0, Str. GHEORGHE DIMA, nr. 16",,,0744422592,,,,4,8484875,-124278,,0,active,BILANT,
NICOMAR SERVICES BPO S.R.L.,38646530,7112,Romania,"Sat Catelu, Comuna Glina","Sat Catelu, Comuna Glina, FLORILOR, nr. 14A",,,,,,,1,512152,454671,,Call center / BPO,active,BILANT | BUC_ILFOV,
NIDEC ORADEA SRL,30997641,2825,Romania,,Petre P. Carp 20,cariere.oradea@mail.nidec.com,cariere.oradea@mail.nidec.com,0374814000,0374814000,,,497,223299903,15485057,11,Call center / Suport clienti,active,DELIVERY | ANOFM_DEEP,
NUMERO BLU SERVIZI SPA ROMA SUCURSALA IASI,49974045,8220,Romania,Municipiul Iasi,"Sf. Sava, 18, Municipiul Iasi, Iasi",,,0740560748,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
NUMERRA OUTSOURCING S.R.L.,49107892,6920,Romania,Bucuresti Sectorul 6,"VALEA OLTULUI, 6, Bucuresti Sectorul 6, Bucuresti",,,0722565350,,,,0,152463,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
OCEAN OUTSOURCING S.R.L.,41913603,8299,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, MIHAI ROMANUL, nr. 23",,,,,,,6,2402250,1213365,,Call center / BPO,active,BILANT,
OLAH MEDIA SRL,34378346,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, COLTEI, nr. 44",,,0752777779,,,,6,1937105,988429,,3,active,BILANT,
OPEN MIND BV SRL,30641830,8220,Romania,Municipiul Iasi,"Municipiul Iasi, CHISINAULUI, nr. 29",,,,,,,1,413664,370378,,Call center / BPO,active,BILANT,
OPTIMA SOLUTIONS OUTSOURCING S.R.L.,49514411,,Romania,"Sat Chiajna, Comuna Chiajna",SERGENT ILIE PETRE 84 (PROV.),,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ORACLE VOICE S.A.,33284553,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, EUGENIU DE SAVOYA, nr. 11",,,0356170090,,,,4,2387290,1273562,,Call center / BPO,active,BILANT,
OUTSOURCE ACCOUNTING SERVICE SRL,29553831,,Romania,Bucuresti Sectorul 6,Str. BOZIENI 7 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
OUTSOURCE BUSINESS MANAGEMENT SRL,16123557,6920,Romania,"Loc. Voluntari, Oras Voluntari",Str. DRUMUL POTCOAVEI 71A 0,adrian_mitirita@hotmail.com,,0722200046,,,,,,,,Call center / BPO,active,BUC_ILFOV,EU: Dezvoltarea activitatii de recuperare de debite | 948488.4 EUR
OUTSOURCE HR MANAGEMENT SRL,30568020,7830,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, CORNELIU COPOSU, nr. 6-8",,,,,,,1,615276,199554,,3,active,BILANT | BUC_ILFOV,
OUTSOURCE IT SYSTEMS S.R.L.,39576107,6110,Romania,Bucuresti Sectorul 4,"BERCENI, 104, Bucuresti Sectorul 4, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
OUTSOURCE MANAGEMENT & CONSULTING SOLUTIONS S.R.L.,45216846,,Romania,Bucuresti Sectorul 1,BUCEGI 38 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
OUTSOURCE MANAGEMENT GROUP SRL,15547899,,Romania,"Sat 1 Decembrie, Comuna 1 Decembrie",16 28,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
OUTSOURCE SOLUTIONS S.R.L.,47850660,,Romania,"Sat Aroneanu, Comuna Aroneanu","Fluturilor, 7, Sat Aroneanu, Comuna Aroneanu, Iasi",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
OUTSOURCING CAPITAL SRL,24335364,,Romania,Bucuresti Sectorul 6,PLEVNEI 159 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
OUTSOURCING SERVICES APPROACH S.R.L.,44812956,,Romania,Bucuresti Sectorul 1,ARGENTINA 25 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
OUTSOURCING SISTEMS & PRO S.R.L.,48183760,,Romania,Bucuresti Sectorul 4,IZVORUL OLTULUI 6 4,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
OUTSOURCING SUPPORT SERVICES SRL,28302734,7820,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, BUZESTI, nr. 71",,,0727795226,,,,1,11385439,683138,,1,active,BILANT | BUC_ILFOV,
OUTSOURCING SYSTEM SRL,28397378,5814,Romania,Municipiul Craiova,"Str. INDEPENDENTEI, 20, Municipiul Craiova, Dolj",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
PARATRADE OUTSOURCING INTERNATIONAL S.R.L.,45283861,4791,Romania,"Sat Munteni, Comuna Munteni","Sat Munteni, Comuna Munteni, Stefan cel Mare, nr. 28",,,0745235252,,,,1,3223013,-1023571,,Call center / BPO,active,BILANT,
PATRISOFT OUTSOURCING S.R.L.,35482026,6201,Romania,Municipiul Suceava,"Municipiul Suceava, BURDUJENI, nr. 8",,,0745505896,,,,2,407266,47065,,Call center / BPO,active,BILANT,
PAUL TUDOR OUTSOURCING S.R.L.,46060035,6201,Romania,Municipiul Craiova,"Municipiul Craiova, NICOLAE TITULESCU, nr. 35",,,0768107502,,,,1,205728,160277,,Call center / BPO,active,BILANT,
PAYROLL OUTSOURCING EXPERT S.R.L.,41287089,7830,Romania,Municipiul Buzau,"Municipiul Buzau, Unirii, nr. 28A",,,,,,,1,299950,273043,,Call center / BPO,active,BILANT,
PELICANUL CALL CENTER SRL,36438320,,Romania,"Sat 1 Decembrie, Comuna 1 Decembrie",VIILOR 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
PERSONNEL OUTSOURCING S.A.,33702249,,Romania,Bucuresti Sectorul 6,IULIU MANIU 7 6,adriana.botoaca@personnel.com.ro,,+40728063430,,,BOTOACA ADRIANA,,,,2,Call center / BPO,active,BUC_ILFOV,
PETRAD CALL SERVICE SRL,31423647,8220,Romania,Municipiul Roman,"CONSTANTIN DOBROGEANU GHEREA, Municipiul Roman, Neamt",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
PHONEX INTERACTIVE SRL,25535646,8220,Romania,Bucuresti Sectorul 6,"Str. LT. GHEORGHE SAIDAC, 4, Bucuresti Sectorul 6, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
PLANTEPLUS S.R.L.,42369330,8220,Romania,"Sat Floresti, Comuna Floresti","Sat Floresti, Comuna Floresti, SESUL DE SUS, nr. 172",,,,,,,1,299781,113284,,Call center / BPO,active,BILANT,
POLARIS OUTSOURCING S.R.L.,43606443,,Romania,Bucuresti Sectorul 2,SINAIA 5 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
POLYMATCO BPO S.R.L.,46589754,,Romania,Bucuresti Sectorul 6,IULIU MANIU 57 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
PREMIERE OUTSOURCING S.R.L.,41686250,,Romania,Oras Popesti Leordeni,UNIRII 9,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
PRIMA TAXI & BECCA SRL,32979447,8220,Romania,Municipiul Satu Mare,"Municipiul Satu Mare, GHEORGHE BARITIU, nr. 125D",,,,,,,1,216624,117178,,Call center / BPO,active,BILANT,
PRIMA TAXI CALL CENTER SRL,36417816,8220,Romania,Municipiul Satu Mare,"Municipiul Satu Mare, GHEORGHE BARITIU, nr. 125D",,,,,,,1,274004,213729,,Call center / BPO,active,BILANT,
PROCALL CENTER S.R.L.,52060897,,Romania,Bucuresti Sectorul 3,UNIRII 61 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
PROFESSIONAL OUTSOURCING SOLUTIONS SRL,25824067,,Romania,Bucuresti Sectorul 2,TUNARI 49 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
PROHUMAN APT OUTSOURCING S.R.L.,49601410,,Romania,Bucuresti Sectorul 1,av. Popisteanu 54A 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
PROSPORT EXPRESS INTERNATIONAL S.R.L.,39783641,8220,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, IULIU MANIU, nr. 7",,,,,,,1,2871058,581752,,6,active,BILANT,
PROX PREMIER VISION S.R.L.,46736677,8220,Romania,Municipiul Sighetu Marmatiei,"Municipiul Sighetu Marmatiei, TUDOR VLADIMIRESCU, nr. 15",,,,,,,4,2453535,2106589,,Call center / BPO,active,BILANT,
PV WIEBE SOCIETATE IN NUME COLECTIV,49841472,8220,Romania,"Sat Floresti, Comuna Floresti","Sat Floresti, Comuna Floresti, TAUTULUI, nr. 72-74",,,,,,,1,2457274,2326207,,Call center / BPO,active,BILANT,
QUBO OUTSOURCING S.R.L.,45983733,7022,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, ACADEMIEI, nr. 35-37",,,,,,,1,1134225,327040,,1,active,BILANT,
QUICK TELESALES SRL,33470254,8220,Romania,Municipiul Braila,"CALARASILOR, 39, Municipiul Braila, Braila",,,,,,,39,3083428,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
R&V OUTSOURCING SERVICES S.R.L.,49533774,,Romania,Bucuresti Sectorul 4,PRIDVORULUI 17 4,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
RADIO OUTSOURCING SRL-D,28161848,,Romania,Bucuresti Sectorul 5,Str. DR. DEMOSTENE 11 5,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
RICH CALL CENTER PBO S.R.L.,51540080,1812,Romania,Municipiul Iasi,"CHISINAULUI, 9B, Municipiul Iasi, Iasi",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
RIDESHARING OUTSOURCED ACTIVITIES S.R.L.,43379812,,Romania,Bucuresti Sectorul 6,VALEA OLTULUI 22 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
RINF OUTSOURCING SOLUTIONS SRL,18334380,,Romania,Bucuresti Sectorul 2,GARA HERASTRAU 4C 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
RL ENTERPRISE S.R.L.,48438782,8220,Romania,"Sat Draxeni, Comuna Rebricea","DRAXENI, 35, Sat Draxeni, Comuna Rebricea, Vaslui",,,0752326711,,,,1,81103,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
RO-COMP 2000 SRL,3132910,8220,Romania,Municipiul Miercurea Ciuc,"Municipiul Miercurea Ciuc, Sector 0, P-ta. LIBERTATII, nr. 9",,,0266371127,,,,1,220036,66311,,0,active,BILANT,
ROEDL & PARTNER OUTSOURCING SRL,10116348,,Romania,Bucuresti Sectorul 2,GARA HERASTRAU 4B 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
ROPLANTA WEBSALES S.R.L.,41824174,8220,Romania,Municipiul Sibiu,"Municipiul Sibiu, Merisorului, nr. 14",,,,,,,1,2292458,735387,,Call center / BPO,active,BILANT,
SALAS YTALIAN SOLUTIONS S.R.L.,47636692,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, THEODOR PALLADY, nr. 66A",,,0729454204,,,,1,306997,238723,,3,active,BILANT,
SANOVERDE TOTAL S.R.L.,42907197,8220,Romania,"Sat Razbuneni, Comuna Bobalna","Sat Razbuneni, Comuna Bobalna, RAZBUNENI, nr. 2",,,,,,,1,403962,14973,,Call center / BPO,active,BILANT,
SB OUTSOURCING SERVICES S.R.L.,52036910,,Romania,Bucuresti Sectorul 1,G-RAL ERNEST BROSTEANU 23 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
SC CONVERTOP EXPERT SRL,41299776,7022,Romania,,STIRBEI VODA 119,solutiismart88@gmail.com,solutiismart88@gmail.com,0,,,,3,557393,219585,5,Call center / Suport clienti,active,DELIVERY | ANOFM_DEEP,
SCANDINAVIAN IT OUTSOURCING S.R.L.,46619979,,Romania,Bucuresti Sectorul 1,ARGENTINA 25 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
SELLERENGINE ROMANIA SRL,33419227,8220,Romania,Bucuresti Sectorul 4,"BERCENI, 96, Bucuresti Sectorul 4, Bucuresti",,,,,,,0,29546,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
SENIOR DIRECT S.R.L.,41219378,8220,Romania,Municipiul Targu Mures,"CUTEZANTEI, 21, Municipiul Targu Mures, Mures",,,,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
SERBYX CONCEPT S.R.L.,49833135,8220,Romania,Municipiul Ploiesti,"Municipiul Ploiesti, CUMPATUL, nr. 2",,,0721476647,,,,1,245341,199306,,Call center / BPO,active,BILANT,
SERVICE 800 CONTACT CENTER - AGENT DE ASIGURARE SRL,31897276,,Romania,Bucuresti Sectorul 5,TUDOR VLADIMIRESCU 22,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
SERVICE OUTSOURCING SRL,36560157,6202,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, MAICA DOMNULUI, nr. 13A",vanzari@i-service.ro,,+40761330954,+402511171611,i-service.ro,,1,321990,63444,,Call center / BPO,active,WEBSITE_CONTACTS | BILANT | BUC_ILFOV,
SERVIZI QUALIFICATI SRL,33147483,8220,Romania,Municipiul Pitesti,"Municipiul Pitesti, REPUBLICII, nr. 117B",,,,,,,1,431605,375245,,Call center / BPO,active,BILANT,
SHARPMINDS GLOBAL S.R.L.,42445446,8220,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, STEFAN CEL MARE, nr. 4",,,0745056888,,,,5,1416855,326244,,Call center / BPO,active,BILANT,
SIGMA DIGITAL GROUP S.R.L.,46263641,8220,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, IULIU MANIU, nr. 57",,,,,,,2,18517711,802097,,6,active,BILANT,
SKY OUTSOURCING SRL,38009708,,Romania,Bucuresti Sectorul 6,AMETISTULUI 19 6,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
SKYLINE CUBES S.R.L.,49673794,8220,Romania,Municipiul Ploiesti,"Municipiul Ploiesti, VESTULUI, nr. 20",,,0744330170,,,,1,226372,177270,,Call center / BPO,active,BILANT,
SMART & SAFE IDEAS S.R.L.,46001217,8220,Romania,Municipiul Iasi,"PANTELIMON HALIPA, 15, Municipiul Iasi, Iasi",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
SMART CALL S.R.L.,47427211,8220,Romania,Municipiul Iasi,"Municipiul Iasi, Ungheni, nr. 2",,,0746076764,,,,3,851600,468932,,Call center / BPO,active,BILANT,
SMART DIGITAL MARKETING S.R.L.,47268930,8220,Romania,Bucuresti Sectorul 3,"1 Decembrie 1918, 2, Bucuresti Sectorul 3, Bucuresti",,,,,,,0,10457,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
SMART OUTSOURCING SERVICES S.R.L.,45972459,,Romania,Bucuresti Sectorul 4,VERZISORI 6 4,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
SMART SUPPORT HUB SRL,38064320,8220,Romania,Bucuresti Sectorul 6,"DOINA CORNEA, 2F, Bucuresti Sectorul 6, Bucuresti",,,,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
SMARTX OUTSOURCING SRL,38252650,8230,Romania,Bucuresti Sectorul 5,"Bucuresti Sectorul 5, Sector 5, NATIUNILE UNITE, nr. 4",,,,,,,1,1020146,687795,,5,active,BILANT | BUC_ILFOV,
SMV SOLUTIONS S.R.L.,43210782,8220,Romania,"Sat Isla, Comuna Hodosa","Sat Isla, Comuna Hodosa, ISLA, nr. 92",,,0740684074,,,,1,420152,179236,,Call center / BPO,active,BILANT,
SOFTCARE SOLUTIONS INTELI S.R.L.,45997283,8220,Romania,"Sat Capalna de Jos, Comuna Jidvei","Sat Capalna de Jos, Comuna Jidvei, nr. 53",,,0757645526,,,,1,298789,6846,,Call center / BPO,active,BILANT,
SOFTWARE KINGDOM SERVICES SRL,37212517,8220,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, Timisoara, nr. 58J",,,,,,,1,536970,44010,,6,active,BILANT,
SOLIMAN ONE S.R.L.,47237187,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, EUGENIU DE SAVOYA, nr. 11",,,,,,,2,823438,546027,,Call center / BPO,active,BILANT,
SOVALFI OUTSOURCING SRL,38264700,,Romania,"Sat Fundeni, Comuna Dobroesti",FUNDENI 39,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
SPHERA CALL CENTER S.R.L.,45182379,8220,Romania,Municipiul Iasi,"Municipiul Iasi, TUTORA, nr. 9B",,,,,,,1,222676,117976,,Call center / BPO,active,BILANT,
SPORTSTECH BRANDS RO S.R.L.,43948365,8220,Romania,Bucuresti Sectorul 3,"Bucuresti Sectorul 3, Sector 3, SOLD. GHITA SERBAN, nr. 18",,,,,,,5,1072116,-122921,,3,active,BILANT,
SPOTLESS BUSINESS SUPPORT S.R.L.,42601847,8220,Romania,Municipiul Brasov,"Municipiul Brasov, CARPATILOR, nr. 93",,,0743101001,,,,1,204815,55448,,Call center / BPO,active,BILANT,
STEF TEAM S.R.L.,49688604,8220,Romania,Municipiul Iasi,"Municipiul Iasi, CHIMIEI, nr. 101",,,+40748414033,,,,1,466510,284913,,Call center / BPO,active,BILANT,
STRATEGIC HR OUTSOURCING S.R.L.,47661904,7810,Romania,"Sat Vladimirescu, Comuna Vladimirescu","Sat Vladimirescu, Comuna Vladimirescu, BISERICII, nr. 61",,,0767440920,,,,1,217208,-23584,,Call center / BPO,active,BILANT,
SYP CONSULT SRL,27293182,8220,Romania,"Sat Selimbar, Comuna Selimbar","Sat Selimbar, Comuna Selimbar, CARMEN SYLVA, nr. 24",,,,,,,1,292377,253495,,Call center / BPO,active,BILANT,
TAKT OUTSOURCING S.R.L.,45800682,,Romania,Bucuresti Sectorul 1,FINLANDA 17 1,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
TAKT RECRUITMENT S.R.L.,,,Romania,,,office@taktrecruitment.ro,,+40376447675,,https://taktrecruitment.ro,,,,,,Call center / BPO,active,CCIB,"Grupul TAKT pune la dispozitia clientilor solutii de angajare complete prin servicii de outsourcing cu echipe de lucratori straini, recrutare forta de munca straina si management de personal. Divizia"
TALEDO RECRUITMENT SERVICES S.R.L.,47315498,8220,Romania,"Sat Cristian, Comuna Cristian","XIX, 29, Sat Cristian, Comuna Cristian, Sibiu",,,,,,,2,302200,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
TALENT OUTSOURCE SERVICES S.R.L.,45950612,,Romania,Oras Voluntari,EROU NICOLAE IANCU 12-26,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
TAX MANAGEMENT OUTSOURCING S.R.L.,43552432,6920,Romania,Bucuresti Sectorul 5,"Bucuresti Sectorul 5, Sector 5, SALAJ, nr. 7",,,,,,,5,1047044,509642,,5,active,BILANT | BUC_ILFOV,
TEAMART OUTSOURCING SRL,37311383,111,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, CETATUIA, nr. 4",,,,,,,2,1177928,167985,,6,active,BILANT | BUC_ILFOV,
TECH HIVE ENGINEERING OUTSOURCING S.R.L.,48438430,6201,Romania,Municipiul Iasi,"Municipiul Iasi, PROF.ION PAUL, nr. 1",,,0721068073,,,,1,1095678,1012854,,Call center / BPO,active,BILANT,
TEL4MED ASSIST S.R.L.,39074488,8220,Romania,Municipiul Constanta,"MAMAIA, 122, Municipiul Constanta, Constanta",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
TELEASISTENTA ROMANIA EU S.R.L.,50109757,8220,Romania,Municipiul Cluj-Napoca,"DECEBAL, 8, Municipiul Cluj-Napoca, Cluj",,,,,,,0,552,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
TELEMARKETING PROMOTION SRL,25000936,,Romania,Bucuresti Sectorul 4,"OLTENITEI, 142, Bucuresti Sectorul 4, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
TELEPERFORMANCE ROMANIA S.R.L.,46872814,4321,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, AMIRAL HORIA MACELARIU, nr. 26",,,,,,,2,2376697,842777,,1,active,BILANT | BUC_ILFOV,
TELL AGENCY ADVERTISING SRL,29934194,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, BUCOVINEI, nr. 47/c",,,,,,,1,462403,357064,,Call center / BPO,active,BILANT,
TOP SALES PRAX 2012 SRL,30084194,8220,Romania,Municipiul Brasov,"HARMANULUI, 65, Municipiul Brasov, Brasov",,,0724305375,,,,2,40422,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
TORO TELEMARKETING. SRL,35737251,6201,Romania,Bucuresti Sectorul 2,"ING.GEORGE CONSTANTINESCU, 2C, Bucuresti Sectorul 2, Bucuresti",,,009725040000704,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
TRADUCERI10 OUTSOURCE SRL,36460417,7430,Romania,Bucuresti Sectorul 5,"Bucuresti Sectorul 5, Sector 5, COSTACHE NEGRI, nr. 21",,,,,,,1,280590,145518,,5,active,BILANT | BUC_ILFOV,
TRANSILVANIA CALL CENTER S.R.L.,41463002,8220,Romania,Municipiul Bistrita,"Municipiul Bistrita, ALBA IULIA, nr. 15",,,,,,,1,885937,493802,,Call center / BPO,active,BILANT,
TRANSILVANIA OUTSOURCES SRL,30370838,7111,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, NICOLAE CRISTEA, nr. 13",,,0744496666,,,,2,2137417,923932,,Call center / BPO,active,BILANT,
UEP CONSULTING S.R.L.,43335905,8220,Romania,"Sat Hancea, Comuna Veresti","Sat Hancea, Comuna Veresti, nr. 260",,,0728086970,,,,2,1817436,672247,,Call center / BPO,active,BILANT,
ULTRASOFT OUTSOURCING SRL,34983282,,Romania,Oras Pantelimon,ARAD 24,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
UNALKON S.R.L.,48209908,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, ASTRILOR, nr. 2",,,0724569697,,,,1,770924,535208,,Call center / BPO,active,BILANT,
UNIK CORPORATION S.R.L.,50156660,8220,Romania,Bucuresti Sectorul 1,"BUZESTI, 75-77, Bucuresti Sectorul 1, Bucuresti",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
