company,cui,caen,country,city,address,email,email2,phone,phone2,website,contact_person,employees,revenue,profit,positions,sector,status,source,notes
TAX MANAGEMENT OUTSOURCING S.R.L.,43552432,6920,Romania,Bucuresti Sectorul 5,"Bucuresti Sectorul 5, Sector 5, SALAJ, nr. 7",,,,,,,5,1047044,509642,,5,active,BILANT | BUC_ILFOV,
TEAMART OUTSOURCING SRL,37311383,111,Romania,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, CETATUIA, nr. 4",,,,,,,2,1177928,167985,,6,active,BILANT | BUC_ILFOV,
TECH HIVE ENGINEERING OUTSOURCING S.R.L.,48438430,6201,Romania,Municipiul Iasi,"Municipiul Iasi, PROF.ION PAUL, nr. 1",,,0721068073,,,,1,1095678,1012854,,Call center / BPO,active,BILANT,
TELEPERFORMANCE ROMANIA S.R.L.,46872814,4321,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, AMIRAL HORIA MACELARIU, nr. 26",,,,,,,2,2376697,842777,,1,active,BILANT | BUC_ILFOV,
TELL AGENCY ADVERTISING SRL,29934194,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, BUCOVINEI, nr. 47/c",,,,,,,1,462403,357064,,Call center / BPO,active,BILANT,
TRADUCERI10 OUTSOURCE SRL,36460417,7430,Romania,Bucuresti Sectorul 5,"Bucuresti Sectorul 5, Sector 5, COSTACHE NEGRI, nr. 21",,,,,,,1,280590,145518,,5,active,BILANT | BUC_ILFOV,
TRANSILVANIA CALL CENTER S.R.L.,41463002,8220,Romania,Municipiul Bistrita,"Municipiul Bistrita, ALBA IULIA, nr. 15",,,,,,,1,885937,493802,,Call center / BPO,active,BILANT,
TRANSILVANIA OUTSOURCES SRL,30370838,7111,Romania,Municipiul Cluj-Napoca,"Municipiul Cluj-Napoca, NICOLAE CRISTEA, nr. 13",,,0744496666,,,,2,2137417,923932,,Call center / BPO,active,BILANT,
UEP CONSULTING S.R.L.,43335905,8220,Romania,"Sat Hancea, Comuna Veresti","Sat Hancea, Comuna Veresti, nr. 260",re.consulting@yahoo.com,,0728086970,,,,2,1817436,672247,,Call center / BPO,active,BILANT,
ULTRASOFT OUTSOURCING SRL,34983282,,Romania,Oras Pantelimon,ARAD 24,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
UNALKON S.R.L.,48209908,8220,Romania,Municipiul Timisoara,"Municipiul Timisoara, ASTRILOR, nr. 2",,,0724569697,,,,1,770924,535208,,Call center / BPO,active,BILANT,
UNIQUE EXCLUSIVE OUTSOURCING PARTNER S.R.L.,38847496,8220,Romania,Municipiul Iasi,"Municipiul Iasi, CHISINAULUI, nr. 29",,,,,,,1,1097742,653751,,Call center / BPO,active,BILANT,
VALENTA BPO S.R.L.,44438194,,Romania,Bucuresti Sectorul 3,NERVA TRAIAN 27-33 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
VALORIS CENTER SRL,,,Romania,,,contact@valoris.ro,,+40215299929,,www.valoris.ro,,,,,,Call center / BPO,active,CCIB,"Companie cu capital 100% romanesc, ofera servicii profesionale de call center. Construieste si dezvolta servicii inovatoare, competitive si profesionale de Contact Center (Inbound si Outbound)."
VERSIA TRADING S.R.L.,48056049,8220,Romania,"Sat Berceni, Comuna Berceni","Sat Berceni, Comuna Berceni, MIERLEI, nr. 22",,,0745577727,,,,1,262103,207850,,Call center / BPO,active,BILANT,
VIP DEGREE S.R.L.,38570165,8220,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, Toamnei, nr. 120",,,,,,,1,297948,217462,,2,active,BILANT,
VIRTUAL CALLCENTER SOLUTIONS SRL-D,32750116,,Romania,Bucuresti Sectorul 2,CAMPUL CU NARCISE 3 2,,,0719925474,0719925474,https://oferta.virtual-callcenter.ro/,,,,,,Call center / BPO,active,BUC_ILFOV,
VIVENDI OUTSOURCING S.R.L.,46998260,4120,Romania,"Loc. Ludus, Oras Ludus","Loc. Ludus, Oras Ludus, LILIACULUI, nr. 6A",,,,,,,2,828700,165412,,Call center / BPO,active,BILANT,
WEBHELP MAGIC PRODUCTION SRL,37523246,,Romania,Oras Voluntari,FRASARI 45,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
WEBHELP ROMANIA SRL,18988172,8220,Romania,Bucuresti Sectorul 1,DR. IACOB FELIX 63-69,wh_dlt-ro-personnel@concentrix.com,wh_dlt-ro-personnel@concentrix.com,0752103315,0213075965,,,1888,277285035,55918951,5,Call center / Suport clienti,active,DELIVERY | ANOFM_DEEP | BUC_ILFOV,
WEHELP CALL-CENTER S.R.L.,42488765,8220,Romania,Municipiul Sibiu,"Municipiul Sibiu, Andrei Muresanu, nr. 14",,,,,,,1,2029049,751128,,Call center / BPO,active,BILANT,
WEPROF NET S.R.L.,38567313,8220,Romania,Municipiul Oradea,"Municipiul Oradea, RENASTERII, nr. 1D",,,0741665236,,,,1,273499,133986,,Call center / BPO,active,BILANT,
WIKICALL SRL,35837633,8220,Romania,"Sat Dumbravita, Comuna Dumbravita","Sat Dumbravita, Comuna Dumbravita, P. TUTEA, nr. 110",,,,,,,2,459077,-9366,,Call center / BPO,active,BILANT,
WIN OUTSOURCING S.R.L.,47385809,8299,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, BARAJUL ARGES, nr. 8A",,,0213203238,,,,1,466773,161225,,1,active,BILANT | BUC_ILFOV,
X TEAM OUTSOURCING SRL,26925817,,Romania,Bucuresti Sectorul 2,PANCOTA 3 2,,,0740704922,40740704922,,,,,,,Call center / BPO,active,BUC_ILFOV,
X2 NATION OUTSOURCING S.R.L.,47882212,,Romania,"Sat Olteni, Comuna Clinceni",BUCURESTI-DOMNESTI 32R,,,0726276074,40726276074,,,,,,,Call center / BPO,active,BUC_ILFOV,
YM INTERNATIONAL SERVICES AND OUTSOURCING S.R.L.,51624840,,Romania,Bucuresti Sectorul 3,TRAPEZULUI 2 3,,,0753033303,40753033303,,,,,,,Call center / BPO,active,BUC_ILFOV,
YOUDIAL HOMESHORE SRL,26283024,8220,Romania,Bucuresti Sectorul 4,"Bucuresti Sectorul 4, Sector 4, Spl. UNIRII, nr. 16",,,0727915840,,,,1,260840,-99820,,4,active,BILANT,
