cui,company_name,email,phone,county,city,address,legal_form,founding_date,is_active
26123732,REGENDA VOX SRL,dreaminterconcept@yahoo.ro,0744631456,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. SIMION BARNUTIU, NR.35",SRL,2009-10-20,Y
39298671,HERMES COMERCIAL S.R.L.,daniocom.93@gmail.com,0727055444,Ialomita,Oras Cazanesti,"JUD. IALOMITA, ORS. CAZANESTI, SOS. BUCURESTI, NR.94",SRL,2018-05-07,Y
1454846,VRANCART SA,roxana.tabacaru@vrancart.com,037640800,Vrancea,Municipiul Adjud,"JUD. VRANCEA, MUN. ADJUD, STR. ECATERINA TEODOROIU, NR.17",SA,1991-02-18,Y
49489997,AESTHETE CONCEPT S.R.L.,contact@kidyounot.ro,0768535779,Prahova,"Sat Tiparesti, Comuna Cocorastii Mislii","JUD. PRAHOVA, SAT TIPARESTI COM. COCORASTII MISLII, STR. CRIZANTEMELOR, NR.2",SRL,2024-01-29,Y
31514028,NEWRICH RESOURCES  S.R.L.,forestking888@yahoo.com,0741166918,Vrancea,"Loc. Panciu, Oras Panciu","JUD. VRANCEA, ORS. PANCIU, STR. TITU MAIORESCU, NR.39, ORAS PANCIU",SRL,2017-01-25,N
14391480,SANMEDICA DENT SRL,miviaml@yahoo.de,0745342696,Buzau,"Sat Satuc, Comuna Berca","JUD. BUZAU, SAT SATUC COM. BERCA, COM. BERCA",SRL,2002-01-17,Y
31785400,LEONTE D. CLAUDIU INTREPRINDERE INDIVIDUALA,kromsatotalconstruct@yahoo.com,0745517503,Prahova,"Sat Blejoi, Comuna Blejoi","JUD. PRAHOVA, MUN. PLOIESTI, STR. PADINA, NR.18, BL.66, ET.4, AP.20",II,2013-06-10,Y
41551600,PRIME RENT DISTRIBUTION S.R.L.,primerentmarfa@gmail.com,0754211160,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, BLD. PETROLULUI, NR.1, CORP C38",SRL,2019-08-23,Y
15991548,AGRINVEST SRL,office@agrinvest.ro,0723194360,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU,  , TARLAUA 41. PARCELA 724. CF 50633",SRL,2004-11-11,Y
24888054,ACON EXPERT SRL,acon.audit@gmail.com,0726135642,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. VASILE CONTA, NR.10",SRL,2008-12-18,N
49437670,AD PLAY S.R.L.,emovetrans@gmail.com,0754244663,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. MARASESTI, NR.75, BL.75, ET.2, AP.8",SRL,2024-01-19,Y
36406914,ALBERT BOUTIQUE SRL,sclucrisserv@yahoo.com,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, BLD. REPUBLICII, NR.154",SRL,2016-08-09,Y
6622266,MARINA SRL,office.pensiuneamarina@yahoo.com,038568661,Buzau,Municipiul Ramnicu Sarat,"JUD. BUZAU, MUN. RAMNICU SARAT, STR. MATEI BASARAB, NR.127",SRL,1994-12-19,Y
48245633,BARBERSINK S.R.L.,raul.popa@ethgroup.ro,0727781753,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, STR. COLUMBELOR, NR.37, BIROUL NR. 01, BL.F14, ET.1, AP.3",SRL,2023-05-29,Y
20949507,AURORA CONSULTING TEAM SRL,ionutbucur@auroragroup.ro,0238720061,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, SOS. SPATARU, NR.61",SRL,2007-02-02,Y
14027600,TRESOR SRL,etamtextil@yahoo.com,,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. VILCELE, NR.18",SRL,2001-06-13,Y
4039429,CRIDI AP SRL,cridiap66@gmail.com,0724215600,Ialomita,"Loc. Tandarei, Oras Tandarei","JUD. IALOMITA, ORS. TANDAREI, STR. BUCURESTI (ZONA GRADINA DE VARA), NR.-",SRL,1993-03-18,Y
18264676,HUMANA PEOPLE TO PEOPLE SRL,marilenaghitun@humana-romania.ro,0244524002,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, SOS. PLOIESTI-TARGOVISTE, KM.8. ZONA EST TRUP II. CLADIREA C1. SPATIUL B",SRL,2013-01-07,Y
6602935,RODAS INDUSTRIES SRL,panaitbogdan_1972@yahoo.com,0241627891,Buzau,Municipiul Buzau,"JUD. CONSTANTA, MUN. CONSTANTA, STR. CUMPENEI, NR.63, PAVILION D",SRL,1994-12-16,N
40305870,MUST BE RED S.R.L.,metatrust@yahoo.com,0734658122,Prahova,"Sat Cheia, Comuna Maneciu","JUD. PRAHOVA, SAT CHEIA COM. MANECIU,  , NR.561M, PARTER, CAMERA 3, DN1A, CONSTRUCTIA C1",SRL,2023-02-10,Y
11630583,SISIF SRL,steriu_dinca@yahoo.com,094859990,Vrancea,"Sat Faraoanele, Comuna Vartescoiu","JUD. VRANCEA, SAT FARAOANELE COM. VARTESCOIU",SRL,1999-03-23,Y
46397368,PRODIFORM STEEL S.R.L.,iuliana.munteanu.2015@gmail.com,,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. 1 DECEMBRIE 1918, NR.7, BL.7, AP.6",SRL,2022-06-30,Y
33804974,VAURO SECURITY SOLUTIONS SRL,vauro.resurse@gmail.com,0726234473,Prahova,"Sat Cornu de Jos, Comuna Cornu","JUD. BRASOV, MUN. BRASOV, STR. LANII, NR.19, HALA CABINA PORTAR",SRL,2014-11-14,N
40622240,JADE LUC REZIDENTIAL S.R.L.,resteman53@yahoo.com,0726767323,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, STR. MARTIRILOR, NR.39",SRL,2019-02-12,Y
44528300,IONITA MARIUS-CRISTIAN INTREPRINDERE INDIVIDUALA,mariusi2009@gmail.com,0722516730,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, STR. SPERANTEI, NR.4",II,2021-07-01,Y
20471975,DEEAS SRL,cartoi_ion2015@yahoo.ro,0243255989,Ialomita,"Sat Armasesti, Comuna Armasesti","JUD. IALOMITA, SAT ARMASESTI COM. ARMASESTI, STR. PRUNULUI, NR.1",SRL,2007-01-09,Y
12093844,IRGEANIS IMPEX SRL,ancaaurse@gmail.com,0720068484,Prahova,"Sat Sotrile, Comuna Sotrile","JUD. PRAHOVA, SAT SOTRILE COM. SOTRILE, SAT VISTIERU",SRL,1999-09-02,N
52398643,SHELFIE INTERDATA SERVICES S.R.L.,nino.mboungou@reseau.sncf.fr,0000000000,Ialomita,"Sat Dragoesti, Comuna Dragoesti","JUD. IALOMITA, SAT DRAGOESTI COM. DRAGOESTI, STR. ISPAS DUMITRU, NR.2, CAMERA 2",SRL,,Y
1303290,ZAREA SRL,alina_livanov@yahoo.com,0244483084,Prahova,"Sat Targsoru Vechi, Comuna Targsoru Vechi","JUD. PRAHOVA, SAT TARGSORU VECHI COM. TARGSORU VECHI, COM. TIRGUSORUL VECHI",SRL,1992-06-19,N
29381175,GESEIDL STARTUPS SRL,robert.popa@geseidl.ro,0720470006,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. ANA IPATESCU, NR.20, BIROUL NR. 2, ET.P",SRL,2011-11-24,Y
47553678,VMD TOP S.R.L.,vmdexpert@gmail.com,0751752908,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. VERDE, NR.16F",SRL,2023-02-02,Y
10504935,DOELPAN SRL,d_doelpan@yahoo.com,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. NICOLAE BALCESCU, NR.29, ET.P",SRL,1998-04-23,Y
13302752,PRIMAVARA SRL,szablocs.pusok@yahoo.com,0244297051,Prahova,"Sat Slon, Comuna Cerasu","JUD. PRAHOVA, SAT SLON COM. CERASU, STR. CUZA VODA, NR.158",SRL,2000-08-24,Y
28451396,PROROOF COMP SRL,proroofcomp@gmail.com,0767902808,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. RAZBOIENI, NR.24, ET.3, AP.12",SRL,2011-05-09,Y
19052582,DOGARU DENICOM SRL,info@pensiuneatopaz.ro,0237674506,Vrancea,"Sat Faraoanele, Comuna Vartescoiu","JUD. VRANCEA, SAT FARAOANELE COM. VARTESCOIU, STR. PRINCIPALA, NR.51",SRL,2006-09-27,Y
27307121,CERTKOOP L & F SRL,e.gorin@ertex.de,0237223586,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. ANTREPOZITE, NR.3",SRL,2010-08-23,N
29107294,GENERAL ENGROS SRL,esatmariana@yahoo.com,0724060480,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, SOS. AMARA, NR.10, DEPOZIT NR. 1",SRL,2011-09-15,N
14578471,COS ALEX SRL,nicoleta.coman1971@gmail.com,,Ialomita,"Sat Cosereni, Comuna Cosereni","JUD. IALOMITA, SAT COSERENI COM. COSERENI, COM. COSERENI, NR.-",SRL,2002-04-12,Y
39461522,TEJU HOTELS S.R.L.,teju_srl@yahoo.com,,Prahova,"Loc. Slanic, Oras Slanic","JUD. PRAHOVA, ORS. SLANIC, STR. SLANICULUI, NR.1",SRL,2018-06-08,Y
39740187,GOV PHOTOEVENTS S.R.L.,czminvest@hotmail.com,0372285720,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, STR. POET GRIGORE ALEXANDRESCU, NR.3, CAM. 1",SRL,2018-08-10,N
9162146,AFILIU TRANS SRL,resurse.umane@afiliu.ro,0723254416,Prahova,"Loc. Mizil, Oras Mizil","JUD. PRAHOVA, ORS. MIZIL, STR. ION LUCA CARAGIALE, NR.7, BL.45, AP.13",SRL,1997-02-12,Y
52699140,GREEN RED PROD S.R.L.,plastiprod@hotmail.com,0748203470,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, STR. DIMITRIE FILIPESCU, NR.4",SRL,,Y
43785705,JOCURIER S.R.L.,rnscpa2012@gmail.com,0742080205,Vrancea,Municipiul Focsani,"JUD. ILFOV, SAT BRAGADIRU ORS. BRAGADIRU, PRL. GHENCEA, NR.35 D, BL.1, ET.1, AP.14",SRL,2021-02-23,N
30940939,PREMIER DISTRIBUTION GROUP S.R.L.,luiza.dinu@premiercom.ro,0040243206178,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, SOS. BRAILEI, NR.5, CLADIRE C1 - PAVILION ADMINISTRATIV. ET. 1. BIROU 6",SRL,2012-11-23,Y
34760442,SERBAN C.S. ION INTREPRINDERE INDIVIDUALA,maria87rox@yahoo.com,0728188760,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, BLD. COSMINULUI, NR.10, BL.BN5, ET.1",II,2015-07-09,N
21476350,CORAL BUSINESS CONSULTING SRL,consultantadelaalaz@gmail.com,0747289728,Prahova,Oras Breaza,"JUD. PRAHOVA, ORS. BREAZA, STR. RAZBOIENI, NR.12",SRL,2012-03-09,Y
30669946,STICO METAL PREST SRL,contabilitate@sticometalprest.ro,0726291293,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. NICOLAE FILIMON, NR.7A, CONSTRUCTIA C1",SRL,2012-09-17,Y
16575641,WALROX COMPLEX SERVICII SRL,carmen.iancu@walrox.ro,0244571775,Prahova,Comuna Brazi,"JUD. PRAHOVA, COM. BRAZI, SAT BRAZII DE SUS,STR.TRANDAFIRILOR, NR.34",SRL,2004-07-05,Y
40646605,RAINBOW TIRES S.R.L.,eastsideautoservice2019@gmail.com,0720722631,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, BLD. BUCURESTI, NR.16A",SRL,2019-02-15,N
45315041,STATIA DE SPALARE A RECIPIENTELOR SI ECHIPAMENTELOR INDUSTRIALE S.R.L.,secretariat.ssrei@gmail.com,0733927431,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. PIRAMIDEI, NR.1",SRL,2021-12-07,Y
2079567,ARIADNA COM SRL,contact@rianacom.ro,0722555055,Ialomita,Municipiul Fetesti,"JUD. IALOMITA, MUN. FETESTI, STR. MARASESTI, NR.2",SRL,1992-01-28,Y
34268793,CARAULEANU SERBAN PERSOANA FIZICA AUTORIZATA,carauleanu_serban@yahoo.com,0726559332,Ialomita,"Loc. Amara, Oras Amara","JUD. IALOMITA, SAT AMARA ORS. AMARA, STR. 1 MAI, NR.4",PFA,2015-03-23,N
34310561,STEFAN VICTOR-CRISTIAN PERSOANA FIZICA AUTORIZATA,lakeresidence1@gmail.com,0314346561,Buzau,"Sat Livada, Comuna Grebanu","JUD. BUZAU, SAT LIVADA COM. GREBANU, LIVADA, CAMERA 1",PFA,2015-03-31,N
41414174,ROX CONSULTING S.R.L.,re.consulting@yahoo.com,0722455910,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, STR. MIHAIL SADOVEANU, NR.11, BL.B1/38, SC.A, ET.3, AP.15",SRL,2019-07-18,Y
41088205,STILU ' MEU S.R.L.,cristina.dogaru9@gmail.com,0763865355,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. REPUBLICII, NR.68, BL.B, ET.PARTER, AP.1",SRL,2019-05-09,Y
22627184,MOTDES GROUP SRL,gabycondrea@yahoo.com,0723517477,Prahova,"Loc. Busteni, Oras Busteni","JUD. PRAHOVA, ORS. BUSTENI, BLD. LIBERTATII, NR.205",SRL,2007-10-24,Y
46558022,SILVICONGRID WOODENERGY PROD S.R.L.,golu.gabi10@yahoo.com,+40731346304,Ialomita,"Loc. Fetesti-Gara, Municipiul Fetesti","JUD. IALOMITA, LOC. FETESTI-GARA MUN. FETESTI, STR. AGRICULTURII, NR.12",SRL,2022-07-28,Y
42551358,ALEGRETO TEX S.R.L.,alegretotex@gmail.com,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. TINERIMII, NR.60",SRL,2020-05-28,Y
48725410,ANDOR TRAVEL S.R.L.,carpediemtravelsrl@gmail.com,0799369796,Prahova,"Loc. Urlati, Oras Urlati","JUD. PRAHOVA, ORS. URLATI, STR. 1 MAI, NR.105, BL.5, SC.A, ET.3, AP.8",SRL,2023-09-04,Y
34585643,EVAL TUDOR S.R.L.,tudor_constc@yahoo.com,0721659186,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, ALEEA RONDA, NR.1",SRL,2015-05-29,Y
28176610,STARK BAU AG S.R.L.,rezervari@hotel-privighetoarea.ro,0745266400,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, SOS. AMARA, NR.2, CAMERA 1",SRL,2011-03-14,Y
8206929,COMCEREAL SA,comcereal@comcereal.ro,037215037,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, BLD. BUCURESTI, NR.2",SA,1996-02-27,Y
22345353,TIAGOS CONSTRUCT SRL,office@casaroyal.ro,0727789198,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. POSTEI, NR.71, BL.C2, ET.9, AP.40",SRL,2007-08-31,N
40133626,MIKA  STAVAR TAXI S.R.L.,stavarmihaela9@gmail.com,0769237645,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. 1 DECEMBRIE 1918, NR.21",SRL,2018-11-09,Y
6543138,FLOREA COM SRL,priceromulus@gmail.com,,Ialomita,"Sat Reviga, Comuna Reviga","MUNICIPIUL BUCURESTI, SECTOR 1, STR. VALEA MERILOR, NR.4",SRL,1994-12-09,N
15428111,ALLMAR SRL,pensiunea.allma@gmail.com,024323468,Ialomita,"Loc. Amara, Oras Amara","JUD. IALOMITA, SAT AMARA ORS. AMARA, STR. ALEXANDRU IOAN CUZA, FOST CAP VEST. GRAJD NR. 2",SRL,2003-05-13,Y
48392596,GESO COMPANY S.R.L.,ukmaurice@gmail.com,0784669539,Vrancea,"Sat Botarlau, Comuna Vulturu","JUD. VRANCEA, SAT BOTARLAU COM. VULTURU, STR. UNIRII, NR.40",SRL,2023-06-27,Y
40646532,EXPERTBIZNA CONSULTING S.R.L.,rodica_bizna@yhaoo.com,0745374732,Vrancea,"Loc. Odobesti, Oras Odobesti","JUD. VRANCEA, ORS. ODOBESTI, ODOBESTI, T116, P2964",SRL,2019-02-15,Y
22845146,ANDRETONI CONS SRL,amonaes1@yahoo.com,0728850954,Prahova,"Sat Fagetu, Comuna Gura Vitioarei","JUD. PRAHOVA, SAT FAGETU COM. GURA VITIOAREI, NR.97",SRL,2007-11-30,Y
39096478,NFG COMPANY S.R.L.,ngmoffice@gmail.com,,Ialomita,Municipiul Fetesti,"JUD. IALOMITA, MUN. FETESTI, STR. NICOLAE BANESCU, NR.23",SRL,2018-03-27,Y
31329020,ALINSTEF PLUS COMPANY SRL,georgescumariana1985@gmail.com,0040722228563,Ialomita,"Sat Dragoesti, Comuna Dragoesti","JUD. IALOMITA, SAT DRAGOESTI COM. DRAGOESTI, STR. SF. NICOLAE, NR.1",SRL,2013-03-07,Y
41682673,GENERAL DAR & MADA CONS S.R.L.,mediere.unic@gmail.com,0771793022,Buzau,Municipiul Ramnicu Sarat,"JUD. BUZAU, MUN. RAMNICU SARAT, STR. DR. ILIE PAVEL, NR.7",SRL,2019-09-25,Y
6623202,ROMPLAST SA,office@recomplast.com,0238710857,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, STR. MESTEACANULUI, NR.10A",SA,1994-12-22,Y
29214541,FARMIS AGRO SRL,office@sanagro.ro,0725016665,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, SOS. NORDULUI, NR.57, CAMERA 2",SRL,2011-10-12,Y
13222270,ARTECOM G S.R.L.,softdesigngroup2019@gmail.com,0758055777,Vrancea,"Sat Tataranu, Comuna Tataranu","JUD. VRANCEA, SAT TATARANU COM. TATARANU, STR C.A.P.-ULUI, NR.2",SRL,2000-07-19,Y
23064151,SUCCES HDH CONSTRUCT S.R.L.,gabris.impex@yahoo.com,0245652098,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. MIHAI BRAVU, NR.239, CONSTRUCTIA NR. 3, CORP C, CAMERA 34, ET.3",SRL,2018-05-23,N
46730593,DIVERS WALEXPERT CONSULTING S.R.L.,pensiunea_amelia@yahoo.com,0783127999,Ialomita,"Sat Saveni, Comuna Saveni","JUD. IALOMITA, SAT SAVENI COM. SAVENI, STR. MIHAI EMINESCU, NR.77",SRL,2022-08-26,Y
47388198,ENDLESS ENERGY GREEN S.R.L.,office@endlessenergy.ro,0766429815,Ialomita,"Loc. Tandarei, Oras Tandarei","JUD. IALOMITA, ORS. TANDAREI, STR. MORII, NR.2A",SRL,2022-12-29,Y
43421267,SAMSON'S FOOD-TRUCK & CATERING S.R.L.,zadio.duta@afconsulting.ro,0733054282,Prahova,"Loc. Azuga, Oras Azuga","JUD. PRAHOVA, ORS. AZUGA, STR. PRELUNGIREA PARCULUI, NR.26",SRL,2020-12-08,Y
23162753,HELP PRO IMOB SRL,oglas.consulting@gmail.com,0731392724,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. SERGENT EROU MATEESCU GHEORGHE, NR.10, BL.6, SC.A, ET.1, AP.6",SRL,2008-02-01,N
7774858,IVOLANI COM SRL,achizitii.prahova@anaf.ro,0244407710,Prahova,"Sat Manesti, Comuna Manesti","JUD. PRAHOVA, SAT MANESTI COM. MANESTI, SAT BALTITA",SRL,1995-10-04,N
10099760,TRANSPORT PUBLIC SA,ru@transportpublic.ro,0237223501,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. MARASESTI, NR.72",SA,1998-01-05,Y
27964326,ILIESCU V. ADRIANA ELENA PERSOANA FIZICA AUTORIZATA,adrianailiescu2010@yahoo.com,0740146008,Prahova,"Sat Bucov, Comuna Bucov","JUD. PRAHOVA, SAT BUCOV COM. BUCOV, NR.262",PFA,2011-01-31,N
32083144,RADUCANU MARIA-VIOLETA PERSOANA FIZICA AUTORIZATA,adrianv.vintila@gmail.com,0761644660,Prahova,"Loc. Busteni, Oras Busteni","JUD. PRAHOVA, ORS. BUSTENI, STR. TELECABINEI, NR.19",PFA,2013-07-31,Y
5508590,CARMINA SRL,carminaimpex@yahoo.com,0243271352,Ialomita,"Loc. Tandarei, Oras Tandarei","JUD. IALOMITA, ORS. TANDAREI, STR. BUCURESTI, NR.287",SRL,1994-02-28,N
11792127,CRISCOSERV SRL,office@crisco.ro,0244590186,Prahova,"Sat Blejoi, Comuna Blejoi","JUD. PRAHOVA, SAT BLEJOI COM. BLEJOI, STR. ANGHEL SALIGNY, NR.23, CLADIRE C4",SRL,1999-05-20,Y
18634841,FIREDESIGN SRL,alex@rdba.ro,0722602865,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. ALEXANDRU VLAHUTA, NR.1",SRL,2006-05-03,Y
40145132,AP STOMATOLOGIC HEALTH S.R.L.,andreippacurau@gmail.com,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. MIRON COSTIN, NR.49",SRL,2018-11-13,Y
41012835,E-FINANCIAL & ACCOUNTING S.R.L.,alina.calin@manpower.ro,0213177919,Prahova,"Sat Bucov, Comuna Bucov","JUD. PRAHOVA, SAT BUCOV COM. BUCOV, STR. IOAN GRIGORESCU, NR.41",SRL,2019-04-19,Y
45632317,TRICOSIB PROSPER S.R.L.,contabtricosib@gmail.com,0729890894,Buzau,"Loc. Nehoiu, Oras Nehoiu","JUD. BUZAU, ORS. NEHOIU, STR. FABRICA DE PIINE, NR.1, ET.1",SRL,2022-02-14,Y
47452231,NATURES RETREAT S.R.L.,dimianrobertpfa@yahoo.com,0753709532,Buzau,Oras Patarlagele,"JUD. BUZAU, ORS. PATARLAGELE, STR. INDUSTRIILOR, NR.40A",SRL,2023-01-16,Y
10851667,TRAUN GUARD HMS SRL,office@traun.ro,0730003339,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. TITAN, NR.2",SRL,2008-07-10,Y
18429391,ATRACTIV SRL,catalin.bazon@yahoo.com,0337109540,Vrancea,"Sat Golesti, Comuna Golesti","JUD. VRANCEA, SAT GOLESTI COM. GOLESTI, STR. COTESTI, NR.70",SRL,2006-02-27,Y
19958870,POSTOLE C BANICA PERSOANA FIZICA AUTORIZATA,primariagiurgeni@clicknet.ro,0243277010,Ialomita,"Sat Giurgeni, Comuna Giurgeni","JUD. IALOMITA, SAT GIURGENI COM. GIURGENI,  , NR.-",PFA,2002-09-05,N
39353040,CASA DIZEI S.R.L.,balan.ancuta28@gmail.com,,Prahova,Municipiul Campina,"JUD. PRAHOVA, MUN. CAMPINA, STR. NOUA, NR.16",SRL,2018-05-16,Y
26473100,ESTICA CONSTRUCTII SRL,spectralinvest@yahoo.com,0728970501,Vrancea,"Sat Rastoaca, Comuna Rastoaca","JUD. VRANCEA, SAT RASTOACA COM. RASTOACA",SRL,2010-02-02,N
15020090,MELTEM TEXTIL S.R.L.,contabilitate@metemtextil.ro,0212520233,Prahova,"Loc. Mizil, Oras Mizil","JUD. PRAHOVA, ORS. MIZIL, STR RECOLTEI, NR.4A",SRL,2018-02-08,N
41869184,PRESCIENT S.R.L.,daniela.dronca@yahoo.ro,0744502066,Vrancea,"Sat Straoane, Comuna Straoane","JUD. VRANCEA, SAT STRAOANE COM. STRAOANE, STR. EROILOR, NR.41, CONSTRUCTIE ANEXA 1",SRL,2019-11-07,Y
34519402,BROS TECHNOLOGIES S.R.L.,leister@kobo-bg.bg,,Prahova,"Loc. Sinaia, Oras Sinaia","JUD. PRAHOVA, ORS. SINAIA, STR. GHEORGHE DOJA, NR.60, CAM.2",SRL,2015-05-18,Y
37606767,ADVE S.R.L.,adrianalsk1984@gmail.com,0726728507,Ialomita,Municipiul Fetesti,"JUD. IALOMITA, MUN. FETESTI, STR. REPUBLICII, NR.1B, CAMERA 1",SRL,2017-05-18,Y
36279713,KALIZEA BOROMIR S.A.,iulia.stefan@kalizea-boromir.ro,,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, SOS. AMARA, NR.4, CORPUL C24 - CORP ADMINISTRATIV, ET.2",SA,2016-07-05,Y
39606844,ANGRO SWISSINVEST S.R.L.,elencleanexpert@gmail.com,0773779738,Prahova,"Loc. Breaza de Sus, Oras Breaza","JUD. PRAHOVA, LOC. BREAZA DE SUS ORS. BREAZA, B-DUL EROILOR, NR.1A, SPA?IUL COMERCIAL NR.2, BL.N10, SC.A, ET.P",SRL,2018-07-11,Y
44076922,PEISAJE DE LUX S.R.L.,vioricaceausu@yahoo.com,0722292131,Vrancea,"Sat Campineanca, Comuna Campineanca","JUD. VRANCEA, SAT CAMPINEANCA COM. CAMPINEANCA, CAL ODOBESTI, NR.392",SRL,2021-04-08,Y
4153872,ZETA COM SRL,sorin.tarus@romconstruct.ro,0744322481,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, SOS. CONSTANTEI, NR.12",SRL,1993-06-07,Y
19099593,MOARA MIHALCENI SRL,office@moaramihalceni.ro,0237249638,Vrancea,"Sat Mihalceni, Comuna Ciorasti","JUD. VRANCEA, SAT MIHALCENI COM. CIORASTI",SRL,2006-10-13,Y
14375310,EUROEXPERT SRL,kutunick@yahoo.com,0722305714,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, B-DUL UNIRII, NR.-, BL.U6, SC.B, ET.4, AP.64",SRL,2002-01-08,N
39494244,DENT-ESTEEM S.R.L.,office@pikanore.ro,0344141189,Prahova,"Sat Targsoru Vechi, Comuna Targsoru Vechi","JUD. PRAHOVA, SAT TARGSORU VECHI COM. TARGSORU VECHI, STR. MANASTIRII, NR.7, IMOBILUL C91",SRL,2018-06-15,N
52986945,PERFECT MANAGEMENT SINAIA S.R.L.,eduard.nicolae717@gmail.com,0726750027,Prahova,"Loc. Sinaia, Oras Sinaia","JUD. PRAHOVA, ORS. SINAIA, STR. ION LUCA CARAGIALE, NR.2, CAM. 3",SRL,,Y
29574508,BARSA PROD 2012 COOPERATIVA AGRICOLA,corina.vasile.gari@gmail.com,0726299978,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. REZERVOARELOR, NR.2, CORP C6. INCINTA 18, ET.PARTER",CA,2017-09-05,N
47490030,ROSOURCE FOREST S.R.L.,rolem@rolem.eu,0751192770,Prahova,Oras Breaza,"JUD. NEAMT, SAT BORLESTI COM. BORLESTI, STR. DECEBAL, NR.169",SRL,2023-01-20,N
27707357,MACHE ST. DANIELA PERSOANA FIZICA AUTORIZATA,ionutsandu2009@yahoo.com,0720427927,Prahova,"Sat Tantareni, Comuna Blejoi","JUD. PRAHOVA, SAT TANTARENI COM. BLEJOI, NR.116",PFA,2010-11-15,N
1446711,BECIUL DOMNESC S.A.,daniela.ciliboiu@beciuldomnesc.ro,0237222100,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. AVINTULUI, NR.12",SA,1991-02-01,Y
39537639,SAMY SECURITY S.R.L.,alexandru.samoila1987@gmail.com,0720264200,Prahova,"Sat Urleta, Comuna Banesti","JUD. PRAHOVA, SAT URLETA COM. BANESTI, STR. PRINCIPALA, NR.35",SRL,2018-06-26,Y
