county,name,address,email,phone,manager,auth_num,capacity_tonnes
Tulcea,"S.C Agrozem SRL, Cataloi, tel. 0240550333","14 TL0003096 S.C Veritas SA,",,+40745252916,"S.C Agrozem SRL, Cataloi,tel.0744342005",TL0003093,1200
Tulcea,"S.C Cilic Pan SRL,Frecatei","32 TL0003124 S.C Agricola ASM SRL,M Kogalniceanu,",agricolaasm@yahoo.com,+40740153985,"S.C Cilic Pan SRL,Telita,tel 0722233286",TL0003123,100
Tulcea,"S.C Concret SRL,Tulcea,sos. Tulcea-Murighiol,km 4-5,","17 TL0003099 S.C Veritas SA,",,+40745252916,"S.C Concret SRL,Tulcea,sos. Tulcea-Murighiol,km 4-5,tel 0740360573",TL0003098,150
Tulcea,"S.C Estic Dumicris SRL,incinta siloz Cataloi email:estic_barba@yahoo.com","20 TL0003103 S.C Euxin Impex SRL,Sarighiol de Deal,",,+40723141289,"S.C Estic Dumicris SRL, Tulcea,str,Babadag,Bloc 21,parter,tel. 0240532426",TL0003102,5000
Tulcea,"S.C Nur SRL,Lastuni","29 TL0003119 S.C Comrica SRL, M.Kogalniceanu,",acasam_masaca@yahoo.com,+40722644348,"S.C Nur SRL,Lastuni,tel.0744887599",TL0003118,2000
Tulcea,"S.C Panidas Company SRL,Ferma 4,Smardan","41 TL0003140 S.C Paviserv SRL,Bestepe,",,+40240545351,"S.C Panidas Company SRL, Macin,str.Maior Sontu,nr.9,fax.0240572497",TL0003138,1500
Tulcea,"S.C Vulcomet Serv SRL,Topolog","35 TL0003132 S.C Lord SRL, Smardan,",,+40740165976,"S.C Vulcomet Serv SRL, Topolog,tel.0722110506, tel.0240568064",TL0003131,400
Tulcea,Siloz cereale  comuna Baia;0742145050,"154 TL0008232 RUCAREANU VICTORIA AGRO PFA Mgazie cereale ,com.Daeni;0724569559 800 800 155 TL0008233",,,SC HOLDER TRADE SRL,TL0008231,4500
Tulcea,"Siloz cereale, Babadag str.Ciucurovei nr.13,tel.0240548070","111 TL0008679 SC AMRIS MSM SRL Magazie cereale,com.Baia,loc.Ceamurlia de sus, 0724261134 1200 1200 1",,+40722928288,SC DELTANAV SRL,TL0008678,44000
Tulcea,"Silozuri  cereale,loc.Randunica,com.M.Kogalniceanu ,tel.0723177576","163 TL0008243 SC ONEA SRL Magazie cereale,Loc. Ostrov,str.Inv.Gheorghe Vladescu ,nr.59 1000 1000 164",,,SC BIANCA DOR SRL,TL0008242,1000
Tulcea,"Silozuri-loc. Lunca,Com.Ceamurlia de jos,tel.0744144442","130 TL 0008206 COVATA HRISTI PFA MAGAZII-Ceamurlia de sus,Com.BAIA-",,+40765731333,SC BIOCHEM ORGANICS SRL,TL0008205,10000
Tulcea,Soc Agricola Gloria Agighiol,"26 TL0003113 S.C Agropav SRL ,Tulcea,str.Isaccei,nr.15,bl.I5A-I5B,SC.A,AP.2,",fanicapavel@yahoo.com,+40240517249,"Soc Agricola Gloria Agighiol,Agighiol,tel 0740081191",TL0003112,1000
Tulcea,"Turda Moara ,com.M.Bravu                 email:prodpanturda@yahoo.com","2 TL0003068 Soc Agricola Mixta Bestepe,Bestepe,fax 0240545340 Magazie, Bestepe 2100 2100 3 TL0003069",,,"SC PRODPAN SRL,                             Turda ,com.M.Bravu tel.0240561215",TL0003061,1300
