email,company,org_number,nace_code,sector_name,city,address,phone,hr_email,website,linkedin_url,employees_count,tier,contact_person,positions_count,job_count,quality_score,source
info@nfm.no,Nfm,,,,,,,,,,,,,,,,agencies_eures
post@vatromsgruppen.no,Vatromsgruppen,,,,,,,,,,,,,,,,agencies_eures
post@vimato.no,Vimato,,,,,,,,,,,,,,,,agencies_eures
stian.skar.ludvigsen@vlfk.no,VESTLAND FYLKESKOMMUNE,,,,,,,,,,,,,,,,agencies_eures
post@micronet.no,Micronet,,,,,,,,,,,,,,,,agencies_eures
post@advela.no,Advela,,,,,,,,,,,,,,,,agencies_eures
jth@hamnoy.no,Hamnoy,,,,,,,,,,,,,,,,agencies_eures
epost@sondre-land.kommune.no,Sondre Land,,,,,,,,,,,,,,,,agencies_eures
tilbakemelding-nett@lorenskog.kommune.no,Lorenskog,,,,,,,,,,,,,,,,agencies_eures
bodo@flyttogvask.no,Flyttogvask,,,,,,,,,,,,,,,,agencies_eures
hmn@digdir.no,DIGITALISERINGSDIREKTORATET,,,,,,,,,,,,,,,,agencies_eures
forkjop@obos.no,Obos,,,,,,,,,,,,,,,,agencies_eures
rotstigen@rotstigen.no,Rotstigen,,,,,,,,,,,,,,,,agencies_eures
janne.berget.glesnes@throg.no,ROGALAND FYLKESKOMMUNE,,,,,,,,,,,,,,,,agencies_eures
fakturamottak@volda.kommune.no,Volda,,,,,,,,,,,,,,,,agencies_eures
borge.barlindhaug@jeffersonwells.no,NORTURA SA,,,,,,,,,,,,,,,,agencies_eures
post@bergenpersonal.no,Bergenpersonal,,,,,,,,,,,,,,,,agencies_eures
linn.stellander@voice.no,VIC,,,,,,,,,,,,,,,,agencies_eures
post@bblpivotal.no,Bblpivotal,,,,,,,,,,,,,,,,agencies_eures
post@tjeldsundbrua.no,Tjeldsundbrua,,,,,,,,,,,,,,,,agencies_eures
hei@detnorsketeatret.no,Detnorsketeatret,,,,,,,,,,,,,,,,agencies_eures
rune.nilsen@hi.no,HAVFORSKNINGSINSTITUTTET,,,,,,,,,,,,,,,,agencies_eures
nettredaktor@bufdir.no,Bufdir,,,,,,,,,,,,,,,,agencies_eures
post@fiberproff.no,Fiberproff,,,,,,,,,,,,,,,,agencies_eures
eirik.bjornestad@sweco.no,SWECO NORGE AS,,,,,,,,,,,,,,,,agencies_eures
midtbyen@graffigrill.no,Graffigrill,,,,,,,,,,,,,,,,agencies_eures
eli-ane.lund@etikkradet.no,Finansdepartementet,,,,,,,,,,,,,,,,agencies_eures
sigve@shngroup.no,Shngroup,,,,,,,,,,,,,,,,agencies_eures
kundeservice@compass-group.no,Compass Group,,,,,,,,,,,,,,,,agencies_eures
espen.rafter@polaria.no,POLARIA OY,,,,,,,,,,,,,,,,agencies_eures
post@tinde.no,Tinde,,,,,,,,,,,,,,,,agencies_eures
sisrep@nfk.no,NORDLAND FYLKESKOMMUNE,,,,,,,,,,,,,,,,agencies_eures
iris@zymtech.no,ZYMTECH LIFE SCIENCE AS,,,,,,,,,,,,,,,,agencies_eures
andre@konsis.no,Konsis,,,,,,,,,,,,,,,,agencies_eures
post@fossmv.no,Fossmv,,,,,,,,,,,,,,,,agencies_eures
stig@normex.no,Normex,,,,,,,,,,,,,,,,agencies_eures
oslo@monterosasport.no,Monterosasport,,,,,,,,,,,,,,,,agencies_eures
andre.collier@gtwas.no,Gtwas,,,,,,,,,,,,,,,,agencies_eures
a-jahr@online.no,Online,,,,,,,,,,,,,,,,agencies_eures
postmottak@nes.kommune.no,Nes,,,,,,,,,,,,,,,,agencies_eures
post@alstahaug.kommune.no,Alstahaug,,,,,,,,,,,,,,,,agencies_eures
support@karriere.no,Karriere,,,,,,,,,,,,,,,,agencies_eures
kundeservice@megaflis.no,Megaflis,,,,,,,,,,,,,,,,agencies_eures
sales@pharmamarine.no,Pharmamarine,,,,,,,,,,,,,,,,agencies_eures
tormartin@hammerobygg.no,Hammerobygg,,,,,,,,,,,,,,,,agencies_eures
hello@lilycountryclub.no,Lilycountryclub,,,,,,,,,,,,,,,,agencies_eures
post@ukh.no,Ukh,,,,,,,,,,,,,,,,agencies_eures
post@kringla.no,Kringla,,,,,,,,,,,,,,,,agencies_eures
henrik.forsstrom@octannklinikker.no,Octannklinikker,,,,,,,,,,,,,,,,agencies_eures
kundeservice@lalash.no,Lalash,,,,,,,,,,,,,,,,agencies_eures
post@norgesfrivilligsentraler.no,Norgesfrivilligsentraler,,,,,,,,,,,,,,,,agencies_eures
info@ggov.no,Ggov,,,,,,,,,,,,,,,,agencies_eures
post@therma.no,Therma,,,,,,,,,,,,,,,,agencies_eures
post@visitfauske.no,Visitfauske,,,,,,,,,,,,,,,,agencies_eures
post@noteless.no,Noteless,,,,,,,,,,,,,,,,agencies_eures
oslo@utdanningsforbundet.no,Utdanningsforbundet,,,,,,,,,,,,,,,,agencies_eures
silje@vhr.no,Vhr,,,,,,,,,,,,,,,,agencies_eures
info@devity.no,Devity,,,,,,,,,,,,,,,,agencies_eures
info@stenarecycling.no,Stenarecycling,,,,,,,,,,,,,,,,agencies_eures
post@kystverket.no,Kystverket,,,,,,,,,,,,,,,,agencies_eures
post@narvikbygg.no,Narvikbygg,,,,,,,,,,,,,,,,agencies_eures
jnb@statskog.no,STATSKOG SF,,,,,,,,,,,,,,,,agencies_eures
anette.aase@fiskeridir.no,FISKERIDIREKTORATET,,,,,,,,,,,,,,,,agencies_eures
nettredaktor@hf.uio.no,Hf,,,,,,,,,,,,,,,,agencies_eures
helpdesk@dale.no,Dale,,,,,,,,,,,,,,,,agencies_eures
ehe@gassco.no,GASSCO AS,,,,,,,,,,,,,,,,agencies_eures
frer@fatland.no,Fatland,,,,,,,,,,,,,,,,agencies_eures
postmottak@ffk.no,Ffk,,,,,,,,,,,,,,,,agencies_eures
resepsjon@nymosvingenlegesenter.no,Nymosvingenlegesenter,,,,,,,,,,,,,,,,agencies_eures
post@folk.no,Folk,,,,,,,,,,,,,,,,agencies_eures
post@sav.no,Sav,,,,,,,,,,,,,,,,agencies_eures
carine@bedriftskonsulent.no,VPK PACKAGING S.R.L.,,,,,,,,,,,,,,,,agencies_eures
ida.vestli.eilertsen@unn.no,UNIVERSITETSSYKEHUSET NORD-NORGE HF,,,,,,,,,,,,,,,,agencies_eures
navn@domene.no,Domene,,,,,,,,,,,,,,,,agencies_eures
post@dmmh.no,Dmmh,,,,,,,,,,,,,,,,agencies_eures
epost@sostrenekarlsen.no,Sostrenekarlsen,,,,,,,,,,,,,,,,agencies_eures
post@mrfylke.no,Mrfylke,,,,,,,,,,,,,,,,agencies_eures
shawk@shamonsnekkeri.no,Shamonsnekkeri,,,,,,,,,,,,,,,,agencies_eures
ks@ks.no,Ks,,,,,,,,,,,,,,,,agencies_eures
post@nekton.no,Nekton,,,,,,,,,,,,,,,,agencies_eures
postmottak@khio.no,Khio,,,,,,,,,,,,,,,,agencies_eures
post@storfjord.kommune.no,Storfjord,,,,,,,,,,,,,,,,agencies_eures
hilde.munkeby@nord.no,NORD UNIVERSITET,,,,,,,,,,,,,,,,agencies_eures
post@helmus.no,Helmus,,,,,,,,,,,,,,,,agencies_eures
salg@prostage.no,Prostage,,,,,,,,,,,,,,,,agencies_eures
velkommen@husettonsberg.no,Husettonsberg,,,,,,,,,,,,,,,,agencies_eures
camilla.kaspersen@auroraomsorg.no,Auroraomsorg,,,,,,,,,,,,,,,,agencies_eures
anlegg@veidekke.no,Veidekke,,,,,,,,,,,,,,,,agencies_eures
post@dekk24.no,Dekk24,,,,,,,,,,,,,,,,agencies_eures
post@prosecure.no,Prosecure,,,,,,,,,,,,,,,,agencies_eures
byggesak@sirdal.kommune.no,Sirdal,,,,,,,,,,,,,,,,agencies_eures
nettbutikk@norwaydesigns.no,Norwaydesigns,,,,,,,,,,,,,,,,agencies_eures
post@tjlast.no,Tjlast,,,,,,,,,,,,,,,,agencies_eures
post@pst.politiet.no,Pst,,,,,,,,,,,,,,,,agencies_eures
erlend.hansen.juvik@adresseavisen.no,Adresseavisen,,,,,,,,,,,,,,,,agencies_eures
kundeservice@jernia.no,Jernia,,,,,,,,,,,,,,,,agencies_eures
post@washpoint.no,Washpoint,,,,,,,,,,,,,,,,agencies_eures
post@kaffebryggeren.no,Kaffebryggeren,,,,,,,,,,,,,,,,agencies_eures
kristiansund.vgs@mrfylke.no,Mrfylke,,,,,,,,,,,,,,,,agencies_eures
post@fasaderenovering.no,Fasaderenovering,,,,,,,,,,,,,,,,agencies_eures
admin@hdb.no,Hdb,,,,,,,,,,,,,,,,agencies_eures
post@fpkmaling.no,Fpkmaling,,,,,,,,,,,,,,,,agencies_eures
postmottak@rogbr.no,Rogbr,,,,,,,,,,,,,,,,agencies_eures
webredaksjon@odont.uio.no,Odont,,,,,,,,,,,,,,,,agencies_eures
kontakt@sameyde.vgs.no,Sameyde,,,,,,,,,,,,,,,,agencies_eures
vitnemalsportalen@sikt.no,Sikt,,,,,,,,,,,,,,,,agencies_eures
post@essensdagspa.no,Essensdagspa,,,,,,,,,,,,,,,,agencies_eures
postmottak@fd.dep.no,Fd,,,,,,,,,,,,,,,,agencies_eures
firmapost@levelek.no,Levelek,,,,,,,,,,,,,,,,agencies_eures
jkg@activepeople.no,ONCE,,,,,,,,,,,,,,,,agencies_eures
eva.dahle.rabben@konfliktraadet.no,Konfliktraadet,,,,,,,,,,,,,,,,agencies_eures
post@magmageopark.no,Magmageopark,,,,,,,,,,,,,,,,agencies_eures
camilla.misfjord.nilsen@farrisbad.no,Farrisbad,,,,,,,,,,,,,,,,agencies_eures
postmottak@stortinget.no,Stortinget,,,,,,,,,,,,,,,,agencies_eures
david2004@osloskolen.no,Osloskolen,,,,,,,,,,,,,,,,agencies_eures
faktura@naroysund.kommune.no,Naroysund,,,,,,,,,,,,,,,,agencies_eures
post.hamar@kirken-hamar.no,Kirken Hamar,,,,,,,,,,,,,,,,agencies_eures
post@betanien.no,Betanien,,,,,,,,,,,,,,,,agencies_eures
hei@makegraphics.no,Makegraphics,,,,,,,,,,,,,,,,agencies_eures
post@steinkompaniet.no,Steinkompaniet,,,,,,,,,,,,,,,,agencies_eures
post@oslomuseum.no,Oslomuseum,,,,,,,,,,,,,,,,agencies_eures
post@tromsooutdoor.no,Tromsooutdoor,,,,,,,,,,,,,,,,agencies_eures
nettredaktor@jus.uio.no,Jus,,,,,,,,,,,,,,,,agencies_eures
regine.krefting@manpower.no,AIRBUS DEFENCE AND SPACE GMBH,,,,,,,,,,,,,,,,agencies_eures
oddgeir.husoy@mmcfp.no,MMC FIRST PROCESS AS,,,,,,,,,,,,,,,,agencies_eures
post@ode.no,Ode,,,,,,,,,,,,,,,,agencies_eures
post@veoy.no,Veoy,,,,,,,,,,,,,,,,agencies_eures
post@caramba.no,Caramba,,,,,,,,,,,,,,,,agencies_eures
firmapost@fagskolen-innlandet.no,Fagskolen Innlandet,,,,,,,,,,,,,,,,agencies_eures
support@firesafe.no,Firesafe,,,,,,,,,,,,,,,,agencies_eures
post@forskningsetikk.no,Forskningsetikk,,,,,,,,,,,,,,,,agencies_eures
malin@lannisters.no,Lannisters,,,,,,,,,,,,,,,,agencies_eures
anders.robertsen@salmar.no,SALMAR FARMING AS,,,,,,,,,,,,,,,,agencies_eures
info@bravura-norge.no,Bravura Norge,,,,,,,,,,,,,,,,agencies_eures
postmottak@caa.no,Caa,,,,,,,,,,,,,,,,agencies_eures
joachim@lofotenbiomarine.no,Lofotenbiomarine,,,,,,,,,,,,,,,,agencies_eures
post@osloautosalg.no,Osloautosalg,,,,,,,,,,,,,,,,agencies_eures
post@publiq.no,Publiq,,,,,,,,,,,,,,,,agencies_eures
pal@elfo.no,ELFO S.R.L.,,,,,,,,,,,,,,,,agencies_eures
bedriftskunde@plantasjen.no,Plantasjen,,,,,,,,,,,,,,,,agencies_eures
post@nor-log.no,Nor Log,,,,,,,,,,,,,,,,agencies_eures
post@all10.no,All10,,,,,,,,,,,,,,,,agencies_eures
post@e4p.no,E4P,,,,,,,,,,,,,,,,agencies_eures
porsangerkommune@porsanger.kommune.no,Porsanger,,,,,,,,,,,,,,,,agencies_eures
rune@moyo.no,Moyo,,,,,,,,,,,,,,,,agencies_eures
booking@geiloskiskole.no,Geiloskiskole,,,,,,,,,,,,,,,,agencies_eures
post@hallgruppen.no,Hallgruppen,,,,,,,,,,,,,,,,agencies_eures
post@tos.no,Tos,,,,,,,,,,,,,,,,agencies_eures
richard.hovdsveen@prokom.no,Prokom,,,,,,,,,,,,,,,,agencies_eures
trond@funpubtromso.no,Funpubtromso,,,,,,,,,,,,,,,,agencies_eures
post@suphankitchen.no,Suphankitchen,,,,,,,,,,,,,,,,agencies_eures
paulb@nupi.no,NORSK UTENRIKSPOLITISK INSTITUTT,,,,,,,,,,,,,,,,agencies_eures
support@cares.no,Cares,,,,,,,,,,,,,,,,agencies_eures
endre@norfacility.no,Norfacility,,,,,,,,,,,,,,,,agencies_eures
gry@aksessbemanning.no,Aksessbemanning,,,,,,,,,,,,,,,,agencies_eures
post@psw.no,Psw,,,,,,,,,,,,,,,,agencies_eures
butikk@clinique-helene.no,Clinique Helene,,,,,,,,,,,,,,,,agencies_eures
servicesenter@forsvarsbygg.no,Forsvarsbygg,,,,,,,,,,,,,,,,agencies_eures
info@glowhousebeauty.no,Glowhousebeauty,,,,,,,,,,,,,,,,agencies_eures
jorn.madsen@bautautvikling.no,Bautautvikling,,,,,,,,,,,,,,,,agencies_eures
post@letsclean.no,Letsclean,,,,,,,,,,,,,,,,agencies_eures
post@vizir.no,Vizir,,,,,,,,,,,,,,,,agencies_eures
post@afk.no,Afk,,,,,,,,,,,,,,,,agencies_eures
l.haaland@auto2000.no,AUTO 2000 S.R.L,,,,,,,,,,,,,,,,agencies_eures
post@fellesforbundet.no,Fellesforbundet,,,,,,,,,,,,,,,,agencies_eures
post@bengtsbistro.no,Bengtsbistro,,,,,,,,,,,,,,,,agencies_eures
din@epostadresse.no,Epostadresse,,,,,,,,,,,,,,,,agencies_eures
post@nettpartner.no,Nettpartner,,,,,,,,,,,,,,,,agencies_eures
bordbestilling@kullt.no,Kullt,,,,,,,,,,,,,,,,agencies_eures
tips@dagensmedisin.no,Dagensmedisin,,,,,,,,,,,,,,,,agencies_eures
m.g.markussen@khm.uio.no,Universitetet i Oslo,,,,,,,,,,,,,,,,agencies_eures
joachim.kahler@nofence.no,Nofence,,,,,,,,,,,,,,,,agencies_eures
sit.kafe.kalvskinnet@sit.no,Sit,,,,,,,,,,,,,,,,agencies_eures
figura@protex.no,Protex,,,,,,,,,,,,,,,,agencies_eures
administrasjon@lindbak.no,Lindbak,,,,,,,,,,,,,,,,agencies_eures
bord@theatercafeen.no,Theatercafeen,,,,,,,,,,,,,,,,agencies_eures
hei@nationaltheatret.no,Nationaltheatret,,,,,,,,,,,,,,,,agencies_eures
post@lapasteria.no,Lapasteria,,,,,,,,,,,,,,,,agencies_eures
iwona.paterka@stodig.no,COLUMBIA STÖDIG POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,,,,,,,,,,,,,agencies_eures
abt@kvinesdalsparebank.no,Kvinesdalsparebank,,,,,,,,,,,,,,,,agencies_eures
support@samey.no,Samey,,,,,,,,,,,,,,,,agencies_eures
bestill@greenerfood.no,Greenerfood,,,,,,,,,,,,,,,,agencies_eures
post@mekle.no,Mekle,,,,,,,,,,,,,,,,agencies_eures
noen@eksempel.no,Eksempel,,,,,,,,,,,,,,,,agencies_eures
support@lovdata.no,Lovdata,,,,,,,,,,,,,,,,agencies_eures
u003enettredaktor@bufdir.no,Bufdir,,,,,,,,,,,,,,,,agencies_eures
delelager@altamotorsenter.no,Altamotorsenter,,,,,,,,,,,,,,,,agencies_eures
johan.vogt@people.no,PEOPLE S.R.L.,,,,,,,,,,,,,,,,agencies_eures
post@skistuahemsedal.no,Skistuahemsedal,,,,,,,,,,,,,,,,agencies_eures
companymail@gard.no,Gard,,,,,,,,,,,,,,,,agencies_eures
contact@inflowcontrol.no,Inflowcontrol,,,,,,,,,,,,,,,,agencies_eures
post@asfaltspesialisten.no,Asfaltspesialisten,,,,,,,,,,,,,,,,agencies_eures
kamila@safebemanning.no,Safebemanning,,,,,,,,,,,,,,,,agencies_eures
post@ragnashage.no,Ragnashage,,,,,,,,,,,,,,,,agencies_eures
firmapost@elteco.no,Elteco,,,,,,,,,,,,,,,,agencies_eures
post@eurox.no,Eurox,,,,,,,,,,,,,,,,agencies_eures
jostein@simula.no,SIMULA RESEARCH LABORATORY AS,,,,,,,,,,,,,,,,agencies_eures
post@ovgj.no,Ovgj,,,,,,,,,,,,,,,,agencies_eures
post@prosjektvask.no,Prosjektvask,,,,,,,,,,,,,,,,agencies_eures
e-post@kautokeino.kommune.no,Kautokeino,,,,,,,,,,,,,,,,agencies_eures
postmottak@aal.kommune.no,Aal,,,,,,,,,,,,,,,,agencies_eures
salg@glassmester1.no,Glassmester1,,,,,,,,,,,,,,,,agencies_eures
post@stefanus.no,Stefanus,,,,,,,,,,,,,,,,agencies_eures
ordre@dogman.no,Dogman,,,,,,,,,,,,,,,,agencies_eures
post@futurabowling.no,Futurabowling,,,,,,,,,,,,,,,,agencies_eures
office@lkhjelle.no,Lkhjelle,,,,,,,,,,,,,,,,agencies_eures
andrew@norskavvikling.no,Norskavvikling,,,,,,,,,,,,,,,,agencies_eures
post@finsadal.no,Finsadal,,,,,,,,,,,,,,,,agencies_eures
terje.gausen@moller.no,Moller,,,,,,,,,,,,,,,,agencies_eures
kunde@cloudconnection.no,Cloudconnection,,,,,,,,,,,,,,,,agencies_eures
post@invo.no,Invo,,,,,,,,,,,,,,,,agencies_eures
smn@smn.no,Smn,,,,,,,,,,,,,,,,agencies_eures
postmottak@overhalla.kommune.no,Overhalla,,,,,,,,,,,,,,,,agencies_eures
irene@grannar.no,Grannar,,,,,,,,,,,,,,,,agencies_eures
post@northgroup.no,Northgroup,,,,,,,,,,,,,,,,agencies_eures
post@hahus.no,Hahus,,,,,,,,,,,,,,,,agencies_eures
kjell.skartseterhagen@nittedal.kirken.no,Nittedal,,,,,,,,,,,,,,,,agencies_eures
post@blueday.no,Blueday,999326269,27.900,Produksjon av annet elektrisk utstyr,SANDNES,Koppholen 20,51 88 21 11,,www.blueday.no,,,T4,,,,,agencies_eures
tor.morten@nordanlegg.no,Nordanlegg,976469399,41.000,Oppføring av bygninger,BODØ,Rauds gate 15,75 55 88 00,,www.nordanlegg.no,,,T4,,,,,agencies_eures
kundeservice@verisure.no,Verisure,997434366,43.210,Elektrisk installasjonsarbeid,OSLO,Drammensveien 211,06010,,verisure.no,,,T4,,,,,agencies_eures
post@alfaenergi.no,Alfaenergi,996378640,43.220,VVS-arbeid,VIKESÅ,Vikesåbakkane 31,004791759185,,www.alfaenergi.no,,,T4,,,,,agencies_eures
post@turnor.no,Turnor,976591755,46.640,Engroshandel med maskiner og utstyr ellers,OSLO,Lindeberg næringsvei 18,907 02 074,,www.turnor.no,,,T4,,,,,agencies_eures
johs@dekkservicevest.no,Dekkservicevest,933203255,47.810,Detaljhandel med motorvogner,HUSNES,Onarheimslio 204,905 53 980,,,,,T4,,,,,agencies_eures
johs@dekkservicevest.no,Dekkservicevest,933203255,47.810,Detaljhandel med motorvogner,HUSNES,Onarheimslio 204,905 53 980,,,,,T4,,,,,agencies_eures
hei@oktoberlogistikk.no,Oktoberlogistikk,927002213,49.410,Godstransport på vei,BRYNE,Vesthagen 4,51 22 29 90,,www.oktoberlogistikk.no,,,T4,,,,,agencies_eures
post@fonnesshipping.no,Fonnesshipping,993283452,50.202,Innenriks sjøfart med gods,FONNES,Fonnes,56 16 82 40,,www.fonnesshipping.no,,,T4,,,,,agencies_eures
post@fonnesshipping.no,Fonnesshipping,993283452,50.202,Innenriks sjøfart med gods,FONNES,Fonnes,56 16 82 40,,www.fonnesshipping.no,,,T4,,,,,agencies_eures
post@sularorbuer.no,Sularorbuer,992135336,55.200,Drift av vandrerhjem og ferieleiligheter,SULA,Følingsveien 22,90112310,,www.sularorbuer.no,,,T4,,,,,agencies_eures
post@sularorbuer.no,Sularorbuer,992135336,55.200,Drift av vandrerhjem og ferieleiligheter,SULA,Følingsveien 22,90112310,,www.sularorbuer.no,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,931496204,68.110,Kjøp og salg av egen fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,931496204,68.110,Kjøp og salg av egen fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,931496204,68.110,Kjøp og salg av egen fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,931496204,68.110,Kjøp og salg av egen fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,931496204,68.110,Kjøp og salg av egen fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
firmapost@berland-bygg.no,Berland Bygg,984940793,68.120,Utvikling og salg av byggeprosjekter,BERGEN,Kanalveien 66,55 94 22 00,,www.berland-bygg.no,,,T4,,,,,agencies_eures
firmapost@berland-bygg.no,Berland Bygg,984940793,68.120,Utvikling og salg av byggeprosjekter,BERGEN,Kanalveien 66,55 94 22 00,,www.berland-bygg.no,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,896947222,68.120,Utvikling og salg av byggeprosjekter,JESSHEIM,Aktivitetsvegen 2,63 94 62 50,,,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,896947222,68.120,Utvikling og salg av byggeprosjekter,JESSHEIM,Aktivitetsvegen 2,63 94 62 50,,,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,896947222,68.120,Utvikling og salg av byggeprosjekter,JESSHEIM,Aktivitetsvegen 2,63 94 62 50,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,922896852,68.200,Utleie av egen eller leid fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,922896852,68.200,Utleie av egen eller leid fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,922896852,68.200,Utleie av egen eller leid fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,922896852,68.200,Utleie av egen eller leid fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
post@corvita.no,Corvita,922896852,68.200,Utleie av egen eller leid fast eiendom,OSLO,Lilleakerveien 8,46 80 17 00,,,,,T4,,,,,agencies_eures
astrup@astrup.no,Astrup,995944057,68.200,Utleie av egen eller leid fast eiendom,OSLO,Haavard Martinsens vei 34,22 79 15 00,,,,,T4,,,,,agencies_eures
astrup@astrup.no,Astrup,995944057,68.200,Utleie av egen eller leid fast eiendom,OSLO,Haavard Martinsens vei 34,22 79 15 00,,,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,878620852,68.200,Utleie av egen eller leid fast eiendom,JESSHEIM,Aktivitetsvegen 2,63 94 62 50,,www.laringsverkstedet.no,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,878620852,68.200,Utleie av egen eller leid fast eiendom,JESSHEIM,Aktivitetsvegen 2,63 94 62 50,,www.laringsverkstedet.no,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,878620852,68.200,Utleie av egen eller leid fast eiendom,JESSHEIM,Aktivitetsvegen 2,63 94 62 50,,www.laringsverkstedet.no,,,T4,,,,,agencies_eures
post@langsetsolutions.no,Langsetsolutions,924285265,68.200,Utleie av egen eller leid fast eiendom,MOLDE,Gammelseterlia 5,71 21 48 80,,www.langsetsolutions.no,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,925335894,68.200,Utleie av egen eller leid fast eiendom,OSLO,Kronprinsens gate 17,,,,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,925335894,68.200,Utleie av egen eller leid fast eiendom,OSLO,Kronprinsens gate 17,,,,,,T4,,,,,agencies_eures
kontor@laringsverkstedet.no,Laringsverkstedet,925335894,68.200,Utleie av egen eller leid fast eiendom,OSLO,Kronprinsens gate 17,,,,,,T4,,,,,agencies_eures
post@espira.no,Espira,990050937,68.200,Utleie av egen eller leid fast eiendom,AVALDSNES,Helganesvegen 47,52 84 50 20,,www.espira.no,,,T4,,,,,agencies_eures
post@espira.no,Espira,990050937,68.200,Utleie av egen eller leid fast eiendom,AVALDSNES,Helganesvegen 47,52 84 50 20,,www.espira.no,,,T4,,,,,agencies_eures
post@sularorbuer.no,Sularorbuer,936117813,68.200,Utleie av egen eller leid fast eiendom,SULA,Følingsveien 22,72 44 64 00,,www.sularorbuer.no,,,T4,,,,,agencies_eures
post@sularorbuer.no,Sularorbuer,936117813,68.200,Utleie av egen eller leid fast eiendom,SULA,Følingsveien 22,72 44 64 00,,www.sularorbuer.no,,,T4,,,,,agencies_eures
post@gjovik-boligstiftelse.no,Gjovik Boligstiftelse,977542618,68.200,Utleie av egen eller leid fast eiendom,GJØVIK,"c/o Gjøvik Boligstiftelse
Storgata 14",400 20 515,,,,,T4,,,,,agencies_eures
post@gjovik-boligstiftelse.no,Gjovik Boligstiftelse,977542618,68.200,Utleie av egen eller leid fast eiendom,GJØVIK,"c/o Gjøvik Boligstiftelse
Storgata 14",400 20 515,,,,,T4,,,,,agencies_eures
postmottak@nordrefollo.kommune.no,Nordrefollo,951872644,68.200,Utleie av egen eller leid fast eiendom,SKI,Idrettsveien 10,64 87 87 00,,www.nordrefollo.kommune.no,,,T4,,,,,agencies_eures
booking@skeikampenbooking.no,Skeikampenbooking,983519113,68.320,Eiendomsforvaltning på oppdrag,SVINGVOLL,Slåseterlia 2,61 22 80 00,,www.skeikampenbooking.no,,,T4,,,,,agencies_eures
post@trysilfjell.no,Trysilfjell,936286534,68.320,Eiendomsforvaltning på oppdrag,TRYSIL,Velkomstvegen 43,62 45 40 00,,www.trysilfjell.no,,,T4,,,,,agencies_eures
post@trysilfjell.no,Trysilfjell,936286534,68.320,Eiendomsforvaltning på oppdrag,TRYSIL,Velkomstvegen 43,62 45 40 00,,www.trysilfjell.no,,,T4,,,,,agencies_eures
post@unis.no,Unis,997776097,72.100,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,LONGYEARBYEN,Vei 231 1,79 02 33 00,,,,,T4,,,,,agencies_eures
svein@effectbemanning.no,Effectbemanning,988769177,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,TRONDHEIM,Thomas Angells gate 22,73 50 22 90,,,,,T4,,,,,agencies_eures
post@people.no,People,916495005,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,OSLO,Ekebergveien 233,69 39 99 41,,www.people.no,,,T4,,,,,agencies_eures
post@people.no,People,916495005,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,OSLO,Ekebergveien 233,69 39 99 41,,www.people.no,,,T4,,,,,agencies_eures
post@people.no,People,994638041,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,OSLO,Ekebergveien 233,22 91 99 00,,www.people.no,,,T4,,,,,agencies_eures
post@people.no,People,994638041,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,OSLO,Ekebergveien 233,22 91 99 00,,www.people.no,,,T4,,,,,agencies_eures
post@renalti.no,Renalti,935881366,81.210,Rengjøring av bygninger,LAKSEVÅG,Bakken 3,972 53 758,,www.renalti.no,,,T4,,,,,agencies_eures
