email,contact_name,company,country,city,sector,source
hoyde-assistanse@liftservice.no,,HØYDEASSISTANSE AS,NO,JESSHEIM,NORWAY_OIL,norway_campaign_oil
audun@reiersen.as,,REIERSEN HOLDING AS,NO,KOLBOTN,NORWAY_OIL,norway_campaign_oil
pernarmo@broadpark.no,,NARMO ELTAVLER OG SERVICE,NO,GRONG,NORWAY_OIL,norway_campaign_oil
kjell@trinnlyd.no,,KJELL SVEISTRUP,NO,SKAUN,NORWAY_OIL,norway_campaign_oil
a.rehany2013@gmail.com,,BOOKKEEPERS GROUP AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
ottaringe@epost.no,,OTTAR INGE RAMSTAD,NO,RENNEBU,NORWAY_OIL,norway_campaign_oil
firmapost@sprengning.no,,SPRENGNINGSTEKNIKK AS,NO,NESTTUN,NORWAY_OIL,norway_campaign_oil
janalek@online.no,,ALEKSANDERSEN JAN,NO,AULI,NORWAY_OIL,norway_campaign_oil
knut.sorby58@gmail.com,,SØRBYS-ELEKTRISKE,NO,ARENDAL,NORWAY_OIL,norway_campaign_oil
info@nordicjobsworldwide.com,,NORDIC JOBS WORLDWIDE AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@danorelektro.no,,DANOR ELEKTRO AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
atle45geirg@gmail.com,,GEIR-ATLE GRANLI,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@boligalarm.as,,BOLIGALARM AS,NO,LEKNES,NORWAY_OIL,norway_campaign_oil
stale.tysseland@lyse.net,,TYSSELAND BÅTSERVICE,NO,SANDNES,NORWAY_OIL,norway_campaign_oil
thgrue@online.no,,GJERDRUM IDRETTSPARK SA,NO,GJERDRUM,NORWAY_OIL,norway_campaign_oil
hanif@live.no,,SIGNALTEKNISKE AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@rjukan-vvs.no,,RJUKAN VVS & ELEKTRO AS,NO,RJUKAN,NORWAY_OIL,norway_campaign_oil
post@lindsethmaskin.no,,LINDSETH MASKIN AS,NO,HOF,NORWAY_OIL,norway_campaign_oil
morten.fallingen@hebb.no,,MORTEN FALLINGEN,NO,GRINDVOLL,NORWAY_OIL,norway_campaign_oil
post@nsg.as,,NSG GROUP AS,NO,RÅDE,NORWAY_OIL,norway_campaign_oil
tore.wisth@BYGG.NTNU.NO,,TORE WISTH,NO,TRONDHEIM,NORWAY_OIL,norway_campaign_oil
info@ohmnia-services.com,,OHMNIA SERVICES NUF,NO,1471 KØBENHAVN K,NORWAY_OIL,norway_campaign_oil
tomasvai08@gmail.com,,TOMAS BYGG V/TOMAS VAICIULIS,NO,HAMAR,NORWAY_OIL,norway_campaign_oil
post@midtgard.com,,MIDTGARD DATA ANS,NO,SPARBU,NORWAY_OIL,norway_campaign_oil
trond.steinsbo@gmail.com,,VAKSDAL VARME OG SANITÆR AS,NO,VAKSDAL,NORWAY_OIL,norway_campaign_oil
info@egofirmus.it,,EGOFIRMUS NUF,NO,LT-50204 Kaunas,NORWAY_OIL,norway_campaign_oil
loj@tmseurope.nl,,TMS NORDIC AS,NO,TISTEDAL,NORWAY_OIL,norway_campaign_oil
itc@oyl.no,,KEY TEC - JOHAN NÆSS,NO,HOLMESTRAND,NORWAY_OIL,norway_campaign_oil
wbla@c2i.nett,,WIBLA AS,NO,FYLLINGSDALEN,NORWAY_OIL,norway_campaign_oil
krickan_truk@hotmail.com,,ETTONÅSEN MALERFIRMA OG HAGEGARTNER Hans Gunnar Fredrik Pehrsson,NO,HOLTER,NORWAY_OIL,norway_campaign_oil
sebastian.siemieniec@gmail.com,,SIEMIENIEC OPPUSSING,NO,OSLO,NORWAY_OIL,norway_campaign_oil
terenger@online.no,,MALERFIRMA TERJE ENGER,NO,HØNEFOSS,NORWAY_OIL,norway_campaign_oil
rogermelling@outlook.com,,ELLINGSEN GULVSTØP,NO,HOLMSBU,NORWAY_OIL,norway_campaign_oil
firmapost@sapeg.no,,SAPEG AS,NO,TILLER,NORWAY_OIL,norway_campaign_oil
firve@online.no,,FRODES TAKSERVICE FRODE IVERSEN,NO,TROMSDALEN,NORWAY_OIL,norway_campaign_oil
tom@skorsteinsrehab.no,,ROMERIKE TAK OG BLIKK AS,NO,NITTEDAL,NORWAY_OIL,norway_campaign_oil
post@lipekmalerservice.no,,LIPEK MALERSERVICE AS,NO,HEIMDAL,NORWAY_OIL,norway_campaign_oil
ronnymur@gmail.com,,RISNES SERVICES,NO,ØVREBØ,NORWAY_OIL,norway_campaign_oil
daniel.windysz@wp.pl,,DANIEL'S TAK OG BYGGSERVICE AS,NO,SKIEN,NORWAY_OIL,norway_campaign_oil
joerge_steen@hotmail.com,,JØRGEN STEEN,NO,HUSBYSJØEN,NORWAY_OIL,norway_campaign_oil
post@fjordcage.no,,FJORDCAGE AS,NO,VADSØ,NORWAY_OIL,norway_campaign_oil
post@stangeasfalt.no,,RENTCO AS,NO,STANGE,NORWAY_OIL,norway_campaign_oil
vidar@-asrorlegger.no,,AS RØRLEGGER,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@brekkemaskin.no,,BREKKE MASKIN AS,NO,HOLMESTRAND,NORWAY_OIL,norway_campaign_oil
pernillek90@hotmail.com,,PERNILLE KLUBBENES,NO,YVEN,NORWAY_OIL,norway_campaign_oil
wawrowski15091980@gmail.com,,MR KRZYS WAWROWSKI,NO,VÅLER I SOLØR,NORWAY_OIL,norway_campaign_oil
info@rvrecruitment.net,,RVBUILDING & RECRUITMENT OÜ NUF,NO,EE-11415 TALLINN,NORWAY_OIL,norway_campaign_oil
dag@sig-halvorsen.no,,TEQVA GRUPPEN AS,NO,SANDNES,NORWAY_OIL,norway_campaign_oil
post@villasol.no,,VILLA MONTASJE AS,NO,SVENE,NORWAY_OIL,norway_campaign_oil
post@huseogberg.no,,HUSE & BERG AS,NO,FORNEBU,NORWAY_OIL,norway_campaign_oil
oddbjorn2000@hotmail.com,,STRØMMEN SERVICE,NO,BERGEN,NORWAY_OIL,norway_campaign_oil
kasimv0@gmail.com,,VIKING MALER VURAL,NO,SKIEN,NORWAY_OIL,norway_campaign_oil
petter@malermesterne.no,,MALERMESTER BRODAHL AS,NO,JAR,NORWAY_OIL,norway_campaign_oil
kenneth.pettersen@lyse.net,,TAK-SERVICE KENNETH PETTERSEN,NO,HOMMERSÅK,NORWAY_OIL,norway_campaign_oil
normundsplucis@gmail.com,,SNEKKER NORMUNDS PLUCIS,NO,ENGENES,NORWAY_OIL,norway_campaign_oil
v.voracek.trd@gmail.com,,VORACEK - REN SMIE,NO,LENSVIK,NORWAY_OIL,norway_campaign_oil
tyo@tyo-automation.com,,TYO AUTOMATION ÅLESUND AS,NO,ÅLESUND,NORWAY_OIL,norway_campaign_oil
gpr@gp-rekruttering.no,,GUNDER & PERS REKRUTTERING AS,NO,DRAMMEN,NORWAY_OIL,norway_campaign_oil
edvinasrauktys@gmail.com,,EDVINAS RAUKTYS,NO,FETSUND,NORWAY_OIL,norway_campaign_oil
post@sb-pettersen.no,,S B PETTERSEN ELEKTRO AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
frantzenmask@yahoo.no,,FRANTZEN MASKINSTASJON AS,NO,FOSNAVÅG,NORWAY_OIL,norway_campaign_oil
egil.moene@oppdal.com,,EGILS SNEKKERBOD V/EGIL OLAV MOENE,NO,OPPDAL,NORWAY_OIL,norway_campaign_oil
e.stein@lyse.net,,STEIN MASKIN & TRANSPORT AS,NO,JØRPELAND,NORWAY_OIL,norway_campaign_oil
post@deas.as,,DOKKA ENTREPRENØR AS,NO,DOKKA,NORWAY_OIL,norway_campaign_oil
robin.mikkelsen@live.no,,TOFTUM TØRRMURING AS,NO,FYLLINGSDALEN,NORWAY_OIL,norway_campaign_oil
post@lilleskogforskaling.no,,LILLESKOG FORSKALING AS,NO,SKJOLDASTRAUMEN,NORWAY_OIL,norway_campaign_oil
gskutle@gmail.com,,SKUTLE ELEKTRONIKK SERVICE,NO,NESTTUN,NORWAY_OIL,norway_campaign_oil
roy@byggoghandtverk.no,,DIN BLIKKENSLAGER AS,NO,BRUMUNDDAL,NORWAY_OIL,norway_campaign_oil
rustfri.prodtek@gmail.com,,RUSTFRI PRODUKSJONSTEKNIKK AS,NO,NANNESTAD,NORWAY_OIL,norway_campaign_oil
post@haugvaldstad.no,,JOHN HAUGVALDSTAD AS,NO,STAVANGER,NORWAY_OIL,norway_campaign_oil
info@fragis.lt,,UAB FRAGIS LT NUF,NO,LT-44253 KAUNAS,NORWAY_OIL,norway_campaign_oil
jorgen@steinmoen.no,,MØBELSNEKKER JØRGEN SOMMERSTEN,NO,GOL,NORWAY_OIL,norway_campaign_oil
joakimryen@gmail.com,,JOAKIM RYEN,NO,RAKKESTAD,NORWAY_OIL,norway_campaign_oil
jorgen@pilarpersonell.no,,PILAR PEOPLE AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@msnidelv.no,,MS NIDELV AS,NO,ARENDAL,NORWAY_OIL,norway_campaign_oil
handymanmariusz@gmail.com,,HANDYMAN - MARIUSZ Mariusz Andrzej Swiecki,NO,DILLING,NORWAY_OIL,norway_campaign_oil
maya.ahmad73@yahoo.com,,MA SNEKKER OG MALERSERVICE ASAD,NO,NØTTERØY,NORWAY_OIL,norway_campaign_oil
bmiska@online.no,,BJARNE SKARSBØ,NO,HORDVIK,NORWAY_OIL,norway_campaign_oil
widar@wkirkeby.no,,JANIX IKT AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@brynbk.no,,BRYN BYGGKLIMA AS,NO,HVALSTAD,NORWAY_OIL,norway_campaign_oil
tor@igesund.as,,OPUS TEAM MIDSUND AS,NO,STRANDA,NORWAY_OIL,norway_campaign_oil
shipmanagement@wilsonship.no,,WILSON SHIP MANAGEMENT AS,NO,LAKSEVÅG,NORWAY_OIL,norway_campaign_oil
sidorovdykk@gmail.com,,SIDOROV YRKESDYKKER,NO,HUNDVÅG,NORWAY_OIL,norway_campaign_oil
oddyngve@gmail.com,,SMÅMOTOR & SERVICE ODD YNGVE PEDERSEN,NO,NANNESTAD,NORWAY_OIL,norway_campaign_oil
thomas@mandalelektro.no,,MANDAL ELEKTRO AS,NO,MANDAL,NORWAY_OIL,norway_campaign_oil
kjells@xi.no,,KJELL SVEINUNG RØYRHUS,NO,HELLESYLT,NORWAY_OIL,norway_campaign_oil
post@moer.no,,MOER INSTALLASJON AS,NO,TØNSBERG,NORWAY_OIL,norway_campaign_oil
torben.andvik@hotmail.com,,VESTLAND RØR & BYGG AS,NO,TERTNES,NORWAY_OIL,norway_campaign_oil
elektrohuse@online.no,,ELEKTROHUSE Gunnar Christian Huse,NO,ØVRE ÅRDAL,NORWAY_OIL,norway_campaign_oil
gerasimoskastrinakis@gmail.com,,KASTRINAKIS ANLEGG,NO,AVALDSNES,NORWAY_OIL,norway_campaign_oil
bbe-be@online.no,,BJØRN BERNTZ BÅT,NO,PORSGRUNN,NORWAY_OIL,norway_campaign_oil
firmapost@mesta.no,,MESTA AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
mergimshabanaj@hotmail.com,,AA MUR OG FLIS MERGIM SHABANAJ,NO,OSLO,NORWAY_OIL,norway_campaign_oil
olemskog@online.no,,SKOGHEIM EL. INSTALLASJON AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
aage@leth.no,,MURMESTER ÅGE LETH AS,NO,SANDEFJORD,NORWAY_OIL,norway_campaign_oil
salg@buskerudtraktor.no,,BT RECYCLING AS,NO,HOKKSUND,NORWAY_OIL,norway_campaign_oil
hagen-a@online.no,,HAGEN GJENVINNING AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
ovebraaten@gmail.com,,OBS MONTØREN SKOGENG,NO,TROMSØ,NORWAY_OIL,norway_campaign_oil
ophoff@wemail.no,,MALERFIRMA OLE- PETTER HOFF,NO,ASKIM,NORWAY_OIL,norway_campaign_oil
egmykl@gmail.com,,EGILS SNEKKERTJENESTER MYKLEBUST,NO,MOLDE,NORWAY_OIL,norway_campaign_oil
lars@elektrokonsult.no,,ELEKTROKONSULT AS,NO,LARVIK,NORWAY_OIL,norway_campaign_oil
sveingw@online.no,,BERG FJELLSPRENGING AS,NO,ANDEBU,NORWAY_OIL,norway_campaign_oil
firmapost@nansenelektro.no,,NANSEN ELEKTRO AS,NO,RUD,NORWAY_OIL,norway_campaign_oil
epost@betongbyggtrondelag.no,,BETONGBYGG TRØNDELAG AS,NO,TILLER,NORWAY_OIL,norway_campaign_oil
andreas.karlsen@vikenfiber.no,,KARLSEN SERVICE,NO,HØVIK,NORWAY_OIL,norway_campaign_oil
ku@jjuc.no,,TØNNEVOLDS REDERI AS,NO,GRIMSTAD,NORWAY_OIL,norway_campaign_oil
post@acvarme.no,,AC VARMEPUMPER AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
prodoorservice@outlook.com,,PRODOORSERVICE AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
liv-kvaa@frisurf.no,,BRØDRENE KVÅLE MASKIN DA,NO,EIKEN,NORWAY_OIL,norway_campaign_oil
yngve.gravdal@hotmail.com,,GRAVDAL ENK,NO,TRANBY,NORWAY_OIL,norway_campaign_oil
hansole75@c2i.net,,JOHANSENS MASKINISTSERVICE,NO,SKATVAL,NORWAY_OIL,norway_campaign_oil
post@ferderanlegg.no,,FÆRDER ANLEGG AS,NO,NØTTERØY,NORWAY_OIL,norway_campaign_oil
awarholm@hotmail.com,,WARHOLM TECHNOLOGIES,NO,FOSNAVÅG,NORWAY_OIL,norway_campaign_oil
terje@sortland.frisurf.no,,AUTOSYSTEM Terje Hansen,NO,SORTLAND,NORWAY_OIL,norway_campaign_oil
post@xervon.no,,XERVON NORWAY AS,NO,LØRENSKOG,NORWAY_OIL,norway_campaign_oil
steinar@tjome-el.no,,TJØME EL-INSTALLASJON AS,NO,TJØME,NORWAY_OIL,norway_campaign_oil
jarle@fageksperten.no,,FAGEKSPERTEN AS,NO,FAGERSTRAND,NORWAY_OIL,norway_campaign_oil
dan.lillegaard1@gmail.com,,DAN LILLEGÅRD,NO,VINTERBRO,NORWAY_OIL,norway_campaign_oil
fix4you@yahoo.no,,BYGGSERVICE ANDRZEJEWSKI,NO,HEGGEDAL,NORWAY_OIL,norway_campaign_oil
mushroom.is.mega@gmail.com,,EMIL FOSSHEIM,NO,TRONDHEIM,NORWAY_OIL,norway_campaign_oil
figvedms@gmail.com,,FIGVED MULTISERVICE,NO,NÆRBØ,NORWAY_OIL,norway_campaign_oil
magne.norshus@sandefjordbredband.net,,MAGNE NORSHUS,NO,SANDEFJORD,NORWAY_OIL,norway_campaign_oil
nikolaiandr@gmail.com,,NIKOLAI ANDREASSEN,NO,VIKEDAL,NORWAY_OIL,norway_campaign_oil
firmapost@yit.no,,YIT INFRA NORGE AS,NO,BERGEN,NORWAY_OIL,norway_campaign_oil
jarle@jabramaskin.no,,JABRA MASKIN AS,NO,BAGN,NORWAY_OIL,norway_campaign_oil
post@sverrehavik.no,,SVERRE HAVIK AS,NO,SPILLUM,NORWAY_OIL,norway_campaign_oil
svetlana.pedersen@ecitintunor.no,,SVEREK AB,NO,SE-118 29 STOCKHOLM,NORWAY_OIL,norway_campaign_oil
helle@geriangerfjord.no,,GEIRANGER FJORDSERVICE AS,NO,GEIRANGER,NORWAY_OIL,norway_campaign_oil
ef@advfollegg.no,,EVINOR AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@baatreppen.no,,BÅTREPPEN AS,NO,KOLBJØRNSVIK,NORWAY_OIL,norway_campaign_oil
casph@frisurf.no,,CASPER HJELL AS,NO,KRÅKSTAD,NORWAY_OIL,norway_campaign_oil
post@dsrv.no,,DS RØR & VARME AS,NO,KLÆBU,NORWAY_OIL,norway_campaign_oil
oeprest@gmail.com,,ODD EIRIK PRESTEGÅRD,NO,ETNE,NORWAY_OIL,norway_campaign_oil
rain.nuka@hekotek.ee,,HEKOTEK NORGE AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
audun.bekkelund@vialto.com,,BOLIDEN KOKKOLA OY,NO,FI-67900 KOKKOLA,NORWAY_OIL,norway_campaign_oil
firevegger@gmail.com,,FIRE VEGGER AS,NO,LØRENSKOG,NORWAY_OIL,norway_campaign_oil
askeladden2001@gmail.com,,ASK MARTENS,NO,HØLEN,NORWAY_OIL,norway_campaign_oil
firmapost@iversens-mekaniske.no,,IVERSENS MEKANISKE AS,NO,HALDEN,NORWAY_OIL,norway_campaign_oil
sim1_93@hotmail.com,,SIMEN ECKERMANN,NO,FLATEBY,NORWAY_OIL,norway_campaign_oil
ola@gjovaag.no,,OLA NORDHAMMER,NO,LUNDAMO,NORWAY_OIL,norway_campaign_oil
terje@malefryd.no,,MALEFRYD AS,NO,FETSUND,NORWAY_OIL,norway_campaign_oil
imwojtek@wp.pl,,BARAN BYGG,NO,RYGGE,NORWAY_OIL,norway_campaign_oil
marius@mariusnilsen.no,,ELMA PROSJEKT AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
lukaszmaciejewski45@gmail.com,,LUKAS HOLDING AS,NO,TRONDHEIM,NORWAY_OIL,norway_campaign_oil
kai@roer-os.no,,RØRLEGGERIET OS AS,NO,OS,NORWAY_OIL,norway_campaign_oil
btdokken@hotmail.no,,BJØRN TRYGVE DOKKEN,NO,REINLI,NORWAY_OIL,norway_campaign_oil
raulholtea2@gmail.com,,VESTLAND PREMIUM BYGG OG MALING R. HOLTEA,NO,BERGEN,NORWAY_OIL,norway_campaign_oil
haraldblytt67@gmail.com,,BLYTT ENERGI OG KLIMA KONSULT ANS,NO,RÅDAL,NORWAY_OIL,norway_campaign_oil
vegardbakkeli@outlook.com,,BAKKELI MASKINDRIFT,NO,SKREIA,NORWAY_OIL,norway_campaign_oil
zaba29@op.pl,,ZABA OPPUSSING,NO,DRAMMEN,NORWAY_OIL,norway_campaign_oil
tollef.carlsen@lyse.net,,MURMESTER TOLLEF CARLSEN AS,NO,KVERNALAND,NORWAY_OIL,norway_campaign_oil
tat@tofire.no,,TOFIRE AS,NO,KRISTIANSAND S,NORWAY_OIL,norway_campaign_oil
wm@askervvs.no,,ASKER VVS AS,NO,HVALSTAD,NORWAY_OIL,norway_campaign_oil
norway@eu.weatherford.com,,WEATHERFORD NORGE AS,NO,SANDNES,NORWAY_OIL,norway_campaign_oil
jtb@fusi.no,,JAN TERJE BERLANDSTVEIT,NO,EIKELANDSOSEN,NORWAY_OIL,norway_campaign_oil
tommyfagerheim@gmail.com,,FAGERHEIM MALERSERVICE,NO,BALLANGEN,NORWAY_OIL,norway_campaign_oil
oystein@emenergi.no,,EM ENERGI ØYSTEIN ELVEBAKK,NO,SANDNES,NORWAY_OIL,norway_campaign_oil
post@arcticdrilling.no,,ARCTIC DRILLING AS,NO,KAUTOKEINO,NORWAY_OIL,norway_campaign_oil
tenden_erik@hotmail.com,,ERIK TENDEN,NO,SKJÅK,NORWAY_OIL,norway_campaign_oil
spikkeland@outlook.com,,SPIKKELAND MASKINERING,NO,FINSLAND,NORWAY_OIL,norway_campaign_oil
post@techvvs.no,,RØREKSPERTEN AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@vnblikk.no,,VIDAR NILSEN BLIKK OG BYGG AS,NO,HOLMESTRAND,NORWAY_OIL,norway_campaign_oil
ove.andersen@c2i.net,,OJA INVEST AS,NO,SKOGSVÅG,NORWAY_OIL,norway_campaign_oil
post@isomr.no,,ISOBYGG MØRE OG ROMSDAL AS,NO,VESTNES,NORWAY_OIL,norway_campaign_oil
rclaown@hotmail.com,,STEINARSRUD REPARASJON OG UTLEIE,NO,ULEFOSS,NORWAY_OIL,norway_campaign_oil
m-olu-ha@online.no,,EL-HANSSEN,NO,STONGLANDSEIDET,NORWAY_OIL,norway_campaign_oil
hot-so@online.no,,HANS OTTO SØRUM,NO,SKARE,NORWAY_OIL,norway_campaign_oil
ingebrigtg@gmail.com,,INGEBRIGT GRIMSMO,NO,LONGYEARBYEN,NORWAY_OIL,norway_campaign_oil
agerbo@online.no,,SEA MASKIN Svend Erik Agerbo,NO,TORØD,NORWAY_OIL,norway_campaign_oil
labraks-anleggspartner@gmail.com,,ANLEGGSPARTNER AS,NO,BØNES,NORWAY_OIL,norway_campaign_oil
haasbjornhus@hotmail.com,,HANS ANDERS ASBJØRNHUS,NO,VIKERSUND,NORWAY_OIL,norway_campaign_oil
post@pecus.no,,PECUS AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
dagfinnvoreland@outlook.com,,BYGGMESTER DAGFINN VORELAND,NO,VENNESLA,NORWAY_OIL,norway_campaign_oil
ole.torp@ragnartorp.no,,MALERMESTER RAGNAR TORP AS,NO,KJELLER,NORWAY_OIL,norway_campaign_oil
jaktkvarberg@hotmail.com,,KVARBERG KRISTIAN,NO,ÅSMARKA,NORWAY_OIL,norway_campaign_oil
tord@tlmek.no,,T.L MEK AS,NO,INGEBERG,NORWAY_OIL,norway_campaign_oil
jjm@jemcoexecutive.no,,JEMCO EXECUTIVE AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
janurdal@gmail.com,,24/7 RØRLEGGER ENERGI OG MILJØ SELSKAP AKERSHUS OSLO URDAL,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@orkdalmaskinering.no,,ORKDAL MASKINERING AS,NO,EGGKLEIVA,NORWAY_OIL,norway_campaign_oil
afw@mfv.no,,MODERNE FORMVERKSTED AS,NO,MOSS,NORWAY_OIL,norway_campaign_oil
joakim.myrseth@yahoo.com,,JOAKIM MYRSETH,NO,STAMSUND,NORWAY_OIL,norway_campaign_oil
ee3157@online.no,,KJETIL AASEN ECKDAHL,NO,BARKÅKER,NORWAY_OIL,norway_campaign_oil
irenovering@gmail.com,,INTER-MONT Robert Marcin Baranowski,NO,OSLO,NORWAY_OIL,norway_campaign_oil
saetreservices@outlook.com,,SÆTRE SERVICES,NO,HAUGESUND,NORWAY_OIL,norway_campaign_oil
k_boge@hotmail.no,,KB MASKIN KENNETH BOGE,NO,EIDFJORD,NORWAY_OIL,norway_campaign_oil
d-stra@online.no,,KMS STRASBURG,NO,VESTFOSSEN,NORWAY_OIL,norway_campaign_oil
werstad@msn.com,,KROGS MASKIN OG DRIFT AS,NO,HØYLANDET,NORWAY_OIL,norway_campaign_oil
terjeulvb@gmail.com,,TERJE ULVESTAD BERSÅS,NO,BERGEN,NORWAY_OIL,norway_campaign_oil
cke.hagen@outlook.com,,JANNICKE HAGEN,NO,BYBRUA,NORWAY_OIL,norway_campaign_oil
franknordheim@hotmail.com,,HÅNDVERKER NORDHEIM,NO,LARVIK,NORWAY_OIL,norway_campaign_oil
aed@elsik.no,,ELSIKKERHET NORD AS,NO,TROMSØ,NORWAY_OIL,norway_campaign_oil
post@efjrorservice.no,,E.F. JIMENEZ RØRSERVICE AS,NO,HORTEN,NORWAY_OIL,norway_campaign_oil
rjukanmurogflisas@hotmail.com,,RJUKAN MUR & FLIS AS,NO,RJUKAN,NORWAY_OIL,norway_campaign_oil
tfrodre@online.no,,TRAKTOR TERJE AS,NO,TANA,NORWAY_OIL,norway_campaign_oil
dag@halvorsenelektriske.no,,HALVORSEN ELEKTRISKE AS,NO,ÅMLI,NORWAY_OIL,norway_campaign_oil
steneostre@hotmail.com,,AKTIVT AS,NO,SPONGDAL,NORWAY_OIL,norway_campaign_oil
vicr@online.no,,VICTOR ROSENLUND AS,NO,STAVSJØ,NORWAY_OIL,norway_campaign_oil
firmapost@atomelektro.no,,ATOM ELEKTRO AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
post@fluidstaffing.no,,FLUID STAFFING AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
leif.christian.94@gmail.com,,MØNNICH ENERGI,NO,TINGVATN,NORWAY_OIL,norway_campaign_oil
rune@korneliussen.com,,RK REHABILITERING RUNE KARL IVAR KORNELIUSSEN,NO,ANKENES,NORWAY_OIL,norway_campaign_oil
svevaaga@online.no,,VÅGA GRAVING OG TRANSPORT,NO,SVEIO,NORWAY_OIL,norway_campaign_oil
jan@karmoydykk.com,,PROFF DYKK AS,NO,TORVASTAD,NORWAY_OIL,norway_campaign_oil
tore.ludviksen@xi.no,,LUDE AS,NO,SYKKYLVEN,NORWAY_OIL,norway_campaign_oil
post@billkvam-fagerhaug.no,,BILLKVAM & FAGERHAUG AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
alex.siaiei@gmail.com,,GABRIEL-EUGEN CONSTANTIN BYGG & ANLEGG,NO,OSLO,NORWAY_OIL,norway_campaign_oil
tore-hj@online.no,,TORE HJELVIK,NO,BRATTVÅG,NORWAY_OIL,norway_campaign_oil
mladen1@live.no,,MALERFIRMA PELTEKOV,NO,VOSS,NORWAY_OIL,norway_campaign_oil
ronny@vaapenskjefte.no,,TORP VÅPENSERVICE,NO,ARNEBERG,NORWAY_OIL,norway_campaign_oil
r.jahnsenas@gmail.com,,JAHNSEN AS,NO,LYNGDAL,NORWAY_OIL,norway_campaign_oil
wlodek-kujawa@wp.pl,,WLODZIMIERZ KUJAWA EIENDOMSSERVICE,NO,KRÅKERØY,NORWAY_OIL,norway_campaign_oil
post@bpenergi.no,,BP ENERGI AS,NO,TROMSØ,NORWAY_OIL,norway_campaign_oil
helgeev@online.no,,INDUSTRIRØRLEGGERN AS,NO,HOV,NORWAY_OIL,norway_campaign_oil
brahimiafrim29@gmail.com,,AFRIM BRAHIMI,NO,SANDEFJORD,NORWAY_OIL,norway_campaign_oil
igors.dimitrijevs@gmail.com,,ID MALERTEAM DIMITRIJEVS,NO,HØNEFOSS,NORWAY_OIL,norway_campaign_oil
martin.tetlie02@gmail.com,,TETLIE MASKIN,NO,RISØYHAMN,NORWAY_OIL,norway_campaign_oil
post@feral.no,,FERAL HYDRAULIC AS,NO,MAGNOR,NORWAY_OIL,norway_campaign_oil
nkmkfb@gmail.com,,KITANI BYGG AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
tomsanne@online.no,,SANNE BETONGSAGING AS,NO,SKAMMESTEIN,NORWAY_OIL,norway_campaign_oil
daivydas2@gmail.com,,BYGGFIRMA VIRKETIS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
sverre.vold@online.no,,SVERRE VOLD,NO,BODØ,NORWAY_OIL,norway_campaign_oil
post@ecosogn.no,,ECOSOGN AS,NO,SOGNDAL,NORWAY_OIL,norway_campaign_oil
post@multiflis.no,,MULTIFLIS AS,NO,ARENDAL,NORWAY_OIL,norway_campaign_oil
odd.magne.brandal@gmail.com,,BRANDAL ELEKTRO,NO,HAREID,NORWAY_OIL,norway_campaign_oil
supermagna@home.no,,HOPSTAD HÅNDVERK,NO,BRANDSFJORD,NORWAY_OIL,norway_campaign_oil
borre.slett@gmail.com,,SLETTEBØ ELEKTRISKE AS,NO,KLØFTA,NORWAY_OIL,norway_campaign_oil
a_sandvik@hotmail.com,,SANDVIK MULTISERVICE,NO,RØROS,NORWAY_OIL,norway_campaign_oil
budsbergmaskin@gmail.com,,BUDSBERG MASKIN,NO,KVAM,NORWAY_OIL,norway_campaign_oil
didrikvols@hotmail.com,,NORWEGIAN WELDING SERVICE AS,NO,HAUGESUND,NORWAY_OIL,norway_campaign_oil
john@johnlothe.no,,LOTHE AUTOMATION,NO,FØRRESFJORDEN,NORWAY_OIL,norway_campaign_oil
mtk.hardanger@gmail.com,,MTK HARDANGER AS,NO,ODDA,NORWAY_OIL,norway_campaign_oil
firmapost@wawi.no,,WALTER WILHELMSEN AS,NO,KVALØYA,NORWAY_OIL,norway_campaign_oil
abadenn@gmx.de,,10/27 WORKS STEFFEN BUCH,NO,BØ I TELEMARK,NORWAY_OIL,norway_campaign_oil
post@rohms.no,,ROHMS AS,NO,OSLO,NORWAY_OIL,norway_campaign_oil
