company_name,cui,caen_code,caen_description,employees,turnover_ron,city,county,email,email_source,email_verified,phone,website
MOBILAIUD SRL,3756670,3109,Mobila,103,59355918,Municipiul Aiud,Alba,,,,+40258860174,
S.C. INAN IMPEX SRL.,9783747,1071,Industria alimentara,103,13127092,Municipiul Bacau,Bacau,inanimpex@yahoo.com,master_companies,true,+40234574580,
CISEROM SA,1772076,1431,Confectii,103,12602621,Municipiul Sebes,Alba,office@ciserom.ro,inferred,false,+40258732785,ciserom.ro
FACOS SA,714123,1013,Industria alimentara,103,28944835,"Sat Scheia, Comuna Scheia",Suceava,facos@facos.ro,master_companies,true,+40230526525,www.facos.ro
LEO SHOES S.R.L.,43926553,1520,Pielarie,103,7884186,Municipiul Hunedoara,Hunedoara,,,,,
PALMEX CM SRL,28419867,2511,Constructii metalice,103,54223707,Municipiul Galati,Galati,hr@palmex.ro,romania_food_distribution_contacts_20260314_97f4a0d3,true,+40755041251,
RODIAN INVEST SRL,23090797,2223,Cauciuc si mase plastice,103,57887779,"Sat Voicesti, Comuna Voicesti",Valcea,,,,+40751181868,
VIESSMANN TRANSILVANIA SRL,17758655,3240,Alte activitati industriale,103,20050081,Municipiul Targu Mures,Mures,,,,+40365804866,
GRAPHTEC DESIGN SRL,10440165,3101,Mobila,102,30239475,Municipiul Constanta,Constanta,hello@graphtec.ro,master_companies,true,+40241544818,www.graphtec.ro
COOPER STANDARD ROMANIA SRL,28922086,2932,Autovehicule,102,50687259,Municipiul Craiova,Dolj,,,,+40723475706,
FAIMAR SA,2943069,2341,Alte produse minerale nemetalice,102,10073003,Municipiul Baia Mare,Maramures,,,,+40262226934,
POLIMED COM SRL,6775669,2222,Cauciuc si mase plastice,102,87352615,Municipiul Bistrita,Bistrita-Nasaud,office@polimedcom.ro,master_companies,true,+40263234844,www.polimedcom.ro
CENTRO CONFEZIONI SRL,23075096,1413,Confectii,102,7512251,Municipiul Resita,Caras-Severin,,,,+40256490640,
FREE SHOES SRL,35312676,1520,Pielarie,102,11489663,Municipiul Campia Turzii,Cluj,,,,,
KULZER SRL,31562904,2059,Substante chimice,102,90289508,"Sat Sacalaz, Comuna Sacalaz",Timis,,,,+40212253770,
AKRON RO S.R.L.,30938211,2611,Calculatoare si electronice,102,54784568,"Sat Margineni, Comuna Margineni",Bacau,,,,,
THRACE GREINER PACKAGING SRL,15051630,2222,Cauciuc si mase plastice,102,114087190,"Sat Selimbar, Comuna Selimbar",Sibiu,resurse.umane@thracegreiner.ro,master_companies,true,+40269213762,
UPETROM 1 MAI MANUFACTURING SRL,37225550,2892,Masini si echipamente,102,11414817,Oras Voluntari,Ilfov,,,,,
MIDAS & CO SRL,5010668,2611,Calculatoare si electronice,102,12599003,Municipiul Urziceni,Ialomita,,,,+40243255799,
LIPLAS PROD SRL,6660251,1721,Hartie,102,24910791,"Loc. Baicoi, Oras Baicoi",Prahova,,,,+40746221298,
TRICOSAL S.R.L.,49615602,1439,Confectii,102,1980337,Municipiul Oradea,Bihor,,,,+40729917662,
CARL REH WINERY SRL,6121230,1102,Bauturi,102,27664589,Bucuresti Sectorul 2,Bucuresti,office@crama-oprisor.ro,master_companies,true,+40212524962,
PRODCONF R.LINE SRL,3277317,1413,Confectii,102,7555831,Municipiul Oradea,Bihor,prodconf.rline@gmail.com,master_companies,true,+40359409772,
HAWLE H SRL,14576780,3092,3092,101,19387847,"Sat Biled, Comuna Biled",Timis,,,,+40256377385,
COMPANIA INDIILOR ORIENTALE PROD SRL,7226464,1084,Industria alimentara,101,29978922,Oras Pantelimon,Ilfov,,,,+40213517946,
SKAT KART SRL,556996,2599,Constructii metalice,101,41770791,Municipiul Targu Secuiesc,Covasna,office@skatkart.ro,inferred,false,+40267360763,www.skatkart.ro
CASA HERMOSA SRL,6873926,1413,Confectii,101,26226309,Municipiul Braila,Braila,,,,+40239618791,
INDCARF SA,129030,1013,Industria alimentara,101,28324952,Municipiul Pitesti,Arges,,,,+40745107358,
CARVIL NUTRITIE ANIMALA S.R.L.,15793508,1091,Industria alimentara,101,165498777,Bucuresti Sectorul 1,Bucuresti,,,,,
YOKKO FASHION SRL,7137693,1413,Confectii,101,18038108,Bucuresti Sectorul 3,Bucuresti,,,,+40724036280,
CASA PAINII SRL,6257209,1071,Industria alimentara,101,19812151,Municipiul Botosani,Botosani,office@casapainii.ro,master_companies,true,+40748118565,www.casa-pâinii.ro
CONSTRUCTII SI SERVICII SRL,16380801,2511,Constructii metalice,101,42675183,Municipiul Sebes,Alba,m.maschio@casagrandegroup.com,master_companies,true,+40358401269,
TURBOCAM ROMANIA SRL,26132455,2562,Constructii metalice,101,45692122,"Sat Santana de Mures, Comuna Santana de Mures",Mures,,,,,
METAL BRASOV EURORICAMBI SRL,17515060,2932,Autovehicule,101,18981951,"Loc. Zarnesti, Oras Zarnesti",Brasov,,,,,
DEUTSCHLAND BROT SRL,33980113,1071,Industria alimentara,101,25404847,Municipiul Buzau,Buzau,,,,,
ALCAM INTERNATIONAL S.R.L.,15719668,1395,Textile,101,32513192,Bucuresti Sectorul 2,Bucuresti,office@alcam.ro,master_companies,true,,
VILFO STEEL SRL,33434979,3011,3011,101,26962494,Municipiul Mangalia,Constanta,,,,+40747338931,
EVOCA MANUFACTURING ROMANIA S.R.L.,34077254,2829,Masini si echipamente,101,132511674,Municipiul Cluj-Napoca,Cluj,,,,,
MUNCA SOCIETATE COOPERATIVA MESTESUGAREASCA,2054619,1413,Confectii,100,5098255,Municipiul Roman,Neamt,drumnou@macosoft.ro,master_companies,true,+40233744985,
TERRA CONSTRUCTII SRL,3371933,1623,Lemn,100,10835542,"Sat Cismea, Comuna Rachiti",Botosani,,,,+40231544229,
STRATEGIC VENTURES S.R.L.,28133589,1071,Industria alimentara,100,40358763,Municipiul Arad,Arad,mariana.bunta@painedumbravita.ro,master_companies,true,+40755993803,
ARIESUL CONF SA,2824238,1413,Confectii,100,6456066,"Loc. Baia de Aries, Oras Baia de Aries",Alba,ariesulconf@ariesul.ro,anofm_jobs_20260309_091938_20260314_74c23d98,true,+40258775550,
SANAIDEA SRL,3369313,2790,Echipamente electrice,100,7082469,Municipiul Arad,Arad,,,,+40257289071,
ARCADE DOORS SRL,13893837,3101,Mobila,100,31843129,Bucuresti Sectorul 1,Bucuresti,,,,,
GOODPACK ROMANIA S.A.,9670187,2222,Cauciuc si mase plastice,100,65880503,Municipiul Sfantu Gheorghe,Covasna,,,,+40267352611,
JAQUELINE SRL,6167750,1071,Industria alimentara,100,16303438,Municipiul Baia Mare,Maramures,contact@pensiuneajacqueline.ro,master_companies,true,+40788234553,
MOARA GLIGA SRL,4041275,1071,Industria alimentara,100,13126402,Municipiul Piatra Neamt,Neamt,moaragliga1940@yahoo.com,master_companies,true,+40233216637,
CRILELMAR SRL,8085185,2229,Cauciuc si mase plastice,100,51372777,Municipiul Targu Jiu,Gorj,personal@crilelmar.ro,master_companies,true,+40253228204,
ELEMENTE COMANDA AUTO SA,13785770,2932,Autovehicule,100,35314334,"Loc. Topoloveni, Oras Topoloveni",Arges,,,,+40248280248,
HAPPY DAY SRL,17809961,1082,Industria alimentara,100,14579608,Municipiul Targoviste,Dambovita,office@pensiuneahappyday.ro,master_companies,true,+40722832630,
SIMAUSROM COMSERVIMPEX SRL,4468161,3109,Mobila,100,19535722,"Loc. Petrila, Oras Petrila",Hunedoara,,,,+40254506042,
CEMROM S.A.,20796950,2351,Alte produse minerale nemetalice,99,298033178,Municipiul Campina,Prahova,,,,+40244337817,
STENTOR INDUSTRIES SRL,29581769,2599,Constructii metalice,99,38699631,"Sat Curcani, Comuna Curcani",Calarasi,,,,+40342220143,
FLUID GROUP HAGEN SA,13430603,2651,Calculatoare si electronice,99,77210967,Municipiul Oradea,Bihor,,,,+40361401740,
TECHNO TEAM GROUP S.R.L.,34308561,3320,Reparatii masini si echipamente,99,27310674,Comuna Malu Mare,Dolj,,,,+40785622699,
IWIS MECHATRONICS S.R.L.,31710547,2229,Cauciuc si mase plastice,99,41498860,"Sat Ghiroda, Comuna Ghiroda",Timis,,,,,
UZINA MECANICA ORASTIE SA,15657042,2540,Constructii metalice,99,16789824,Municipiul Orastie,Hunedoara,,,,+40254241040,
ONLAND SERVICE SRL,25741174,2562,Constructii metalice,99,31675890,Municipiul Onesti,Bacau,,,,,
SUDOMETAL SRL,13186836,3101,Mobila,99,16781112,Municipiul Bacau,Bacau,secretariat@sudometal.com,master_companies,true,+40234206132,www.sudometal.com
CUIUL SRL,2063080,2410,Industria metalurgica,99,100414767,"Loc. Targu Neamt, Oras Targu Neamt",Neamt,office@cuiul.ro,master_companies,true,+40233251147,
SAMCOM AS SRL,15347823,1011,Industria alimentara,99,375720632,"Sat Rosiori, Comuna Rachiti",Botosani,office@samcom.ro,master_companies,true,+40231534222,www.samcom.ro
CLARION SRL,12589946,1071,Industria alimentara,99,22602721,Municipiul Campina,Prahova,,,,,
FAUR SA,339474,3020,3020,98,22503401,Bucuresti Sectorul 3,Bucuresti,faur_marketing@bega.ro,master_companies,true,,
MEG-RO ELECTRONICS SRL,36076565,2620,Calculatoare si electronice,98,9342503,"Sat Rediu, Comuna Rediu",Iasi,,,,,
KRON BUILD SRL,27128533,1419,Confectii,98,21533952,Municipiul Brasov,Brasov,,,,+40740124983,
ANALKO ALUMINIUM INDUSTRY SRL,12782806,2561,Constructii metalice,98,34139109,"Sat Jilava, Comuna Jilava",Ilfov,,,,+40769041610,
AXXON COMPOSITES SRL,27235130,2399,Alte produse minerale nemetalice,98,71583790,"Loc. Ghimbav, Oras Ghimbav",Brasov,,,,+40368800065,
DI & SI PANIF SRL,10524380,1071,Industria alimentara,98,25144814,"Sat Periam, Comuna Periam",Timis,ana.androne@globalworker.ro,companies,true,+40744641256,
STELLWAG ELECTROPROD SRL,5412991,2931,Autovehicule,98,8121374,"Loc. Nasaud, Oras Nasaud",Bistrita-Nasaud,,,,+40740318907,
TERMIC & NDT SERVICE SRL,29232904,2561,Constructii metalice,98,21971956,Municipiul Onesti,Bacau,,,,+40799766554,
KARPLASTIK SRL,28444631,2221,Cauciuc si mase plastice,98,67872530,Municipiul Dej,Cluj,bgvconsulting@gmail.com,master_companies,true,+40364881605,
VINEXPORT TRADE-MARK SA,1441072,1102,Bauturi,98,41309023,Municipiul Focsani,Vrancea,,,,+40237222300,
LODENFREY-FABRIKA S.R.L.,5120016,1413,Confectii,97,8345421,Municipiul Oradea,Bihor,,,,+40259414490,
VINEXPORT SA,12190081,1102,Bauturi,97,18335009,Municipiul Focsani,Vrancea,,,,,
TITAN ECHIPAMENTE NUCLEARE SA,3014280,2899,Masini si echipamente,97,22874696,Bucuresti Sectorul 3,Bucuresti,,,,+40212557076,
MORIPAN ALEX SRL,2847070,1071,Industria alimentara,97,12377768,"Sat Jaristea, Comuna Jaristea",Vrancea,,,,,
GRUP LEMN SRL,9181717,1610,Lemn,97,27550098,Municipiul Roman,Neamt,,,,+40233740243,
AERONAMIC EASTERN EUROPE SRL,23996481,3030,3030,97,56227984,Municipiul Sibiu,Sibiu,,,,,
MOVIPLAST SRL,4710566,2222,Cauciuc si mase plastice,97,27353816,Municipiul Craiova,Dolj,financiar@moviplast.ro,master_companies,true,+40351802291,
FORESTBROD SRL,15303088,1610,Lemn,97,42774580,"Sat Falcau, Comuna Brodina",Suceava,forestbrod@yahoo.com,master_companies,true,+40230479833,
PETAL SA,841186,2892,Masini si echipamente,97,14078221,Municipiul Bacau,Bacau,office@petal.ro,inferred,false,+40235481781,www.petal.ro
LIFT BANAT SRL,25588721,3092,3092,97,21991570,Municipiul Timisoara,Timis,,,,+40256430320,
EURATO SA,6682764,2825,Masini si echipamente,97,40065001,Municipiul Odorheiu Secuiesc,Harghita,,,,+40266218318,
SIRE SRL,1705700,2790,Echipamente electrice,97,12006073,Municipiul Arad,Arad,rezervar@hotelsiret.ro,master_companies,true,+40257255235,
PAN DAVID S I M SRL,11296638,1071,Industria alimentara,97,35309297,"Sat Schitu, Comuna Schitu",Giurgiu,netacroitorescu@yahoo.com,master_companies,true,+40751081441,
PAN FOOD SRL,14086355,1072,Industria alimentara,97,35614201,"Sat Sura Mica, Comuna Sura Mica",Sibiu,contact@panfood.ro,master_contacts,true,+40269224557,
FLEXPRESSO SRL,28661428,1083,Industria alimentara,97,27611138,Municipiul Craiova,Dolj,,,,+40251411290,
AGRO PROD COM DOSA SRL,1276366,1011,Industria alimentara,97,39072155,"Sat Chibed, Comuna Chibed",Mures,agroproddosa@yahoo.com,master_contacts,true,+40265261700,
MOCOR FURNITURE SRL,36032879,3109,Mobila,97,35219215,"Sat Tunari, Comuna Tunari",Ilfov,,,,,
IKOSAR SRL,4998435,2219,Cauciuc si mase plastice,97,29186046,"Sat Timisesti, Comuna Timisesti",Neamt,,,,+40233787144,
PUIUL REGAL  S.R.L.,30164862,1012,Industria alimentara,97,67778695,"Sat Gilau, Comuna Gilau",Cluj,office@puiul-regal.ro,master_companies,true,+40744391865,
AVICARVIL FOOD & DISTRIBUTION SRL,33307282,1012,Industria alimentara,97,620832994,Bucuresti Sectorul 1,Bucuresti,mihaela.pirvu@carmistin.ro,master_companies,true,+40735789688,
FERMIT SA,1170151,2932,Autovehicule,96,14716585,Municipiul Ramnicu Sarat,Buzau,,,,+40784117101,
GRIMET IMPEX SRL,8609174,2511,Constructii metalice,96,18841044,Municipiul Ramnicu Valcea,Valcea,office@grimet.ro,master_companies,true,+40350409959,
UNION SERV SRL,1868341,2511,Constructii metalice,96,28261114,Municipiul Mangalia,Constanta,,,,+40241759839,
GAMA & GAMA SRL,6851669,1061,Industria alimentara,96,177278162,"Sat Culciu Mare, Comuna Culciu",Satu Mare,info@gama-gama.ro,master_contacts,true,+40788366517,
DUPEX SRL,1770555,2899,Masini si echipamente,96,25023139,Municipiul Sebes,Alba,,,,,
AXM PROD 93 SRL,6545856,2030,Substante chimice,96,33599100,Bucuresti Sectorul 4,Bucuresti,office@axmgroup.ro,master_companies,true,+40213160702,
CRESCENTO PACKAGING S.R.L.,35258100,1721,Hartie,96,41224283,"Sat Bratuleni, Comuna Miroslava",Iasi,,,,,
HYPERICUM IMPEX SRL,7482608,1089,Industria alimentara,96,21591365,"Loc. Baia Sprie, Oras Baia Sprie",Maramures,,,,+40262260999,
ROLMIS SRL,5409694,2442,Industria metalurgica,96,40445720,Municipiul Slatina,Olt,,,,+40249431890,
ANDITEX MANUFACTURING S.R.L.,50097504,1413,Confectii,96,1801591,Municipiul Moreni,Dambovita,,,,+40722938410,
ZAFA SRL,1916457,2562,Constructii metalice,96,20693657,Municipiul Calarasi,Calarasi,zafa.contabilitate@gmail.com,master_companies,true,+40242314662,
SABUS SRL,2053915,1071,Industria alimentara,96,9905075,Municipiul Roman,Neamt,sabus1991@yahoo.com,master_contacts,true,+40744582885,
PRO NUTRITION IMPEX SRL,12420890,1089,Industria alimentara,96,53080318,Municipiul Dej,Cluj,info@pronutrition.ro,master_contacts,true,+40264220347,
TERABIO PACK S.R.L.,42968488,2222,Cauciuc si mase plastice,96,43404621,"Sat Saratel, Comuna Sieu-Magherus",Bistrita-Nasaud,,,,,
WIND ENERGY SERVICE EAST EUROPE SRL,26669972,3312,Reparatii masini si echipamente,96,92493847,Bucuresti Sectorul 1,Bucuresti,office@esee.eu.com,inferred,false,+40721367237,www.wesee.eu.com
TERMOSTAMPI ROM SRL,17697663,2229,Cauciuc si mase plastice,96,35963944,"Loc. Curtici, Oras Curtici",Arad,rom.amm@termostampirom.com,master_companies,true,+40257464368,
GROUP ABI CONSULT SRL,16545470,2363,Alte produse minerale nemetalice,96,32865231,"Sat Lazuri, Comuna Comisani",Dambovita,,,,+40723129628,
HYLLAN PHARMA SRL,21293833,1089,Industria alimentara,96,49127162,Bucuresti Sectorul 3,Bucuresti,office@hyllan.eu,master_contacts,true,+40727852829,
ROUA DEVELOPMENT S.A.,1315252,1107,Bauturi,95,59678783,Oras Voluntari,Ilfov,,,,+40745542606,
GAMMET 2000 SRL,13399435,3101,Mobila,95,58605294,Municipiul Lugoj,Timis,,,,+40256359152,
ALBRAU PROD S.A.,25865253,1105,Bauturi,95,70096269,Bucuresti Sectorul 1,Bucuresti,albrau@albrau.ro,master_companies,true,+40731500237,
FLORKE PRODUCTION SRL,4002535,3299,Alte activitati industriale,95,22377855,"Sat Daia, Comuna Rosia",Sibiu,,,,,
INTERNOTEX STYLE GROUP SRL,27526245,1413,Confectii,95,9424878,Municipiul Craiova,Dolj,danielapodarascu@yahoo.com,master_companies,true,+40721669286,
AZERRO 2007 SRL,22451060,1413,Confectii,95,7389954,"Sat Potarnichesti, Comuna Posta Cilnau",Buzau,,,,+40238723062,
MARTIFER ROMANIA SRL,26592240,2511,Constructii metalice,95,24429266,Bucuresti Sectorul 3,Bucuresti,,,,+40314056862,
X-PERT ALUMINIU SRL,36542789,2512,Constructii metalice,95,15636224,Municipiul Ploiesti,Prahova,,,,,
STANZWERK INEU SRL,30846401,2572,Constructii metalice,95,34012840,"Loc. Ineu, Oras Ineu",Arad,,,,+40725975778,
TOPBAND SMART EUROPE COMPANY LIMITED S.R.L.,44895218,2751,Echipamente electrice,95,24175816,Comuna Dumbravita,Timis,,,,,
EDS ROMANIA SRL,23846743,1812,Tipar,95,101977875,Bucuresti Sectorul 1,Bucuresti,,,,+40216666100,
REOS PRODUCTION SRL,23596809,2611,Calculatoare si electronice,95,8359082,Municipiul Giurgiu,Giurgiu,resurse.umane@reosproduction.eu,master_companies,true,+40745182854,
ABATOR COSTIPROD 2000 SRL,30065613,1013,Industria alimentara,95,61170605,Municipiul Motru,Gorj,,,,+40253410504,
INFINITY MODE SRL,25195323,1413,Confectii,95,5916104,Municipiul Baia Mare,Maramures,,,,+40262206015,
S.T.G. SWITCH TECHNOLOGY GUNTHER SRL,16171821,2620,Calculatoare si electronice,95,17716592,Municipiul Blaj,Alba,,,,+40258711611,
REXTON GRUP SRL,21858300,1413,Confectii,95,18306577,Municipiul Ploiesti,Prahova,,,,+40244575864,
FUTURE SRL,10346940,3109,Mobila,95,52751320,"Loc. Otopeni, Oras Otopeni",Ilfov,,,,+40213520979,
STYL SRL,1467595,3212,Alte activitati industriale,95,51497714,Municipiul Ramnicu Valcea,Valcea,adrianungureanu530@yahoo.com,master_companies,true,,
DUMAR CONSTRUCT PREFABRICATE S.R.L.,6904682,2369,Alte produse minerale nemetalice,95,34941370,Oras Magurele,Ilfov,,,,+40744317085,
ERD PLASTIC PRODUCTION SRL,35269916,2229,Cauciuc si mase plastice,94,34584189,Oras Pantelimon,Ilfov,,,,,
INDCAR BUS INDUSTRIES SRL,24065295,2920,Autovehicule,94,101568341,"Sat Prejmer, Comuna Prejmer",Brasov,anamaria.burca@indcar.ro,master_companies,true,+40268362280,
COMPANIA NATIONALA A IMPRIMERIILOR CORESI SA,11648971,1812,Tipar,94,17618596,Bucuresti Sectorul 1,Bucuresti,,,,+40213193303,
HRANA S.A.,11676351,1091,Industria alimentara,94,53629434,Municipiul Galati,Galati,ioan@hasegan.com,master_companies,true,+40236498098,
HURO SUPERMOLD SRL,16297030,2849,Masini si echipamente,94,41061593,Municipiul Timisoara,Timis,,,,,
AUTOGRUPM RO SRL,16302838,2822,Masini si echipamente,94,77927429,Municipiul Arad,Arad,,,,+40257271170,
NRG CABLES S.R.L.,48723606,2732,Echipamente electrice,94,137689850,Bucuresti Sectorul 2,Bucuresti,,,,,
NUTRIPACK CAMPULUNG S.A.,6750850,2229,Cauciuc si mase plastice,94,60936036,Municipiul Campulung,Arges,,,,+40744571266,
ORLANDO IMPORT-EXPORT 2001 SRL,6561746,1089,Industria alimentara,94,76225179,Comuna Clinceni,Ilfov,office@orlandos.ro,master_contacts,true,+40723812002,
HARMAN INDUSTRIES SRL,6535763,1520,Pielarie,94,9255444,"Sat Harman, Comuna Harman",Brasov,,,,+40268367552,
CORTUSA SRL,18769245,2561,Constructii metalice,94,25425054,Municipiul Dej,Cluj,,,,,
CSID CONSTRUCT SRL,30527810,2511,Constructii metalice,94,20668473,"Sat Carcea, Comuna Carcea",Dolj,gutulescualina38@gmail.com,master_companies,true,+40722736711,
LINDAB SRL,6817640,2550,Constructii metalice,94,80718660,Comuna Stefanestii de Jos,Ilfov,lidiakerekes13@gmail.com,master_companies,true,,
MIRCEA BLAGA SRL,3568065,1071,Industria alimentara,94,19237143,Municipiul Satu Mare,Satu Mare,office@danielsm.com,inferred,false,+40744702726,www.danielsm.com
VERDINO GREEN FOODS S.R.L.,37996090,1089,Industria alimentara,94,35780143,"Sat Oiejdea, Comuna Galda de Jos",Alba,,,,,
TEJU SRL,16673925,1071,Industria alimentara,94,10310796,"Loc. Valenii de Munte, Oras Valenii de Munte",Prahova,,,,+40244281203,
SHINHEUNG ELECTRONICS SRL,26128691,2611,Calculatoare si electronice,93,71013225,Municipiul Oradea,Bihor,,,,+40720052228,
ORTOPEDICA SRL,14071907,3250,Alte activitati industriale,93,27457950,Bucuresti Sectorul 2,Bucuresti,,,,+40212520540,
CALIDA ROMANIA S.R.L.,46306211,1414,Confectii,93,7783645,"Loc. Calan, Oras Calan",Hunedoara,manysoft2004@gmail.com,master_companies,true,+40356007033,
FFT PRODUCTION SYSTEMS SRL,17890779,2511,Constructii metalice,93,43369710,Municipiul Campulung,Arges,,,,+40742148132,
TERWA CONSTRUCTION SYSTEMS SRL,26727860,2511,Constructii metalice,93,42401428,"Loc. Ghimbav, Oras Ghimbav",Brasov,c.radu@terwa.com,master_companies,true,+40372680725,
STRATUM ENCLOSURES SRL,17801348,2712,Echipamente electrice,93,19858693,Bucuresti Sectorul 3,Bucuresti,raluca.vasilescu@stratum.ro,anofm_jobs_20260309_091938_20260314_74c23d98,true,0726146181,
AQUA BILBOR S.R.L.,39818243,1107,Bauturi,93,30896655,Bucuresti Sectorul 1,Bucuresti,mihai.nica@aqua-bilbor.ro,companies,true,+40731685770,
SEWING STITCH SRL,27360753,1413,Confectii,93,6272002,Municipiul Tulcea,Tulcea,carmenamoise@yahoo.com,master_companies,true,+40741202297,
BONAS IMPORT EXPORT S.A.,228824,1051,Industria alimentara,93,24371905,"Sat Dezmir, Comuna Apahida",Cluj,salariikd@kdconta.ro,master_companies,true,+40744639442,
FIROS SA,434492,2364,Alte produse minerale nemetalice,93,87963250,Bucuresti Sectorul 6,Bucuresti,,,,+40214440992,
BLACHOTRAPEZ SRL,26610878,2599,Constructii metalice,93,116487930,Municipiul Baia Mare,Maramures,,,,+40753560560,
LIXID PROJECT SRL,32319920,1105,Bauturi,93,38484296,"Sat Sansimion, Comuna Sansimion",Harghita,,,,,
ADVANCED INDUSTRIES PACKAGING S.R.L.,12523780,1721,Hartie,92,112567546,Municipiul Ploiesti,Prahova,,,,+40244407470,
EL-CO SA,557274,2712,Echipamente electrice,92,15880428,Municipiul Targu Secuiesc,Covasna,office@el-co.ro,inferred,false,+40267362520,www.el-co.ro/despre-noi
INSTALSHIP STEELWORK SRL,33179450,3011,3011,92,18740229,"Sat Vanatori, Comuna Vanatori",Galati,resurse.umane@instalship.ro,master_companies,true,+40741244157,
HARDWOOD SRL,6670492,1610,Lemn,92,35290641,Municipiul Ramnicu Valcea,Valcea,,,,+40250737369,
AMA R&D GROUPE SRL,17025972,3250,Alte activitati industriale,92,16789456,"Sat Bratuleni, Comuna Miroslava",Iasi,,,,+40746956499,
PALROM PRODUCTS SRL,22490760,1610,Lemn,92,29520294,Municipiul Brad,Hunedoara,gabriela.cioara@palromproducts.ro,master_companies,true,+40354405700,
MASTERFOAM SRL,26207450,1399,Textile,92,50029558,"Sat Sieu-Magherus, Comuna Sieu-Magherus",Bistrita-Nasaud,office@masterfoam.ro,inferred,false,+40363401281,www.masterfoam.ro
PAVI-LUX SRL,19284507,2361,Alte produse minerale nemetalice,92,51491644,"Sat Buznea, Comuna Ion Neculce",Iasi,paviluxoffice@yahoo.com,master_companies,true,+40752415051,
DOLADELA COMPANY SRL,8536927,2550,Constructii metalice,92,134885525,Municipiul Galati,Galati,mariana.teodor@doladela.ro,master_companies,true,+40236419371,
OVIPAN SRL,18541378,1071,Industria alimentara,92,16019864,Municipiul Ramnicu Sarat,Buzau,ovipansrl@yahoo.com,companies,true,+40766671722,
PISONI PAD S.R.L.,42975060,1395,Textile,92,7676618,"Loc. Bocsa, Oras Bocsa",Caras-Severin,,,,+40755354222,
WISE PAVAJE SRL,26449268,2361,Alte produse minerale nemetalice,92,34994560,Municipiul Ramnicu Valcea,Valcea,office@wise.ro,master_companies,true,+40741139099,
NYKO SRL,526286,2511,Constructii metalice,92,15016329,Municipiul Odorheiu Secuiesc,Harghita,,,,+40266210350,
GENEX COM SRL,7998561,1610,Lemn,92,37622696,"Sat Fundoaia, Comuna Sarmas",Harghita,office@genexcom.ro,companies,true,+40266350983,
B.W.B. SURFACE TECHNOLOGY SRL,27415883,2561,Constructii metalice,92,27227824,Oras Ghimbav,Brasov,,,,,
JUNGHEINRICH RECONDITIONARE ROMANIA S.R.L.,43397320,3312,Reparatii masini si echipamente,92,58033782,Municipiul Ploiesti,Prahova,,,,+40213102162,
ZENYTH  PHARMACEUTICALS SRL,21917821,1086,Industria alimentara,92,93849351,"Sat Bistrita, Comuna Alexandru cel Bun",Neamt,contact@marianstancu.ro,master_contacts,true,+40233222206,colonhelp.ro
NORDELECTRONICA EAST SRL,18840620,2732,Echipamente electrice,92,10789071,Municipiul Arad,Arad,,,,+40740096309,
PERNAT ROMANIA S.R.L.,14697677,2562,Constructii metalice,92,40908896,Municipiul Orastie,Hunedoara,,,,+40254206327,
NARCISE TEX SRL,14203870,1512,Pielarie,92,15751853,Municipiul Timisoara,Timis,,,,+40257460701,
MODEXIM SOCIETATE COOPERATIVA MESTESUGAREASCA,1352412,1413,Confectii,92,5964173,Municipiul Ploiesti,Prahova,,,,+40729142729,
AXEL PROJECT SRL,26978170,1413,Confectii,91,24342788,Bucuresti Sectorul 4,Bucuresti,personal@axel-project.ro,master_companies,true,+40311006892,
AROMA RISE SA,15778958,2014,Substante chimice,91,100087802,Municipiul Onesti,Bacau,,,,+40234315035,
NICMAR-DANCI SRL,11548999,2562,Constructii metalice,91,23503118,Municipiul Bistrita,Bistrita-Nasaud,,,,+40745940153,
TORO MANUFACTURING AND SALES SRL,27246458,2221,Cauciuc si mase plastice,91,85791984,"Sat Aricestii Rahtivani, Comuna Aricestii Rahtivani",Prahova,,,,,
TR PLAST RO SRL,23630528,2932,Autovehicule,91,26427588,Municipiul Medias,Sibiu,,,,,
CARESTA BAGS SRL,28499300,1512,Pielarie,91,3219113,Municipiul Sebes,Alba,,,,+40731242741,
SUPER EUROTEXTILA SRL,36595082,1413,Confectii,91,3252906,Municipiul Alexandria,Teleorman,,,,,
AMIBLU ROMANIA S.R.L.,15016595,2221,Cauciuc si mase plastice,91,145591728,"Sat Clinceni, Comuna Clinceni",Ilfov,adriana.schiaucu@amiblu.com,anofm_jobs_20260309_091938_20260314_74c23d98,true,+40724525523,
AGROMAR SRL,16815329,1091,Industria alimentara,91,79728738,"Sat Saftica, Comuna Balotesti",Ilfov,agromarbalotesti@yahoo.com,master_companies,true,+40722394053,
GLOBAL DESIGN SRL,14374722,3101,Mobila,91,109825969,"Sat Scheia, Comuna Scheia",Suceava,globaldesign.dan@gmail.com,master_companies,true,+40744513377,
URBIOLED SRL,32614831,2740,Echipamente electrice,91,212651386,Oras Bragadiru,Ilfov,,,,+40745580088,
MASIF PAINT SRL,33325335,1610,Lemn,91,7378883,Municipiul Fagaras,Brasov,masifpaint333@yahoo.com,master_companies,true,,
COMPANIA NATIONALA ROMARM S.A. FILIALA SOCIETATEA METROM S.A.,14531223,2540,Constructii metalice,91,7145818,Municipiul Brasov,Brasov,contact@metrom.ro,master_companies,true,+40268332077,www.metrom.ro
