company,email,phone,source_table
MARRO ELECTRIC SYSTEMS SRL,marius.stanescu@marro.ro,0736659328,anofm_new_alte_20260314_0cf00e61
M.A.R.S.A.T. SA,office@marsat.com.ro,0253210047,anofm_jobs_20260220_153333_20260314_549f40d5
MARTEOSTEF S.R.L.,cristinamarincea77@gmail.com,0755490683,anofm_jobs_20260309_091938_20260314_74c23d98
MARTUR AUTOMOTIVE SEATING AND INTERIORS S.R.L.,elena.ponea@marturfompak.com,0729207910,anofm_jobs_20260313_083455_20260314_3eab569a
MARUSCA FLORIN DANIEL PERSOANA FIZICA AUTORIZATA,maruscaf2@gmail.com,0741327018,anofm_jobs_20260220_153333_20260314_549f40d5
MARYGAL S.R.L.,marygal.srl@gmail.com,0787532305,anofm_jobs_20260220_153333_20260314_549f40d5
Maryon Ambalaje,mineaaura@yahoo.com,0754.567.943,anofm_jobs_20260309_091938_20260314_74c23d98
MARY PAN VIILOR S.R.L.,miabumb12@yahoo.com,0742518018,anofm_jobs_20260309_091938_20260314_74c23d98
MASAR FOOD S.R.L.,ichicken.gaesti@gmail.com,-,anofm_new_alte_20260314_0cf00e61
MASCHINENTEHNICH-IMPEX SRL,maschinentehnich@yahoo.com,0722543186,anofm_jobs_20260220_153333_20260314_549f40d5
MAȘINI DE CUSUT ALBA S.R.L.,office.sorinalb@gmail.com,0728937966,anofm_jobs_20260220_153333_20260314_549f40d5
MASS GLOBAL ENERGY ROM S.R.L.,administration.rom@massgroupholding.com,0775265814,anofm_new_alte_20260314_0cf00e61
MASTECH E&SA S.R.L.,managing@mastech-ens.com,0722392727,anofm_new_alte_20260314_0cf00e61
MASTROM AG S.R.L.,hr@mastrom.ro,0722923517,anofm_new_alte_20260314_0cf00e61
MAȘUK IMPEX S.R.L.,masukimpex@gmail.com,0721076376,anofm_jobs_20260220_153333_20260314_549f40d5
MAT COMPLET CLEANING SOLUTIONS S.R.L.,matcleanteam@gmail.com,0749406540,anofm_jobs_20260220_153333_20260314_549f40d5
MATEI EXIM S.R.L.,daniela_scanteie@yahoo.com,0724828093,anofm_jobs_20260313_083455_20260314_3eab569a
MATIDO NEMES PROD,adrianablaga28@gmail.com,0728269477,anofm_jobs_20260309_091938_20260314_74c23d98
MATPROD STEEL SRL,contabilitate@matprodsteel.ro,0733040750,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MAT STEF SERV S.R.L.,birou.icd@gmail.com,0742887461,anofm_jobs_20260220_153333_20260314_549f40d5
MATT DESIGN & PRODUCTION SRL,valentina.rizea@mattdesign.ro,0742205388,anofm_jobs_20260220_153333_20260314_549f40d5
MAUAUTO SRL,mauauto_zalau@yahoo.com,0744119600,anofm_new_service_auto_20260314_b4a2325b
MAYA FOOD STAR S.R.L.,flaviughica@gmail.com,0744868787,anofm_jobs_20260220_153333_20260314_549f40d5
MAYASPA S.R.L.,mayaspasrl@gmail.com,0770418810,anofm_jobs_20260313_083455_20260314_3eab569a
MAZAROM IMPEX SRL ,mazarom@mazarom.ro,0212328001,anofm_jobs_20260220_153333_20260314_549f40d5
MBD SALES ADVISER S.R.L.,ahmedjilal615@gmail.com,0721712887,anofm_jobs_20260220_153333_20260314_549f40d5
MCV LAVI ŞTEF S.R.L.D.,stoica_lavy2000@yahoo.com,0761999160,anofm_jobs_20260220_153333_20260314_549f40d5
MDA TOTAL RESIDENT S.R.L.,mdatotalconstruct@gmail.com,0730124456,anofm_jobs_20260220_153333_20260314_549f40d5
MEAT PRODUCT INTERNATIONAL SRL,office@mpifood.com,0259447155,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MEBEL INTERIORS S.R.L.,novo_concept@yahoo.com,0721569131,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MEDA PROD 98 SA,daniela.ruiu@medaprod.ro,0734668786,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MEDASIMPEX SRL,medasfood@gmail.com,0233212283,anofm_jobs_20260220_153333_20260314_549f40d5
MEDCARE KINETO S.R.L.,medcarekineto@gmail.com,0723278582,anofm_jobs_20260309_091938_20260314_74c23d98
MEDICIS S.A.,ancuta.tomut@medicis.ro,0754666717,anofm_jobs_20260310_123444_20260314_a3ffee1a
MEDI HOLDING S.R.L.,melania.cristea@atomhr.ro,0743117071,anofm_jobs_20260313_083455_20260314_3eab569a
MEDIMA HEALTH S.A.,zalau@medima.ro,0374 533 111,anofm_jobs_20260220_153333_20260314_549f40d5
MEGA CONSTRUCT METAL SRL,office@megadoor.ro,0245658285,anofm_new_alte_20260314_0cf00e61
MEGA CORPORATION S.R.L.,office@mepa.ro,0756690714,anofm_jobs_20260220_153333_20260314_549f40d5
MEGAMIX COMIMPEX SRL,megamixconta@gmail.com,0264431182,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MEGAPARK QUALITY S.R.L.,alexandraj198@gmail.com,0740564799,anofm_jobs_20260220_153333_20260314_549f40d5
MEGA SOLID CONSTRUCT S.R.L.,caitingshua@gmail.com,0755975692,anofm_jobs_20260220_153333_20260314_549f40d5
MEG CONSTRUCT IMPEX SRL,meg_srl@yahoo.com,0744624415,anofm_jobs_20260220_153333_20260314_549f40d5
MEL&CRI METAL SRL,cosnadreia@yahoo.com,0742068307,anofm_new_alte_20260314_0cf00e61
MELIMO AUTOCOM SRL,melimo.autocom@gmail.com,0264/253183,anofm_jobs_20260309_091938_20260314_74c23d98
MELIORA CONSTRUCT S.R.L.,nicumilitaru3@gmail.com,0728767977,anofm_jobs_20260220_153333_20260314_549f40d5
MELTEM TEXTIL S.R.L.,contabilitate@metemtextil.ro,0722247799,anofm_jobs_20260220_153333_20260314_549f40d5
MEMENTO BAROT S.R.L.,lazarllaszloii@gmail.com,0745499548,anofm_jobs_20260220_153333_20260314_549f40d5
MEMO AND ANCA S.R.L.,fimisof5@gmail.com,0721629484,anofm_jobs_20260311_083428_20260314_70886e3a
MENTOR MARKET S.R.L.,mentormarket@yahoo.com,0765262494,anofm_jobs_20260309_091938_20260314_74c23d98
MENULU NEXT BABY S.R.L.,marialungulescu@gmail.com,0762975527,anofm_new_alte_20260314_0cf00e61
MERA GRESCONCEPT S.R.L.,meragresconcept@gmail.com,0729401847,anofm_jobs_20260309_091938_20260314_74c23d98
MERCUREAN BRUTARIE SRL,mercureanbrutarie@yahoo.ro,0254247165,anofm_new_alte_20260314_0cf00e61
MER INVEST INDUSTRIES S.R.L.,magdalena.iordachescu@merinvest.ro,0735208965,anofm_jobs_20260220_153333_20260314_549f40d5
MES C CONSTRUCTION S.R.L.,iuly185908@yahoo.com,0740/423231,anofm_jobs_20260310_123444_20260314_a3ffee1a
METABEL PLASMA CMA S.R.L.,cometabel.srl@gmail.com,0723061235,anofm_jobs_20260220_153333_20260314_549f40d5
METABET C.F. S.A.,mariana.ionescu@metabet.ro,0248221180,anofm_jobs_20260309_091938_20260314_74c23d98
METADIB S.R.L.,metadib@gmail.com,0744789765,anofm_jobs_20260309_091938_20260314_74c23d98
METALART BUILD,danialbu_ro@yahoo.com,0754579891,anofm_jobs_20260310_123444_20260314_a3ffee1a
METAL ART FORMS S.R.L.,ccg_mau@yahoo.com,0722347619,anofm_jobs_20260309_091938_20260314_74c23d98
METAL ART LHT SRL,metalartlht@gmail.com,0772125108,anofm_jobs_20260220_153333_20260314_549f40d5
METALGAN COMPANY SRL,vanzari@metalgan.ro,0725234453,anofm_5_30pos_older_than_30_days_20260314_66bc9356
METALHARD ACTIV SRL,financiar@lio-metal.ro,0723470657,anofm_new_service_auto_20260314_b4a2325b
Metal Laser Cut SRL,office@metallasercut.net,0720333245,anofm_new_constructii_20260314_8477685f
METAL LASER TECH SRL,larissa.bondan@gmail.com,0773327867,anofm_jobs_20260220_153333_20260314_549f40d5
METALLIA S.R.L.,andreiu880@gmail.com,0766241705,anofm_jobs_20260220_153333_20260314_549f40d5
METALOTERM SRL,metaloterm@yahoo.com,0233216050,anofm_5_30pos_older_than_30_days_20260314_66bc9356
METALPREST S.A.,office@metal-prest.ro,0722736711,anofm_5_30pos_older_than_30_days_20260314_66bc9356
METAL PROD SERVICE SRL,ioan_haiduc@yahoo.com,0746253756,anofm_jobs_20260309_091938_20260314_74c23d98
METAL SHOP DESIGN SRL,metalshopdesign@gmail.com,0726249410,anofm_jobs_20260220_153333_20260314_549f40d5
METAL SOLIDAR MANASTIREA,metalsolidarsrl@gmail.com,0773974278,anofm_jobs_20260309_091938_20260314_74c23d98
METAL TECHNIKS SRL,esima@metaltechniks.ro,0250737723,anofm_jobs_20260220_153333_20260314_549f40d5
METĂRU CONSTRUCT S.R.L.,misuorlea@yahoo.com,0746191660,anofm_jobs_20260310_123444_20260314_a3ffee1a
METEOR ROMANIA S.R.L.,maria.chesa@ro.meteor.de,0744425546,anofm_jobs_20260309_091938_20260314_74c23d98
METIGLA S.R.L.,laurentiu.mihai@metigla.ro,0745 574 160,anofm_jobs_20260309_091938_20260314_74c23d98
MEZO AUTOMOTIVE SERVICE SRL,info@mezoautomotive.eu,0726416820,anofm_jobs_20260309_091938_20260314_74c23d98
MGA EXCLUSIVE TEAM S.R.L.,mga.team@yahoo.com,0766083930,anofm_new_service_auto_20260314_b4a2325b
MG ELECTRIC AUTOMATION SRL,office@mgelectric.ro,0754049852,anofm_jobs_20260220_153333_20260314_549f40d5
MG TEC INDUSTRY S.R.L.,gabriela@metalicplas.ro,0747028149,anofm_jobs_20260220_153333_20260314_549f40d5
MIA TOM INDUSTRY S.R.L.,ovi_talpos@yahoo.com,0749317647,anofm_new_transport_20260314_7ccb1137
MICAND MOBILA S.R.L.,miq_bogdan@yahoo.com,0740357243,anofm_jobs_20260313_083455_20260314_3eab569a
MICROCIP ELECTRONICS S.R.L.,secretariat@microcip.eu,0753170144,anofm_jobs_20260220_153333_20260314_549f40d5
MIDA DRUM CONSTRUCT S.R.L.,midaconstruct@gmail.com,0786708292,anofm_jobs_20260220_153333_20260314_549f40d5
MIDO EXPRES&SPEDITION S.R.L.,midoexpress.spedition@gmail.com,0724710542,anofm_jobs_20260311_083428_20260314_70886e3a
MIDORIENT GOURMET S.R.L.,midorientvs@gmail.com,735625565,anofm_jobs_20260220_153333_20260314_549f40d5
MIHARONESTI S.R.L.,passconsulting2005@gmail.com,0742288454,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MIHTORT S.R.L.,mihtort30@gmail.com,0757326504,anofm_jobs_20260220_153333_20260314_549f40d5
MIJA INTERNATIONAL S.R.L.,mijainternational@gmail.com,0770290665,anofm_jobs_20260311_083428_20260314_70886e3a
MIKOS PATY S.R.L.,mikos.two@yahoo.com,0761834468,anofm_new_transport_20260314_7ccb1137
MIKY DELTA TOURS S.R.L.,marius_ciprian5@yahoo.com,0745543501,anofm_jobs_20260220_153333_20260314_549f40d5
MILAMIH PROUTILAJ S.R.L.,office@asconsult.ro,269213261,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MILENIAL WASH S.R.L.,info@ambalaj-hartie.ro,0743018964,anofm_jobs_20260309_091938_20260314_74c23d98
MILK AND COFFEE S.R.L.,alexandra@boilercoffee.com,0736175556,anofm_jobs_20260309_091938_20260314_74c23d98
MILLIONETTE COUTURE S.R.L.,millionette.com@gmail.com,0761148884,anofm_jobs_20260220_153333_20260314_549f40d5
MILLION MANUFACTURING SRL,adriana2017selaru@gmail.com,0723776325,anofm_jobs_20260220_153333_20260314_549f40d5
MINERAL PROIECT INVEST S.A.,georgiana.taranu@mpimining.com,0751200723,anofm_new_alte_20260314_0cf00e61
MI NUMBERS S.R.L.,nicolae.mioara1997@yahoo.com,0729067453,anofm_jobs_20260311_083428_20260314_70886e3a
MIOKO SERVICE IMPEX SRL,info@recrutero.ro,0734323353,anofm_jobs_20260220_153333_20260314_549f40d5
MIONAS S.R.L.,mionas.srl@gmail.com,0745497340,anofm_jobs_20260309_091938_20260314_74c23d98
MIRAVAL S.R.L.,office@certic.ro,0729292747,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MIRESONLID S.R.L.,duncaioannicolae@gmail.com,743150393,anofm_jobs_20260309_091938_20260314_74c23d98
MIROSERV PANIF S.R.L.,vancica.mariamirabela@yahoo.com,0745771305,anofm_jobs_20260220_153333_20260314_549f40d5
MITLIV INDUSTRY AGREGATE S.R.L.,office@mitliv.ro,0744530451,anofm_jobs_20260220_153333_20260314_549f40d5
MITRUMICMAG S.R.L.,rrodicva08@yahoo.com,0746732661,anofm_jobs_20260220_153333_20260314_549f40d5
M&M AUTOSERVICE PLUS SRL,contabilitate@mmautoservice.ro,0729990669,anofm_jobs_20260220_153333_20260314_549f40d5
MMH CLEANING TIME S.R.L.,office@mmhcleaning.ro,0 733 096 987,anofm_jobs_20260220_153333_20260314_549f40d5
MNJ UNIC PROCONSTRUCT S.R.L.,maximlarionei93@gmail.com,0752517871,anofm_new_constructii_20260314_8477685f
M&N SMART TIRE SOLUTION S.R.L,claudiucalin578@gmail.com,0730719766,anofm_jobs_20260220_153333_20260314_549f40d5
MOARA CIBIN SA,olivia.geamanu@boromir.ro,0269229651,anofm_jobs_20260220_153333_20260314_549f40d5
MOARA GLIGA SRL,moaragliga1940@yahoo.com,0233216637,anofm_jobs_20260309_091938_20260314_74c23d98
MOARA ZUF PRODUCT SRL,officezuf@gmail.com,0753409647,anofm_new_alte_20260314_0cf00e61
MOB. DAN. IMPEX SRL,mobdanimpex@yahoo.com,0262278034,anofm_jobs_20260220_153333_20260314_549f40d5
MOBEL AUTO SRL,jana_cioata@mobel.ro,0740271541,anofm_jobs_20260220_153333_20260314_549f40d5
MOBEL HAR PROD DESIGN SRL,pintilii.vasile@yahoo.com,0723527996,anofm_jobs_20260309_091938_20260314_74c23d98
Mobila Ana&adyelvasy,nicoany55@yahoo.com,0729586959,anofm_jobs_20260220_153333_20260314_549f40d5
MOBILA SA,recrutare@mobilasa.ro,0771742232,anofm_jobs_20260220_153333_20260314_549f40d5
MOBILIER TEO SMART S.R.L.,teodorovicidaniel23@gmail.com,0731382515,anofm_jobs_20260309_091938_20260314_74c23d98
MOBIL SERV AUTO RAPID SRL,mobilservautorapid@gmail.com,0744788584,anofm_jobs_20260310_123444_20260314_a3ffee1a
MOBYL ADU GROUP S.R.L.,radu_popoviciu@yahoo.com,0726300414,anofm_new_alte_20260314_0cf00e61
MODERN SERVICES VIEW S.R.L.,office@asia-cleaning.ro,0753038692,anofm_new_transport_20260314_7ccb1137
MOFT PASTRY S.R.L.,andreea.sc2310@gmail.com,0722253302,anofm_new_alte_20260314_0cf00e61
MOLDOTRANSAUTO SRL,mogildea_ion@yahoo.com,0732510510,anofm_jobs_20260309_091938_20260314_74c23d98
MOLDOVAN CARMANGERIE S.R.L.,andrea.mot@cmdn.ro,0264232810,anofm_jobs_20260220_153333_20260314_549f40d5
MONAC S GARAGE AUTOMOTIVE S.R.L.,monac.garage@yahoo.com,0751037120,anofm_jobs_20260220_153333_20260314_549f40d5
MONAMONY FOOD S.R.L.,meny.serban82@yahoo.com,0769292393,anofm_jobs_20260220_153333_20260314_549f40d5
MONDEX MANUFACTURING S.R.L.,financiar@mondex.ro,0269222915,anofm_jobs_20260309_091938_20260314_74c23d98
MONDOPROD ARPIMEX SRL,teoglavce@yahoo.com,0233214440,anofm_new_alte_20260314_0cf00e61
MONICOM IMPEX SRL,office@moaralandolt.com,0744663838,anofm_jobs_20260220_153333_20260314_549f40d5
MONTAJ EDIL S.R.L.,financiar@simat.ro,0769083585,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MONVELLY DELUXE S.R.L.,casteliastoica@gmail.com,0768401462,anofm_jobs_20260220_153333_20260314_549f40d5
MOTOUTIL S.R.L.,claudia74pop@yahoo.com,0751147222,anofm_jobs_20260220_153333_20260314_549f40d5
MPC QB CAD S.R.L.,angelica.letitia.c@gmail.com,0747457348,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MPIRE DIGITAL PRODUCTION SRL,dragos_florin98@yahoo.com,0754411428,anofm_jobs_20260220_153333_20260314_549f40d5
MR.AFZAL FOOD S.R.L.,romulusmihali@yahoo.com,0742841841,anofm_new_turism_20260314_17f0d9ec
MRN SPEED CARGO S.R.L.,mrnspeedcargo@yahoo.com,0757434053,anofm_jobs_20260309_091938_20260314_74c23d98
MRO CONCEPT S.R.L.,piese.comenzi@gmail.com,0760816405,anofm_jobs_20260220_153333_20260314_549f40d5
MRS RO BUILDINGS S.R.L.,mstan1703@gmail.com,0742059616,anofm_new_constructii_20260314_8477685f
MST SERVICII&TURISM S.R.L.,ioana_agrotrip@yahoo.com,0743146362,anofm_jobs_20260220_153333_20260314_549f40d5
MTCM INDUSTRIES SRL,mtcmsrl22@gmail.com,0768360084,anofm_jobs_20260220_153333_20260314_549f40d5
MTM SINCRON GUARD S.R.L.,resurseumane@libraguard.ro,0757038797,anofm_jobs_20260220_153333_20260314_549f40d5
MUAN S.R.L.,muansrlromania@gmail.com,0742377906,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MULTIAKTIV MOLDOVA S.R.L.,eduardt_cozminschi@yahoo.com,0740015420,anofm_jobs_20260309_091938_20260314_74c23d98
MULTIBRANDS REPAIR S.R.L.,multibrandsrepair@gmail.com,0743223820,anofm_jobs_20260220_153333_20260314_549f40d5
MULTISERVCONTA S.R.L.,daniela_ciucioi@yahoo.com,0749713835,anofm_new_productie_20260314_40b9f91f
MUNTENIA DELIRENT S.R.L.,amaria.ciobanu@gmail.com,0734794367,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MUNTHIU VET S.R.L.,iiosefmunthiu@yahoo.com,769289761,anofm_new_curierat_20260314_17b33dec
MUR AUTO CARS S.R.L.,murautocars@gmail.com,0738726099,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MYPESEL S.R.L.,vanessa.ludwig@mypesel.ro,0753021776,anofm_jobs_20260220_153333_20260314_549f40d5
NAF CLEANING SERVICES S.R.L.,bogdanfilip25@yahoo.com,0740868882,anofm_jobs_20260309_091938_20260314_74c23d98
NAJJARS CLINIC S.R.L.,dr.najjar88@gmail.com,0770639632,anofm_jobs_20260220_153333_20260314_549f40d5
NAMASTE INDIA S.R.L.,dr.ravijogadia@gmail.com,0746805179,anofm_jobs_20260309_091938_20260314_74c23d98
NANCIU STYLE S.R.L.,valinanciu@yahoo.com,0720055874,anofm_new_alte_20260314_0cf00e61
NAOBEAUTY S.R.L.,office.naobeauty@gmail.com,0760599529,anofm_jobs_20260309_091938_20260314_74c23d98
NARCISDUR S.R.L.,durcaunarciss@yahoo.com,0722779967,anofm_jobs_20260309_091938_20260314_74c23d98
NARCORIDE S.R.L.,iosifnarcistamas@gmail.com,0765277660,anofm_new_transport_20260314_7ccb1137
NARIDA HORECA S.R.L.,darinabirou@gmail.com,0757570766,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NATURAL DEEA CAKES S.R.L.,miss.cake27@yahoo.com,0755211485,anofm_jobs_20260313_083455_20260314_3eab569a
NAV TECHNOLOGY S.R.L.,navtechnology22@gmail.com,0743270146,anofm_jobs_20260313_160855_20260314_6a442ca2
NBI INDUSTRIAL ORADEA S.R.L.,ezbarcea@gruponbi.com,0735854412,anofm_jobs_20260220_153333_20260314_549f40d5
NEGRIFRUCT S.R.L.,mariantripon@gmail.com,0741044207,anofm_jobs_20260220_153333_20260314_549f40d5
NEGRUPAV ULTRACONSTRUCT S.R.L.,lenutza_alg@yahoo.com,0760130141,anofm_jobs_20260220_153333_20260314_549f40d5
NEGURĂ DESIGN S.R.L.,neguradesign@gmail.com,0742807077,anofm_jobs_20260309_091938_20260314_74c23d98
NELAURA COMIMPEX SRL,office@nelaura.ro,0264258219,anofm_jobs_20260220_153333_20260314_549f40d5
NEO MATRIX S.R.L,spartanangajari@gmail.com,0770466002,anofm_jobs_20260309_091938_20260314_74c23d98
NEON & SIGN S.R.L,office@neon-sign.ro,0265514140,anofm_jobs_20260220_153333_20260314_549f40d5
NESMA CIVIL CONSTRUCT S.R.L.,dan.smarandescu1@gmail.com,0761650173,anofm_new_constructii_20260314_8477685f
NETEX ROMANIA S.R.L.,timea_bordi@netex.ro,,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NETHEX CARE S.R.L.,alinamihaela.maftei@nethexcare.ro,0746587201,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NEUROCALM S.R.L.,contact@neurocalm.ro,0721089089,anofm_jobs_20260309_091938_20260314_74c23d98
NEUROSTART PLUS S.R.L.,macoveic.lucian@yahoo.com,0728324000,anofm_new_alte_20260314_0cf00e61
NEVAN IMPEX SRL,andreas862002@yahoo.com,0753553612,anofm_jobs_20260220_153333_20260314_549f40d5
NEWCOMBAC FOOD S.R.L.,rovisbar@yahoo.com,0761181713,anofm_jobs_20260313_083455_20260314_3eab569a
NEXTSTEP RECRUITMENT S.R.L.,nextsteprecruitment25@gmail.com,0725884130,anofm_jobs_20260220_153333_20260314_549f40d5
NGGS SECURITY S.R.L.,nggs.securitate@gmail.com,0744983404,anofm_new_paza_20260314_66d84bf5
NIBAS I.O. S.R.L.,danola305@gmail.com,0768794317,anofm_new_alte_20260314_0cf00e61
NICALEX BUILDER S.R.L.,nicolaebuia5@gmail.com,0741672799,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NICOS ZONE S.R.L.,gabriel.marginean81@gmail.com,0745087022,anofm_new_turism_20260314_17f0d9ec
NICU CUCU CONSTRUCT S.R.L.,neculai.cucu01@gmail.com,0734880379,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NIFRON AGREGATE S.R.L,betoane@nifron.ro,0763148003,anofm_jobs_20260220_153333_20260314_549f40d5
NIKOBAU CONSI COM S.R.L.,andreea.cisma.nikobau@gmail.com,0728637502,anofm_jobs_20260309_091938_20260314_74c23d98
NIVA IMPEX SRL,aprilturda@gmail.com,0364410355,anofm_jobs_20260310_123444_20260314_a3ffee1a
NOHEA TEXTILESRL,office@nohea.ro,0734 434 648,anofm_new_confectii_20260314_8da893a3
NOIL PAN S.R.L.,nyl.cargo@yahoo.com,0723611484,anofm_jobs_20260310_123444_20260314_a3ffee1a
NOMADIC MICRO SERVICES S.R.L.,maadaalin@yahoo.com,0766343935,anofm_jobs_20260220_153333_20260314_549f40d5
NOMAD SECURITY SISTEM S.R.L.,office@nomadsecurity.ro,0768620106,anofm_jobs_20260309_091938_20260314_74c23d98
NORDARIN PROD COM SRL,ru@nordarin.com,0233240369,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NORDENT SMILE CLINIC S.R.L.,nordentsmileclinic@gmail.com,0770487686,anofm_jobs_20260311_083428_20260314_70886e3a
NORD INSULATIONS S.R.L.,danielnaros@gmail.com,0740989242,anofm_jobs_20260309_091938_20260314_74c23d98
NORINVEST CONSTRUCT S.R.L.,contact@norgroup.ro,0769590112,anofm_jobs_20260309_091938_20260314_74c23d98
NOROC ALINALINA IMPEX SRL,diana.vasilica.nistor@gmail.com,0742918250,anofm_jobs_20260220_153333_20260314_549f40d5
NOROCEL 17 COMIMPEX SRL,norocel17@gmail.com,0722395921,anofm_jobs_20260313_083455_20260314_3eab569a
NOTED PROEXPERT S.R.L.,office@noted.ro,0739872111,anofm_jobs_20260310_123444_20260314_a3ffee1a
NOUA FABRICA DE MOBILA SRL,soareflorin@gmail.com,0765/489933,anofm_new_lemn_20260314_46a056e1
NOVA EXPERT CONSTRUCT S.R.L.,novaexpert.ro@gmail.com,0739625923,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NOVALIS HOME S.R.L.,alina.burde@yahoo.com,0753079930,anofm_new_alte_20260314_0cf00e61
NOVARA T IMPEX SRL,constructiimontaj5@gmail.com,0737735151,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NOVATIK S.R.L.,oana.gutu@novatik.ro,0740112103,anofm_jobs_20260313_160855_20260314_6a442ca2
N.S.C. GROUP S.R.L.,rosucamilhome@gmail.com,0771192258,anofm_jobs_20260220_153333_20260314_549f40d5
NUTRIZEMA S.R.L.,simona.durai@yahoo.com,0743145011,anofm_jobs_20260220_153333_20260314_549f40d5
NUVITA S.R.L.,office@avaten.ro,0749910602,anofm_jobs_20260220_153333_20260314_549f40d5
OANAMO PROD SRL,silton2004@yahoo.com,0785203001,anofm_jobs_20260220_153333_20260314_549f40d5
OCAS VENT INTERNATIONAL S.R.L.,ocasvent@gmail.com,0745427025,anofm_jobs_20260220_153333_20260314_549f40d5
OFFROADTECH S.R.L.,office@nordicamoto.ro,0746142590,anofm_jobs_20260309_091938_20260314_74c23d98
OIL TERMINAL SUD S.R.L.,oilterminalsud@gmail.com,735884220,anofm_jobs_20260313_160855_20260314_6a442ca2
OLD CARE ANGEL S.R.L,vanessa77vsa@yahoo.com,+40 753 433 923,anofm_5_30pos_older_than_30_days_20260314_66bc9356
OLIMPIMPEX SRL,office@olimpimpex.ro,0790008181,anofm_jobs_20260220_153333_20260314_549f40d5
OLTEAN PRODLEMN SRL,olteanflorina21@yahoo.com,0743066640,anofm_5_30pos_older_than_30_days_20260314_66bc9356
OLTEMIDOR PLAFONAGE S.R.L.,olteanudorel5@gmail.com,0769860859,anofm_new_constructii_20260314_8477685f
OLTENIA AUTO SOCIAL S.R.L.,sorinpetre62@gmail.com,0767121877,anofm_new_alte_20260314_0cf00e61
OLTENIA ELECTRONICS SRL,olteniaelectronics@gmail.com,0745256595,anofm_5_30pos_older_than_30_days_20260314_66bc9356
OLTINA IMPEX PROD COM SRL,hr@oltina.ro,0755093290,anofm_jobs_20260309_091938_20260314_74c23d98
OMNIA EUROPE S.A.,adgzl.prvn@gmail.com,+905333538531,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ONE BY CAFADARU S.R.L.,contact@cafyjr.ro,0799400300,anofm_jobs_20260309_091938_20260314_74c23d98
ONE DEVERRA CLEAN S.R.L.,lianadex@yahoo.com,0744633844,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ONEPLAST S.R.L.,resurseumane@klassprofile.ro,0755112188,anofm_jobs_20260220_153333_20260314_549f40d5
ONEROM IMPEX SRL,antonia@onerom.ro,0788314795,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ONLINE FOOD S.R.L.,shaormeriabaneasadomino@gmail.com,0724915995,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ONLINE NR PRODUCTION SRL,talents@devhub.tech,0792176024,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ONLY GREAT ACTION S.R.L.,onlygreataction@gmail.com,0747699343,anofm_jobs_20260220_153333_20260314_549f40d5
ONYS TERAPIA S.R.L.,office@onys.ro,0770514303,anofm_5_30pos_older_than_30_days_20260314_66bc9356
OPEN MIND-GRUPPO OM S.R.L.,g.craiu@openmindgroup.it,0745200059,anofm_jobs_20260220_153333_20260314_549f40d5
OPF AIR SYSTEMS CO S.R.L.,office@opf.ro,0726370555,anofm_jobs_20260220_153333_20260314_549f40d5
OPREA MULTICONSTRUCT S.R.L.,brasaidanalucia@yahoo.ro,0725650699,anofm_jobs_20260313_160855_20260314_6a442ca2
ORCHID S.R.L.,ciprian.pavaloiu@orchid.eu,0727370281,anofm_jobs_20260309_091938_20260314_74c23d98
ORGANISATION CONSULTING PROD SRL,madalina.avram@ocprodgroup.com,0757023174,anofm_jobs_20260220_153333_20260314_549f40d5
ORIENTAL SPA S.R.L.,orientalspa.office@gmail.com,0729910364,anofm_jobs_20260220_153333_20260314_549f40d5
ORIENT CERAMIC SRL,juridic@orientceramic.ro,0737738002,anofm_jobs_20260220_153333_20260314_549f40d5
ORIENT MONTANA S.R.L.,contact@hotelsilvadorna.ro,0729838143,anofm_jobs_20260309_091938_20260314_74c23d98
ORION INDUSTRIE SRL,eduard.tanasescu@orionindustrie.ro,0745136790,anofm_jobs_20260309_123436_20260314_274578d5
ORION MEDICAELIT S.R.L.,orionmedicaelit@gmail.com,0740975596,anofm_jobs_20260220_153333_20260314_549f40d5
