name,cui,caen,emp,turnover,email,phone,source_table
RICHTER ROMANIA SRL,13251039,15,120,13873411,,,
ROMANIAN TRADE GARMENTS SA,10624605,14,120,8406943,,,
MITLIV INDUSTRY AGREGATE SRL,28545377,23,120,39300169,office@mitliv.ro,0744530451,anofm_jobs_20260220_153333_20260314_549f40d5
LEFRUMARIN SRL,1106817,10,120,37946983,,,
ENVIPCO SOLUTIONS S.R.L.,40307587,28,120,251492500,,,
MITLIV INDUSTRY AGREGATE S.R.L.,28545377,23,120,39300169,office@mitliv.ro,0744530451,anofm_jobs_20260220_153333_20260314_549f40d5
ORANGE1 FOUNDRY EUROPE S.R.L.,18793510,24,120,53410575,,,
CANTACUZ INVEST SRL,7286539,22,120,49907422,,,
DOOR PANELS SRL,22456157,22,119,46360110,,,
PET STAR HOLDING S.A.,12788779,22,119,270155800,,,
KLASS COATING SYSTEM SRL,22429829,22,119,100566417,,,
KLASS COATING SYSTEM SRL,22429829,22,119,100566417,,,
TONNELLERIE MARGO SRL,14901245,16,119,48128689,,,
TAURIL SRL,10329451,22,119,19169075,,,
IMPRO SRL,24658640,25,119,223764929,,,
AVICARVIL POULTRY S.R.L.,43612410,14,119,50881840,,,
VOIPAN SIL SRL,6696018,10,119,19522909,resurse.umane.voipan@gmail.com,0722377704,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROMRADIATOARE SA,1108834,29,119,25124506,,,
PROMAT SRL,3440120,30,119,22606225,,,
RAP CONFECTIONERY SRL,21727410,10,119,94127478,,,
IMPRO SRL,24658640,25,119,223764929,,,
ITHAKI GROUP S.R.L.,44473299,14,119,8840766,contabilitate@newsonoma.ro,0729993111,anofm_5_30pos_older_than_30_days_20260314_66bc9356
OFFENSIVE SRL,13612370,14,119,12751354,,,
ZOLLERN SRL,16683988,25,118,17230922,elena.lapte@zollern.com,0746366412,anofm_jobs_20260220_153333_20260314_549f40d5
AS TRANS SRL,1481930,23,118,36825182,astrans@clicknet.ro,0250738492,anofm_jobs_20260309_091938_20260314_74c23d98
RALUCONT MARITIME SRL,34782262,30,118,35514158,,,
BAMESA OTEL SA,18066946,25,118,701383343,,,
PITYOKA GYAR SRL,36943845,10,118,59834343,,,
SALTEX MOB SRL,14423264,31,118,56162720,,,
BAMESA OTEL SA,18066946,25,118,701383343,,,
ROFA TEXTIL PRODUCT SRL,15468906,14,118,12561625,,,
EUROPEAN DRINKS SA,4188153,11,117,55846838,,,
OLTEAN PRODLEMN SRL,6334034,31,117,30285582,olteanflorina21@yahoo.com,0743066640,anofm_5_30pos_older_than_30_days_20260314_66bc9356
FRONTERA FOOD IND S.R.L.,43475968,10,117,8249501,,,
GEMA EASTERN EUROPE S.R.L.,31239831,28,117,150564911,,,
EURO BUSINES SRL,14285625,22,117,44764258,,,
CLEMANS AL-GLASS SRL,15860470,25,117,31930669,juridic@clemans.ro,0735308148,anofm_jobs_20260220_153333_20260314_549f40d5
BRAVO TRADING SRL,29327702,25,116,171316217,,,
MINIMAL A.P. SRL,382024,10,116,22272699,,,
CRIBER NET SRL,13503918,22,116,38358616,,,
KERN LIEBERS CARPATIA SCS,17979095,25,116,57690523,,,
BRAVO INTERNATIONAL RO S.R.L.,29327702,25,116,171316217,,,
BIG CONF PRODUCTION S.R.L.,4811668,14,116,9550746,bigconf@bigconf.ro,0746261893,anofm_jobs_20260220_153333_20260314_549f40d5
EUROAM INDUSTRIES SRL,16272834,25,116,9948570,,,
KUMA ROMANIA  SRL,11266580,23,116,28084749,,,
STAR INTERNATIONAL SRL,5721920,15,116,7279956,,,
FLEXIBIL SRL,2202243,29,115,53888778,ltatar@flexibil.com,0262349034,anofm_jobs_20260309_091938_20260314_74c23d98
MENNEKES ELECTRIC S.R.L.,40247876,29,115,165151636,,,
MENNEKES ELECTRIC S.R.L.,40247876,29,115,165151636,,,
DEWULF SRL,18905010,25,115,57697131,,,
BIOSINTEX SRL,14779017,32,115,35688574,,,
RECOMPLAST SRL,1153363,27,115,27543061,,,
CSID IMPEX SRL,3411884,11,115,29661917,,,
VARROC ROMANIA S.A.,1220411,29,115,35030789,,,
VOX PROFILE SRL,21308632,22,115,95265629,,,
PREMAGRO SA,73711,25,115,47711626,,,
TESSUTICA ROMANIA SRL,32531400,13,115,71391660,,,
FLUOROCARBON POLYMERS SRL,25947680,22,115,46978780,,,
TEXBRA SRL,17378052,14,115,6862117,,,
PENTA BOX SRL,30529004,16,115,41090127,purchasing@pentabox.eu,0731042663,anofm_jobs_20260309_091938_20260314_74c23d98
PENTA BOX SRL,30529004,16,115,41090127,purchasing@pentabox.eu,0731042663,anofm_jobs_20260309_091938_20260314_74c23d98
TECNOWIND EAST EUROPE SRL,24895710,27,115,47507614,,,
VASCONY PROD SRL,6680771,16,115,30536745,,,
MDE CONVERTING SRL,24092010,22,114,37957559,m.zamfir@mdegroup.ro,0730001226,anofm_jobs_20260309_091938_20260314_74c23d98
ROMED SRL,14139085,15,114,11238791,romedbotosani@yahoo.com,0231537200,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CIPSOR CONSTRUCT SRL,16382438,25,114,110925874,,,
GENICA SRL,1136923,10,114,13959764,,,
FORJA NEPTUN SRL,14636688,25,114,47815454,,,
GENICA SRL,1136923,10,114,13959764,,,
METIGLA S.R.L.,12727666,24,114,136996144,laurentiu.mihai@metigla.ro,0745 574 160,anofm_jobs_20260309_091938_20260314_74c23d98
GENICA SRL,1136923,10,114,13959764,,,
PRODIMA SRL,6694165,25,114,48893824,,,
DECO PLAST SRL,16710667,22,114,60701344,,,
QAPIROM PLAST S.R.L.,12562282,22,114,50387072,,,
CAPIROM SRL,12562282,22,114,50387072,,,
INDUSTRIAL MECANO IMPORT-EXPORT SRL,10973931,22,114,104181619,,,
ROMANEL TIMBER S.R.L.,43368635,16,114,54214540,,,
CERAGRIM SRL,6064801,15,114,27262105,,,
INDUSTRIAL MECANO IMPORT EXPORT  SRL,10973931,22,114,104181619,,,
MPI STEELPROCESS S.R.L.,38872791,28,114,25296197,,,
INDUSTRIAL MECANO IMPORT EXPORT SRL,10973931,22,114,104181619,,,
KERN-LIEBERS ROMANIA SRL,18632808,25,113,29131985,andreea.albu@kern-liebers.com,0786381635,anofm_jobs_20260220_153333_20260314_549f40d5
THEREZIA PRODCOM SRL,6525450,10,113,77356076,,,
INVICTUS FORCE&SAFE S.A.,39991049,14,113,46874599,,,
COMEFIN SA,161880,29,113,27432269,,,
FILTROPTIC SRL,16278594,26,113,14749153,,,
DASPI PRODCOM SRL,7418087,14,113,9380513,,,
ALEXTRICOT SRL,11492340,14,113,7015065,,,
BLUE AIR TECHNIC S.R.L.,42790517,33,113,32555213,,,
ROMANIA-EUROEST SA,10945109,33,113,24162139,,,
AVEURO INTERNATIONAL SRL,20944909,29,113,255563414,hr@aveuro.com,0723344513,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ALEXIANA GROUP SRL,12059923,25,113,60434350,,,
KERN - LIEBERS TEXTIL SRL,18632808,25,113,29131985,,,
PATROL SERVICE SRL,2724212,11,113,142280341,,,
DPH PARQUET SRL,30448376,16,113,21175089,,,
TOTALGAZ INDUSTRIE SRL,6658553,26,113,59202919,,,
PRINTCO SRL,10055640,17,113,42621856,,,
M.P. BANEASA - PASTE SA,22650853,10,113,110801188,gabi.dizanov@mpbaneasa.ro,0212321289,anofm_jobs_20260220_153333_20260314_549f40d5
M.P. BANEASA - PASTE SA,22650853,10,113,110801188,gabi.dizanov@mpbaneasa.ro,0212321289,anofm_jobs_20260220_153333_20260314_549f40d5
MECAROM DOTCOM LTD SRL,12835617,25,112,28929618,,,
MECAROM DOTCOM LTD SRL,12835617,25,112,28929618,,,
ERBALACT S.R.L.,6680550,15,112,34227732,,,
COMBINATUL DE INGRASAMINTE CHIMICE SRL,14996741,20,112,147233520,,,
NATURAL SRL,1543994,10,112,45871276,hr@naturalcompany.eu,0349402298,anofm_jobs_20260220_153333_20260314_549f40d5
BUNEXIM SRL,5707542,10,112,22981558,,,
SANTIERUL NAVAL MIDIA S.A.,1862896,33,112,34344882,,,
AGNETHELN MOBILA TAPITATA SRL,15673536,31,112,16162048,,,
SALDNAV STEEL S.R.L.,41806771,25,111,11989476,elena.serdaru@saldnav.com,0742029985,anofm_new_alte_20260314_0cf00e61
M & C BUSINESS SRL,12677100,25,111,20959702,,,
PAOLONI INDUSTRIE SRL,16551065,14,111,16278803,,,
ROMCOLOR 2000 SA,6717137,22,111,188447096,,,
AEW AUTOMOTIVE SYSTEMS S.R.L.,48092033,29,111,44280789,,,
ROMCOLOR 2000 SA,6717137,22,111,188447096,,,
OUL DE TINCA S.R.L.,41048111,14,111,244775700,,,
LTS APPAREL-FASHION S.R.L.,45199508,14,111,2090548,,,
AMF-BRUNS ROMANIA S.R.L.,42366482,28,111,37246478,hr-romania@amf-bruns.com,0712159391,anofm_jobs_20260220_153333_20260314_549f40d5
SALDNAV STEEL S.R.L.,41806771,25,111,11989476,elena.serdaru@saldnav.com,0742029985,anofm_new_alte_20260314_0cf00e61
EUROMANUFACTURING S.R.L.,47151646,14,111,11569482,,,
CAVALLI WOOD INTERIORS SRL,10661093,29,111,19802189,,,
AMF-BRUNS ROMANIA S.R.L.,42366482,28,111,37246478,hr-romania@amf-bruns.com,0712159391,anofm_jobs_20260220_153333_20260314_549f40d5
DILDAR PAN SRL,18035001,10,110,19129788,,,
4 BRANDS SRL,23646648,20,110,35082509,,,
ZALECO SRL,29159110,17,110,33016411,office@zaleco.ro,0770703695,anofm_jobs_20260220_153333_20260314_549f40d5
DILDAR PAN SRL,18035001,10,110,19129788,,,
4 BRANDS SRL,23646648,20,110,35082509,,,
MAGNET-SCHULTZ ROMANIA S.R.L.,25609700,26,110,11444478,,,
MATEC-CNC TECHNIK SRL,17443576,25,110,48824426,hr@matec.ro,0746222173,anofm_jobs_20260220_153333_20260314_549f40d5
COMTECH CO SRL,9600823,24,110,138483159,,,
ADMINISTRARE ACTIVE SECTOR 3 SRL,31012790,23,110,47582237,,,
MEGA CONSTRUCT METAL SRL,13793340,25,110,48146786,office@megadoor.ro,0245658285,anofm_new_alte_20260314_0cf00e61
VITEMA S.A.,15849900,21,110,22229320,,,
MECAIND ULMENI SA,1931597,11,110,93096402,,,
MAXCONF SRL,13050973,14,110,12333880,,,
PLAST MOULD PART SRL,35056470,22,110,47562464,,,
MONTANA-IUGAN SRL,591527,22,110,44391839,,,
RHEINMETALL AUTOMECANICA S.R.L.,21449178,29,110,21597264,,,
BEHZAT CONFEX S.R.L.,46206670,14,110,3592033,,,
EMILIANA WEST ROM SRL,13354239,11,110,93153339,,,
DEKO RAME SRL,11462102,31,110,7482020,office@dekorame.ro,0732810980,anofm_5_30pos_older_than_30_days_20260314_66bc9356
LUCA DAMILANO SRL,16333869,31,110,16985627,lucadamilano@yahoo.it,0231/531410,anofm_jobs_20260220_153333_20260314_549f40d5
STAS FACTORY MEDIAS S.R.L.,17956660,29,110,111054669,,,
WIRQUIN ROMANIA SA,12062970,22,110,56589808,,,
TEHNOMET SA,14437898,25,110,23408793,,,
DANA SRL,1630519,10,110,16352928,,,
POLIROM PACKAGING SRL,15916740,17,109,52821313,,,
MESSER ROMANIA GAZ SRL,10547308,20,109,168709147,,,
ALUSYSTEM SRL,15451270,25,109,87964975,iulia.dobrea@alusystem.ro,0731 792535,anofm_jobs_20260220_153333_20260314_549f40d5
ALUSYSTEM SRL,15451270,25,109,87964975,iulia.dobrea@alusystem.ro,0731 792535,anofm_jobs_20260220_153333_20260314_549f40d5
DISPLAY TOTAL GRUP SRL,15948840,18,109,29931511,,,
RO-DESIGN SRL,9382494,14,109,17599932,,,
GERONIMO-RO SRL,13089639,15,109,12967537,,,
METFOR ALFA SRL,28778518,25,109,29433040,,,
DUO T-H IMPEX SRL,3960343,10,109,20808224,,,
METAAG STEEL CONSTRUCTIONS S.R.L.,47089412,25,109,16657683,,,
MONTAJ CARPATI SA,5797898,25,109,65634937,office@montajcarpati.ro,0733 686 297,anofm_jobs_20260220_153333_20260314_549f40d5
ELECTROCARBON S.A.,1515382,23,109,35402935,,,
ELECTROCARBON S.A.,1515382,23,109,35402935,,,
AROSA INDUSTRIES SRL,28886323,25,109,28672370,resurseumane@arosaindustries.ro,0364140280,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MINERAL QUANTUM SRL,9924498,11,108,60059723,,,
RING TEXTILE PRODUCTION RTP SRL,12131140,14,108,34025492,rodica.bichirgiu@rtpbz.ro,0799884595,anofm_jobs_20260220_153333_20260314_549f40d5
SCHUNK CARBON TECHNOLOGY SRL,11285329,27,108,105503039,,,
AGROSEMCU SRL,15501204,10,108,38005394,agrosemcu@yahoo.com,0720060033,anofm_new_productie_20260314_40b9f91f
MACRO SUIN  S.A.,161430,10,108,106607553,,,
MONITA SRL,11996011,22,108,16500950,,,
AZUR SA,1807689,20,108,179521391,,,
SC PANEL LAND S.R.L.,17493990,22,108,59490555,,,
GMB ROMANIA AUTO INDUSTRY SRL,33170559,29,108,98476712,,,
GMB ROMANIA AUTO INDUSTRY SRL,33170559,29,108,98476712,,,
PANEL LAND SRL,17493990,22,108,59490555,contabilitate@panelland.eu,0784010048,anofm_jobs_20260220_153333_20260314_549f40d5
PANEL LAND SRL,17493990,22,108,59490555,contabilitate@panelland.eu,0784010048,anofm_jobs_20260220_153333_20260314_549f40d5
MONDO STYLE SRL,8863694,22,108,57206517,,,
TRAMET INDUSTRY SRL,24430005,25,108,26429761,,,
MOBEX SA,1222544,31,108,11771683,,,
CAROMET SA,1066631,25,108,23219463,,,
GREENCORP SRL,31686040,31,108,42399632,,,
AGROLAND GENETICS S.R.L.,47081443,14,108,50832472,,,
ICOFORM S.R.L.,23589496,22,108,69621462,camelia.bot@icoform.eu,0731026737,anofm_jobs_20260220_153333_20260314_549f40d5
SCHUNK CARBON TECHNOLOGY SRL,11285329,27,108,105503039,,,
JUMBO COM SRL,6695713,10,107,41180918,,,
ELECTROPLAST SA,5027384,27,107,167525606,,,
WAM ROMANIA SRL,13852268,28,107,51788242,,,
EQUIPEMENT MAINTENANCE INDUSTRIE (EMI) S.R.L.,13236233,25,107,85342923,,,
EMI EQUIPEMENT MAINTENANCE INDUSTRIE S.A.,13236233,25,107,85342923,,,
AEROFINA SA,5405528,33,107,35995075,,,
VERMOREL SRL,17151997,25,107,30450305,,,
REPEDE PRESSURE CONTROL SRL,25925118,28,107,34234080,,,
EXEL ROM SRL,17151997,25,107,30450305,,,
DELTA ENGINEERING AUTOMATION SRL,28767071,28,107,50649688,hr@delta-engineering.ro,0262222410,anofm_jobs_20260309_091938_20260314_74c23d98
DINAMIC PRODCOM SRL,6628978,14,107,48363506,dinamic_prodcom@yahoo.ro,0741215676,anofm_new_confectii_20260314_8da893a3
ROM PAPER SRL,14619270,17,107,122907335,gabriela.savu@rompaper.com,0799402564,anofm_jobs_20260309_091938_20260314_74c23d98
CARAIMAN SRL,572568,10,107,19708915,,,
PROD ALCAR S.R.L.,7854167,31,107,53243928,office@prodalcar.ro,0744/475865,anofm_jobs_20260220_153333_20260314_549f40d5
REPEDE PRESSURE CONTROL SRL,25925118,28,107,34234080,,,
PLAST TECHNIK SRL,10056610,22,107,100102405,plasttechnik@cluj.astral.ro,0264416817,anofm_jobs_20260220_153333_20260314_549f40d5
PRIMACOM SRL,1201320,10,106,56208977,,,
NORSTAL STEEL STRUCTURES SRL,20463573,25,106,78504304,,,
PATRU MAINI CARPATIA SRL,31544568,23,106,94098246,alexandra.sora@patrumaini.ro,0749181143,anofm_jobs_20260220_153333_20260314_549f40d5
MERCADO SRL,5608999,10,106,93540906,cosmina.tarean@mercado.ro,0721228169,anofm_new_curierat_20260314_17b33dec
A & S INTERNATIONAL 2000 SRL,6769748,11,106,39068158,,,
ORIGINAL SHOES S.R.L.,50186504,15,106,791975,,,
DIVINGARDEN SRL,35069608,10,106,165574047,resurseumane@divingarden.com,0740358782,anofm_jobs_20260220_153333_20260314_549f40d5
UNILEMN D&G SRL,19235415,31,106,18255791,,,
LAMPIA ROM SRL,16440849,22,106,49995077,,,
VIA TERRA TRANS SRL,17075962,33,106,20567562,,,
ZEUS VIGOR SRL,12670802,15,105,6956166,zeusvigorarad@gmail.com,0257212928,anofm_jobs_20260220_153333_20260314_549f40d5
RELOTEX SRL,12118914,14,105,6467376,ardeleancodrutaviorica2015@yahoo.com,0740087434,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ARDUDANA S.R.L.,6043507,31,105,14351113,,,
PAN DAVID JCL SRL,26378272,10,105,23904857,resurse.umane@pandavidjcl.ro,0724550691,anofm_jobs_20260220_153333_20260314_549f40d5
MERLINS BEVERAGES S.R.L.,28514150,11,105,115642433,,,
HOLDE AGRI OPERATIONAL S.R.L.,40746213,11,105,118997680,,,
ELSIMA CONF SRL,5810555,14,105,17099304,,,
BATA ROM SRL,17371232,27,105,13447682,,,
NORTHMETAL S.R.L.,27222424,29,105,11114509,,,
METROM TRADING SA,17148908,25,105,39400741,,,
UZINA MECANICA MARSA SA,2460587,25,105,20198238,,,
MAGISTRA C&C SRL,4130720,21,105,66980207,,,
MANTRA S.R.L.,15825928,14,105,32243216,,,
E-KID SRL,18176612,31,105,19563886,,,
MORANDI-COM SRL,4359342,14,105,77887848,,,
MANTRA SRL,15825928,14,105,32243216,,,
MERIDIAN AGROIND SRL,6675589,10,104,37176364,,,
PRODVINALCO SA,199222,11,104,68795058,,,
GELEMAX COM SRL,7573463,14,104,9212638,,,
LOVENTAL SRL,10754648,10,104,12935923,,,
MAREMOD SA,9708800,14,104,6735168,,,
CARNSAN PROD SRL,14650399,10,104,27423581,,,
CANDELA MANUFACTURING SRL,36415750,32,104,16245977,,,
ONIX PANIFICATIE SRL,29080156,10,104,24429412,,,
ZEELANDIA SRL,8723151,10,104,86807564,,,
CATHEDRAL DISTRIBUTION SRL,34986890,10,104,152449527,,,
MHB CONSMET SRL,13852560,25,104,31281302,eg@mhb.ro,0728181202,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ONIX PANIFICATIE S.R.L.,29080156,10,104,24429412,,,
GENERAL MEMBRANE S.A.,9761684,23,104,135875130,,,
CITYCOMFORT S.R.L.,44659713,31,103,10441433,,,
SWEET BLANCA SRL,26640003,10,103,22808001,,,
NETT FRONT SRL,18823140,31,103,63666194,,,
AGROMAD CROPS SRL,28915895,11,103,73332944,,,
BADOTHERM-AMC SA,829220,26,103,21766199,,,
NORMANDIA SRL,3051963,33,103,24437923,,,
MOBILAIUD SRL,3756670,31,103,59355918,,,
CISEROM SA,1772076,14,103,12602621,,,
PALMEX CM SRL,28419867,25,103,54223707,hr@palmex.ro,+40749878113,romania_food_distribution_contacts_20260314_97f4a0d3
SKYLOTEC ROMANIA S.R.L.,16278608,25,103,15743564,,,
FACOS SA,714123,10,103,28944835,,,
VIESSMANN TRANSILVANIA SRL,17758655,32,103,20050081,,,
COMPANIA DE PRODUCTIE FEROVIARA SRL,18648871,30,103,29505013,,,
INAN IMPEX SRL,9783747,10,103,13127092,,,
RODIAN INVEST SRL,23090797,22,103,57887779,,,
LEO SHOES S.R.L.,43926553,15,103,7884186,,,
HASIT ROMANIA SRL,13018697,23,103,106289300,,,
MIDAS & CO SRL,5010668,26,102,12599003,,,
LIPLAS PROD SRL,6660251,17,102,24910791,,,
THRACE GREINER PACKAGING SRL,15051630,22,102,114087190,,,
UPETROM 1 MAI MANUFACTURING SRL,37225550,28,102,11414817,,,
POLIMED COM SRL,6775669,22,102,87352615,office@polimedcom.ro,0263/234844,anofm_jobs_20260220_153333_20260314_549f40d5
TRICOSAL S.R.L.,49615602,14,102,1980337,,,
GRAPHTEC DESIGN SRL,10440165,31,102,30239475,,,
KULZER SRL,31562904,20,102,90289508,,,
CARL REH WINERY SRL,6121230,11,102,27664589,,,
FREE SHOES SRL,35312676,15,102,11489663,,,
TELCAVI SPECIAL CONNECTORS SRL,30938211,26,102,54784568,,,
COOPER STANDARD ROMANIA SRL,28922086,29,102,50687259,,,
PRODCONF R.LINE SRL,3277317,14,102,7555831,,,
FAIMAR SA,2943069,23,102,10073003,,,
AKRON RO S.R.L.,30938211,26,102,54784568,,,
CENTRO CONFEZIONI SRL,23075096,14,102,7512251,,,
TELCAVI SPECIAL CONNECTORS SRL,30938211,26,102,54784568,,,
TELCAVI SPECIAL CONNECTORS SRL,30938211,26,102,54784568,,,
CARVIL NUTRITIE ANIMALA S.R.L.,15793508,10,101,165498777,,,
HAWLE H SRL,14576780,30,101,19387847,,,
ALCAM INTERNATIONAL SRL,15719668,13,101,32513192,,,
PROVIMI ROMANIA SRL,15793508,10,101,165498777,,,
SKAT KART SRL,556996,25,101,41770791,,,
ALCAM INTERNATIONAL SRL,15719668,13,101,32513192,,,
TURBOCAM ROMANIA SRL,26132455,25,101,45692122,,,
INDCARF SA,129030,10,101,28324952,,,
PROVIMI ROMANIA SRL,15793508,10,101,165498777,,,
COMPANIA INDIILOR ORIENTALE PROD SRL,7226464,10,101,29978922,,,
VILFO STEEL SRL,33434979,30,101,26962494,,,
YOKKO FASHION SRL,7137693,14,101,18038108,,,
CASA HERMOSA SRL,6873926,14,101,26226309,,,
COMPANIA INDIILOR ORIENTALE PROD SRL,7226464,10,101,29978922,,,
EVOCA MANUFACTURING ROMANIA S.R.L.,34077254,28,101,132511674,,,
DEUTSCHLAND BROT SRL,33980113,10,101,25404847,,,
CONSTRUCTII SI SERVICII SRL,16380801,25,101,42675183,m.maschio@casagrandegroup.com,0358401269,anofm_5_30pos_older_than_30_days_20260314_66bc9356
METAL BRASOV EURORICAMBI SRL,17515060,29,101,18981951,,,
ALCAM INTERNATIONAL S.R.L.,15719668,13,101,32513192,,,
CASA PAINII SRL,6257209,10,101,19812151,office@casapainii.ro,0748118565,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ELEMENTE COMANDA AUTO SA,13785770,29,100,35314334,,,
ARIESUL CONF SA,2824238,14,100,6456066,ariesulconf@ariesul.ro,0748115730,anofm_jobs_20260309_091938_20260314_74c23d98
SIMAUSROM COMSERVIMPEX SRL,4468161,31,100,19535722,,,
GOODPACK ROMANIA S.A.,9670187,22,100,65880503,,,
SANAIDEA SRL,3369313,27,100,7082469,,,
HAPPY DAY SRL,17809961,10,100,14579608,,,
MUNCA SOCIETATE COOPERATIVA MESTESUGAREASCA,2054619,14,100,5098255,,,
TERRA CONSTRUCTII SRL,3371933,16,100,10835542,,,
MOARA GLIGA SRL,4041275,10,100,13126402,moaragliga1940@yahoo.com,0233216637,anofm_jobs_20260309_091938_20260314_74c23d98
SAATEN UNION ROMANIA SRL,2836623,11,100,72439291,,,
CRILELMAR SRL,8085185,22,100,51372777,personal@crilelmar.ro,0766450084,anofm_jobs_20260220_153333_20260314_549f40d5
JAQUELINE SRL,6167750,10,100,16303438,,,
STRATEGIC VENTURES SRL,28133589,10,100,40358763,mariana.bunta@painedumbravita.ro,0755993803,anofm_jobs_20260220_153333_20260314_549f40d5
STRATEGIC VENTURES S.R.L.,28133589,10,100,40358763,mariana.bunta@painedumbravita.ro,0755993803,anofm_jobs_20260220_153333_20260314_549f40d5
STRATEGIC VENTURES SRL,28133589,10,100,40358763,mariana.bunta@painedumbravita.ro,0755993803,anofm_jobs_20260220_153333_20260314_549f40d5
STRATEGIC VENTURES S.R.L.,28133589,10,100,40358763,mariana.bunta@painedumbravita.ro,0755993803,anofm_jobs_20260220_153333_20260314_549f40d5
ARCADE DOORS SRL,13893837,31,100,31843129,,,
FLUID GROUP HAGEN SRL,13430603,26,99,77210967,,,
SOEHNER SRL,31710547,22,99,41498860,,,
CEMROM SA,20796950,23,99,298033178,,,
CEMROM S.A.,20796950,23,99,298033178,,,
SAMCOM AS SRL,15347823,10,99,375720632,office@samcom.ro,0728317733,anofm_jobs_20260220_153333_20260314_549f40d5
FLUID GROUP HAGEN SA,13430603,26,99,77210967,,,
CUIUL SRL,2063080,24,99,100414767,office@cuiul.ro,0233251147,anofm_5_30pos_older_than_30_days_20260314_66bc9356
IWIS MECHATRONICS S.R.L.,31710547,22,99,41498860,,,
ONLAND SERVICE SRL,25741174,25,99,31675890,,,
CLARION SRL,12589946,10,99,22602721,,,
UZINA MECANICA ORASTIE SA,15657042,25,99,16789824,,,
STENTOR INDUSTRIES SRL,29581769,25,99,38699631,,,
TECHNO TEAM GROUP S.R.L.,34308561,33,99,27310674,,,
SUDOMETAL SRL,13186836,31,99,16781112,secretariat@sudometal.com,0234/206132,anofm_jobs_20260220_153333_20260314_549f40d5
STELLWAG ELECTROPROD SRL,5412991,29,98,8121374,,,
MEG-RO ELECTRONICS SRL,36076565,26,98,9342503,,,
TERMIC & NDT SERVICE SRL,29232904,25,98,21971956,,,
ANALKO ALUMINIUM INDUSTRY - ROMANIA SRL,12782806,25,98,34139109,,,
FAUR SA,339474,30,98,22503401,,,
AXXON COMPOSITES SRL,27235130,23,98,71583790,,,
KARPLASTIK SRL,28444631,22,98,67872530,,,
DI & SI PANIF SRL,10524380,10,98,25144814,,,
ANALKO ALUMINIUM INDUSTRY SRL,12782806,25,98,34139109,,,
VINEXPORT TRADE-MARK SA,1441072,11,98,41309023,,,
KRON BUILD SRL,27128533,14,98,21533952,,,
GRUP LEMN SRL,9181717,16,97,27550098,,,
MOVIPLAST SRL,4710566,22,97,27353816,,,
GRUP LEMN SRL,9181717,16,97,27550098,,,
MORIPAN ALEX SRL,2847070,10,97,12377768,,,
PAN FOOD SRL,14086355,10,97,35614201,,,
LODENFREY-FABRIKA S.R.L.,5120016,14,97,8345421,,,
AVICARVIL FOOD & DISTRIBUTION SRL,33307282,10,97,620832994,,,
SIRE SRL,1705700,27,97,12006073,,,
FORESTBROD SRL,15303088,16,97,42774580,,,
TITAN ECHIPAMENTE NUCLEARE SA,3014280,28,97,22874696,,,
PETAL SA,841186,28,97,14078221,,,
VINEXPORT SA,12190081,11,97,18335009,,,
MOCOR FURNITURE SRL,36032879,31,97,35219215,,,
PETAL SA,841186,28,97,14078221,,,
PUIUL REGAL  S.R.L.,30164862,10,97,67778695,,,
RECOND-COM-IMPEX SRL,1408653,11,97,51547358,,,
PAN DAVID S I M SRL,11296638,10,97,35309297,netacroitorescu@yahoo.com,0721716214,anofm_5_30pos_older_than_30_days_20260314_66bc9356
AGRO PROD COM DOSA SRL,1276366,10,97,39072155,agroproddosa@yahoo.com,0265/261700,anofm_new_alte_20260314_0cf00e61
ROBINETE INDUSTRIALE-UTILAJ PETROLIER-PETAL SA HUSI,841186,28,97,14078221,,,
PAN DAVID S.I.M. SRL,11296638,10,97,35309297,netacroitorescu@yahoo.com,0721716214,anofm_5_30pos_older_than_30_days_20260314_66bc9356
LIFT BANAT SRL,25588721,30,97,21991570,,,
AVICARVIL FOOD & DISTRIBUTION S.R.L.,33307282,10,97,620832994,,,
FLEXPRESSO SRL,28661428,10,97,27611138,,,
AERONAMIC EASTERN EUROPE SRL,23996481,30,97,56227984,,,
IKOSAR SRL,4998435,22,97,29186046,,,
EURATO SA,6682764,28,97,40065001,,,
TERABIO PACK S.R.L.,42968488,22,96,43404621,,,
WIND ENERGY SERVICE EAST EUROPE SRL,26669972,33,96,92493847,,,
PRO NUTRITION IMPEX SRL,12420890,10,96,53080318,,,
HYPERICUM IMPEX SRL,7482608,10,96,21591365,,,
GROUP ABI CONSULT SRL,16545470,23,96,32865231,,,
HYLLAN PHARMA SRL,21293833,10,96,49127162,,,
GAMA & GAMA SRL,6851669,10,96,177278162,,,
ANDITEX MANUFACTURING S.R.L.,50097504,14,96,1801591,,,
TERMOSTAMPI ROM SRL,17697663,22,96,35963944,rom.amm@termostampirom.com,0257464368,anofm_jobs_20260220_153333_20260314_549f40d5
FERMIT SA,1170151,29,96,14716585,,,
