CUI,Denumire,Judet,Localitate,Contact,CAEN,CA_2023,CA_2022,Profit_2023,Pierdere_2023,Membri_2023,Salariati_2023
48444148,DOBROGEA PLOPU COOPERATIVĂ AGRICOLĂ,Tulcea,Tulcea,,4621,2323745,0,5031,0,6,0
37513536,ORGANIC GREEN COOPERATIVĂ AGRICOLĂ,Argeş,Negraşi,,0111,2305952,3419889,14537,0,7,1
34922366,COOPERATIVA AGRICOLĂ PRODUCŢIA SALONTANĂ,Bihor,Salonta,,4621,2295582,1237343,470177,0,13,1
47219377,COOPERATIVA AGRICOLA POEANA,Prahova,Ologeni,,,2281609,0,254184,0,6,0
39670740,AGRILEDAS GRECI COOPERATIVĂ AGRICOLĂ,Tulcea,Greci,,0111,2268205,2847447,4255,0,8,1
26724368,FERMIERUL VLĂSINEŞTEAN COOPERATIVA AGRICOLĂ,Botoşani,Vlăsineşti,Telefon: 0744/666654; Adresa de e-mail: primariavlasineşti@yahoo.com; ,0150,2257105,1922152,715,0,5,2
44823351,FERMELE BIO BOBOTA COOPERATIVĂ AGRICOLĂ,Sălaj,Bobota,,,2250393,0,0,70540,6,0
38016381,COOPERATIVA AGRICOLA TRANSILVANIA COOPERATIVA AGRICOLĂ,Cluj,Gherla,Telefon: 0744494016; ,0162,2246814,1929762,24839,0,7,10
44929027,AGRO CARERA COOPERATIVĂ AGRICOLĂ,Covasna,Turia,,4631,2235635,757707,117041,0,5,0
48234090,SMART CROPS COOPERATIVĂ AGRICOLĂ,Bacău,Sascut,,4621,2231495,0,5933,0,5,0
44813323,CARTOFUL FERMECAT COOPERATIVĂ AGRICOLĂ,Covasna,Sânzieni,,4631,2212161,2722001,21711,0,5,0
39963812,NUCUL DE AUR COOPERATIVĂ AGRICOLĂ,Suceava,Suceava,Telefon mobil: 0740243913; ,4621,2196891,2893958,92243,0,5,1
47153760,AGRO GABRIELA COOPERATIVĂ AGRICOLĂ,Ialomiţa,Borduşani,Telefon mobil: 0735223938; ,,2190928,0,2949,0,7,0
45285722,ECO IAIA DAN COOPERATIVĂ AGRICOLĂ,Tulcea,Sabangia,,0113,2183172,779543,627334,0,5,2
40730039,COOP TRADE LUNGULEŢU COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Lunguleţu,Telefon mobil: 0730816476; ,4631,2177254,1746104,1840,0,6,0
39354828,TOCEA IANCA COOPERATIVĂ AGRICOLĂ,Olt,Ianca,,0111,2166981,1518085,7573,0,16,0
45271166,AGRI-ZOO NUFĂRU COOPERATIVĂ AGRICOLĂ,Tulcea,Nufăru,,4621,2139139,741370,107147,0,5,0
44219640,ECOCARPATHIAN COOPERATIVĂ AGRICOLĂ,Prahova,Urleta,Telefon: 0745 257 464; Adresa de e-mail: dragosal@yahoo.com; ,4631,2127125,2012583,5172,0,7,0
45253836,COOPERATIVA AGRICOLĂ PROAGROSEM,Bihor,Diosig,Telefon: 0723664491; ,,2123365,0,1592,0,6,1
28403798,PRELUCRAREA ŞI VALORIFICAREA LAPTELUI TROTUŞ COOPERATIVA AGRICOLĂ,Harghita,Lunca de Jos,Telefon: 0266371513; Fax: 0266371513; Telefon mobil: 0726514699; Telefon mobil: 0725516248; Adresa de e-mail: gyimesmilch@gmail.com; ,1051,2117287,2348931,356991,0,87,16
39361760,AGRO ALIVIC FARM COOPERATIVĂ AGRICOLĂ,Vrancea,Slobozia Ciorăşti,Telefon: 0768356063; ,0111,2109103,954660,0,7330,10,0
45020733,COOPERATIVA AGRICOLĂ BANAT JUNIOR,Timiş,Timişoara,Telefon mobil: 0760054648; ,4621,2106733,0,36931,0,7,1
39881186,SOPA MARPOD COOPERATIVA AGRICOLĂ,Sibiu,Ilimbav,,1011,2104640,1857360,33050,0,9,2
39667752,AGROSUD GRĂDINILE 2018 COOPERATIVĂ AGRICOLĂ,Olt,Arvăteasca,,4611,2099736,1736413,0,150173,5,4
44965143,GERIAL COOP 2021 COOPERATIVĂ AGRICOLĂ,Ialomiţa,Traian,Telefon mobil: 0765898350; ,4621,2089270,3018264,8402,0,5,0
42780653,AGROBIM BM COOPERATIVĂ AGRICOLĂ,Dolj,Malu Mare,,0111,2056977,479318,8724,0,6,1
47317537,VINTILEANCA 1999 COOPERATIVĂ AGRICOLĂ,Buzău,Vintileanca,Adresa de e-mail: sdbagrodistrib@gmail.com; Telefon: 0725083581; ,4621,2051926,6500,13526,0,10,0
44869537,AGRICOOP TÂRNAVELE NOI COOPERATIVĂ AGRICOLĂ,Teleorman,Târnava,,4621,2048676,1117096,3457,0,6,0
45289660,AGROALFADIT COOPERATIVĂ AGRICOLĂ,Harghita,Joseni,Telefon mobil: 0745168299; ,4633,2035590,599855,14532,0,12,0
44713405,COOPERATIVA AGRICOLĂ AGRO BAŞCHIOI,Tulcea,Nicolae Bălcescu,,0111,2027728,1872288,9720,0,6,0
43637245,AGRO VALEA LARGA COOPERATIVĂ AGRICOLĂ,Mureş,Valea Largă,,4621,2019338,4466005,0,455503,5,0
45053196,SPITZ COOPERATIVĂ AGRICOLĂ,Satu Mare,Carei,,0147,2018812,423800,27635,0,5,1
44001733,AGRO SALI OMURCEA COOPERATIVĂ AGRICOLĂ,Constanţa,Valu lui Traian,Telefon mobil: 0722322378; ,0111,2004174,2605862,0,18703,5,1
44411040,SEMINTE BARAGAN COOPERATIVĂ AGRICOLĂ,Călăraşi,Fundulea,Telefon: 0722156177; ,4621,1995840,2196606,346729,0,7,0
43875646,TERRA PROD COOPERATIVĂ AGRICOLĂ,Argeş,Bradu,Telefon: 0759547556; ,4621,1994361,2130225,1866,0,9,0
40395759,CÂMPIA DE SUD COOPERATIVĂ AGRICOLĂ,Giurgiu,Pietrişu,Telefon: 0763846087; ,5210,1986617,1585773,26600,0,6,0
44179430,BAZINUL POMICOL REGHIN- BATOȘ COOPERATIVĂ AGRICOLĂ,Mureş,Reghin,,0124,1972938,0,118407,0,5,0
40120430,FERMIERUL MOROŞAN COOPERATIVĂ AGRICOLĂ,Maramureş,Cerneşti,,0113,1972611,0,194600,0,6,15
44207661,COOPERATIVA AGRICOLĂ PROXIMA CEREAL,Tulcea,Tulcea,,4621,1960412,1201069,37809,0,6,1
19737144,COOPERATIVA AGRICOLĂ - POMICULTORUL DÂMBOVIŢEAN COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Drăgăeşti Ungureni,Telefon: 0744382170; Telefon: 0766686738; ,0125,1951847,1654998,88057,0,6,3
31132532,LEGUME DE VIDRA COOPERATIVA AGRICOLĂ,Ilfov,Creţeşti,,4799,1947437,1768850,15481,0,12,2
47899494,ECOSYSTEM FACTORY COOPERATIVĂ AGRICOLĂ,Constanţa,Cobadin,Telefon mobil: 0761891891; ,4621,1934622,0,26145,0,6,0
47017025,ANA COOP GALCAAGRI COOPERATIVĂ AGRICOLĂ,Brăila,Zăvoaia,,0111,1921648,0,2619,0,5,0
44574722,AGRICOOP AGRICULTURA COOPERATIVĂ AGRICOLĂ,Teleorman,Fântânele,,4621,1912554,871507,9215,0,7,0
37104116,MIORIȚA OACHEȘE COOPERATIVA AGRICOLĂ,Alba,Săsciori,,0162,1902445,2229152,26660,0,13,1
35853442,GRUPUL DE PRODUCATORI POIANA PASCULUI COOPERATIVA AGRICOLĂ,Bistriţa-Năsăud,Lunca,,4633,1900864,1393733,11616,0,35,2
39583821,OLTENIA TINERILOR FERMIERI COOPERATIVĂ AGRICOLĂ,Dolj,Dăbuleni,,4611,1897421,1302513,0,501782,5,4
39564730,GROJDAGRO COOPERATIVĂ AGRICOLĂ,Olt,Grojdibodu,,0142,1896116,209739,1383,0,10,0
45409910,ADEX BIOAGRO COOPERATIVĂ AGRICOLĂ,Maramureş,Baia Mare,,4621,1891207,2766088,131951,0,5,0
39451758,ROMANATI SUD COOPERATIVA AGRICOLĂ,Dolj,Amărăştii de Sus,Telefon: 0722673105; ,4611,1861637,2360287,54269,0,5,2
39639418,COOPERATIVA AGRICOLĂ DE GRADUL II AGROSFERA,Suceava,Muşeniţa,Telefon mobil: 0733180525; ,4621,1858130,3372084,12709,0,6,1
45418403,OGOARELE MUNTENIEI COOPERATIVĂ AGRICOLĂ,Călăraşi,Olteniţa,Telefon: 0721224990; ,4621,1854565,3621364,89030,0,16,0
41408202,FERMA AGRO DOBROGEANA 2019 COOPERATIVĂ AGRICOLĂ,Constanţa,Mihail Kogălniceanu,,0161,1854423,2854718,14733,0,5,1
44703827,COOPERATIVA AGRICOLĂ DE GRADUL II CULTURI RODITOARE,Vaslui,Unteşti,Telefon mobil: 0749/312345; ,4621,1853247,1382387,7033,0,8,0
45288915,UAP VASLUI COOPERATIVĂ AGRICOLĂ,Vaslui,Valea Târgului,Telefon mobil: 0743/035090; ,,1851181,0,0,328,5,0
44667562,BIO GRINDAŞI COOPERATIVĂ AGRICOLĂ,Ialomiţa,Grindaşi,Telefon mobil: 0765501826; ,4621,1848534,2539300,0,35084,8,1
43766380,SEACA DE PADURE INVEST COOPERATIVĂ AGRICOLĂ,Dolj,Seaca de Pădure,Telefon: 0752312993; ,0111,1843061,1386535,6025,0,6,0
45155676,VIITORUL VIŞANI COOPERATIVĂ AGRICOLĂ,Brăila,Visani,,0111,1819608,2110222,9789,0,6,0
39761490,SOMEŞ CODRU COOPERATIVĂ AGRICOLĂ,Maramureş,Rodina,,4633,1817456,1769663,24379,0,18,2
39135844,PRODUCT COMPACT FARMS COOPERATIVA AGRICOLĂ,Olt,Stoicăneşti,,0111,1789229,1484417,30570,0,29,1
39405700,HDMMA STAR LAND COOPERATIVĂ AGRICOLĂ,Olt,Oraş Potcoava,,4611,1788749,0,2133,0,5,0
41248926,ANGUS SUD-OLTENIA COOPERATIVĂ AGRICOLĂ,Argeş,Bascov,,4632,1787945,1364614,26684,0,5,2
39270662,SATUL REZISTA COOPERATIVA AGRICOLĂ,Galaţi,Slobozia Blăneasa,,0161,1726741,1334478,0,67687,8,1
39472920,AGROSUD ROMANAŢI COOPERATIVĂ AGRICOLĂ,Olt,Caracal,,4611,1726191,747741,0,68663,5,1
32098200,COSAL AGROINVEST GROUP  COOPERATIVA AGRICOLĂ,Botoşani,Dorohoi,,4621,1714484,2374044,11886,0,5,1
44481992,COOPERATIVA AGRICOLĂ DE GRADUL II NOROC,Iaşi,Răducăneni,Telefon: 0232741005; Adresa de e-mail: avocat@anarata.ro; ,0150,1703520,0,3739,0,8,0
45350723,NEUER SAMSTAG BIO COOPERATIVĂ AGRICOLĂ,Constanţa,Constanţa,Telefon mobil: 0744516121; ,4621,1702209,1055749,10295,0,5,0
44215222,BORANGICU PANGAL COOPERATIVĂ AGRICOLĂ,Giurgiu,Mihăileşti,,0111,1689725,4958368,1144,0,5,0
42987927,ABATORUL DORIPESCO PENTRU PROCESAREA CARNII COOPERATIVĂ AGRICOLĂ,Braşov,Crizbav,Telefon: 0268481581; Telefon: 0268481682; ,4611,1687050,12000,202791,0,6,1
43534274,NUCII COOPERATIVĂ AGRICOLĂ,Bucureşti,Bucureşti Sectorul 3,Telefon: 0759547556; ,,1648044,0,0,1180,6,0
44412798,COOPERATIVA AGRICOLĂ SPICUL TOPOLOG,Tulcea,Topolog,,0111,1638013,316384,14113,0,12,1
44055270,COOPERATIVA AGRICOLĂ WSM SARIGHIOL,Tulcea,Sarighiol de Deal,,4621,1633951,2641073,5842,0,10,0
45033830,AGRO T.G.S. COOPERATIVĂ AGRICOLĂ,Covasna,Târgu Secuiesc,,0113,1631609,1173187,250214,0,5,1
36550587,SCHONTAL INNOVATIVE COOPERATIVA AGRICOLĂ,Satu Mare,Urziceni,Telefon mobil: 0740719146; ,0142,1625877,1390110,35911,0,22,11
39897646,PIONIERUL DOBÎRCENI COOPERATIVĂ AGRICOLĂ,Botoşani,Dobârceni,Telefon mobil: 0766234932; ,0111,1624967,2164296,55854,0,9,6
39444483,FLORI DE MAI COOPERATIVĂ AGRICOLĂ,Dolj,Craiova,Telefon: 0746241788; ,0111,1624839,2141329,0,131956,9,0
40278988,COOPERATIVA AGRICOLĂ DOUĂ SATE DOUĂ JUDEŢE,Cluj,Cluj-Napoca,Telefon: 0740014469; ,0111,1624002,1110051,11208,0,6,2
44845937,FERME SECUIEȘTI COOPERATIVĂ AGRICOLĂ,Covasna,Sfântu Gheorghe,,4631,1621407,297207,90094,0,5,0
45286604,COOPERATIVA AGRICOLĂ TOP-YOUNG DEVELOPEMENT,Tulcea,Agighiol,,0111,1618414,1189935,116484,0,7,0
41676981,KARLSBURG COOPERATIVA AGRICOLĂ,Alba,Alba Iulia,,0111,1618089,9187878,0,2729689,8,4
44784104,LEGUME JA - NA COOPERATIVĂ AGRICOLĂ,Covasna,Lunga,,0113,1614284,1303176,42637,0,6,0
44709625,AGROCULTIVO COOPERATIVĂ AGRICOLĂ,Covasna,Cernat,,4631,1608499,1225260,26982,0,5,0
47818465,VALAHIA ZĂRNEȘTI COOPERATIVĂ AGRICOLĂ,Buzău,Zărneşti,Adresa de e-mail: voicilaauto@gmail.com; Telefon: 0726177850; ,4621,1607394,0,28832,0,7,0
39700786,COOPERATIVA AGRICOLĂ JABAR,Timiş,Jabăr,,0111,1598758,1423604,17973,0,5,1
41282545,CARPATICA GHIMEŞ COOPERATIVĂ AGRICOLĂ,Bacău,Tărhăuşi,Telefon mobil: 0769066810; Adresa de e-mail: carpaticaghimes@gmail.com; ,0150,1592498,851189,4298,0,33,4
44451460,AGRICOOP MARIVLAD COOPERATIVĂ AGRICOLĂ,Teleorman,Lisa,,4621,1591177,1077081,5405,0,6,0
44497182,LUCI-AGRO-MOŢĂŢEI COOPERATIVĂ AGRICOLĂ,Dolj,Moţăţei,,,1580728,0,43038,0,10,0
42967652,ECOBILBOR COOPERATIVĂ AGRICOLĂ,Harghita,Bilbor,,4633,1579231,1463633,0,15952,19,3
48360659,GRADINA NOASTRA DIN OSTROV COOPERATIVĂ AGRICOLĂ,Constanţa,Ostrov,Telefon mobil: 0744369008; ,4631,1579037,0,82801,0,5,1
39576840,BOBUL DE ROMANAŢI COOPERATIVĂ AGRICOLĂ,Olt,Dobrosloveni,,0111,1568882,1647718,0,520679,5,0
39866933,MOSTISTEA GRAIN COOPERATIVĂ AGRICOLĂ,Călăraşi,Fundulea,Telefon mobil: 0722694300; ,4621,1551560,2769038,22069,0,7,1
44062692,TRUPOST COOPERATIVĂ AGRICOLĂ,Brăila,Corbu Nou,,0111,1551291,920913,14005,0,5,2
42429653,BO-COV MEAT COOPERATIVĂ AGRICOLĂ,Covasna,Sfântu Gheorghe,Telefon mobil: 0728289201; ,0142,1547444,637521,124330,0,5,3
44794019,COLINE AURII COOPERATIVĂ AGRICOLĂ,Cluj,Cămăraşu,,,1543004,0,12637,0,8,0
45238887,COOPERATIVA AGRICOLĂ DE SERVICII ROȘIEȘTI,Vaslui,Idrici,,0111,1534415,539824,446272,0,5,0
44816303,AGRO LUNCA MUREȘULUI COOPERATIVĂ AGRICOLĂ,Hunedoara,Folt,,0111,1525355,536395,6334,0,5,0
49232330,CURCANUL DE LA ȚARĂ COOPERATIVĂ AGRICOLĂ,Braşov,Cărpinis,Telefon: 0722475534; ,4611,1525112,0,573,0,5,0
29217890,AGRO TEST DUROC COOPERATIVĂ AGRICOLĂ,Buzău,Movila Oii,,0146,1522662,1488723,33254,0,5,1
42539338,AFIN DE LA MUNTE COOPERATIVĂ AGRICOLĂ,Hunedoara,Căstău,,4631,1511576,1158965,33559,0,6,0
37182963,COOPERATIVA AGRICOLĂ CÂMPIA TRANSILVANIEI,Mureş,Craieşti,Telefon: 0745307035; ,0111,1504589,2693201,7988,0,12,2
44875113,AGROCOOL COOPERATIVĂ AGRICOLĂ,Covasna,Târgu Secuiesc,,4631,1501380,665394,12366,0,6,1
44469867,AGRO TĂTARU COOPERATIVĂ AGRICOLĂ,Constanţa,Tătaru,,4621,1488795,11696777,22569,0,6,0
44917618,TEAM AGRO IASI COOPERATIVĂ AGRICOLĂ,Iaşi,Târgu Frumos,Telefon mobil: 0746821417; Adresa de e-mail: floricidaniel@yahoo.com; ,4621,1481213,70753,11466,0,6,0
43934858,RAMNICU DE JOS COOPERATIVĂ AGRICOLĂ,Constanţa,Râmnicu de Jos,,4621,1480347,3370888,78476,0,6,0
42222673,VALEA SIRETULUI VORONA COOPERATIVĂ AGRICOLĂ,Botoşani,Joldeşti,Telefon mobil: 0764557828; ,0150,1458673,1555100,0,18147,5,0
39639400,CAȘCAȘARU DORNEI COOPERATIVĂ AGRICOLĂ,Suceava,Neagra Şarului,Telefon mobil: 0749254514; Adresa de e-mail: coop.cascasaru@gmail.com; ,,1449646,0,17687,0,105,1
45126980,FERMIERUL ARDELEAN COOPERATIVĂ AGRICOLĂ,Covasna,Zăbala,,4623,1449139,541959,44,0,5,0
39622963,COOPERATIVA AGRICOLĂ A FERMIERILOR LACTOVEST VARIAŞ,Arad,Variaşu Mare,Telefon mobil: 0740034293; ,4633,1447809,595625,50198,0,7,7
44250696,AGROMODRUZENI COOPERATIVĂ AGRICOLĂ,Vrancea,Modruzeni,Telefon mobil: 0763590466; ,4621,1446238,539646,1177,0,10,1
44411318,PARTIUMGRAINS COOPERATIVĂ AGRICOLĂ,Satu Mare,Sărăuad,Telefon mobil: 0744789397; ,0111,1446190,1399696,18745,0,5,0
46947925,VLAȘCA PROD 2022 COOPERATIVĂ AGRICOLĂ,Teleorman,Drăgăneşti-Vlaşca,,,1443728,0,20370,0,11,7
43362438,FRUCTI FLORA CIUMBRUD COOPERATIVĂ AGRICOLĂ,Alba,Ciumbrud,,4622,1439522,1037333,122854,0,5,1
44681397,AGRO - AITA COOPERATIVĂ AGRICOLĂ,Covasna,Aita Mare,,0150,1430163,896228,0,5432,6,2
39028414,ROMANAŢIUL URZICA COOPERATIVA AGRICOLĂ,Olt,Urzica,,4631,1388483,2804607,2815,0,10,1
38960826,TINUTUL SIPOTELOR COOPERATIVA AGRICOLĂ,Galaţi,Ţepu,Telefon: 0733963456; ,4621,1383864,1856659,12361,0,10,1
39512316,SPICUL VIŞINARII COOPERATIVĂ AGRICOLĂ,Olt,Vişina,,4611,1382444,0,0,1110693,6,1
44935576,CSISZERFARM COOPERATIVĂ AGRICOLĂ,Covasna,Albiş,,4631,1380315,868460,12831,0,5,1
44650854,LICU BIO PRODUCT COOPERATIVĂ AGRICOLĂ,Cluj,Frata,,0111,1379051,4188916,69770,0,5,1
44521604,AGRO CEREAL MUNTENIA COOPERATIVĂ AGRICOLĂ,Teleorman,Conţeşti,,4621,1362555,1604602,0,70043,5,0
46879790,AGROZOOTEHNICA SOMEȘANA COOPERATIVĂ AGRICOLĂ,Satu Mare,Mărtineşti,,4633,1352914,0,6139,0,10,0
44827710,AGRO MIHAI LAZURI COOPERATIVĂ AGRICOLĂ,Satu Mare,Lazuri,,0111,1342216,1955584,16761,0,6,1
42091748,OVISIB 2019 COOPERATIVĂ AGRICOLĂ,Sibiu,Răşinari,,0145,1324823,2575132,34384,0,12,0
44685380,DAB CROPS COOPERATIVĂ AGRICOLĂ,Teleorman,Alexandria,,4611,1324677,2590539,5052,0,7,0
45077853,SATE UNION COOPERATIVĂ AGRICOLĂ,Olt,Obârşia,,4611,1324037,882433,11976,0,21,0
45225534,OLTENIA AGRO INVEST COOPERATIVĂ AGRICOLĂ,Dolj,Bogea,,0111,1314385,1317429,34149,0,23,1
34448042,APIS MELLIFERA ALBINA BUZOIANĂ  COOPERATIVA AGRICOLĂ,Buzău,Buzău,Telefon: 0766715439; ,4639,1294655,1833505,1031,0,9,2
40644817,ROM OVIS COOPERATIVĂ AGRICOLĂ,Sibiu,Răşinari,,0145,1285605,1392801,0,15490,11,0
39492030,TINERII FERMIERI DUDESTII NOI COOPERATIVA AGRICOLĂ,Timiş,Dudeştii Noi,,0111,1283247,1536498,0,1463866,8,6
46677643,AGRO FIELD MUNTENIA NORD COOPERATIVĂ AGRICOLĂ,Olt,Optăşani,,,1278150,0,0,62099,5,1
39769388,SADOVEANU COOPERATIVA AGRICOLĂ,Iaşi,Rediu,,0111,1273425,3024213,0,1260871,7,1
43514625,BUCOVINEŞTI COOPERATIVĂ AGRICOLĂ,Suceava,Moldoviţa,,0141,1272968,1191893,80908,0,14,3
44870809,AGRICOM MOROMEȚII COOPERATIVĂ AGRICOLĂ,Teleorman,Talpa-Bâscoveni,,4621,1268068,0,5972,0,5,0
45278016,SPORUL AGROLEG COOPERATIVĂ AGRICOLĂ,Tulcea,Sarichioi,Telefon mobil: 0742004739; ,,1261838,0,4013,0,7,0
45123607,DRAGON AGRO COOPERATIVĂ AGRICOLĂ,Constanţa,Negureni,Telefon mobil: 0745035205; ,,1243428,0,0,1200,6,0
44520226,LEGUME MATCA COOPERATIVĂ AGRICOLĂ,Galaţi,Matca,Telefon: 0759547556; ,4631,1242733,851697,2400,0,5,0
39393592,AGRO BLAHNITA COOPERATIVĂ AGRICOLĂ,Timiş,Cherestur,,0111,1238688,1353274,22118,0,5,0
45106436,AGROPROD CEREAL COOPERATIVĂ AGRICOLĂ,Dolj,Bârca,,4621,1234607,2142671,13399,0,7,0
44685020,COOPERATIVA AGRICOLĂ SITRUN,Brăila,Silistraru,,0111,1231778,1545081,35756,0,13,0
39651861,COOPERATIVA AGRICOLĂ IGRIȘ 2018,Timiş,Igriş,Telefon mobil: 0729531814; ,0111,1224031,0,5721,0,5,0
44658980,COOPERATIVA AGRICOLĂ ECOMOMA,Arad,Dezna,Telefon mobil: 0723448201; ,0147,1218493,444394,316179,0,20,0
44965739,CETATEA BĂNIA UNITĂ COOPERATIVĂ AGRICOLĂ,Dolj,Pieleşti,Adresa de e-mail: N_VALI2003@YAHOO.COM; ,,1210967,0,55700,0,24,0
39586909,BITER ADUCT COOPERATIVA AGRICOLĂ,Dolj,Moţăţei,,0111,1205445,0,52009,0,6,1
36569857,BIO CĂTINA COOPERATIVA AGRICOLĂ,Bucureşti,Bucureşti Sectorul 3,,4631,1192005,1363379,111786,0,5,6
39979703,COOPERATIVA AGRICOLĂ CARTOFUL DE ZĂBALA,Covasna,Zăbala,,4631,1190927,2280350,46378,0,5,0
40752711,GRUP AGRO AMĂRĂȘTII DE JOS COOPERATIVA AGRICOLĂ,Dolj,Amărăştii de Jos,Telefon: 0788000550; ,4621,1182815,1594687,26094,0,5,0
35325005,COOPERATIVA AGRICOLĂ LIVEZILE FĂLTICENI,Suceava,Rădăşeni,Telefon mobil: 0743137259; ,4631,1174442,216917,17645,0,6,1
42485505,MAN PORTITA COOPERATIVĂ AGRICOLĂ,Satu Mare,Portiţa,Telefon mobil: 0740198415; ,0111,1173545,1762632,0,590649,6,0
37718990,RODAGRIA PRODUCE COOPERATIVA AGRICOLĂ,Călăraşi,Ogoru,,4631,1171789,1354638,0,360619,6,1
42699290,GRUP DE PRODUCĂTORI DEALURILE ŞIEUŢULUI COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Sieut,,4633,1165417,1239438,0,2075,48,1
43621702,VALEA CIOSURI COOPERATIVĂ AGRICOLĂ,Mureş,Sînpetru de Cîmpie,Telefon mobil: 0759547556; ,4621,1163858,1860352,0,18834,13,0
44505005,AGRO CEREALE TSG COOPERATIVĂ AGRICOLĂ,Ialomiţa,Fierbinţii de Jos,Telefon mobil: 0765534818; ,4621,1160704,3750330,14074,0,5,0
44841307,COOPERATIVA AGRICOLĂ BAN AGRIVEST,Bihor,Cheşa,,,1159863,0,42846,0,10,0
39823061,GABRIELLA AVI COOPERATIVĂ AGRICOLĂ,Călăraşi,Ştefan Vodă,,0147,1145133,2986417,0,36065,5,1
43316776,COOPERATIVA AGRICOLĂ BIOCOOP ŞTEFAN CEL MARE,Călăraşi,Ştefan cel Mare,Telefon: 0727366441; ,4621,1141364,8855679,68831,0,6,1
40358785,SIBIOARA COMCEREAL COOPERATIVA AGRICOLĂ,Constanţa,Sibioara,Telefon mobil: 0721092546; ,4621,1133904,752210,0,1168,5,1
39111578,DACIA UNITĂ COOPERATIVĂ AGRICOLĂ,Vrancea,Focşani,,4711,1124051,724339,0,124010,9,2
20781461,GRUP DE PRODUCĂTORI PROLEG SLOBOZIA MOARĂ COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Slobozia Moara,Telefon: 0740249858; Telefon: 0245724007; ,0111,1123221,1181755,29687,0,5,0
45365856,ZONA PERKO COOPERATIVĂ AGRICOLĂ,Covasna,Sânzieni,,0113,1120105,508269,13760,0,5,0
45109670,PETRINVEST AGRO COOPERATIVĂ AGRICOLĂ,Tulcea,Casimcea,,0111,1114009,0,3823,0,5,0
39841319,CARACOSTEA PALAZU MIC COOPERATIVA AGRICOLĂ,Constanţa,Palazu Mic,,4621,1112653,1619467,3642606,0,16,2
39139390,RENAŞTEREA CULTURILOR COOPERATIVA AGRICOLĂ,Arad,Nădab,Telefon: 0751334070; ,0111,1106695,1559635,119436,0,6,1
42287648,COOPERATIVA AGRICOLĂ DĂRMĂNEŞTI,Suceava,Suceava,Telefon mobil: 0744774112; ,4631,1103854,396849,4314,0,5,0
41621501,PÂRTEŞTEANCA COOPERATIVA AGRICOLĂ,Suceava,Pîrteştii de Sus,,4633,1099237,933615,37126,0,5,1
41360309,LIVE FRESH&GREEN COOPERATIVĂ AGRICOLĂ,Giurgiu,Câmpurelu,,4631,1089887,2761096,0,253869,6,3
44557055,VALEA SIL-ARGOVEI COOPERATIVĂ AGRICOLĂ,Călăraşi,Siliştea,Telefon: 0745257464; Adresa de e-mail: dragosal@yahoo.com; ,4621,1083364,3294615,0,55,6,0
44619476,AGRY PRODUCT TRITICUM COOPERATIVĂ AGRICOLĂ,Cluj,Bădeni,,0111,1082929,0,14312,0,5,1
44945286,AGRICER INVEST COOPERATIVĂ AGRICOLĂ,Vrancea,Gugeşti,,4621,1074771,303843,4119,0,12,0
42921051,TERRALEG PERISORU COOPERATIVĂ AGRICOLĂ,Călăraşi,Călăraşi,Telefon: 0721246996; ,4631,1067500,0,22838,0,5,0
44493466,COOPERATIVA AGRICOLĂ DE GRADUL 1 AGRICOG,Iaşi,Horleşti,Telefon mobil: 0767167740; ,4621,1067102,859600,0,1032,5,0
41871486,LEGUME FRUCTE ROŞIORI DE IALOMIŢA COOPERATIVĂ AGRICOLĂ,Ialomiţa,Roşiori,Telefon mobil: 0786521122; ,4631,1058633,440904,58882,0,6,0
32689370,COOPERATIVA AGRICOLĂ ECOAGRAR BIHOR,Bihor,Oşorhei,Telefon: 0259434454; ,,1055591,260018,2409,0,5,0
45704936,MĂRUL AUTENTIC VOINEŞTI COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Gemenea Brătuleşti,,4631,1055160,0,23224,0,5,0
44937658,AGRI BEST CROPS COOPERATIVĂ AGRICOLĂ,Galaţi,Vânători,,4631,1049789,956355,106461,0,6,1
45229773,AGRO BIO -BULL COOPERATIVĂ AGRICOLĂ,Covasna,Căpeni,,0150,1044000,1350,485,0,7,0
44921856,BRAȚUL AGRO PAVEL COOPERATIVĂ AGRICOLĂ,Teleorman,Seaca,,0111,1043908,199288,3484,0,6,0
39899272,PCO VALEA DUNĂRII COOPERATIVĂ AGRICOLĂ,Dolj,Măceşu de Jos,Telefon: 0766250473; ,0161,1039427,312593,26036,0,7,0
41951194,LEGUME FRUCTE GURA IALOMITEI COOPERATIVĂ AGRICOLĂ,Ialomiţa,Gura Ialomiţei,,4631,1027066,543403,16548,0,6,0
47611060,LEGUMICOLA VIȘINA NOUĂ COOPERATIVĂ AGRICOLĂ,Olt,Stăvaru,Telefon: 0763528911; ,4619,1024829,0,41366,0,5,0
45368810,COOPERATIVA AGRICOLĂ OMI TIMIȘ,Timiş,Iohanisfeld,,4633,1020583,0,0,6685,5,0
41565045,AGRI JON VIŞINA COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Vişina,,0111,1017850,1066572,0,190129,5,3
