name,email,county,phone,partid_primar,partid_consiliu
Leu,leu@cjdolj.ro,Dolj,0251-373259,Partidul Social Democrat,Partidul Social Democrat
Leşu,primarialesu@yahoo.com,Bistrita-Nasaud,0263-375093,Partidul Social Democrat,Partidul Social Democrat
Leţcani,primarialetcani@yahoo.co.uk,Iasi,0232-296770,Partidul Național Liberal,Partidul Național Liberal
Licurici,primarialicurici@yahoo.com,Gorj,0253-231647,Partidul Național Liberal,Partidul Național Liberal
Liebling,contact@primarialiebling.ro,Timis,0256-396501,Partidul Social Democrat,Partidul Social Democrat
Liebling,primaria_liebling@yahoo.com,Timis,0256-396501,Partidul Social Democrat,Partidul Social Democrat
Lieşti,primarialiesti@gmail.com,Galati,0236-821020,Partidul Național Liberal,Partidul Național Liberal
Limanu,secretar@primarialimanu.ro,Constanta,0241-858204,Partidul Social Democrat,Partidul Social Democrat
Lipova,primarialipovabc@gmail.com,Arad,0257-561133,Partidul Social Democrat,Partidul Social Democrat
Lipovu,lipovu@cjdolj.ro,Dolj,0251-359206,Partidul Social Democrat,Partidul Social Democrat
Lipovăţ,primarialipovat@yahoo.co.uk,Vaslui,0235-345740,Partidul Social Democrat,Partidul Social Democrat
Lipăneşti,lipanesti@prefecturaprahova.ro,Prahova,0244-215217,Partidul Național Liberal,Partidul Național Liberal
Lisa,primar@primaria-lisa.ro,Brasov,0268-246795,Partidul Social Democrat,Partidul Social Democrat
Lisa,lissa_tr@yahoo.com,Teleorman,0247-360703,Partidul Național Liberal,Partidul Național Liberal
Liteni,litenisv@rdslink.ro,Suceava,0230-538262,Partidul Național Liberal,Partidul Național Liberal
Livada,primarialivadasm@yahoo.com,Arad,0257-381055,Partidul Social Democrat,Partidul Social Democrat
Livezeni,livezeni@cjmures.ro,Mures,0265-243303,UDMR,UDMR
Livezi,primarialivezi@yahoo.com,Bacau,0234-332009,Partidul Național Liberal,Partidul Național Liberal
Livezi,consiliullivezi@yahoo.com,Bacau,0250-867008,Partidul Național Liberal,Partidul Național Liberal
Livezile,primarialivezile@yahoo.com,Alba,0258-868120,Partidul Național Liberal,Partidul Național Liberal
Livezile,primaria@primarialivezile.ro,Alba,0256-415933,Partidul Național Liberal,Partidul Național Liberal
Livezile,primaria_livezile@yahoo.com,Bistrita-Nasaud,0256-415933,Partidul Social Democrat,Partidul Social Democrat
Livezile,cllivezile@sejmh.ro,Mehedinti,0256-415933,Partidul Social Democrat,Partidul Social Democrat
Loamneş,primarialoamnes@yahoo.com,Sibiu,0269-537179,Partidul Social Democrat,Partidul Social Democrat
Logreşti,primaria_com.logresti@yahoo.com,Gorj,0253-284027,Partidul Social Democrat,Partidul Social Democrat
Lopadea Nouă,primaria.lopadeanoua@yahoo.com,Alba,0258-875245,Partidul Național Liberal,Partidul Național Liberal
Lopătari,com_lopatari@yahoo.com,Buzau,0238-704064,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,Partidul Social Democrat
Lovrin,primarialovrin@yahoo.com,Timis,0256-381002,Partidul Național Liberal,Partidul Național Liberal
Lozna,primaria_lozna@yahoo.com,Botosani,0231-626280,Partidul Social Democrat,Partidul Social Democrat
Lucieni,primaria_lucieni@yahoo.com,Dambovita,0245-242530,Partidul Social Democrat,Partidul Social Democrat
Luciu,primaria_luciu@yahoo.com,Buzau,0238-539301,Partidul Social Democrat,Partidul Social Democrat
Ludeşti,primarialudesti@gmail.com,Dambovita,0345-527186,Partidul Social Democrat,Partidul Social Democrat
Ludoş,primarialudos@yahoo.com,Sibiu,0269-589101,Partidul Național Liberal,Partidul Național Liberal
Luduş,ludus@cjmures.ro,Mures,0265-411716,Partidul Social Democrat,Partidul Social Democrat
Lueta,loveteiph@yahoo.com,Harghita,0266-220729,UDMR,UDMR
Lugaşu De Jos,primaria.lugasudejos@cjbihor.ro,Bihor,0259-346336,UDMR,UDMR
Lugoj,contact@primarialugoj.ro,Timis,0256-351441,Partidul Social Democrat,Partidul Social Democrat
Luica,primaria.luica@yahoo.com,Calarasi,0242-527021,Partidul Național Liberal,Partidul Național Liberal
Luizi-Călugăra,primarialuizicalugara@yahoo.com,Bacau,0234-218011,Partidul Social Democrat,Partidul Social Democrat
Lumina,contact@primaria-lumina.ro,Constanta,0241-251744,Partidul Social Democrat,Partidul Social Democrat
Luna,primaria_luna@yahoo.com,Cluj,0264-368236,Partidul Național Liberal,Partidul Național Liberal
Lunca,primarialunca@yahoo.com,Bihor,0259-332540,Partidul Social Democrat,Partidul Național Liberal
Lunca,office@primarialunca.ro,Botosani,0231-573811,Partidul Național Liberal,Partidul Național Liberal
Lunca,lunca@cjmures.ro,Mures,0265-542812,Partidul Social Democrat,Partidul Social Democrat
Lunca,primaria_lu@yahoo.com,Teleorman,0247-358362,Partidul Social Democrat,Partidul Social Democrat
Lunca Banului,primarialuncabanului@yahoo.com,Vaslui,0235-483516,Partidul Social Democrat,Partidul Social Democrat
Lunca Bradului,lb@cjmures.ro,Mures,0265-558112,Partidul Național Liberal,Partidul Național Liberal
Lunca Cernii De Jos,lunca_cernii@rds.ro,Hunedoara,0378-601316,Partidul Național Liberal,Partidul Național Liberal
Lunca Corbului,primaria_lunca_corbului@yahoo.com,Arges,0248-688501,Partidul Social Democrat,Partidul Social Democrat
Lunca De Jos,primarialunca@gmail.com,Harghita,0266-339610,UDMR,UDMR
Lunca De Sus,primaria@gyimesfelsolok.ro,Harghita,0266-339101,UDMR,UDMR
Lunca Ilvei,primaria.luncailvei@yahoo.com,Bistrita-Nasaud,0263-378151,Partidul Național Liberal,Partidul Național Liberal
Lunca Mureşului,primar@primariacomuneiluncamuresului.ro,Alba,0258-878121,UDMR,UDMR
Luncaviţa,primaria_luncavita@yahoo.com,Caras-Severin,0255-261101,Partidul Social Democrat,Partidul Social Democrat
Luncaviţa,primarialuncavita@yahoo.com,Tulcea,0240-541201,Partidul Social Democrat,Partidul Social Democrat
Luncoiu De Jos,primarialuncoiudejos@yahoo.com,Hunedoara,0254-684610,Partidul Național Liberal,Partidul Național Liberal
Lungani,primaria_lungani@yahoo.com,Iasi,0232-322975,Partidul Social Democrat,Partidul Social Democrat
Lungeşti,primar_lungesti@yahoo.com,Valcea,0250-830502,Partidul Național Liberal,Partidul Național Liberal
Lunguleţu,lunguletu_primaria@yahoo.com,Dambovita,0245-717502,Partidul Social Democrat,Partidul Social Democrat
Lupac,lupacprimarie@personal.ro,Caras-Severin,0255-233715,Partidul Social Democrat,Partidul Social Democrat
Lupeni,luprim@electronnet.ro,Harghita,0266-248212,UDMR,UDMR
Lupeni,primaria@e-lupeni.ro,Hunedoara,0254-560504,Partidul Social Democrat,Partidul Social Democrat
Lupşa,primaria_lupsa@yahoo.com,Alba,0258-769225,Partidul Național Liberal,Partidul Național Liberal
Lupşanu,primaria.lupsanu@yahoo.com,Calarasi,0242-646412,Partidul Social Democrat,Partidul Social Democrat
Lăcusteni,primarialacusteni@yahoo.com,Valcea,0250-840815,Partidul Social Democrat,Partidul Social Democrat
Lădeşti,pladesti@yahoo.com,Valcea,0250-764524,Partidul Social Democrat,Partidul Social Democrat
Lăpugiu De Jos,primar@primarialapugiudejos.ro,Hunedoara,0254-281782,Partidul Social Democrat,Partidul Social Democrat
Lăpuş,primarialapus@personal.ro,Maramures,0262-381566,Partidul Național Liberal,Partidul Național Liberal
Lăpuşata,primarialapusata@yahoo.com,Valcea,0250-868988,Partidul Social Democrat,Partidul Social Democrat
Lăpuşnicel,primarialapusnicel_cs@yahoo.com,Caras-Severin,0724-360455,Partidul Social Democrat,PARTIDUL S.O.S. ROMÂNIA
Lăpuşnicu Mare,primaria_lapusnicu_mare@yahoo.com,Caras-Severin,0255-244005,Partidul Social Democrat,Partidul Social Democrat
Lăzarea,primaria.lazarea@yahoo.com,Harghita,0266-352728,E. DANGULY,UDMR
Lăzăreni,primaria.lazareni@cjbihor.ro,Bihor,0259-357607,Partidul Național Liberal,Partidul Național Liberal
Macea,primaria.macea@gmail.com,Arad,0257-536045,Partidul Național Liberal,Partidul Național Liberal
Maglavit,maglavit@cjdolj.ro,Dolj,0251-328733,Partidul Național Liberal,Partidul Național Liberal
Mahmudia,primaria@mahmudia.ro,Tulcea,0240-545543,Partidul Social Democrat,Partidul Social Democrat
Maia,primariamaia@yahoo.com,Ialomita,,Partidul Social Democrat,Partidul Social Democrat
Maieru,primariamaieru@personal.ro,Bistrita-Nasaud,0263-372892,Partidul Social Democrat,Partidul Social Democrat
Malaia,primariamalaia@yahoo.com,Valcea,0250-866870,Partidul Social Democrat,Partidul Social Democrat
Maliuc,primaria.maliuc@yahoo.com,Tulcea,0240-546543,Partidul Național Liberal,Partidul Național Liberal
Malnaş,malnas2004@yahoo.com,Covasna,0267-353800,UDMR,UDMR
Malovăţ,clmalovat@sejmh.ro,Mehedinti,0252-707211,Partidul Social Democrat,Partidul Social Democrat
Malu,clmalugr@yahoo.com,Giurgiu,0246-241106,Partidul Social Democrat,Partidul Social Democrat
Malu Cu Flori,primaria.malu@yahoo.com,Dambovita,0245-670114,Partidul Social Democrat,Partidul Social Democrat
Malu Mare,malu_mare@cjdolj.ro,Dolj,0251-446145,Partidul Social Democrat,Partidul Social Democrat
Manasia,primmanasia@gmail.com,Ialomita,0243-255681,Partidul Social Democrat,Partidul Social Democrat
Mangalia,primarie@mangalia.ro,Constanta,0241-751011,Partidul Național Liberal,Partidul Național Liberal
Manoleasa,primaria_manoleasa@yahoo.com,Botosani,0231-560101,Partidul Social Democrat,Partidul Social Democrat
Marca,primariamarca@yahoo.com,Salaj,0260-679663,Partidul Social Democrat,Partidul Social Democrat
Marga,primaria.marga@gmail.com,Caras-Severin,0255-524401,Partidul Social Democrat,Partidul Social Democrat
Marghita,primaria@marghita.ro,Bihor,0259-362001,UDMR,UDMR
Margina,primaria_margin@yahoo.com,Timis,0256-326000,Partidul Social Democrat,Partidul Social Democrat
Marginea,margineaprimaria@yahoo.com,Suceava,0230-416203,Partidul Național Liberal,Partidul Național Liberal
Marpod,clmarpod@yahoo.com,Sibiu,0269-584111,Partidul Social Democrat,Partidul Social Democrat
Martineşti,primaria@martinesti.ro,Hunedoara,0254-246310,Partidul Social Democrat,Partidul Social Democrat
Masloc,primaria_masloc@yahoo.com,Timis,0256-231205,Partidul Național Liberal,Partidul Național Liberal
Matca,primariamatca@yahoo.com,Galati,0236-860004,Partidul Social Democrat,Partidul Social Democrat
Mateeşti,primaria.mateesti@yahoo.com,Valcea,0250-869601,Partidul Social Democrat,Partidul Social Democrat
Matei,primariamatei@yahoo.com,Bistrita-Nasaud,0263-275144,Partidul Social Democrat,Partidul Social Democrat
Mavrodin,primaria_mavrodin@yahoo.com,Teleorman,0247-330802,Partidul Național Liberal,Partidul Național Liberal
Medgidia,primaria_medgidia@yahoo.com,Constanta,0241-812300,Partidul Național Liberal,Partidul Național Liberal
Mediaş,adinarosca@primariamedias.ro,Sibiu,0269-803803,Partidul Național Liberal,Partidul Național Liberal
Medieşu Aurit,primariamediesuaurit@gmail.com,Satu Mare,0261-842530,Partidul Național Liberal,Partidul Național Liberal
Mehadia,primar@primariamehadia.ro,Caras-Severin,0255-523121,Partidul Social Democrat,Partidul Social Democrat
Mehadica,ghimboasa@yahoo.com,Caras-Severin,0255-563339,Partidul Național Liberal,Partidul Național Liberal
Melineşti,melinesti@cjdolj.ro,Dolj,0251-440042,Partidul Social Democrat,Partidul Social Democrat
Mera,contact@mera.primarievn.ro,Vrancea,0237-631066,Partidul Național Liberal,Partidul Național Liberal
Merei,primariamerei@artelecom.net,Buzau,0238-559159,Partidul Social Democrat,Partidul Social Democrat
Mereni,primaria.mereni@yahoo.com,Constanta,0241-859203,Partidul Național Liberal,Partidul Social Democrat
Mereni,jancso2002@yahoo.com,Covasna,0267-369971,UDMR,UDMR
Mereni,primaria.mereni@gmail.com,Teleorman,0247-450608,Partidul Național Liberal,Partidul Național Liberal
Merghindeal,primariamerghindeal@yahoo.com,Sibiu,0269-517501,Partidul Social Democrat,Partidul Social Democrat
Merişani,primarie@merisani.cjarges.ro,Arges,0248-763201,Partidul Social Democrat,Partidul Social Democrat
Meseşenii De Jos,meseseni@gmail.com,Salaj,0260-663308,Alianța pentru Unirea Românilor,Partidul Social Democrat
Meteş,primariacomuneimetes@yahoo.com,Alba,0258-849003,Partidul Național Liberal,Partidul Național Liberal
Mica,integrare_mica@.yahoo.com,Cluj,0264-226100,Partidul Național Liberal,Partidul Național Liberal
Mica,integrare_mica@yahoo.com,Cluj,0265-454150,Partidul Național Liberal,Partidul Național Liberal
Mica,mica@cjmures.ro,Mures,0265-454150,UDMR,UDMR
Micasasa,pmicasasa@yahoo.com,Sibiu,0269-514302,Partidul Social Democrat,Partidul Social Democrat
Miceşti,primaria.micesti@yahoo.com,Arges,0248-234002,Partidul Social Democrat,Partidul Social Democrat
Miceştii De Câmpie,micestiidecampie@yahoo.com,Bistrita-Nasaud,0263-356551,PARTIDUL UMANIST SOCIAL LIBERAL,Partidul Social Democrat
Micfalău,primariamicfalau@yahoo.com,Covasna,0267-344465,UDMR,UDMR
Micula,primariamicula@yahoo.com,Satu Mare,0261-828601,UDMR,UDMR
Micăsasa,prmicasasa@yahoo.com,Sibiu,0269-514302,Partidul Social Democrat,Partidul Social Democrat
Miercurea Ciuc,primaria@miercureaciuc.ro,Harghita,0266-315120,,
Miercurea Nirajului,mniraj@cjmures.ro,Mures,0265-576004,UDMR,UDMR
Miercurea Sibiului,primsb@yahoo.com,Sibiu,0269-533102,Partidul Național Liberal,Partidul Național Liberal
Mihai Bravu,clmihaibravu@yahoo.com,Giurgiu,0246-286115,Partidul Național Liberal,Partidul Național Liberal
Mihai Bravu,primaria_mihaibravu@yahoo.com,Tulcea,0372-789288,Partidul Social Democrat,Partidul Social Democrat
Mihai Eminescu,primaria_me@yahoo.com,Botosani,,Partidul Social Democrat,Partidul Social Democrat
Mihai Viteazu,primariamihaiviteazu@yahoo.com,Cluj,0264-329101,Partidul Național Liberal,Partidul Național Liberal
Mihai Viteazu,primaria_mv@hotmail.com,Constanta,0241-767130,Partidul Național Liberal,Partidul Național Liberal
Mihail Kogălniceanu,primaria_m_k_cta@yahoo.com,Constanta,0241-258156,Partidul Național Liberal,Partidul Național Liberal
Mihail Kogălniceanu,primariakogalniceanu@yahoo.com,Ialomita,0243-272058,Partidul Social Democrat,Partidul Social Democrat
Mihail Kogălniceanu,prkogalniceanu@yahoo.com,Tulcea,0240-563001,Partidul Național Liberal,Partidul Național Liberal
Mihaileni,primariamihailenibt@yahoo.com,Botosani,0269-254522,Partidul Social Democrat,Partidul Social Democrat
Mihaileni,primmihaileni@freemail.hu,Harghita,0269-254522,UDMR,UDMR
Mihaileni,primariamihailenisb@yahoo.com,Sibiu,0269-254522,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Mihalţ,pmihalt@yahoo.com,Alba,0258-718101,Partidul Național Liberal,Partidul Național Liberal
Miheşu De Câmpie,mihesu@cjmures.ro,Mures,0265-420312,Partidul Național Liberal,Partidul Social Democrat
Mihăeşti,primariamihaesti@yahoo.com,Arges,0248-560002,Partidul Social Democrat,Partidul Social Democrat
Mihăeşti,primariamihaestiolt@yahoo.com,Olt,0249-488301,Partidul Național Liberal,Partidul Național Liberal
Mihăileni,primariamihaileni@yahoo.com,Botosani,0231-625103,Partidul Social Democrat,Partidul Social Democrat
Mihăileşti,primariamihailesti@yahoo.com,Buzau,0238-584005,Partidul Social Democrat,Partidul Social Democrat
Mihăileşti,primmiha_gr@yahoo.com,Giurgiu,0246-278004,Partidul Național Liberal,Partidul Național Liberal
Mihălăşeni,mihalaseniprimaria@yahoo.com,Botosani,0231-566108,Partidul Social Democrat,Partidul Social Democrat
Milaş,primaria_milas@yahoo.com,Bistrita-Nasaud,0263-354397,Partidul Național Liberal,Partidul Național Liberal
Milcoiu,primaria_milcoiu@yahoo.com,Valcea,0250-760189,Partidul Social Democrat,Partidul Social Democrat
Milcov,cmilcov@yahoo.com,Olt,0372-919969,Partidul Social Democrat,Partidul Social Democrat
Mileanca,primariamileanca@yahoo.com,Botosani,0231-624635,Partidul Social Democrat,Partidul Social Democrat
Milişăuţi,primaria.milisauti@gmail.com,Suceava,0230-418175,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Miloşeşti,primaria_milosesti@yahoo.com,Ialomita,0243-245277,Partidul Social Democrat,Partidul Social Democrat
Mintiu Gherlii,starecivilamintiu@yahoo.com,Cluj,0264-241767,Partidul Social Democrat,Partidul Social Democrat
Mintiu Gherlii,primaria.mintiu.gherlii@personal.ro,Cluj,0264-241767,Partidul Social Democrat,Partidul Social Democrat
Mioarele,primarie@mioarele.cjarges.ro,Arges,0248-512474,Partidul Național Liberal,Partidul Național Liberal
Mioveni,primariamioveni@primariamioveni.ro,Arges,0348-455444,Partidul Social Democrat,Partidul Social Democrat
Mircea Voda,primaria.mirceavoda@yahoo.com,Braila,0239-669583,Partidul Național Liberal,Partidul Național Liberal
Mircea Vodă,primar@primaria-mirceavoda.ro,Constanta,0241-853099,Partidul Social Democrat,Partidul Social Democrat
Mirceşti,primariamircesti@yahoo.com,Iasi,0232-713250,Partidul Social Democrat,Partidul Social Democrat
Mireşu Mare,primariamm@yahoo.com,Maramures,0262-284205,Partidul Social Democrat,Partidul Social Democrat
Mironeasa,primaria_mironeasa@yahoo.com,Iasi,0232-228652,Partidul Național Liberal,Partidul Național Liberal
Miroslava,secretar@primariamiroslava.ro,Iasi,,Partidul Național Liberal,Partidul Național Liberal
Mirosloveşti,contactprimariamiroslovesti@yahoo.com,Iasi,0232-713535,Partidul Social Democrat,Partidul Social Democrat
Miroşi,primarie@mirosi.cjarges.ro,Arges,0248-694509,Partidul Social Democrat,Partidul Social Democrat
Mirăslău,primaria.miraslau@yahoo.com,Alba,0258-879001,Partidul Social Democrat,Partidul Social Democrat
Mirşid,primaria.mirsid@samtv.ro,Salaj,0260-663591,Partidul Social Democrat,Partidul Social Democrat
Mischii,mischii@cjdolj.ro,Dolj,0251-450194,Partidul Național Liberal,Partidul Național Liberal
Mitoc,mitoboto@yahoo.com,Botosani,0231-562020,Partidul Social Democrat,Partidul Social Democrat
Mitocu Dragomirnei,primaria_mitocudragomirnei@yahoo.com,Suceava,0230-533802,Partidul Social Democrat,Partidul Social Democrat
Mitreni,primariamitreni@yahoo.com,Calarasi,0242-525450,Partidul Național Liberal,Partidul Național Liberal
Mitrofani,primariamitrofani@yahoo.com,Valcea,0350-525230,Partidul Social Democrat,Partidul Social Democrat
Mizil,mizil@prefecturaprahova.ro,Prahova,0244-250027,Partidul Social Democrat,Partidul Social Democrat
Mişca,primaria_misca@yahoo.com,Arad,0257-354140,UDMR,UDMR
Moacşa,makpolghiv@hotmail.com,Covasna,0267-345721,UDMR,UDMR
Moara,primariamoara@yahoo.com,Suceava,0230-536025,Partidul Național Liberal,Partidul Național Liberal
Moara Vlăsiei,dumitru_eugenia66@yahoo.com,Ilfov,021-2672135,Partidul Național Liberal,Partidul Național Liberal
Mociu,comunamociujudetulcluj@yahoo.com,Cluj,0264-235212,Partidul Național Liberal,Partidul Național Liberal
Mociu,primar@primariamociu.ro,Cluj,0264-235212,Partidul Național Liberal,Partidul Național Liberal
Modelu,primaria_modelu@yahoo.com,Calarasi,0242-312553,Partidul Național Liberal,Partidul Național Liberal
Moftin,primariamoftin@yahoo.com,Satu Mare,,Partidul Social Democrat,Partidul Social Democrat
Mogosesti-Siret,mogosesti_siret@yahoo.com,Iasi,,Partidul Național Liberal,Partidul Național Liberal
Mogoş,primariamogos@yahoo.com,Alba,0258-855530,Partidul Național Liberal,Partidul Național Liberal
Mogoşani,prmogosani@yahoo.com,Dambovita,0730-072328,Partidul Național Liberal,Partidul Național Liberal
Mogoşeşti,mogosestiprimaria@yahoo.com,Iasi,0232-294411,Partidul Social Democrat,Partidul Social Democrat
Mogoşoaia,office@mogosoaia.ro,Ilfov,021-3516692,Partidul Național Liberal,Partidul Național Liberal
Moieciu,primar@primariamoieciu.ro,Brasov,0368-446458,Partidul Național Liberal,Partidul Național Liberal
Moineşti,consiliulocal@moinesti.ro,Bacau,0234-363680,Partidul Național Liberal,Partidul Național Liberal
Moisei,moiseiprimaria@yahoo.com,Maramures,0262-347601,Partidul Social Democrat,Partidul Social Democrat
Moldova Nouă,primaria@pmn.ro,Caras-Severin,0255-540997,Partidul Social Democrat,Partidul Social Democrat
Moldova-Sulita,primariamoldova_sulita@yahoo.com,Suceava,,Partidul Național Liberal,Partidul Național Liberal
Moldoveneşti,pmoldovenesti@yahoo.com,Cluj,0264-329701,UDMR,UDMR
Moldoveni,primariamoldoveniil@yahoo.com,Ialomita,0243-285523,Partidul Social Democrat,Partidul Social Democrat
Moldoveni,primaria_moldoveni@yahoo.com,Neamt,0233-745752,Partidul Național Liberal,Partidul Național Liberal
Moldoviţa,primaria.moldovita@yahoo.com,Suceava,0230-336190,Partidul Social Democrat,Partidul Social Democrat
Moneasa,primariamoneasa@clicknet.ro,Arad,0257-313115,Partidul Național Liberal,Partidul Național Liberal
Monor,primaria.monor@yahoo.com,Bistrita-Nasaud,0263-261830,Partidul Social Democrat,Partidul Social Democrat
Moraviţa,prmrmoravita@yahoo.com,Timis,0256-397251,Partidul Național Liberal,Partidul Național Liberal
Moreni,contact@primariamoreni.ro,Dambovita,0245-667265,Partidul Social Democrat,Partidul Social Democrat
Moroeni,primaria_moroeni@yahoo.com,Dambovita,0245-772213,Partidul Social Democrat,Partidul Social Democrat
Morteni,primariamorteni@yahoo.com,Dambovita,0245-242707,Partidul Social Democrat,Partidul Social Democrat
Morunglav,primariamorunglav@judetulolt.ro,Olt,0249-455721,Partidul Național Liberal,Partidul Național Liberal
Morăreşti,primarie@moraresti.cjarges.ro,Arges,0248-240011,Partidul Național Liberal,Partidul Social Democrat
Mosna,primariemosna@yahoo.com,Iasi,0269-862041,Partidul Național Liberal,Partidul Național Liberal
Mosnita Noua,primariamosnitanoua@yahoo.com,Timis,0256-393503,G. SIMONIS,Partidul Național Liberal
Motoşeni,primariamotoseni@yahoo.com,Bacau,0234-284003,Partidul Social Democrat,Partidul Social Democrat
Motru,primaria@primariamotru.ro,Gorj,0372-788536,Partidul Social Democrat,Partidul Social Democrat
Movila,primariamovila@yahoo.com,Ialomita,0243-311002,Partidul Social Democrat,Partidul Social Democrat
Movila Banului,primaria_movilabanului@hotmail.com,Buzau,0238-596601,Partidul Social Democrat,Partidul Social Democrat
Movila Miresii,brmovilamiresii@yahoo.com,Braila,0239-697914,Partidul Social Democrat,Partidul Social Democrat
Movileni,primariamovileni@yahoo.com,Galati,0236-823002,Partidul Național Liberal,Partidul Național Liberal
Movileni,movileni_iasi@yahoo.com,Iasi,0232-297878,Partidul Național Liberal,Partidul Național Liberal
Movileni,primariamovileni@judetulolt.ro,Olt,0249-482024,Partidul Social Democrat,Partidul Social Democrat
Mozăceni,primariamozaceni@yahoo.com,Arges,0248-697116,Partidul Național Liberal,Partidul Național Liberal
Moşna,primaria_mosna@yahoo.com,Iasi,0232-292600,Partidul Național Liberal,Partidul Național Liberal
Moşniţa Nouă,office@mosnita.ro,Timis,0256-393503,G. SIMONIS,Partidul Național Liberal
Moşoaia,primaria_mosoaia@yahoo.com,Arges,0248-294001,Partidul Național Liberal,Partidul Național Liberal
Moşteni,mosteni_tr@yahoo.com,Teleorman,0247-356012,Partidul Social Democrat,Partidul Social Democrat
Moţăieni,relatii@primariamotaieni.ro,Dambovita,0245-232031,Partidul Național Liberal,Partidul Național Liberal
Moţăţei,motatei@cjdolj.ro,Dolj,0251-326211,Partidul Social Democrat,Partidul Social Democrat
Muereasca,primaria_muereasca@yahoo.com,Valcea,0250-755730,Partidul Național Liberal,Partidul Național Liberal
Mugeni,primmug@yahoo.com,Harghita,0266-245490,UDMR,UDMR
Municipiul  Gheorgheni,secretar@gheorgheni.ro,Harghita,,Z. NAGY,UDMR
Municipiul  Toplita,secretariat@primariatoplita.ro,Harghita,0254-735314,Partidul Național Liberal,Partidul Național Liberal
Municipiul Baia Mare,doriana.nica@baiamarecity.ro,Maramures,,Partidul Social Democrat,Partidul Social Democrat
Municipiul Calarasi,calarasi@municipiu.ro,Calarasi,0251-379052,Partidul Social Democrat,Partidul Social Democrat
Municipiul Campulung,campulung@muscel.ro,Arges,,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Municipiul Cluj-Napoca,administratiepublica@primariaclujnapoca.ro,Cluj,,Partidul Național Liberal,Partidul Național Liberal
Municipiul Dej,primaria@dej.ro,Cluj,,Partidul Național Liberal,Partidul Național Liberal
Municipiul Drobeta-Turnu Severin,primaria@primariadrobeta.ro,Mehedinti,,Partidul Social Democrat,Partidul Social Democrat
Municipiul Gherla,primar_gherla@yahoo.com,Cluj,0264-241476,Partidul Național Liberal,Partidul Național Liberal
Municipiul Iasi,informatii@primaria-iasi.ro,Iasi,,Partidul Național Liberal,Partidul Național Liberal
Municipiul Medias,primaria@primariamedias.ro,Sibiu,0269-803803,Partidul Național Liberal,Partidul Național Liberal
Municipiul Rosiori De Vede,postmaster@primariarosioriidevede.ro,Teleorman,,Partidul Social Democrat,Partidul Social Democrat
Municipiul Sighisoara,sighisoara@cjmures.ro,Mures,,ALIANȚA ELECTORALĂ UIPS - FORȚA DREPTEI,Partidul Social Democrat
Municipiul Timisoara,primariatm@primariatm.ro,Timis,0256-408300,ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR,ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR
Municipiul Turda,primturda@yahoo.com,Cluj,0264-313160,Partidul Național Liberal,Alianța pentru Unirea Românilor
Munteni,primarie_munteni2002@yahoo.com,Galati,0236-820126,Partidul Social Democrat,Partidul Social Democrat
Munteni-Buzau,primariamuntenibuzau@yahoo.com,Ialomita,,Partidul Social Democrat,Partidul Social Democrat
Muntenii De Jos,office@munteniidejos.ro,Vaslui,0235-313065,Partidul Național Liberal,Partidul Național Liberal
Muntenii De Sus,rodica_buhus@yahoo.com,Vaslui,0235-361626,Partidul Social Democrat,Partidul Social Democrat
Murgaşi,murgasi@cjdolj.ro,Dolj,0251-447627,Partidul Social Democrat,Partidul Social Democrat
Murgeni,secretarmurgeni@yahoo.com,Vaslui,0235-426020,Partidul Social Democrat,Partidul Social Democrat
Murgeşti,pr_murgesti@artelecom.net,Buzau,0238-774202,Partidul Social Democrat,Partidul Social Democrat
Murighiol,primaria_murighiol@yahoo.com,Tulcea,0240-545802,Partidul Social Democrat,Partidul Social Democrat
Muşeniţa,musenita_primarie@yahoo.com,Suceava,0230-280162,Partidul Național Liberal,Partidul Național Liberal
Muşeteşti,primariamusetesti2003@yahoo.com,Gorj,0253-272501,Partidul Social Democrat,Partidul Social Democrat
Muşăteşti,musatesti_primarie@yahoo.com,Arges,,Partidul Național Liberal,Partidul Social Democrat
Mândra,primaria_mandra_bv@yahoo.com,Brasov,0268-247618,Partidul Social Democrat,Partidul Social Democrat
Mânzăleşti,primaria_minzalesti@yahoo.com,Buzau,0238-509508,Partidul Social Democrat,Partidul Social Democrat
Mânăstirea,manastirea_primaria@yahoo.com,Calarasi,0242-520018,Partidul Social Democrat,Partidul Social Democrat
Mârzăneşti,primariamirzanesti@yahoo.co.uk,Teleorman,0247-331808,Partidul Social Democrat,Partidul Social Democrat
Mârşa,primariamirsa@yahoo.com,Giurgiu,0246-268187,Partidul Național Liberal,Partidul Național Liberal
