name,email,county,phone
Cărand,primariacarand@yahoo.com,Arad,0257-321522
Cărbunari,primaria@yahoo.com,Caras-Severin,0372-799587
Cărbuneşti,primariacarbunesti@yahoo.com,Prahova,0244-299119
Cărpinet,primaria.carpinet@cjbihor.ro,Bihor,0259-353603
Cărpiniş,primaria_carpinis@yahoo.com,Timis,0256-365001
Căscioarele,primariacascioarele2006@yahoo.com,Calarasi,0242-525046
Căteasca,primarie@cateasca.cjarges.ro,Arges,0248-661006
Cătina,primaria.catina@yahoo.com,Buzau,0238-524003
Cătina,primariacatina@yahoo.com,Cluj,0264-287618
Cătunele,primariacatunele@yahoo.com,Gorj,0253-411023
Cătălina,primariacatalina@yahoo.com,Covasna,0267-346161
Căuaş,primariacauas@yahoo.com,Satu Mare,0261-873416
Căzăneşti,primcazanesti@yahoo.com,Ialomita,0243-264010
Căzăneşti,clcazanesti@sejmh.ro,Mehedinti,0252-385062
Căşeiu,primarcaseiu@yahoo.com,Cluj,0264-229101
Dagâţa,primariadagata@yahoo.com,Iasi,0232-325511
Daia,primarie@primariadaia.ro,Giurgiu,0246-244085
Daia Română,daiaprimaria@yahoo.com,Alba,0258-763101
Dalboşeţ,primariadalboset@rdslink.ro,Caras-Severin,0255-243403
Dalnic,primariadalnic@consloc.ro,Covasna,0267-345884
Daneş,danes@cjmures.ro,Mures,0265-762212
Daneţi,daneti@cjdolj.ro,Dolj,0251-377001
Darabani,primariadarabani@yahoo.com,Botosani,0231-631347
Darova,primariadarova@yahoo.com,Timis,0256-232310
Dascălu,contact@comunadascalu.ro,Ilfov,021-2673188
Davideşti,primaria_davidesti@yahoo.com,Arges,0248-298024
Dealu,pho@oroszhegy.ro,Harghita,0266-225106
Dealu Morii,primarie@dealumorii.ro,Bacau,0234-282602
Deda,deda@cjmures.ro,Mures,0265-556312
Deleni,primariadeleni@yahoo.com,Constanta,0241-854621
Deleni,primaria@comunadeleni.ro,Iasi,0232-732070
Deleni,primaria@delenivaslui.ro,Vaslui,0235-345106
Deleşti,primariadelesti@yahoo.com,Vaslui,0235-346020
Densuș,primariadensus@yahoo.com,Hunedoara,0254-775010
Denta,primar@primaria-denta.ro,Timis,0256-398403
Derna,primaria_derna@yahoo.com,Bihor,0259-327024
Dersca,primariadersca@yahoo.com,Botosani,0231-626110
Desa,desa@cjdolj.ro,Dolj,0251-322496
Deseşti,primar@primariadesesti.ro,Maramures,0262-372601
Deta,primaria_deta@net69.ro,Timis,0256-390466
Deva,primar@primariadeva.ro,Hunedoara,0254-213435
Devesel,cldevesel@sejmh.ro,Mehedinti,0252-353257
Deveselu,primariadeveselu@yahoo.com,Olt,0249-510560
Dezna,primariadezna@artelecom.net,Arad,0257-312664
Dichiseni,primariadichiseni@yahoo.com,Calarasi,0242-313637
Diculeşti,diculestiprimarie@yahoo.com,Valcea,0250-842428
Dieci,primariadieci@artelecom.net,Arad,0257-314408
Dimitrie Cantemir,primariadtcm@yahoo.com,Vaslui,0235-485389
Dimăcheni,primariadimacheni@yahoo.com,Botosani,0231-619624
Diosig,primaria.diosig@cjbihor.ro,Bihor,0259-350198
Dioşti,diosti@cjdolj.ro,Dolj,0251-458611
Ditrău,clditrau@gmail.com,Harghita,0266-353130
Doba,primariadoba@yahoo.com,Satu Mare,0261-869115
Dobra,primariadobra@yahoo.com,Dambovita,0245-242001
Dobreni,primariadobreni@yahoo.com,Neamt,0233-242755
Dobreşti,primaria_dobresti_ag@yahoo.com,Arges,0248-657431
Dobreşti,prim.dobresti@yahoo.com,Bihor,0259-325400
Dobreşti,dobresti@cjdolj.ro,Dolj,0251-338000
Dobreţu,primariadobretu@yahoo.com,Olt,0249-456052
Dobrin,primariadobrin@yahoo.com,Salaj,0260-668803
Dobroeşti,primariadobroiesti@gamail.com,Ilfov,021-2554595
Dobromir,primariadobromir@yahoo.com,Constanta,0788-891305
Dobrosloveni,primar@dobrosloveni.ro,Olt,0249-530022
Dobroteasa,primaria.dobroteasa@gmail.com,Olt,0249-469005
Dobroteşti,dobrotesti@cjdolj.ro,Dolj,0251-378034
Dobrovăţ,primariadobrovat@yahoo.com,Iasi,0232-321207
Dobrun,primariadobrun@yahoo.com,Olt,0249-455072
Dobârceni,primaria_dobirceni@yahoo.com,Botosani,0231-567010
Dobârlău,clsdobirlau@yahoo.com,Covasna,0267-375818
Dochia,primariadochia@yahoo.com,Neamt,0233-291919
Doclin,primaria_doclin@cs.ro,Caras-Severin,0255-527001
Dodeşti,primariadodesti@yahoo.com,Vaslui,0235-433118
Dofteana,pdofteana@yahoo.com,Bacau,0234-352001
Doiceşti,doicesti@cjd.ro,Dambovita,0245-227023
Dolhasca,primariadolhasca@yahoo.com,Suceava,0230-546101
Dolheşti,primaria_dolhesti@yahoo.com,Iasi,0232-321800
Doljeşti,primcomdoljesti@yahoo.com,Neamt,0233-780756
Domaşnea,primariadomasnea@yahoo.com,Caras-Severin,0255-263101
Domneşti,primariadomnesti@yahoo.com,Arges,0248-269942
Dor Mărunt,primariadormarunt@yahoo.com,Calarasi,0242-644220
Dorna Candrenilor,primariadc@yahoo.com,Suceava,0230-575005
Dorna-Arini,primariadornaarini@yahoo.com,Suceava,
Dorneşti,primariadornesti@yahoo.com,Suceava,0230-568217
Dorobanţi,primaria.dorobanti@gmail.com,Arad,0257-535262
Dorobanţu,primariadorobantu@yahoo.com,Calarasi,0242-335103
Dorobanţu,consiliul_dorobantu@yahoo.com,Tulcea,0240-576306
Dorohoi,primariadorohoi@primariadorohoi.ro,Botosani,0231-610133
Dorolt,primar@primariadorolt.ro,Satu Mare,0261-751238
Doştat,primariadostat@yahoo.com,Alba,0258-764690
Dragalina,pdragalina@gmail.com,Calarasi,0242-708073
Dragodana,pr_dragodana@yahoo.com,Dambovita,0245-719189
Dragomireşti,p_dragomiresti@yahoo.com,Dambovita,0245-236020
Dragomireşti,primaria.dragomiresti@yahoo.com,Maramures,0262-337007
Dragomireşti,dragomiresti.neamt@yahoo.com,Neamt,0233-292866
Dragomireşti,primariadragomirestivs@gmail.com,Vaslui,0235-340599
Dragoslavele,primaria@dragoslavele.ro,Arges,0248-544426
Dragoteşti,prim.dragotesti@yahoo.com,Gorj,0253-376701
Dragoş Vodă,dragosvoda@dtc.ro,Calarasi,0242-345711
Dragu,primariadragu@yahoo.com,Salaj,0260-628701
Drajna,drajna@prefecturaprahova.ro,Prahova,0244-290202
Dridu,primaria_dridu@yahoo.com,Ialomita,0243-282941
Drânceni,primariacomuneidranceni@yahoo.com,Vaslui,0235-482003
Drăganu,primariadraganu@yahoo.com,Arges,0248-663310
Drăgeşti,primaria.dragesti@cjbihor.ro,Bihor,0259-324547
Drăgoeşti,dragoesti@yahoo.com,Ialomita,0243-319688
Drăgoeşti,primaridragoesti@yahoo.com,Valcea,0250-762303
Drăgoieşti,primariadragoiesti@yahoo.com,Suceava,0230-206201
Drăgoteşti,dragotesti@cjdolj.ro,Dolj,0251-456365
Drăguş,primariadragus@yahoo.com,Brasov,0268-249618
Drăguşeni,draguseni_primaria@yahoo.com,Botosani,0231-549406
Drăguşeni,primariadraguseni@yahoo.com,Galati,0236-331553
Drăguşeni,prisacaru_adina@yahoo.com,Iasi,0232-256620
Drăguşeni,primaria.draguseni@yahoo.com,Suceava,0230-546576
Drăguţeşti,primaria.dragutesti@yahoo.com,Gorj,0253-227625
Drăgăneşti,primaria.draganesti@cjbihor.ro,Bihor,0259-321729
Drăgăneşti,pdraganesti@yahoo.com,Galati,0236-820130
Drăgăneşti,primariadragomiresti@yahoo.com,Neamt,0233-789385
Drăgăneşti,secretar@primariadraganesti.ro,Prahova,0244-465208
Drăgăneşti De Vede,primariadraganestidevede@yahoo.com,Teleorman,0247-466392
Drăgăşani,primariadragasani@yahoo.com,Valcea,0250-811990
Drănic,dranic@cjdolj.ro,Dolj,0251-351070
Dubova,cldubova@sejmh.ro,Mehedinti,0252-368002
Duda-Epureni,primaria_duda_epureni@yahoo.com,Vaslui,
Dudeşti,dudestibraila@yahoo.com,Braila,0239-663415
Dudeştii Noi,primariadudestiinoi@yahoo.com,Timis,0256-378294
Dudeştii Vechi,p.dudestiiv@yahoo.com,Timis,0256-384104
Dulceşti,primdulcesti@yahoo.com,Neamt,0233-761602
Dumbrava,primariadumbrava@yahoo.com,Mehedinti,0252-342661
Dumbrava,primaria.dumbrava@yahoo.com,Mehedinti,0256-325553
Dumbrava,primariadumbrava@gmail.com,Prahova,0256-325553
Dumbrava Roşie,primariadumbravarosie@yahoo.com,Neamt,0233-282494
Dumbraveni,primariadumbraveni@yahoo.com,Constanta,0237-255092
Dumbraveni,primariadumbravenisv@yahoo.com,Suceava,0237-255092
Dumbraveni,chiritag@yahoo.com,Vrancea,0237-255092
Dumbravita,primaria.dumbravita@yahoo.com,Brasov,0256-214272
Dumbravita,primariadumbravita@yahoo.com,Maramures,0256-214272
Dumbrăveni,primaria_dumbraveni@yahoo.com,Constanta,0766-403192
Dumbrăveşti,dumbravesti@yahoo.com,Prahova,0244-226057
Dumbrăviţa,primdumb@yahoo.com,Brasov,0268-483100
Dumeşti,primariadumesti@yahoo.com,Iasi,0232-322020
Dumeşti,dumestivs.primarie@yahoo.co.uk,Vaslui,0235-459075
Dumitra,primariadumitra@yahoo.com,Bistrita-Nasaud,0263-380140
Dumitreşti,primariadumitresti@yahoo.com,Vrancea,0237-241134
Dumitrița,primaria_dumitrita@yahoo.com,Bistrita-Nasaud,0263-271756
Durneşti,primariadurnesti@gmail.com,Botosani,0231-578012
Dângeni,primariadangeni@yahoo.com,Botosani,0231-571085
Dârjiu,consdarj@kabelkon.ro,Harghita,0266-222002
Dârlos,primaria.darlos@sibiu.stslink.ro,Sibiu,0269-852400
Dârvari,cldirvari@sejmh.ro,Mehedinti,0252-392101
Dăbuleni,dabuleni@cjdolj.ro,Dolj,0251-334555
Dăbâca,primariadabaca@yahoo.com,Cluj,0264-355973
Dăeni,primariadaeni@yahoo.com,Tulcea,0240-577603
Dăeşti,daesti@onix.ro,Valcea,0350-425873
Dămieneşti,primaria.damienesti@yahoo.com,Bacau,0234-222502
Dămuc,primariadamuc@yahoo.com,Neamt,0233-256296
Dănciuleşti,primariadanciulesti@yahoo.com,Gorj,0253-289007
Dăneasa,primariadaneasaolt@yahoo.com,Olt,0249-467016
Dăneşti,primariadanestigj@yahoo.com,Gorj,0253-271600
Dăneşti,office@danfalva.ro,Harghita,0266-327011
Dăneşti,primar.danesti.vaslui@gmail.com,Vaslui,0235-341517
Dănicei,pdanicei@yahoo.com,Valcea,0250-838333
Dărmăneşti,primaria_comdarmanesti@yahoo.com,Arges,0248-232106
Dărmăneşti,primaria_darmanesti@yahoo.com,Bacau,0234-356656
Dărmăneşti,primaria.darmanesti@yahoo.com,Dambovita,0245-661306
Dărăşti-Ilfov,primaria_darasti_ilfov@yahoo.com,Ilfov,021-3692020
Eftimie Murgu,emurguprimar@yahoo.com,Caras-Severin,0255-243210
Epureni,contact@primariaepureni.ro,Vaslui,0235-429626
Erbiceni,erbiceniprimaria@yahoo.com,Iasi,0232-322370
Eremitu,eremitu@cjmures.ro,Mures,0265-347112
Ernei,ernei@cjmures.ro,Mures,0265-335206
Estelnic,esztelnek@consloc.ro,Covasna,0267-366670
Ezeriş,primaria.ezeris@yahoo.com,Caras-Severin,0255-235301
Eşelniţa,cleselnita@sejmh.ro,Mehedinti,0252-365070
Fantinele,primaria.fatanele@yahoo.com,Arad,
Faraoani,faraoani@judetbacau.ro,Bacau,0234-254152
Feldioara,primariafeldioara@yahoo.com,Brasov,0268-265403
Feldru,primariafeldru@yahoo.com,Bistrita-Nasaud,0263-374339
Feleacu,primaria_feleacu@yahoo.com,Cluj,0264-237097
Feliceni,conslocfeliceni@gmail.com,Harghita,0266-245311
Felnac,primariafelnac@yahoo.com,Arad,0257-411101
Fereşti,primaria_feresti@yahoo.com,Vaslui,0351390420
Feteşti,contact@primariafetesti.ro,Ialomita,0243-364410
Fibiş,primariafibis@gmail.com,Timis,0256-232095
Fieni,fieni.primaria@gmail.com,Dambovita,0245-774070
Fildu De Jos,primariafildu@yahoo.com,Salaj,0260-667832
Filiaşi,filiasi@cjdolj.ro,Dolj,0251-441018
Filipeni,prfilipeni@yahoo.com,Bacau,0234-285500
Filipeşti,clfilip_bacau@yahoo.com,Bacau,0234-215800
Filipeştii De Pădure,primarie@filipestiidepadure.ro,Prahova,0244-386801
Filipeştii De Târg,primariafilipestiidetarg@yahoo.com,Prahova,0244-389489
Finiş,primaria.finis@cjbihor.ro,Bihor,0259-321884
Finta,primariafinta@yahoo.com,Dambovita,0245-242406
Fitioneşti,primar@fitionesti.ro,Vrancea,0237-677822
Fizeşu Gherlii,primariafizesu@yahoo.com,Cluj,0264-248102
Floreşti,primar@yahoo.com,Cluj,0264-265101
Floreşti,clfloresti@sejmh.ro,Mehedinti,0252-383322
Floreşti,floresti_primaria@yahoo.com,Prahova,0244-369502
Florica,primaria.florica@yahoo.com,Buzau,0238-582750
Flămânzi,primariaflamanzi@yahoo.com,Botosani,0231-552351
Focuri,primariafocuri@yahoo.com,Iasi,0232-413717
Foeni,primariafoeni@yahoo.com,Timis,0256-413401
Foieni,contact@consiliullocalfoieni.ro,Satu Mare,0261-874601
Folteşti,primariafoltesti@yahoo.com,Galati,0236-346006
Forotic,primariaforotic@yahoo.com,Caras-Severin,0371-105291
Forăşti,secretariat@primariaforasti.ro,Suceava,0230-542924
Frasin,primaria_frasin@yahoo.com,Suceava,0230-235334
Frata,frata_primarie@yahoo.com,Cluj,0774 529 157
Frecăţei,uatfrecatei@yahoo.com,Braila,0721-207325
Frecăţei,primaria_frecatei@yahoo.com,Tulcea,0240-548291
Frumoasa,frumoasahr@yahoo.com,Harghita,0266-325282
Frumoasa,primariafrumoasa@yahoo.com,Teleorman,0247-335902
Frumosu,frumosuprimaria@yahoo.com,Suceava,0230-576338
Frumuşani,primaria_frumusani@yahoo.com,Calarasi,0242-516012
Frumuşeni,contact@frumuseni.ro,Arad,0257-455250
Frumuşica,primariafrumusica@yahoo.com,Botosani,0231-554124
Frumuşiţa,primariafrumusita@yahoo.com,Galati,0236-344510
Fruntişeni,primariafruntiseni@yahoo.com,Vaslui,0746-063667
Frânceşti,francestiprimaria@yahoo.com,Valcea,0250-762601
Frăsinet,primariafrasinet2008@yahoo.com,Calarasi,0242-645908
Frăsinet,primariafrasinet@yahoo.com,Teleorman,0247-433531
Frăteşti,primaria.fratesti@gmail.com,Giurgiu,0372-755850
Frătăuţii Noi,primaria_fratautiinoi@yahoo.com,Suceava,0230-411003
Frătăuţii Vechi,primaria_fratautiivechi@yahoo.com,Suceava,0230-411596
Fulga,fulga@prefecturaprahova.ro,Prahova,0244-449000
Fundata,primariafundata@yahoo.com,Brasov,0268-236651
Fundeni,primariafundenicl@yahoo.com,Calarasi,0242-516306
Fundeni,primaria.fundeni@yahoo.com,Galati,0236-821091
Fundu Moldovei,office_fm@yahoo.com,Suceava,0230-577411
Fundulea,primariafundulea@yahoo.com,Calarasi,0242-642084
Furculeşti,primariafurculesti@yahoo.com,Teleorman,0247-328768
Fântâna Mare,primaria_fantana_mare@yahoo.com,Suceava,0230-543280
Fântânele,comuna.fantanele@yahoo.com,Arad,0257-456196
Fântânele,primaria_fantanele@yahoo.com,Constanta,0241-769668
Fântânele,primariafantaneleiasi@yahoo.com,Iasi,0232-413654
Fântânele,fintinele@cjmures.ro,Mures,0265-580112
Fântânele,primariafantaneleph@yahoo.com,Prahova,0244-442000
Fântânele,primaria.fintinele@yahoo.com,Suceava,0230-537749
Fârdea,primaria_firdea@yahoo.com,Timis,0256-335411
Fârliug,primariafarliug@yahoo.com,Caras-Severin,0255-235414
Fârtăneşti,primariafirtanesti@yahoo.com,Galati,0236-347439
Făcăeni,clfacaeni@yahoo.com,Ialomita,0243-313330
Făget,plfaget@online.ro,Timis,0256-320494
Făgăraş,secretariat@primaria-fagaras.ro,Brasov,0268-211313
Fălciu,primariafalciu@yahoo.com,Vaslui,0235-430254
Fălcoiu,primariafalcoiu@yahoo.com,Olt,0249-530357
Fălticeni,massmedia@falticeni.ro,Suceava,0230-541422
Fărcaş,farcas@cjdolj.ro,Dolj,0251-440052
Fărcaşa,primaria@farcasa-mm.ro,Maramures,0262-266001
Fărcaşa,office@primariafarcasa.ro,Neamt,0233-267001
Fărcaşele,primariafarcasele@yahoo.com,Olt,0249-531302
Fărcăşeşti,primariafarcasesti@yahoo.com,Gorj,0253-289544
Fărtăteşti,primariafartatesti@yahoo.com,Valcea,0350-524756
Fărăgău,faragau@cjmures.ro,Mures,0265-716612
Fărău,primariacomuneifarau@yahoo.com,Alba,0258-867101
Făurei,primariafaurei@gmail.com,Braila,0239-661424
Făurei,primariafaurei@yahoo.com,Neamt,0233-762005
Făureşti,primariafauresti@yahoo.com,Valcea,0250-842496
Galaţi,mail@primaria.galati.ro,Galati,0236-307799
Galaţii Bistriţei,primariagalatiibistritei@yahoo.com,Bistrita-Nasaud,0263-273107
Galbenu,scoalagalbenu@gmail.com,Braila,0239-696270
Galda De Jos,clgalda@yahoo.com,Alba,0258-846101
Galicea,primaria_galicea@yahoo.com,Valcea,0250-762160
Galicea Mare,galicea_mare@cjdolj.ro,Dolj,0251-316004
Galiciuica,galiciuica@cjdolj.ro,Dolj,0251-460666
Geaca,primariageaca@yahoo.com,Cluj,0264-287406
Geaca,primar@primariageaca.ro,Cluj,0264-287406
Gemenele,uatgemenele@yahoo.com,Braila,0239-697336
General Berthelot,berthelot2004@yahoo.com,Hunedoara,0254-770531
Geoagiu,secretar@geoagiu.ro,Hunedoara,0254-248880
George Enescu,pge_bt@yahoo.com,Botosani,0231-628103
Gepiu,primaria.gepiu@yahoo.com,Bihor,0259-479318
Ghelari,primariaghelari@yahoo.com,Hunedoara,0254-735220
Ghelinţa,gelence_tanacs@yahoo.com,Covasna,0267-345002
Gheorghe Doja,primaria_gh_doja@yahoo.com,Ialomita,0243-262502
Gheorghe Doja,ghdoja@cjmures.ro,Mures,0265-331212
Gheorghe Lazăr,primariaghlazar@kfnet.ro,Ialomita,0243-241510
Gherceşti,ghercesti@cjdolj.ro,Dolj,0251-450580
Ghergheasa,primaria.ghergheasa@yahoo.com,Buzau,0238-577300
Ghergheşti,primaria_gherghesti@yahoo.com,Vaslui,0235-435812
Gherghiţa,primaria_gherghita@yahoo.com,Prahova,0244-474662
Gherla,primarie_gherla@.yahoo.com,Cluj,0264-241476
Gherăeşti,primaria.gheraesti@gmail.com,Neamt,0233-746051
Gherăseni,primariagheraseni@yahoo.com,Buzau,0238-583331
Gherţa Mică,primar@primariaghertamica.ro,Satu Mare,0261-838229
Ghidfalău,comunaghidfalau@yahoo.com,Covasna,0267-353787
Ghidici,ghidici@cjdolj.ro,Dolj,0251-323302
Ghidigeni,primariaghidigeni@yahoo.com,Galati,0236-868202
Ghilad,primariaghilad@yahoo.com,Timis,0256-418221
Ghilad,primaria_ghilad@yahoo.com,Timis,0256-418221
Ghimbav,primariagh@artelecom.net,Brasov,0268-258006
Ghimeş-Făget,primariagf@yahoo.com,Bacau,0234-385611
Ghimpaţi,primaria_ghimpati2007@yahoo.com,Giurgiu,0246-276409
Ghindari,ghindari@cjmures.ro,Mures,0265-584112
Ghindeni,ghindeni@cjdolj.ro,Dolj,0251-455777
Ghindăoani,primariaghindaoani@yahoo.com,Neamt,0233-270257
Ghindăreşti,ghindaresti_pri@yahoo.com,Constanta,0241-873077
Ghioroc,primariaghioroc@clicknet.ro,Arad,0257-461101
Ghioroiu,primariaghioroiu2010@gmail.com,Valcea,0250-769007
Ghiroda,primariaghiroda@yahoo.com,Timis,0256-205201
Ghizela,primariaghizela@yahoo.com,Timis,0256-232501
Giarmata,primaria.giarmata@yahoo.com,Timis,0256-369101
Giera,primariagiera@gmail.com,Timis,0256-415401
Gighera,gighera@cjdolj.ro,Dolj,0251-353011
Gilău,primariagilau@yahoo.com,Cluj,0264-371646
Gingiova,gangiova@cjdolj.ro,Dolj,
Gioseni,primariagioseni@yahoo.com,Bacau,0234-225233
Girişu De Criş,primaria.girisudecris@cjbihor.ro,Bihor,0259-390035
Giroc,primariagiroc@yahoo.com,Timis,0256-395648
Girov,primariagirov@yahoo.com,Neamt,0233-291000
Giubega,giubega@cjdolj.ro,Dolj,0251-460222
Giuleşti,ghvraja@gmail.com,Maramures,0262-375201
Giulvăz,primaria_giulvaz@yahoo.com,Timis,0256-416201
Giurgeni,primariagiurgeni@clicknet.ro,Ialomita,0243-277010
Giurgiu,primar@primaria-giurgiu.ro,Giurgiu,0246-213587
Giurgiţa,giurgita@cjdolj.ro,Dolj,0251-357122
Giuvărăşti,primaria.giuvarasti@yahoo.com,Olt,0249-535601
Glimboca,primaria.glimboca@gmail.com,Caras-Severin,0255-534378
Glina,primariaglina@yahoo.com,Ilfov,021-4671214
Glodeanu Sărat,primaria.glodeanusarat@gmail.com,Buzau,0238-580700
Glodeanu-Siliştea,primglsilistea@yahoo.com,Buzau,0238-558168
Glodeni,glodeni@cjmures.ro,Dambovita,0245-228303
Glogova,glogovaprimaria@yahoo.com,Gorj,0253-411411
Glăvile,primariaglavile@yahoo.com,Valcea,0250-764023
Glăvăneşti,primarie@glavanesti.ro,Bacau,0234-282082
Godeanu,clgodeanu@sejmh.ro,Mehedinti,0252-388540
Godeni,primarie@godeni.cjarges.ro,Arges,0248-544901
Godineşti,primariagodinesti@yahoo.com,Gorj,0253-377001
Gogoşari,primaria.gogosari@yahoo.com,Giurgiu,0246-228114
Gogoşu,gogosu@cjdolj.ro,Dolj,0251-445098
Gogoşu,clgogosu@sejmh.ro,Mehedinti,0252-357228
Gohor,primariagohorgl@yahoo.com,Galati,0236-865500
Goicea,goicea@cjdolj.ro,Dolj,0251-256003
Goieşti,goiesti@cjdolj.ro,Dolj,0251-452154
Goleşti,primariagolesti@yahoo.com,Vrancea,0237-212989
Goleşti,primaria_golesti@yahoo.com,Valcea,0350-421885
Gologanu,primariagologanu@yahoo.com,Vrancea,0237-244183
Golăieşti,primariagolaiesti@yahoo.com,Iasi,0232-236614
Gorban,primariagorban@yahoo.com,Iasi,0232-292900
Gorbăneşti,primariagorbanesti@yahoo.com,Botosani,0231-545148
Gorgota,secretar@gorgota.ro,Prahova,0244-474041
Gornet,gornet@prefecturaprahova.ro,Prahova,0244-419251
Gornet-Cricov,primariagornetcricov@yahoo.com,Prahova,0244-440649
Gorneşti,gornesti@cjmures.ro,Mures,0265-342112
Goruia,primariagoruia@yahoo.com,Caras-Severin,0255-234501
Gostavăţu,primariagostavatu@judetulolt.ro,Olt,0249-532321
Gostinu,primariagostinu@yahoo.com,Giurgiu,0246-229141
Gottlob,primaria.gottlob@cjtimis.ro,Timis,0256-383289
Grajduri,primar@primariagrajduri.ro,Iasi,0232-228286
Gratia,gratiaprim@yahoo.com,Teleorman,0247-458301
Greaca,secretar@primariagreaca.ro,Giurgiu,0246-246042
Grebenişu De Câmpie,grebenisu@cjmures.ro,Mures,0265-429823
Grebănu,primarie@grebanu.infoprimarie.ro,Buzau,0238-778714
Greceşti,grecesti@cjdolj.ro,Dolj,0251-445318
Greci,clgreci@sejmh.ro,Mehedinti,0252-374250
Greci,primariacomuneigreci@yahoo.com,Tulcea,0240-575051
Grindu,primgrindu@yahoo.com,Ialomita,0243-248001
Grindu,primaria.grindu@yahoo.com,Tulcea,0340-501001
Grinţieş,primaria@comunagrinties.ro,Neamt,0233-265410
Griviţa,primaria.grivita@ambasador-tv.ro,Galati,0236-825301
Griviţa,primariagrivita@yahoo.com,Ialomita,0243-243001
Griviţa,primaria_grivita2000@yahoo.com,Vaslui,0235-424677
Grojdibodu,primaria_grojdibodu@yahoo.com,Olt,0249-536001
Gropeni,pgropeni@kvs.ro,Braila,0239-639944
Gropniţa,primaria_gropnita@email.ro,Iasi,0232-414222
Grozeşti,p_grozesti@yahoo.com,Iasi,0232-291800
Grozeşti,clgrozesti@sejmh.ro,Mehedinti,0252-373750
Groşii Ţibleşului,primariagt@clicknet.ro,Maramures,0262-388690
Gruia,clgruia@sejmh.ro,Mehedinti,0252-394001
Gruiu,primariagruiu06@yahoo.com,Ilfov,021-3508008
Grumăzeşti,primariagrumazestineamt@yahoo.com,Neamt,0233-786059
Grădina,primaria_gradina@yahoo.com,Constanta,0241-853800
Grădinari,primariagradinari@yahoo.com,Caras-Severin,0255-575722
Grădinari,primaria_gradinari_gr@yahoo.com,Giurgiu,0371-187103
Grădinari,primariagradinariolt@yahoo.com,Olt,0249-472178
Grădinile,gradinileprimaria@yahoo.com,Olt,0249-541032
Grădiştea,pgradistea@yahoo.com,Braila,0239-615658
Grădiştea,primar@primariagradistea.ro,Calarasi,0242-336017
Grădiştea,gradistea2007@yahoo.com,Ilfov,021-2662760
Grădiştea,primariagradistea@yahoo.com,Valcea,0250-867009
Grămeşti,gramesti_info@yahoo.com,Suceava,0230-569955
Grăniceşti,primarie_granicesti@yahoo.com,Suceava,0230-414552
Gugeşti,primariagugesti@yahoo.com,Vrancea,0237-250046
Gura Foii,primariagurafoii@yahoo.com,Dambovita,0245-711586
Gura Humorului,primariagh@gmail.com,Suceava,0230-235051
Gura Ialomiţei,primaria_guraialomitei@yahoo.com,Ialomita,0243-272825
Gura Padinii,gprimarie@yahoo.com,Olt,0249-536461
Gura Teghii,primariagurateghii@yahoo.com,Buzau,0238-520000
Gura Vadului,primaria_guravadului@yahoo.com,Prahova,0244-251005
Gura Vitioarei,guravitioarei@prefecturaprahova.ro,Prahova,0244-285067
Gura Văii,primariaguravaii@yahoo.com,Bacau,0234-334500
Gura Șuţii,primariagurasutii@yahoo.com,Dambovita,0245-682259
Gurahonţ,primariagurahont@yahoo.com,Arad,0257-316558
Gurasada,secretar@comunagurasada.ro,Hunedoara,0254-648341
Gurbăneşti,primaria_gurbanesti@yahoo.com,Calarasi,0242-317320
Gurghiu,gurghiu@cjmures.ro,Mures,0265-536003
Guşoeni,primaria_gusoieni@yahoo.com,Valcea,0250-764102
Gâdinţi,primaria_gadinti@yahoo.com,Neamt,0233-765155
Gârbou,primariagirbou@yahoo.com,Salaj,0260-639199
Gârbova,primariagirbova@yahoo.com,Alba,0258-748118
Gârbovi,primgarbovi@yahoo.com,Ialomita,0243-259053
Gârbău,primaria.garbau@yahoo.com,Cluj,0264-283734
Gârceni,primariagirceni@gmail.com,Vaslui,0235-347273
Gârcina,primariagircina@yahoo.com,Neamt,0233-242100
Gârcov,primariagarcov@yahoo.com,Olt,0249-519502
Gârda De Sus,primariagarda@yahoo.com,Alba,0258-778141
Gârdani,primaria_gardani@yahoo.com,Maramures,0262-267335
Gârla Mare,clgirlamare@sejmh.ro,Mehedinti,0252-393012
Gârleni,primaria.girleni@yahoo.com,Bacau,
Gârliciu,primariagarliciu@yahoo.com,Constanta,0241-873713
Găgeşti,primariagagesti@yahoo.com,Vaslui,0235-429788
Găiceana,gaiceana@yahoo.com,Bacau,0234-283614
Găiseni,clgaiseni@yahoo.com,Giurgiu,0246-259117
Gălbinaşi,primariagalbinasi@yahoo.com,Buzau,0238-580015
Gălbinaşi,primaria.galbinasi@yahoo.com,Calarasi,0242-516814
Găleşti,galesti@cjmures.ro,Mures,0265-586112
Gălăneşti,primariagalanesti@yahoo.com,Suceava,0230-412320
Gălăteni,primgalateni@yahoo.com,Teleorman,0247-434034
Gălăuţaş,consgalautas@clicknet.ro,Harghita,0266-345604
Găneasa,primaria_ganeasa@yahoo.com,Ilfov,021-3513060
Găneasa,ganeasa@yahoo.com,Olt,0249-436171
Găneşti,ganesti@cjmures.ro,Mures,0265-425101
Gătaia,primaria_gataia@yahoo.com,Timis,0256-410001
Găujani,primaria.gaujani@yahoo.com,Giurgiu,0246-250822
Găvojdia,primgav@yahoo.com,Timis,0256-335921
Găvăneşti,primariagavanesti@judetulolt.ro,Olt,0249-456502
