CUI,DENUMIRE,CAEN,JUDET,TELEFON,STARE
40724436,VEPEMIRRO S.R.L.,4661,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, BLD. 1 DECEMBRIE 1918, NR.208, AP.4",,INREGISTRAT din data 01.03.2019
16053826,VEST TRACT SRL,4661,"JUD. TIMIŞ, SAT BEREGSĂU MARE COM. SĂCĂLAZ, NR.74",0729141636,INREGISTRAT din data 14.01.2004
42765394,VILAGRO TEHNICA S.R.L.,4661,"JUD. IAŞI, MUN. IAŞI, ŞOS. PĂCURARI, NR.130C-130A, C4, ET.1",0749063636,INREGISTRAT din data 13.07.2020
40586929,VILISA TRANSAGRO S.R.L.,4661,"JUD. BRAŞOV, SAT LISA COM. LISA, LISA, NR.381",0762307227,INREGISTRAT din data 07.02.2019
33126065,VINDINSTELE SRL,4661,"JUD. DOLJ, SAT CÂRCEA COM. CÂRCEA, STR. ROMANIŢEI, NR.21",,INREGISTRAT din data 06.05.2014
51290421,VIRAG EMERIC P.F.A.,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. PROFESOR DOCTOR VALERIU ALACI, NR.16, CAMERA 1, AP.15",0722255849,INREGISTRAT din data 14.02.2025
30294684,VIRAX UTILAJE AGRICOLE SRL,4661,"JUD. GALAŢI, MUN. TECUCI, STR. TECUCIUL NOU, NR.61",0752324873,INREGISTRAT din data 08.06.2012
44772525,VIVAGROUP A4 IMPOEX S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. LĂMÂIULUI, NR.4, CAM. 1",,INREGISTRAT din data 20.08.2021
5736530,VIVALDI SRL,4661,"JUD. SATU MARE, MUN. SATU MARE, STR. CONSTANTIN BRÂNCUŞI, NR.31",0261714496,INREGISTRAT din data 07.06.1994
2829081,VMV S.R.L.,4661,"JUD. SATU MARE, MUN. SATU MARE, STR. CAREIULUI, NR.160/A",0261749996,INREGISTRAT din data 28.01.1993
5213980,VOINEA CO TRADING SRL,4661,"JUD. TELEORMAN, MUN. ALEXANDRIA, STR. LIBERTĂŢII, BL.K5, ET.P",03478055515,INREGISTRAT din data 16.02.1994
28421760,VÁNYI LASZLO ÎNTREPRINDERE INDIVIDUALĂ,4661,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. PĂLTINIŞULUI, NR.5B",,INREGISTRAT din data 03.05.2011
5795862,WARDEIN INTEGRAL SRL,4661,"JUD. BIHOR, MUN. ORADEA, STR. ALEXANDRU CAZABAN, NR.44, SPATIU COMERCIAL, BL.AN156",0259411440,INREGISTRAT din data 17.06.1994
35976275,WATER EVOLUTION SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR. BABA NOVAC, NR.17, PARTER, BL.G13, SC.2, AP.45",0723600147,INREGISTRAT din data 18.04.2016
43367605,WAUTIL - AGRI S.R.L.,4661,"JUD. SĂLAJ, SAT HOROATU CRASNEI COM. HOROATU CRASNEI, HOROATU CRASNEI, NR.363C",,INREGISTRAT din data 23.11.2020
42484488,WBC AGROSOF S.R.L.,4661,"JUD. SĂLAJ, SAT VÂRŞOLŢ COM. VÂRŞOLŢ, VÎRŞOLŢ, NR.458",,INREGISTRAT din data 07.05.2020
10000334,WESTSILVANIA PRODCOM SRL,4661,"JUD. BIHOR, MUN. BEIUŞ, STR. PĂTĂRASCA MARE, NR.6",0745520422,INREGISTRAT din data 04.12.1997
26431520,WIRAX DISTRIBUȚIE SRL,4661,"JUD. BIHOR, SAT BORŞ COM. BORŞ, NR.179",0744843495,INREGISTRAT din data 22.01.2010
16868196,WIRAX SRL,4661,"JUD. BIHOR, SAT SANTĂUL MIC COM. BORŞ, COM. BORS, NR.86",0744843495,INREGISTRAT din data 20.10.2004
33260988,WLB EUROPA LINE SRL,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. ANASTASIE SIMU, NR.2, MODUL 5, ET.1, AP.3",,TRANSFER(SOSIRE) din data 12.08.2015
43159183,WMV GENERAL SERVICE CONCEPT S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 5, ŞOS. VIILOR, NR.14, CORP CLADIRE C7",,INREGISTRAT din data 08.10.2020
43436764,WOOD GRASS SERV S.R.L.,4661,"JUD. CLUJ, SAT NIREŞ COM. MICA, NIREŞ, NR.81",,INREGISTRAT din data 10.12.2020
40807159,WORKER MACHINES S.R.L.,4661,"JUD. GALAŢI, MUN. GALAŢI, BLD. GEORGE COŞBUC, NR.251A, BL.ITALIAN 1, ET.11, AP.62",0771442325,INREGISTRAT din data 19.03.2019
32180821,WYSSEN FUNICULARE SRL,4661,"JUD. PRAHOVA, SAT LIPĂNEŞTI COM. LIPĂNEŞTI, LIPĂNEŞTI, NR.453",0724549820,INREGISTRAT din data 28.08.2013
44687748,ZAGROS BUSINESS S.R.L.,4661,"JUD. SĂLAJ, SAT CRASNA COM. CRASNA, CRASNA, NR.16/A",0745557563,INREGISTRAT din data 04.08.2021
15176987,ZAGROS INTERNATIONAL SRL,4661,"JUD. CONSTANŢA, SAT 23 AUGUST COM. 23 AUGUST, STR. GEORGE COŞBUC, NR.32",0744387680,INREGISTRAT din data 31.01.2003
38268036,ZAMTUDO CONSULTING SRL,4661,"JUD. BRĂILA, SAT BERTEŞTII DE JOS COM. BERTEŞTII DE JOS, STR. PRINCIPALĂ, NR.69",,INREGISTRAT din data 26.09.2017
35044204,ZEJ MACHINERY S.R.L.,4661,"JUD. TELEORMAN, MUN. TURNU MĂGURELE, STR. ELENA CUZA VODĂ, BL.A 6, SC.1, AP.1",,INREGISTRAT din data 24.09.2015
17235478,ZETOR TRACTOR SRL,4661,"JUD. ARAD, ORŞ. NĂDLAC, CAR. CARTIERUL NOU, NR.19",0357440500,INREGISTRAT din data 14.02.2005
21271177,ZOMARGA SRL,4661,"JUD. BIHOR, MUN. BEIUŞ, STR. PANDURILOR, NR.7",,INREGISTRAT din data 05.03.2007
26083204,ZOTHMAR TOOLS SRL,4661,"JUD. SATU MARE, MUN. SATU MARE, STR. LIVIU REBREANU, NR.7, AP.2",0741075804,INREGISTRAT din data 08.10.2009
34147406,ŞARPE DUMITRU OVIDIU ÎNTREPRINDERE INDIVIDUALĂ,4661,"JUD. MUREŞ, MUN. TÂRNĂVENI, STR. REPUBLICII, NR.77B",,INREGISTRAT din data 24.02.2015
38971485,ŢÎCĂ AGROPREST S.R.L.,4661,"JUD. VRANCEA, SAT MILCOVUL COM. MILCOVUL, STR. PUNȚII, NR.29",0767325303,INREGISTRAT din data 06.03.2018
