cui,denumire,telefon_anaf,sediu_judet,sediu_localitate
16970233,S-LINE INTERNATIONAL INVEST S.R.L.,0212123020,ILFOV,Com. Tunari
1858038,S.C.I.M.U.M. S.A.,0241814510,CONSTANŢA,Mun. Medgidia
14386190,SABAD SRL,0745620216,MARAMUREŞ,Mun. Baia Mare
28922680,SABROCOM AGRO PARTS S.R.L.,0724516851,ILFOV,Sat Afumaţi Com. Afumaţi
3211231,SABROCOM S.R.L.,3505929,ILFOV,Com. Afumaţi
30202818,SALAMA TRADE FILIALA BUCURESTI SRL,0213119625,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti
52456515,SALMET PROD S.R.L.,0749033958,BIHOR,Mun. Salonta
48319510,SALVARANI AGRI S.R.L.,0766662079,DOLJ,Orş. Segarcea
20302704,SANKRIO S.R.L.,0722716634,MEHEDINŢI,Mun. Drobeta-Turnu Severin
33943360,SANWEI TIME SRL,0722465970,TIMIŞ,Sat Gelu Com. Variaş
28068197,SAUSAN RAJAB IMPORT-EXPORT S.R.L.,0733322697,CONSTANŢA,Mun. Constanţa
38927234,SBF UTILAGRO S.R.L.,0751328827,BIHOR,Sat Sărand Com. Copăcel
25302519,SCHMELZER SRL,0268265840,BRAŞOV,Sat Colonia Bod Com. Bod
6388000,SCULE SI UNELTE DE GRADINA SRL,0264412530,CLUJ,Mun. Cluj-Napoca
51379210,SEA GROUP AUTO S.R.L.,0727164315,SĂLAJ,Mun. Zalău
45237687,SEA GROUP UTIL S.R.L.,0727164315,SĂLAJ,Mun. Zalău
5074378,SEDIMA SRL,068426932,BRAŞOV,Mun. Braşov
24398230,SEELEMAN UTILAJE S.R.L.,0744768754,BIHOR,Mun. Oradea
11492758,SEM-TRACT S.R.L.,0256372700,TIMIŞ,Orş. Sânnicolau Mare
16632119,SEMARCO DIVERS S.R.L.,0254219382,HUNEDOARA,Mun. Deva
29025453,SEMCORE TRADING S.R.L.,0721205523,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti
12230720,SERV CLASS SRL,0239611096,BRĂILA,Mun. Brăila
3346255,SERVAGROMEC SRL,0744569178,GALAŢI,Mun. Galaţi
31275389,SERVUTIL-GABIALEX  FERM SRL,0767194678,VRANCEA,Sat Păuneşti Com. Păuneşti
45673570,SHOOQ IMPEX S.R.L.,0724313903,BIHOR,Sat Hotar Com. Ţeţchea
28721953,SILO TECH MG SRL,0784221247,TIMIŞ,Mun. Timişoara
27117429,SILOS CORDOBA SRL,0723632707,MUNICIPIUL BUCUREŞTI,Sector 2 Mun. Bucureşti
30119594,SILTOR SRL,0744296180,BIHOR,Sat Mişca Com. Chişlaz
21254486,SILVA GARDEN SRL,0727804714,BISTRIŢA-NĂSĂUD,Sat Bistriţa Bârgăului Com. Bistriţa Bârgăului
7239367,SIMPALEXIM S.R.L.,513801,CARAŞ-SEVERIN,Sat Buchin Com. Buchin
28124831,SIPDISTRIBUTION SRL,0769005503,TIMIŞ,Sat Săcălaz Com. Săcălaz
30507537,SMART AGRO MACHINES SRL,0723255644,BIHOR,Sat Sântandrei Com. Sântandrei
50589574,SMART PROD RV S.R.L.,0754664774,CLUJ,Sat Mihai Viteazu Com. Mihai Viteazu
41659468,SMARTSIA TECH S.R.L.,0726564797,ILFOV,Orş. Otopeni
11215293,SNH CON S.R.L.,0260604927,SĂLAJ,Com. Cizer
51915016,SOFI TRADE INNOVATIONS S.R.L.,+40750225558,ILFOV,Orş. Voluntari
47759423,SOLAGRI UTIL S.R.L.,0770553320,DOLJ,Sat Poiana Mare Com. Poiana Mare
11775436,SOLAGRO TRADING SRL,0729467846,MUNICIPIUL BUCUREŞTI,Sector 4 Mun. Bucureşti
20910590,SOLARKER.OLTENIA SRL,0741214663,DOLJ,Sat Cârcea Com. Cârcea
21930960,SOLO PĂDURE ŞI GRĂDINĂ SRL,0746169841,GALAŢI,Mun. Tecuci
48720693,SOLX S.R.L.,0746888241,SUCEAVA,Sat Dărmăneşti Com. Dărmăneşti
21710744,SOR LOGISTIC SRL,0740107539,ARAD,Sat Horia Com. Vladimirescu
10458855,SP STROIA PRODUCT SRL,0723179309,TIMIŞ,Mun. Timişoara
33032742,SPIROTENS METAL SRL,0753370735,SĂLAJ,Sat Bodia Com. Buciumi
32094607,SPOMA BURG AGRI SRL,0723988139,TIMIŞ,Mun. Lugoj
12523550,SPOTAR IMPEX S.R.L.,0740169140,CLUJ,Mun. Cluj-Napoca
30023383,SPR PARTS SRL,0757282232,CLUJ,Mun. Turda
36919332,SSS 2017 AGROUTIL S.R.L.,0722955389,DÂMBOVIŢA,Sat Poiana Com. Poiana
17167268,STANTRACT SRL,0743119644,ARAD,Mun. Arad
10417090,STARCON AGRICULTURĂ SRL,0744597476,OLT,Sat Slătioara Com. Slătioara
48282291,STEFY CRC SERVICE  S.R.L.,0745159446,BRĂILA,Sat Cazasu Com. Cazasu
39074674,STEFY POP S.R.L.,0745976964,SATU MARE,Sat Vama Com. Vama
26342937,SUDOMET DISTRIBUTION GROUP S.R.L.,0742603665,BIHOR,Sat Sântandrei Com. Sântandrei
19670761,SYSTEC AGRIPACK SRL,0213168614,MUNICIPIUL BUCUREŞTI,Sector 4 Mun. Bucureşti
50855218,SYSTEC FRESH SOLUTIONS S.R.L.,0722559371,ILFOV,Orş. Otopeni
47929650,SZ&B AGRO S.R.L.,0036304498614,COVASNA,Mun. Târgu Secuiesc
47545578,T.S.R. GABRIEL IMPORT-EXPORT S.R.L.,0731431917,TIMIŞ,Sat Dinias Com. Peciu Nou
35435342,TABEMA IMPORT SRL,0741646844,SĂLAJ,Mun. Zalău
28716795,TACITY CONSTRUCT SRL,0755755420,VASLUI,Sat Epureni Com. Epureni
10418478,TADIS AGRO SRL,0243235183,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti
49644098,TAGORE INTERNATIONAL S.R.L.,0787518475,CLUJ,Sat Gilău Com. Gilău
48206723,TANKÓ AGRO-PIESE S.R.L.,0732196176,HARGHITA,Sat Valea Ugra Com. Lunca de Sus
31772841,TECHAGRA SRL,0766443656,GIURGIU,Mun. Giurgiu
37623571,TECHNICAL INNOVATION FOR BULK INDUSTRY SRL,0359892253979,CONSTANŢA,Orş. Techirghiol
24712642,TECHNIQUE DEXIM SRL,0740474642,MARAMUREŞ,Sat Lăpuşel Com. Recea
32372029,TECHNO TOP INDUSTRY SRL,0751234090,ARGEŞ,Sat Smeura Com. Moşoaia
14704987,TECHNOMILL SRL,0744574573,SIBIU,Orş. Cisnădie
28981562,TECKNODEAL S.R.L.,0264244589,CLUJ,Mun. Gherla
32180589,TECNAGRONIC SRL,0359236002,BIHOR,Mun. Oradea
52747093,TEHNIC AG S.R.L.,+40744509407,IAŞI,Mun. Iaşi
18688582,TEHNO - AGRO COM S.R.L.,3179432,MUNICIPIUL BUCUREŞTI,Sector 5 Mun. Bucureşti
36076263,TEHNO AGRO EUROUTILAJE S.R.L.,0768868654,DÂMBOVIŢA,Mun. Târgovişte
50999507,TEHNOCAMP S.R.L.,0756163163,CONSTANŢA,Orş. Ovidiu
17495923,TEHNODIESEL SRL,0741277763,TIMIŞ,Sat Dudeştii Noi Com. Dudeştii Noi
7247289,TEHNOFAVORIT SA,0745617458,CLUJ,Sat Bonţida Com. Bonţida
12534894,TEHNOLAND S.R.L.,0243254465,IALOMIŢA,Mun. Urziceni
45277738,TEHNOLOGIE FERME S.R.L.,0748773030,CLUJ,Mun. Cluj-Napoca
34010491,TEHNOSAD AGRICULTURA SRL,0743339229,ARAD,Mun. Arad
21249668,TEHRON MACHINES SRL,0735014442,MUNICIPIUL BUCUREŞTI,Sector 2 Mun. Bucureşti
2258406,TEN COMPROD SRL,0239675146,BRĂILA,Mun. Brăila
50663883,TERALINK IMPORTS S.R.L.,0739844522,CLUJ,Mun. Cluj-Napoca
39321715,TERRA KING S.R.L.,0766851439,BIHOR,Sat Boiu Com. Ciumeghiu
26176141,TERRAVIEW WEST S.R.L.,0748110214,ARAD,Mun. Arad
31144251,TEVAGRI S.R.L.,0767214739,DOLJ,Sat Brădeşti Com. Brădeşti
27683770,THE GATES S.R.L.,0757014914,MUREŞ,Mun. Reghin
35858083,TIA&DODO S.R.L.,0436764003364,BIHOR,Sat Fegernicu Nou Com. Sârbi
16752808,TIM ANINOASA 2004 SRL,0724138078,ARGEŞ,Sat Slănic Com. Aninoasa
2850407,TIMEX D.F. S.R.L.,0265254610,MUREŞ,Mun. Târgu Mureş
34211410,TITANAGRI SRL,0756078687,DOLJ,Mun. Craiova
14045223,TOCATINO SRL,0744474510,BIHOR,Sat Chişirid Com. Nojorid
26987283,TOKES ATTILA ÎNTREPRINDERE INDIVIDUALĂ,0742310854,HARGHITA,Mun. Odorheiu Secuiesc
33740960,TOLDO BEST SRL,0724383590,ARAD,Sat Cicir Com. Vladimirescu
21358975,TOMASINO S.R.L.,0262223031,MARAMUREŞ,Mun. Baia Mare
27013789,TOMIT AGRI MACCHINE SRL,0726718987,BRĂILA,Mun. Brăila
49884198,TONICON AGRO S.R.L.,0767196926,SĂLAJ,Mun. Zalău
8440619,TOPAUTO COM SA,0268475546,BRAŞOV,Mun. Braşov
41239871,TOTH M. MIHAI ÎNTREPRINDERE INDIVIDUALĂ,0745604662,ARAD,Orş. Pecica
43210103,TRACIA TRACTOR COMPANY S.R.L.,0722501737,ILFOV,Sat Mogoşoaia Com. Mogoşoaia
51856483,TRACTOARE AGROFARM S.R.L.,0761229819,DOLJ,Mun. Craiova
36248350,TRACTOARE POPAN SRL,0741368773,MARAMUREŞ,Mun. Baia Mare
40661800,TRACTOARE SOMECA S.R.L.,0748891511,SĂLAJ,Sat Peceiu Com. Bănişor
16621918,TRACTOR POINT S.R.L.,0723112222,ARAD,Sat Iacobini Com. Brazii
40860977,TRACTOR SUD S.R.L.,0726355798,GIURGIU,Mun. Giurgiu
38568823,TRACTORAGROBEL-BT S.R.L.,0744608261,GALAŢI,Sat Vânători Com. Vânători
24558927,TRACTORUL U 650 BRAŞOV S.R.L.,0268334334,PRAHOVA,Orş. Băicoi
38611842,TRANSAGRAR MACHINE S.R.L.,0724256005,HARGHITA,Mun. Odorheiu Secuiesc
48225768,TRATTOR PARTS S.R.L.,0745159446,BRĂILA,Sat Cazasu Com. Cazasu
50309070,TRIAGRO TRADING S.R.L.,0767705247,CLUJ,Sat Soporu de Câmpie Com. Frata
48727225,TSF GIGI & ALI S.R.L.,tsf.gigiali.srl,DOLJ,Sat Călăraşi Com. Călăraşi
50757376,TT AGRO MOTO S.R.L.,00380988777788,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti
94501,TULVAN SRL,0259373188,BIHOR,Mun. Salonta
35154843,TWINS WORLD  S.R.L.,0743660613,SUCEAVA,Sat Dărmăneşti Com. Dărmăneşti
46661418,UFM MASHINERY S.R.L.,0727166316,GALAŢI,Mun. Galaţi
46345962,UICACLOB S.R.L.,0732037326,BIHOR,Sat Petreasa Com. Remetea
32077460,ULTIMASERV SRL,0251453801,MUNICIPIUL BUCUREŞTI,Sector 2 Mun. Bucureşti
42914674,UMWELT KFT SZEGED - SUCURSALA SÂNCRĂIENI,0724256005,HARGHITA,Sat Sâncrăieni Com. Sâncrăieni
5641189,UNI PROJEKT S.R.L.,0265168510,MUREŞ,Mun. Târgu Mureş
23536858,UNICORN CENTER A.H. SRL,0728158086,BRAŞOV,Mun. Braşov
6753121,UNITIP SRL,0265124291,MUREŞ,Mun. Târgu Mureş
33452282,UNITRADESALE MMI SRL,0763824753,GALAŢI,Mun. Galaţi
30511716,UNIVERSAL AGRARTECHNIK 2012 SRL,0744659250,ARAD,Orş. Chişineu-Criş
15920016,UNIVERSAL TRACTOR S.R.L.,0259356526,BIHOR,Orş. Valea lui Mihai
15489607,URSAGRI IMPEX SRL,0239623388,BRĂILA,Sat Lacu Sărat Com. Chiscani
10005145,UTAL CARNIMPEX SRL,0741165550,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti
18133239,UTICO TRADE SRL,0233224112,NEAMŢ,Mun. Piatra Neamţ
36148467,UTIL FARMING SRL,0740178546,BRAŞOV,Mun. Braşov
47080219,UTIL LOGISTIC VETIŞ S.R.L.,0742066732,SATU MARE,Sat Vetiş Com. Vetiş
42244469,UTIL SIOAGRITOP S.R.L.,0761916722,GALAŢI,Sat Drăgăneşti Com. Drăgăneşti
44500580,UTIL STROJEVA MAIA S.R.L.,0770731066,SIBIU,Sat Ighişu Nou Mun. Mediaş
21891276,UTIL TRACTORS SRL,0233749494,NEAMŢ,Sat Tămăşeni Com. Tămăşeni
35660751,UTIL-AGRO NOOT SRL,0765244430,DOLJ,Sat Işalniţa Com. Işalniţa
28453850,UTILAGRE SRL,0744792818,GALAŢI,Sat Lieşti Com. Lieşti
21916885,UTILAGRI OLTENIA S.R.L.,0727710420,DOLJ,Mun. Craiova
23710384,UTILAJE AGRICOLE LOPEZ S.R.L.,0740692160,ILFOV,Orş. Popeşti-Leordeni
29082718,UTILAJE AGRICOLE VL S.R.L.,0741602851,VÂLCEA,Sat Pietrari Com. Pietrari
36799503,UTILAJE NIC STAR S.R.L.,0769809820,DÂMBOVIŢA,Sat Lunguleţu Com. Lunguleţu
32490440,UTILAJE PROD COM  SRL,0269224890,SIBIU,Mun. Sibiu
42735970,UTILAJE VITI-POMICOLE S.R.L.,0722231397,BUZĂU,Sat Săhăteni Com. Săhăteni
21996191,UTILAJE ŞI MAŞINI AGRICOLE SRL,0727554554,CĂLĂRAŞI,Mun. Olteniţa
28526235,UTOSPOP COMERŢ S.R.L.,0359302212,BIHOR,Mun. Oradea
8530762,VALCOMAR EXIM SRL,0744843495,BIHOR,Sat Borş Com. Borş
16356269,VALENA MOTOR S.R.L.,072335331,DOLJ,Mun. Craiova
50941980,VALROM ECOTEC S.R.L.,0765283655,BUZĂU,Mun. Buzău
10599838,VALROM EXIM S.R.L.,0239685747,BRĂILA,Mun. Brăila
47657237,VALTEC PREMIUM INDUSTRY S.R.L.,0732449957,CONSTANŢA,Sat Cumpăna Com. Cumpăna
28823376,VANE ŞI ROBINEŢI SRL,0728043475,BRAŞOV,Mun. Braşov
14417378,VANG SRL,0740529094,DOLJ,Mun. Băileşti
16053826,VEST TRACT SRL,0729141636,TIMIŞ,Sat Beregsău Mare Com. Săcălaz
42765394,VILAGRO TEHNICA S.R.L.,0749063636,IAŞI,Mun. Iaşi
40586929,VILISA TRANSAGRO S.R.L.,0762307227,BRAŞOV,Sat Lisa Com. Lisa
51290421,VIRAG EMERIC P.F.A.,0722255849,TIMIŞ,Mun. Timişoara
30294684,VIRAX UTILAJE AGRICOLE SRL,0752324873,GALAŢI,Mun. Tecuci
5736530,VIVALDI SRL,0261714496,SATU MARE,Mun. Satu Mare
2829081,VMV S.R.L.,0261749996,SATU MARE,Mun. Satu Mare
5213980,VOINEA CO TRADING SRL,03478055515,TELEORMAN,Mun. Alexandria
5795862,WARDEIN INTEGRAL SRL,0259411440,BIHOR,Mun. Oradea
35976275,WATER EVOLUTION SRL,0723600147,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti
10000334,WESTSILVANIA PRODCOM SRL,0745520422,BIHOR,Mun. Beiuş
26431520,WIRAX DISTRIBUȚIE SRL,0744843495,BIHOR,Sat Borş Com. Borş
16868196,WIRAX SRL,0744843495,BIHOR,Sat Santăul Mic Com. Borş
40807159,WORKER MACHINES S.R.L.,0771442325,GALAŢI,Mun. Galaţi
32180821,WYSSEN FUNICULARE SRL,0724549820,PRAHOVA,Sat Lipăneşti Com. Lipăneşti
44687748,ZAGROS BUSINESS S.R.L.,0745557563,SĂLAJ,Sat Crasna Com. Crasna
15176987,ZAGROS INTERNATIONAL SRL,0744387680,CONSTANŢA,Sat 23 August Com. 23 August
17235478,ZETOR TRACTOR SRL,0357440500,ARAD,Orş. Nădlac
26083204,ZOTHMAR TOOLS SRL,0741075804,SATU MARE,Mun. Satu Mare
38971485,ŢÎCĂ AGROPREST S.R.L.,0767325303,VRANCEA,Sat Milcovul Com. Milcovul
