cui,denumire,caen,nr_reg_com,forma_juridica,sediu_judet,sediu_localitate,sediu_strada,sediu_nr,sediu_cod_postal,adresa,telefon_anaf,fax,cod_postal,data_inregistrare,stare,status_tva,email,email2,website,cifra_afaceri_ron,cifra_afaceri_eur,angajati,an_infiintare
18733047,KASPER AGRI SRL,4661,J08/1329/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Mun. Braşov,Str. Jepilor,36,500294,"JUD. BRAŞOV, MUN. BRAŞOV, STR. JEPILOR, NR.36, BIROUL/CAMERA NR.2, BL.A34, AP.7",0749075414,0268314412,500294,2006-06-05,INREGISTRAT din data 02.06.2006,True,,,https://kasper-agri.ro,,,,
50728729,KAT AGRO S.R.L.,4661,J2024032782004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Săldăbagiu de Munte Com. Paleu,G SĂLDĂBAGIU DE MUNTE,167B,,"JUD. BIHOR, SAT SĂLDĂBAGIU DE MUNTE COM. PALEU, G SĂLDĂBAGIU DE MUNTE, NR.167B",0746622390,,,2024-10-18,INREGISTRAT din data 18.10.2024,False,contact@katagro.ro,,https://katagro.ro,,,,
45201934,KAZAK HONEY S.R.L.,4661,J22/1312/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IAŞI,Sat Tomeşti Com. Tomeşti,,,707515,"JUD. IAŞI, SAT TOMEŞTI COM. TOMEŞTI,  , NR. CADASTRAL 67927-CI-U3, HALA INDUSTRIAL NR.3",,,707515,2021-11-10,TRANSFER(SOSIRE) din data 20.04.2022,False,,,,,,,
6697285,KEIRON LOGISTICS SRL,4661,J1994003417293,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,PRAHOVA,Mun. Ploieşti,Str. Ştrandului,70,100189,"JUD. PRAHOVA, MUN. PLOIEŞTI, STR. ŞTRANDULUI, NR.70",0244 511691,,100189,1995-01-03,INREGISTRAT din data 03.01.1995,True,,,,,,,
52775310,KENZY INDUSTRIAL IMPORT EXPORT S.R.L.,4661,J2025081948003,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 2 Mun. Bucureşti,Aleea Pantelimon,6,22404,"MUNICIPIUL BUCUREŞTI, SECTOR 2, ALE PANTELIMON, NR.6, BL.8, SC.1, ET.3, AP.29",,,22404,2025-10-27,INREGISTRAT din data 24.10.2025,False,,,,,,,
34788745,KEVIN UTILAJE FORESTIERE SRL,4661,J25/247/2015,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MEHEDINŢI,Mun. Drobeta-Turnu Severin,Aleea Nuferilor,4,220060,"JUD. MEHEDINŢI, MUN. DROBETA-TURNU SEVERIN, ALEEA NUFERILOR, NR.4, BL.K, SC.4, ET.3, AP.20",0773778715,,220060,2015-07-17,INREGISTRAT din data 17.07.2015,False,,,,,,,
956410,KID S.R.L.,4661,J04/710/1992,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BACĂU,Mun. Oneşti,Str. Trotuşului,6,601110,"JUD. BACĂU, MUN. ONEŞTI, STR. TROTUŞULUI, NR.6, BL.6, SC.B, ET.2, AP.9",0234323844,,601110,1992-12-07,SUSPENDARE ACTIVITATE din data 20.07.2009,False,contact@kid.ro,,https://kid.ro,,,,
45316748,KISMETAL AGRICULTURE S.R.L.,4661,J32/765/2023,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SIBIU,Mun. Sibiu,Str. Iezer,1,550293,"JUD. SIBIU, MUN. SIBIU, STR. IEZER, NR.1, SC.B, AP.76",0740362119,,550293,2021-12-07,TRANSFER(SOSIRE) din data 13.04.2023,True,,,,,,,
50028750,KL50 AGRO SERVICE UTILAJE S.R.L.,4661,J40/9041/2024,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 4 Mun. Bucureşti,Drm. Gilăului,11K,41715,"MUNICIPIUL BUCUREŞTI, SECTOR 4, DRUMUL GILĂULUI, NR.11K",0721281821,,41715,2024-04-30,INREGISTRAT din data 30.04.2024,True,,,,,,,
19706946,KLASS UTILAJE S.R.L.,4661,J40/20578/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 6 Mun. Bucureşti,B-dul Ceahlau,19,60374,"MUNICIPIUL BUCUREŞTI, SECTOR 6, B-DUL CEAHLAU, NR.19, BL.73, SC.5, ET.4, AP.77",0751384119,,60374,2006-12-13,INREGISTRAT din data 13.12.2006,True,office@klass.ro,,https://klass.ro,,,,
46177893,KOKO & DUDA IMPORT-EXPORT S.R.L.,4661,J13/1742/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Str. Theodor D. Speranţia,60A,,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. THEODOR D. SPERANŢIA, NR.60A",,,,2022-05-24,INREGISTRAT din data 24.05.2022,False,,,,,,,
51355776,KONIGIN APIS 2025 S.R.L.,4661,J2025013753002,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Mun. Săcele,Bld. Braşovului,42,,"JUD. BRAŞOV, MUN. SĂCELE, BLD. BRAŞOVULUI, NR.42",0744850018,,,2025-02-26,INREGISTRAT din data 26.02.2025,True,,,,,,,
22468194,KOPER AGRICULTURE SRL,4661,J2007017998401,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Str. Astronomului,4bis,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR ASTRONOMULUI, NR.4BIS, DEMISOL",0721271270,,,2007-09-26,TRANSFER(SOSIRE) din data 25.01.2023,True,,,,,,,
46948599,KOS AGRAR ENERGY S.R.L.,4661,J09/773/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRĂILA,Mun. Brăila,Aleea Cinematografului,4,,"JUD. BRĂILA, MUN. BRĂILA, ALEEA CINEMATOGRAFULUI, NR.4, BL.H4, SC.4, ET.PARTER, AP.61",,,,2022-10-03,INREGISTRAT din data 03.10.2022,False,,,,,,,
17452477,KOSMY SRL,4661,J22/987/2005,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IAŞI,Sat Pietrosu Com. Tătăruşi,,,707502,"JUD. IAŞI, SAT PIETROSU COM. TĂTĂRUŞI",0232718552,,707502,2005-04-06,INREGISTRAT din data 06.04.2005,False,,,,,,,
43277197,KOSZTI SZABO MANASSE S.R.L.,4661,J05/2026/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Sălard Com. Sălard,SĂLARD,945,417450,"JUD. BIHOR, SAT SĂLARD COM. SĂLARD, SĂLARD, NR.945",,,417450,2020-11-03,INREGISTRAT din data 03.11.2020,False,,,,,,,
45499050,KRONGRASS EQUIPMENT S.R.L.,4661,J08/165/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Sat Tărlungeni Com. Tărlungeni,Str. Izvorului,48H,507220,"JUD. BRAŞOV, SAT TĂRLUNGENI COM. TĂRLUNGENI, STR. IZVORULUI, NR.48H, CAMERA 1",,,507220,2022-01-19,INREGISTRAT din data 19.01.2022,True,,,,,,,
45171914,KTM AGROSTORE S.R.L.,4661,J38/1163/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,VÂLCEA,Sat Suteşti Com. Suteşti,SUTEŞTI,174,247670,"JUD. VÂLCEA, SAT SUTEŞTI COM. SUTEŞTI, SUTEŞTI, NR.174",,,247670,2021-11-04,INREGISTRAT din data 03.11.2021,False,,,,,,,
39728329,KTR EXPERIENCE S.R.L.,4661,J34/480/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TELEORMAN,Sat Zimnicele Com. Năsturelu,Str. GIURGIULUI,33,147221,"JUD. TELEORMAN, SAT ZIMNICELE COM. NĂSTURELU, STR. GIURGIULUI, NR.33",,,147221,2018-08-08,INREGISTRAT din data 08.08.2018,True,,,,,,,
39346973,KTY AGRO SERV S.R.L.,4661,J51/315/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CĂLĂRAŞI,Mun. Olteniţa,Bld. Republicii,59-65,915400,"JUD. CĂLĂRAŞI, MUN. OLTENIŢA, BLD. REPUBLICII, NR.59-65, BL.D, SC.A, ET.2, AP.9",0734985601,,915400,2018-05-15,INREGISTRAT din data 15.05.2018,False,,,,,,,
37035458,KULCSAR AGRO SRL,4661,J05/217/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Str. Grigore Ureche,15,410485,"JUD. BIHOR, MUN. ORADEA, STR. GRIGORE URECHE, NR.15, SC.C, AP.44",0741464533,,410485,2017-02-14,INREGISTRAT din data 14.02.2017,True,,,https://kulcsar.ro,,,,
46311382,KWK AGRI PARTS S.R.L.,4661,J08/1785/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Mun. Braşov,Str. Jepilor,36,500294,"JUD. BRAŞOV, MUN. BRAŞOV, STR. JEPILOR, NR.36, BIROUL/CAMERA NR.3, BL.A34, AP.7",0740162422,,500294,2022-06-16,INREGISTRAT din data 16.06.2022,True,,,,,,,
44428220,L&C AGROLIVIU INDUSTRY S.R.L.,4661,J35/2370/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Lugoj,Spl. 1 Decembrie 1918,,305500,"JUD. TIMIŞ, MUN. LUGOJ, SPL. 1 DECEMBRIE 1918, BL.16, SC.A, AP.19",0733724331,,305500,2021-06-11,INREGISTRAT din data 11.06.2021,False,,,,,,,
25811440,L.K.A. CASIAN SRL,4661,J35/1473/2009,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Gavojdia Com. Gavojdia,,112,307180,"JUD. TIMIŞ, SAT GAVOJDIA COM. GAVOJDIA, GAVOJDIA, NR.112",0723268703,,307180,2009-07-23,INREGISTRAT din data 23.07.2009,True,,,,,,,
18936076,LA ANTONIO S.R.L.,4661,J26/1290/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Com. Sânpaul,,341,547550,"JUD. MUREŞ, COM. SÂNPAUL, NR.341",0744832334,,547550,2006-08-15,INREGISTRAT din data 15.08.2006,False,,,,,,,
46651619,LA IMPORT-EXPORT CEREALE S.R.L.,4661,J2022003073227,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IAŞI,Mun. Iaşi,Str. Conductelor,10,,"JUD. IAŞI, MUN. IAŞI, STR. CONDUCTELOR, NR.10, ÎNCĂPEREA NR. 3, BL.328, SC.A, ET.1, AP.3",,,,2022-08-16,INREGISTRAT din data 16.08.2022,True,,,,,,,
15673544,LA PETIT FRANCE SRL,4661,J2003001040329,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SIBIU,Sat Aţel Com. Aţel,,498B,557020,"JUD. SIBIU, SAT AŢEL COM. AŢEL,  , NR.498B",,,557020,2003-08-15,INREGISTRAT din data 15.08.2003,True,,,,,,,
26588665,LAGROMEX SARL PARIS SUCURSALA BUCURESTI,4661,J40/2156/2010,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Str. GRIGORE ALEXANDRESCU,38,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. GRIGORE ALEXANDRESCU, NR.38",0033671653782,,,2010-03-02,INREGISTRAT din data 01.03.2010,False,,,,,,,
28085627,LANDEXPRESS SRL,4661,J16/293/2011,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DOLJ,Mun. Craiova,Aleea Gheţişoarei,10,200289,"JUD. DOLJ, MUN. CRAIOVA, ALEEA GHEŢIŞOAREI, NR.10, BL.165C, SC.1, ET.2, AP.12",,,200289,2011-02-24,INREGISTRAT din data 24.02.2011,False,,,,,,,
16043822,LANDTECHNIK KOVACS SRL,4661,J14/12/2004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,COVASNA,Sat Ojdula Com. Ojdula,OJDULA,657,527125,"JUD. COVASNA, SAT OJDULA COM. OJDULA, OJDULA, NR.657",,,527125,2004-01-12,SUSPENDARE ACTIVITATE din data 24.07.2024,False,,,,,,,
23425205,LANDTECHNIK S.R.L.,4661,J30/338/2008,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SATU MARE,Sat Santău Com. Santău,,669,447270,"JUD. SATU MARE, SAT SANTĂU COM. SANTĂU, NR.669",,,447270,2008-03-04,INREGISTRAT din data 03.03.2008,True,,,,,,,
12242563,LANTEC INDUSTRIES SRL,4661,J40/8964/1999,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Str. STRABUNA,1,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. STRABUNA, NR.1",4232840,0216686829,12461,1999-10-12,INREGISTRAT din data 12.09.2005,True,,,,,,,
23152873,LANTMEN SRL,4661,J2008000184175,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Mun. Galaţi,Str. Ovidiu,9,800080,"JUD. GALAŢI, MUN. GALAŢI, STR. OVIDIU, NR.9, BL.M11, AP.5",0752849876,,800080,2008-01-31,INREGISTRAT din data 31.01.2008,True,,,,,,,
17524662,LAURA & NICU SRL,2830,J02/793/2005,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Orş. Lipova,Str. Mihai Viteazul,28,315400,"JUD. ARAD, ORŞ. LIPOVA, STR. MIHAI VITEAZUL, NR.28",,0257561531,315400,2005-04-26,RELUARE ACTIVITATE din data 11.04.2016,False,,,,,,,
46384856,LAVORI VERDI S.R.L.,4661,J35/2983/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Str. Eugeniu de Savoya,20,300079,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. EUGENIU DE SAVOYA, NR.20, CAMERA 1, AP.12",,,300079,2022-06-28,SUSPENDARE ACTIVITATE din data 01.01.2026,False,,,,,,,
50151859,LC AGRO EQUIPMENT S.R.L.,4661,J05/1473/2024,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Str. Iasomiei,29,410174,"JUD. BIHOR, MUN. ORADEA, STR. IASOMIEI, NR.29",0720098815,,410174,2024-05-29,INREGISTRAT din data 29.05.2024,False,,,,,,,
30813579,LEFAGRITEC SRL,4661,J17/1251/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Mun. Tecuci,Str. Gheorghe Petraşcu,9,805300,"JUD. GALAŢI, MUN. TECUCI, STR. GHEORGHE PETRAŞCU, NR.9, BL.E, SC.2, ET.PARTER, AP.16",0766358006,,805300,2012-10-22,INREGISTRAT din data 22.10.2012,True,,,,,,,
2415209,LEGMAS SA,2830,J1991001869132,SOCIETATE COMERCIALĂ PE ACŢIUNI,CONSTANŢA,Orş. Năvodari,Str. AVIATOR C.H.AGARICI,2,905700,"JUD. CONSTANŢA, ORŞ. NĂVODARI, STR. AVIATOR C.H.AGARICI, NR.2",0241761778,0241761777,905700,1992-11-09,INREGISTRAT din data 09.11.1992,True,legmas.sa@gmail.com,,https://legmas.ro,,,,
18459023,LEO DESIGN SRL,4661,J34/148/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TELEORMAN,Sat Beciu Com. Beciu,,,147257,"JUD. TELEORMAN, SAT BECIU COM. BECIU,",0247356906,,147257,2006-03-08,INREGISTRAT din data 07.03.2006,True,contact@mag-x.ro,,https://leodesign.ro,,,,
38851420,LEOMARYCRIS S.R.L.,4661,J33/230/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SUCEAVA,Sat Măneuţi Com. Frătăuţii Vechi,,419,727256,"JUD. SUCEAVA, SAT MĂNEUŢI COM. FRĂTĂUŢII VECHI, NR.419",,,727256,2018-02-13,INREGISTRAT din data 13.02.2018,True,,,,,,,
32329410,LEONIDAS GER-ROM SRL,4661,J25/326/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MEHEDINŢI,Mun. Drobeta-Turnu Severin,Cal. Timişoarei,198,220242,"JUD. MEHEDINŢI, MUN. DROBETA-TURNU SEVERIN, CAL. TIMIŞOAREI, NR.198",0749894511,,220242,2013-10-08,INREGISTRAT din data 08.10.2013,False,,,,,,,
30263149,LEXION EUROPE SRL,4661,J2012000726037,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARGEŞ,Sat Catanele Com. Căteasca,,6A,117221,"JUD. ARGEŞ, SAT CATANELE COM. CĂTEASCA, NR.6A, CAMERA NR. 1, ET.PARTER",040757779268,,117221,2012-05-30,INREGISTRAT din data 30.05.2012,True,,,,,,,
40355550,LIBOTRANS UTILAJE S.R.L.,4661,J39/1195/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,VRANCEA,Sat Gologanu Com. Gologanu,Str. Primăverii,4,627206,"JUD. VRANCEA, SAT GOLOGANU COM. GOLOGANU, STR. PRIMĂVERII, NR.4",0760802309,,627206,2018-12-27,INREGISTRAT din data 27.12.2018,False,,,,,,,
34147236,LICO SOLUTION S.R.L.,4661,J2015000062213,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IALOMIŢA,Sat Păltinişu Com. Perieţi,Str. Calea Bucureşti,26,927193,"JUD. IALOMIŢA, SAT PĂLTINIŞU COM. PERIEŢI, STR. CALEA BUCUREŞTI, NR.26",,,927193,2015-02-24,INREGISTRAT din data 24.02.2015,True,,,,,,,
42011935,LIDER AGROTECH S.R.L.,4661,J2019001958335,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Mun. Braşov,Str. Nicolae Labiş,1,,"JUD. BRAŞOV, MUN. BRAŞOV, STR. NICOLAE LABIŞ, NR.1, BL.3, SC.B, AP.90",0751200511,,,2019-12-11,SUSPENDARE ACTIVITATE din data 01.01.2026,False,,,,,,,
43139950,LINDNER TRACTOR S.R.L.,4661,J40/12849/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti,Str. Câmpia Libertăţii,4,30371,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR. CÂMPIA LIBERTĂŢII, NR.4, PARTER, BL.PM51, SC.3, AP.88",,,30371,2020-10-05,TRANSFER(SOSIRE) din data 05.10.2023,False,,,,,,,
25083915,LM MASCHINEN & GARTEN TECHNIK SRL,4661,J02/1419/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Mun. Arad,Str. Ady Endre,95,310228,"JUD. ARAD, MUN. ARAD, STR. ADY ENDRE, NR.95, AP.CAM.1",,,310228,2009-02-09,TRANSFER(SOSIRE) din data 17.12.2012,True,,,,,,,
24504463,LOKVE AGRI PROD S.R.L.,4661,J29/2597/2008,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,PRAHOVA,Mun. Ploieşti,Aleea Strejnic,1,100218,"JUD. PRAHOVA, MUN. PLOIEŞTI, ALEEA STREJNIC, NR.1, BL.A14, SC.A, ET.3, AP.13",0728037440,,100218,2008-09-23,INREGISTRAT din data 23.09.2008,True,,,,,,,
49225537,LORACSA S.R.L.,4661,J08/3504/2023,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Mun. Săcele,Str. Ogrăzii,16,505600,"JUD. BRAŞOV, MUN. SĂCELE, STR. OGRĂZII, NR.16, CAMERA 1",0741536723,,505600,2023-12-05,INREGISTRAT din data 05.12.2023,True,,,,,,,
38630593,LORENA AGRO PARTENER S.R.L.,4661,J03/2879/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARGEŞ,Orş. Topoloveni,Str. Învăţător Biolaru,5,115500,"JUD. ARGEŞ, ORŞ. TOPOLOVENI, STR. ÎNVĂŢĂTOR BIOLARU, NR.5, CAMERA 1, BL.P39, SC.B, AP.1",,,115500,2017-12-21,INREGISTRAT din data 21.12.2017,True,,,,,,,
13220822,LORGER SRL,4661,J05/607/2000,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Marghita,Aleea INFRATIRII,3,415300,"JUD. BIHOR, MUN. MARGHITA, ALEEA ÎNFRĂŢIRII, NR.3, SC.A, AP.2",,,415300,2000-07-24,INREGISTRAT din data 24.07.2000,True,,,https://lorger.ro,,,,
5934847,LOWER DESIGN IMPORT EXPORT SRL,4661,J1994000611263,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Com. Cheţani,,435,,"JUD. MUREŞ, COM. CHEŢANI,  , NR.435",484040,,,1994-07-19,INREGISTRAT din data 19.07.1994,True,,,,,,,
23689606,LUMIRI SRL,4661,J27/587/2008,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,NEAMŢ,Mun. Piatra Neamţ,Str. Siret,18,610208,"JUD. NEAMŢ, MUN. PIATRA NEAMŢ, STR. SIRET, NR.18, BL.18, ET.1, AP.11",0740618011,,610208,2008-04-10,INREGISTRAT din data 09.04.2008,False,,,,,,,
31398179,LUSO GROUP MACHINERY SRL,4661,J13/672/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Loc. Mamaia Mun. Constanţa,MAMAIA,,900001,"JUD. CONSTANŢA, LOC. MAMAIA MUN. CONSTANŢA, MAMAIA, BL.BUFET SIRET, AP.BIROUL 3",,,900001,2013-03-22,INREGISTRAT din data 21.03.2013,False,,,,,,,
17244131,M.P. IMPLEMENT S.R.L.,4661,J16/342/2005,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DOLJ,Mun. Craiova,Str. Nicolae Bălcescu,3,200676,"JUD. DOLJ, MUN. CRAIOVA, STR. NICOLAE BĂLCESCU, NR.3, BL.23D, SC.1, AP.8",0351809775,,200676,2005-02-16,INREGISTRAT din data 16.02.2005,True,,,,,,,
43968303,MAC AGRO TEAM S.R.L.,4661,J12/1460/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Sat Tureni Com. Tureni,TURENI,331,407560,"JUD. CLUJ, SAT TURENI COM. TURENI, TURENI, NR.331",,,407560,2021-03-23,INREGISTRAT din data 23.03.2021,False,,,,,,,
40728179,MACATECH-RO S.R.L.,4661,J35/1210/2019,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Aleea Martir Istvan Andrei,16-24,,"JUD. TIMIŞ, MUN. TIMIŞOARA, ALEEA MARTIR ISTVAN ANDREI, NR.16-24, BL.65, SC.C, ET.2, AP.6",0784221246,,,2019-03-04,INREGISTRAT din data 04.03.2019,True,,,,,,,
25633180,MACOS REPARAŢII SRL,4661,J35/1211/2009,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Bazosu Nou Com. Bucovăţ,,10,307351,"JUD. TIMIŞ, SAT BAZOSU NOU COM. BUCOVĂŢ, NR.10",0722277302,,307351,2009-06-03,INREGISTRAT din data 03.06.2009,True,,,,,,,
16248836,MACROWEST TRADING COMPANY S.R.L.,4661,J05/470/2004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Spl. Crişanei,7,,"JUD. BIHOR, MUN. ORADEA, SPL. CRIŞANEI, NR.7, BL.B3, SC.B, AP.31",,,,2004-03-18,SUSPENDARE ACTIVITATE din data 25.04.2009,False,,,,,,,
48715077,MADARA AGRO RO S.R.L.,4661,J51/578/2023,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CĂLĂRAŞI,Mun. Călăraşi,Str. Sfântul Nicolae,75,910032,"JUD. CĂLĂRAŞI, MUN. CĂLĂRAŞI, STR. SFÂNTUL NICOLAE, NR.75",0730025010,,910032,2023-08-31,INREGISTRAT din data 31.08.2023,False,,,,,,,
18245500,MADIS ADYRAL SRL,4661,J2016003649128,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Mun. Cluj-Napoca,Str. Breaza,33,400253,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. BREAZA, NR.33, AP.2",0741777962,,400253,2005-12-22,TRANSFER(SOSIRE) din data 06.10.2016,True,,,,,,,
1764642,MAGIC AGROJET S.A.,2830,J01/417/1992,SOCIETATE COMERCIALĂ PE ACŢIUNI,ALBA,Mun. Aiud,Str. Tribun Tudoran,7,515200,"JUD. ALBA, MUN. AIUD, STR. TRIBUN TUDORAN, NR.7",058861803,058862865,515200,1992-11-30,INREGISTRAT din data 30.11.1992,True,,,,,,,
36884749,MAGRO RUSMAN SRL,4661,J18/2/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GORJ,Sat Arcani Com. Arcani,,24,217025,"JUD. GORJ, SAT ARCANI COM. ARCANI,  , NR.24",0766208449,,217025,2017-01-03,INREGISTRAT din data 03.01.2017,False,,,,,,,
18891527,MAGY ENGINEERING S.R.L.,4661,J40/12262/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti,B-dul Octavian Goga,4,,"MUNICIPIUL BUCUREŞTI, SECTOR 3, B-DUL OCTAVIAN GOGA, NR.4, BL.M26, SC.B, ET.1, AP.26",3212922,3212923,,2006-07-28,INREGISTRAT din data 28.07.2006,False,,,,,,,
445866,MAGY PRODIMPEX S.R.L.,4661,J40/3017/1992,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti,B-dul OCTAVIAN GOGA,4,,"MUNICIPIUL BUCUREŞTI, SECTOR 3, B-DUL OCTAVIAN GOGA, NR.4, BL.M26, SC.B, ET.1, AP.26",3212922,3212923,,1992-12-09,INREGISTRAT din data 11.02.1992,True,,,,,,,
47837890,MAHLI AGRICOLA S.R.L.,4661,J13/949/2023,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,INCINTA PORT CONSTANTA,,,"JUD. CONSTANŢA, MUN. CONSTANŢA, INCINTA PORT CONSTANTA, MOL 4, DEPOZIT 1, BIROU 6",0721686444,,,2023-03-17,INREGISTRAT din data 17.03.2023,True,,,,,,,
33337399,MAIAR BUSINESS SRL,4661,J13/1335/2014,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Str. Ion Lahovari,34,900675,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. ION LAHOVARI, NR.34",,,900675,2014-07-01,INREGISTRAT din data 01.07.2014,False,,,,,,,
