cui,denumire,judet,tip_serviciu,nr_licenta,email
32455094,"GOSCOM LUPENI SRL
Lupeni",Harghita,apa,"Licenţă nr. 6214/03.03.2023 clasa 3
Valabilă până la data de 12.07.2027",
34423315,"AQUA SIC HEVIZ SRL
Sântimbru",Harghita,apa,"Licenţă nr. 5667/19.01.2022 clasa 3
Valabilă până la data de 19.01.2027",
36434930,"SERVICIUL PUBLIC APĂ ȘI
CANALIZARE (SPAC)
Ciumani",Harghita,apa,"Licenţă nr. 6915/23.09.2024 clasa 3
Valabilă până la data de 23.09.2029",
36948354,"SERVICIUL PUBLIC DE
ALIMENTARE CU APA,
CANALIZARE,
SALUBRIZARE - PUNCT DE
LUCRU Bălan",Harghita,apa,"Licenţă nr. 7372/07.10.2025 clasa 3
Valabilă până la data de 07.10.2030",
36958579,"SERVICIUL PUBLIC LOCAL
DE TERMOFICARE, APĂ ȘI
CANALIZARE-
GHEORGHENI Gheorgheni",Harghita,apa,"Licenţă nr. 5131/03.10.2025 clasa 3
Valabilă până la data de 16.11.2026",
43680598,"SERVICIUL PUBLIC DE
ALIMENTARE CU APĂ ȘI
DE CANALIZARE AL
COMUNEI GĂLĂUȚAȘI",Harghita,apa,"Licenţă nr. 5677/01.02.2022 clasa 3
Valabilă până la data de 01.02.2027",
7416957,"GOSPODĂRIE COMUNALĂ
TUŞNAD SRL Băile Tuşnad",Harghita,apa,"Licenţă nr. 7037/20.01.2025 clasa 3
Valabilă până la data de 13.12.2027",
10755074,"COMPANIA AQUASERV SA
Târgu Mureş",Mures,apa,"Licenţă nr. 5367/28.05.2021 clasa 1
Valabilă până la data de 09.06.2026",
1245246,"SERVICII TEHNICE
COMUNALE SA Sovata",Mures,apa,"Licenţă nr. 7240/25.06.2025 clasa 3
Valabilă până la data de 25.06.2030",
36056835,"SERVICIUL PUBLIC DE
ALIMENTARE CU APĂ ȘI
CANALIZARE – COMUNA
IBĂNEȘTI",Mures,apa,"Licenţă nr. 7378/08.10.2025 clasa 3
Valabilă până la data de 08.10.2030",
37271084,"CONSILIUL LOCAL
GURGHIU – SERVICIUL
APĂ CANAL Gurghiu",Mures,apa,"Licenţă cu caracter provizoriu nr.
7387/16.10.2025 clasa 3
Valabilă până la data de 16.10.2026",
19502679,"APA TÂRNAVEI MARI SA
Mediaş",Sibiu,apa,"Licenţă nr.6550/14.11.2023 clasa 2
Valabilă până la data de 14.11.2028",
2684940,APĂ CANAL SA Sibiu,Sibiu,apa,"Licenţă nr. 6332/06.06.2023 clasa 1
Valabilă până la data de 06.06.2028",
28396127,"APĂ-CANAL TĂLMACIU
SRL Tălmaciu",Sibiu,apa,"Licenţă nr. 7334/28.08.2025 clasa 3
Valabilă până la data de 28.08.2030",
29587621,"APĂ CANAL TURNU ROŞU
SRL Turnu Roşu",Sibiu,apa,"Licenţă nr. 5320/01.04.2021 clasa 3
Valabilă până la data de 18.03.2026",
9273837,ACSTAL SA Tălmaciu,Sibiu,apa,"Licenţă nr. 7490/17.12.2025 clasa 3
Valabilă până la data de 17.12.2030",
12276930,"VEOLIA ROMÂNIA SOLUȚII
INTEGRATE SA Bucureşti",BB,apa,"Licenţă nr. 5331/18.06.2024 clasa 2
Valabilă până la data de 19.04.2026",
12276949,APA NOVA BUCUREȘTI SA,BB,apa,"Licenţă nr. 6279/21.04.2023 clasa 1
Valabilă până la data de 18.05.2028",
25709173,"APĂ-CANAL ILFOV SA
Pantelimon",Ilfov,apa,"Licenţă nr. 6042/24.10.2022 clasa 2
Valabilă până la data de 24.10.2027",
27778056,EURO APAVOL SA Voluntari,Ilfov,apa,"Licenţă nr. 6386/14.07.2023 clasa 2
Valabilă până la data de 22.02.2028",
25791750,RENTOKILL SRL Buhuși,Bacau,salubrizare,"Licenţă nr. 7188/08.05.2025 clasa 3
Valabilă până la data de 20.04.2026",
27231643,"DOMENIU PUBLIC ȘI
PRIVAT ONEȘTI SA Onești",Bacau,salubrizare,"Licenţă nr. 5968/30.08.2022 clasa 3
Valabilă până la data de 29.06.2027",
27273142,"COMPANIA DE UTILITĂȚI
PUBLICE TÎRGU OCNA SA
Târgu Ocna",Bacau,salubrizare,"Licenţă nr. 6039/17.10.2022 clasa 3
Valabilă până la data de 02.09.2027",
36763318,"SERVICIUL PUBLIC LOCAL
DE SALUBRIZARE AL
ORAȘULUI SLĂNIC
MOLDOVA",Bacau,salubrizare,"Licenţă nr. 6913/23.09.2024 clasa 3
Valabilă până la data de 16.10.2028",
39621755,"SERVICIUL PUBLIC DE
SALUBRIZARE Helegiu",Bacau,salubrizare,"Licenţă cu caracter provizoriu nr.
7288/05.08.2025 clasa 3
Valabilă până la data de 05.08.2026",
40101462,"SERVICIUL LOCAL ""ECO
VALEA MUNTELUI
COMĂNEȘTI"" Comănești",Bacau,salubrizare,"Licenţă nr. 7133/21.03.2025 clasa 3
Valabilă până la data de 30.01.2029",
43053475,"SERVICIUL MUNICIPAL DE
UTILITĂȚI PUBLICE BACAU",Bacau,salubrizare,"Licenţă nr. 5655/10.01.2022 clasa 2
Valabilă până la data de 29.07.2026",
7890895,"GYNDANY IMPEX SRL
Buhuşi",Bacau,salubrizare,"Licenţă nr. 7430/14.11.2025 clasa 3
Valabilă până la data de 14.11.2026",
10863076,URBAN SERV SA Botoşani,Botosani,salubrizare,"Licenţă nr. 7369/03.10.2025 clasa 2
Valabilă până la data de 11.09.2029",
24440734,"LOCAL SERVICII SRL
Flămânzi",Botosani,salubrizare,"Licenţă nr. 7551/30.01.2026 clasa 3
Valabilă până la data de 24.12.2030",
14816433,SALUBRIS SA Iaşi,Iasi,salubrizare,"Licenţă nr. 6190/20.02.2023 clasa 1
Valabilă până la data de 20.02.2028",
17125599,EDIL INDUSTRY SRL Iași,Iasi,salubrizare,"Licenţă nr. 7537/20.01.2026 clasa 1
Valabilă până la data de 31.05.2027",
17946195,WASVAL SRL Iași,Iasi,salubrizare,"Licenţă nr. 6144/16.01.2023 clasa 3
Valabilă până la data de 23.11.2027",
2332408,CLP ECOSERV SRL Pașcani,Iasi,salubrizare,"Licenţă nr. 7419/13.11.2025 clasa 3
Valabilă până la data de 16.07.2030",
26352922,"DOMIGHIAN'S PARK SRL
Popricani",Iasi,salubrizare,"Licenţă nr. 7510/19.01.2026 clasa 3
Valabilă până la data de 03.01.2029",
15276951,ROSSAL SRL Roman,Neamt,salubrizare,"Licenţă nr. 7506/19.01.2026 clasa 2
Valabilă până la data de 19.01.2031",
20798838,"EUROSAL TRADE SRL Târgu
Neamţ",Neamt,salubrizare,"Licenţă nr. 6479/11.09.2023 clasa 3
Valabilă până la data de 19.05.2028",
27807208,ROZNOVSAL SRL Roznov,Neamt,salubrizare,"Licenţă nr. 7053/22.01.2025 clasa 3
Valabilă până la data de 01.11.2029",
37190290,"PUBLISERV BICAZ SRL
Bicaz",Neamt,salubrizare,"Licenţă nr. 6525/27.10.2023 clasa 3
Valabilă până la data de 01.02.2028",
9126534,PUBLISERV SRL Piatra Neamț,Neamt,salubrizare,"Licenţă nr. 7410/13.11.2025 clasa 2
Valabilă până la data de 01.09.2027",
9966140,"SALUBRITAS SA Piatra
Neamţ",Neamt,salubrizare,"Licenţă nr. 6866/26.07.2024 clasa 2
Valabilă până la data de 04.06.2026",
23147974,ROTMAC-ECO SRL Marginea,Suceava,salubrizare,"Licenţă nr. 5744/28.02.2025 clasa 2
Valabilă până la data de 18.05.2026",
32391250,FRITEHNIC SRL Suceava,Suceava,salubrizare,"Licenţă nr. 6436/09.08.2023 clasa 1
Valabilă până la data de 09.08.2028",
3405840,MITROFAN SRL Cajvana,Suceava,salubrizare,"Licenţă nr. 6652/09.02.2024 clasa 3
Valabilă până la data de 17.03.2028",
43856547,"SERVICIUL DE
ALIMENTARE CU APĂ ȘI
CANALZIARE ORAȘUL
FRASINU",Suceava,salubrizare,"Licenţă nr. 5648/05.01.2022 clasa 3
Valabilă până la data de 05.01.2027",
5505985,RITMIC COM SRL Suceava,Suceava,salubrizare,"Licenţă nr. 7110/28.02.2025 clasa 2
Valabilă până la data de 28.02.2030",
6419432,"DIASIL SERVICE SRL
Suceava",Suceava,salubrizare,"Licenţă nr. 7550/30.01.2026 clasa 1
Valabilă până la data de 30.01.2031",
11711432,GOSCOM VASLUI SA,Vaslui,salubrizare,"Licenţă nr. 6609/09.01.2024 clasa 2
Valabilă până la data de 01.09.2027",
17841520,"ECOSALUBRIZARE PREST
SRL Huși",Vaslui,salubrizare,"Licenţă nr. 6711/27.02.2024 clasa 3
Valabilă până la data de 01.01.2029",
18916672,"COMPANIA DE UTILITĂŢI
PUBLICE SA Bârlad",Vaslui,salubrizare,"Licenţă nr. 6233/03.03.2023 clasa 2
Valabilă până la data de 16.12.2027",
25929640,UTILITĂȚI SRL Negrești,Vaslui,salubrizare,"Licenţă nr. 5671/19.01.2022 clasa 3
Valabilă până la data de 22.12.2026",
15216313,"SERVICIUL DE UTILITATE
PUBLICĂ DE
ADMINISTRARE ȘI
GOSPODĂRIRE LOCALĂ
BRĂILA",Braila,salubrizare,"Licenţă nr.6982/18.11.2024 clasa 2
Valabilă până la data de 18.11.2029",
2266522,TRACON SRL Brăila,Braila,salubrizare,"Licenţă nr. 6553/20.11.2023 clasa 1
Valabilă până la data de 20.11.2028",
10152880,ACVATERM SA Rm. Sărat,Buzau,salubrizare,"Licenţă nr. 6890/14.08.2024 clasa 3
Valabilă până la data de 30.04.2029",
16259533,"RER SERVICII ECOLOGICE
SRL Gălbinaşi",Buzau,salubrizare,"Licenţă nr. 7460/04.12.2025 clasa 1
Valabilă până la data de 12.11.2028",
33618149,"GOSPODĂRIE COMUNALĂ
STILPU SRL Stîlpu",Buzau,salubrizare,"Licenţă nr. 6636/05.02.2024 clasa 3
Valabilă până la data de 23.11.2028",
36507382,"SERVICIUL PUBLIC DE
UTILITĂȚI PUBLICE Gura
Teghii",Buzau,salubrizare,"Licenţă nr. 5878/22.06.2022 clasa 3
Valabilă până la data de 22.06.2027",
36595635,"TERMO PREST PON SRL
Nehoiu",Buzau,salubrizare,"Licenţă nr. 7152/11.04.2025 clasa 3
Valabilă până la data de 17.12.2029",
36822665,"SERVICIUL DE
SALUBRIZARE AL
COMUNEI BECENI",Buzau,salubrizare,"Licenţă nr. 6078/10.11.2022 clasa 3
Valabilă până la data de 10.11.2027",
37050024,"SERVICIU SALUBRIZARE
CERNĂTEȘTI",Buzau,salubrizare,"Licenţă nr. 6033/06.10.2022 clasa 3
Valabilă până la data de 06.10.2027",
37777066,"SALUBRITATE ECOLOGICĂ
CISLĂU SRL Cislău",Buzau,salubrizare,"Licenţă nr. 6786/14.05.2024 clasa 3
Valabilă până la data de 25.07.2027",
38333185,"CONSILIUL LOCAL
COSTEȘTI - SERVICIUL DE
SALUBRIZARE Costești",Buzau,salubrizare,"Licenţă nr. 6977/14.11.2024 clasa 3
Valabilă până la data de 14.11.2029",
39339020,"SERVICIUL SALUBRIZARE
ȘI GOSPODĂRIRE TISĂU
SRL Izvoru Tisău",Buzau,salubrizare,"Licenţă nr. 6729/11.03.2024 clasa 3
Valabilă până la data de 21.12.2028",
39793610,"SERVICIUL SALUBRIZARE-
MĂRĂCINENI Mărăcineni",Buzau,salubrizare,"Licenţă nr. 6873/01.08.2024 clasa 3
Valabilă până la data de 01.08.2029",
39793629,"CONSILIUL LOCAL BREAZA
– SERVICIUL
SALUBRIZARE",Buzau,salubrizare,"Licenţă nr. 7022/17.12.2024 clasa 3
Valabilă până la data de 17.12.2029",
40577009,"ECO SERVICIUL
SALUBRIZARE FLORICA
SRL Florica",Buzau,salubrizare,"Licenţă nr. 6921/25.09.2024 clasa 3
Valabilă până la data de 31.03.2029",
40797098,"SERVICIUL SALUBRIZARE
MOVILA BANULUI",Buzau,salubrizare,"Licenţă nr. 7076/13.02.2025 clasa 3
Valabilă până la data de 13.02.2030",
41289748,"SERVICIUL SALUBRIZARE
MÂNZĂLEȘTI",Buzau,salubrizare,"Licenţă nr. 6094/24.11.2022 clasa 3
Valabilă până la data de 24.11.2027",
41596327,"CONSILIUL LOCAL SMEENI -
SERVICIUL SALUBRIZARE",Buzau,salubrizare,"Licenţă nr. 6097/25.11.2022 clasa 3
Valabilă până la data de 25.11.2027",
41621439,"CONSILIUL LOCAL
COCHIRLEANCA –
SERVICIUL SALUBRIZARE",Buzau,salubrizare,"Licenţă nr. 5427/28.07.2021 clasa 3
Valabilă până la data de 28.07.2026",
41649537,"SERVICIUL SALUBRIZARE
GĂLBINAȘI",Buzau,salubrizare,"Licenţă nr. 5307/26.03.2021 clasa 3
Valabilă până la data de 26.03.2026",
41807319,"CONSILIUL LOCAL
UNGURIU - SERVICIUL
SALUBRIZARE",Buzau,salubrizare,"Licenţă nr. 5579/04.11.2021 clasa 3
Valabilă până la data de 04.11.2026",
41912748,"SERVICIUL PUBLIC DE
SALUBRIZARE Cilibia",Buzau,salubrizare,"Licenţă nr. 7486/17.12.2025 clasa 3
Valabilă până la data de 17.12.2030",
41960060,"CONSILIUL LOCAL
RACOVIȚENI – SERVICIUL
SALUBRIZARE, APĂ CANAL",Buzau,salubrizare,"Licenţă nr. 5474/27.08.2021 clasa 3
Valabilă până la data de 27.08.2026",
42446000,"CONSILIUL LOCAL RUȘEȚU
- SERVICIUL SALUBRIZARE
Rușețu",Buzau,salubrizare,"Licenţă nr. 5587/16.11.2021 clasa 3
Valabilă până la data de 16.11.2026",
42486659,"CONSILIUL LOCAL
VERNEȘTI-SERVICIUL
SALUBRIZARE Vernești",Buzau,salubrizare,"Licenţă nr. 7566/06.02.2026 clasa 3
Valabilă până la data de 06.02.2031",
42632681,"CONSILIUL LOCAL
BRĂEȘTI – SERVICIUL
SALUBRIZARE",Buzau,salubrizare,"Licenţă nr. 5768/28.03.2022 clasa 3
Valabilă până la data de 28.03.2027",
42875010,"SERVICIUL DE
SALUBRIZARE AL
COMUNEI GLODEANU
SĂRAT",Buzau,salubrizare,"Licenţă nr. 5753/14.03.2022 clasa 3
Valabilă până la data de 14.03.2027",
43534193,"CONSILIUL LOCAL CA
ROSETTI – SERVICIUL APĂ,
CANALIZARE,
SALUBRIZARE",Buzau,salubrizare,"Licenţă nr. 5560/28.10.2021 clasa 3
Valabilă până la data de 28.10.2026",
43534657,"CONSILIUL LOCAL NĂENI –
SERVICIUL SALUBRIZARE",Buzau,salubrizare,"Licenţă nr. 5566/28.10.2021 clasa 3
Valabilă până la data de 28.10.2026",
43993447,"URBAN NICO MIH SRL
Buzău",Buzau,salubrizare,"Licenţă nr. 7272/30.07.2025 clasa 3
Valabilă până la data de 31.03.2030",
45135415,"CONSILIUL LOCAL SĂPOCA
– SERVICIUL
SALUBRIZARE",Buzau,salubrizare,"Licenţă nr. 5817/19.04.2022 clasa 3
Valabilă până la data de 19.04.2027",
45210967,"SERVICIUL DE
SALUBRIZARE - ECOPRIMA
BERCA",Buzau,salubrizare,"Licenţă nr. 5806/18.04.2022 clasa 3
Valabilă până la data de 18.04.2027",
45346609,"SERVICIUL SALUBRIZARE
LOPĂTARI",Buzau,salubrizare,"Licenţă nr. 7080/14.02.2025 clasa 3
Valabilă până la data de 14.02.2030",
7449237,RER SUD SA Buzău,Buzau,salubrizare,"Licenţă nr. 6697/26.02.2024 clasa 1
Valabilă până la data de 26.02.2029",
12079629,"POLARIS M.HOLDING SRL
Constanţa",Constanta,salubrizare,"Licenţă nr. 7438/19.11.2025 clasa 1
Valabilă până la data de 19.11.2030",
14004916,OVI-PRESTCON SRL Ovidiu,Constanta,salubrizare,"Licenţă nr. 7592/25.02.2026 clasa 3
Valabilă până la data de 30.01.2030",
14232701,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
ȘI PRESTĂRI SERVICII
DESTINATE PROTECȚIEI
POPULAȚIEI-COSTINEȘTI
Costinești",Constanta,salubrizare,"Licenţă nr. 5554/26.10.2021 clasa 3
Valabilă până la data de 26.10.2026",
27257384,"SERVICII PUBLICE DE
MENTENANȚĂ MIHAIL
KOGĂLNICEANU SRL",Constanta,salubrizare,"Licenţă nr. 5558/26.10.2021 clasa 3
Valabilă până la data de 01.10.2026",
27302965,"SALUBRIZARE ȘI
GOSPODĂRIE CUMPĂNA
S.R.L.",Constanta,salubrizare,"Licenţă nr. 6647/09.02.2024 clasa 3
Valabilă până la data de 25.10.2028",
30860945,"UTILITĂȚI PUBLICE-
GOSPODĂRIA COMUNALĂ
S.R.L. Cernavodă",Constanta,salubrizare,"Licenţă nr. 7045/22.01.2025 clasa 3
Valabilă până la data de 30.04.2029",
35613504,"SERVICIUL COMUNITAR
DE UTILITĂȚI PUBLICE
ALBEȘTI Albești",Constanta,salubrizare,"Licenţă nr. 6927/25.09.2024 clasa 3
Valabilă până la data de 25.09.2029",
37683905,"LIMANU VERDE SERVICII
DE CURĂȚENIE SRL Limanu",Constanta,salubrizare,"Licenţă nr. 6563/04.12.2023 clasa 3
Valabilă până la data de 21.04.2028",
38462996,"SERVICIUL LOCAL DE
SALUBRIZARE COGEALAC
Cogealac",Constanta,salubrizare,"Licenţă nr. 7436/19.11.2025 clasa 3
Valabilă până la data de 19.11.2030",
38732070,"SERVICIUL LOCAL DE
SALUBRIZARE LUMINA
Lumina",Constanta,salubrizare,"Licenţă nr. 6909/10.09.2024 clasa 3
Valabilă până la data de 10.09.2029",
41481670,"SERVICIUL LOCAL DE
SALUBRIZARE NICOLAE
BĂLCESCU",Constanta,salubrizare,"Licenţă nr. 5696/09.02.2022 clasa 3
Valabilă până la data de 09.02.2027",
41951917,"AGIGEA SERV CONSTRUCT
SRL Agigea",Constanta,salubrizare,"Licenţă nr. 7528/20.01.2026 clasa 3
Valabilă până la data de 29.09.2030",
42313429,"SERVICIUL PUBLIC DE
SALUBRIZARE CORBU",Constanta,salubrizare,"Licenţă nr. 7462/04.12.2025 clasa 3
Valabilă până la data de 04.12.2030",
44853654,"SERVICIUL PUBLIC DE
GOSPODARIRE COMUNALA
TECHIRGHIOL",Constanta,salubrizare,"Licenţă nr. 6522/27.10.2023 clasa 3
Valabilă până la data de 27.10.2028",
46131241,"J&C SMART CLEAN CITY
SRL Mangalia",Constanta,salubrizare,"Licenţă nr. 7227/16.06.2025 clasa 3
Valabilă până la data de 01.04.2026",
15724745,LEONMAR SRL Corod,Galati,salubrizare,"Licenţă nr. 7009/06.12.2024 clasa 2
Valabilă până la data de 31.12.2026",
17341037,COSMESIRET SRL Cosmești,Galati,salubrizare,"Licenţă nr. 7359/22.09.2025 clasa 3
Valabilă până la data de 31.07.2026",
23973046,"SERVICIUL PUBLIC
ECOSAL GALAȚI",Galati,salubrizare,"Licenţă nr. 7010/10.12.2024 clasa 2
Valabilă până la data de 10.12.2029",
29358725,"COMPANIA DE UTILITĂȚI
PUBLICE TECUCI SRL
Tecuci",Galati,salubrizare,"Licenţă nr. 5985/31.08.2022 clasa 3
Valabilă până la data de 01.07.2027",
29858283,"TEHNOSERV PROINSTAL
SRL Munteni",Galati,salubrizare,"Licenţă nr. 7315/25.08.2025 clasa 3
Valabilă până la data de 17.07.2026",
34788311,"ECOPREST BRAHA 2015
SRL Brăhășești",Galati,salubrizare,"Licenţă nr. 5402/07.04.2023 clasa 3
Valabilă până la data de 20.04.2026",
36405439,"SERVICIUL DE
ALIMENTARE CU APĂ AL
COMUNEI MUNTENI",Galati,salubrizare,"Licenţă nr. 6874/07.08.2024 clasa 3
Valabilă până la data de 07.08.2029",
36966750,"SERVICIUL LOCAL DE
SALUBRIZARE GHIDIGENI
Ghidigeni",Galati,salubrizare,"Licenţă nr. 6949/16.10.2024 clasa 3
Valabilă până la data de 16.10.2029",
37945372,"SERVICIUL LOCAL DE
SALUBRIZARE TULUCEȘTI
Tulucești",Galati,salubrizare,"Licenţă nr. 6891/19.08.2024 clasa 3
Valabilă până la data de 19.08.2029",
38373260,"SERVICIUL DE
GOSPODĂRIE COMUNALĂ
COROD",Galati,salubrizare,"Licenţă nr. 5589/18.11.2021 clasa 3
Valabilă până la data de 18.11.2026",
39037048,"SERVICIUL LOCAL DE
SALUBRIZARE MATCA
Matca",Galati,salubrizare,"Licenţă nr. 5364/28.05.2021 clasa 3
Valabilă până la data de 28.05.2026",
40444959,"SERVICIUL PUBLIC LOCAL
DE SALUBRIZARE
VÂNĂTORI Vânători",Galati,salubrizare,"Licenţă nr. 6944/15.10.2024 clasa 3
Ordin nr. 589/15.10.2024
Valabilă până la data de 15.10.2029",
43897946,"CONSILIUL LOCAL IVEȘTI -
SERVICIUL SALUBRIZARE",Galati,salubrizare,"Licenţă nr. 5545/18.10.2021 clasa 3
Valabilă până la data de 18.10.2026",
45217809,SALUBRIZARE LIEȘTI,Galati,salubrizare,"Licenţă nr. 6872/01.08.2024 clasa 3
Valabilă până la data de 01.08.2029",
50283752,"GOSPODĂRIE COMUNALĂ
ȘENDRENI SRL Șendreni",Galati,salubrizare,"Licenţă nr. 7007/05.12.2014 clasa 3
Valabilă până la data de 01.07.2029",
5437384,DECIS L.V.K. SRL Galaţi,Galati,salubrizare,"Licenţă nr. 7271/30.07.2025 clasa 3
Valabilă până la data de 23.07.2026",
22618640,"SERVICII PUBLICE SA
Tulcea",Tulcea,salubrizare,"Licenţă nr. 5174/25.08.2020 clasa 2
Valabilă până la data de 31.12.2029",
27287849,A.S.P.L. SULINA SRL Sulina,Tulcea,salubrizare,"Licenţă nr. 7314/25.08.2025 clasa 3
Valabilă până la data de 01.07.2030",
27642550,"EDILITAR SALUB-TERM
SRL Măcin",Tulcea,salubrizare,"Licenţă nr. 5594/18.11.2021 clasa 3
Valabilă până la data de 28.10.2026",
27811667,"UTILITĂȚI ȘI SERVICII
PUBLICE MURIGHIOL SRL
Murighiol",Tulcea,salubrizare,"Licenţă nr. 7095/18.02.2025 clasa 3
Valabilă până la data de 31.03.2028",
50422320,"GOSPODĂRIRE LOCALĂ
BABADAG SRL Babadag",Tulcea,salubrizare,"Licenţă nr. 7567/06.02.2026 clasa 3
Valabilă până la data de 31.01.2031",
13994670,"DIRECȚIA DE
DEZVOLTARE SERVICII
PUBLICE Focșani",Vrancea,salubrizare,"Licenţă nr. 7206/29.05.2025 clasa 2
Valabilă până la data de 29.05.2030",
14704847,URBIS SRL Adjud,Vrancea,salubrizare,"Licenţă nr. 7542/21.01.2026 clasa 3
Valabilă până la data de 01.01.2027",
25318680,"ECODERATISAL SRL
Urechești",Vrancea,salubrizare,"Licenţă nr. 5701/16.02.2022 clasa 3
Valabilă până la data de 03.02.2027",
25616767,"SALUBRIZARE ȘI SERVICII
PUBLICE FOCȘANI SA
Focșani",Vrancea,salubrizare,"Licenţă nr. 7148/10.04.2025 clasa 2
Valabilă până la data de 04.12.2029",
27302302,"ENAL PETRICRIS SRL
Slobozia Ciorăști",Vrancea,salubrizare,"Licenţă nr. 6820/13.06.2024 clasa 3
Valabilă până la data de 11.04.2026",
27962317,"UTILITĂȚI PUBLICE
MUNICIPALE ADJUD SRL
Adjud",Vrancea,salubrizare,"Licenţă nr. 5989/31.08.2022 clasa 3
Valabilă până la data de 10.08.2027",
36397840,"COMUNA MOVILIȚA -
SERVICIUL PUBLIC
PENTRU ÎNTREȚINEREA ȘI
EXPLOATAREA REȚELEI
DE APĂ POTABILĂ Movilița",Vrancea,salubrizare,"Licenţă nr. 5755/15.03.2022 clasa 3
Valabilă până la data de 15.03.2027",
40097132,"MARK STREET MAYRA SRL
Focșani",Vrancea,salubrizare,"Licenţă nr. 7245/25.06.2025 clasa 3
Valabilă până la data de 25.03.2026",
41359584,"BINDIBEBE CON SRL Gura
Caliței",Vrancea,salubrizare,"Licenţă nr. 7558/02.02.2026 clasa 3
Valabilă până la data de 21.11.2026",
42104570,"DUMIEXPOPRIM GARDEN
SRL Odobești",Vrancea,salubrizare,"Licenţă nr. 7513/20.01.2026 clasa 3
Valabilă până la data de 10.09.2030",
45042774,"FANISCAICOLECT SRL
Ploscuțeni",Vrancea,salubrizare,"Licenţă nr. 7588/25.02.2026 clasa 3
Valabilă până la data de 31.12.2026",
8484607,"GEMINA SERVEXIM SRL
Petrești Vânători",Vrancea,salubrizare,"Licenţă nr. 5529/05.12.2025 clasa 3
Valabilă până la data de 01.10.2026",
10929162,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
Curtea de Argeş",Arges,salubrizare,"Licenţă nr. 6461/23.08.2023 clasa 3
Valabilă până la data de 23.08.2028",
13031718,"SALUBRITATE 2000 SA
Piteşti",Arges,salubrizare,"Licenţă nr. 6576/20.12.2023 clasa 2
Valabilă până la data de 27.10.2028",
15343880,"FINANCIAR URBAN SRL
Piteşti",Arges,salubrizare,"Licenţă nr. 6994/27.11.2024 clasa 1
Valabilă până la data de 27.11.2029",
17100861,"SERVICIUL PUBLIC DE
ADMINISTRAREA
DOMENIULUI PUBLIC ȘI
PRIVAT Câmpulung",Arges,salubrizare,"Licenţă nr. 6217/03.03.2023 clasa 3
Valabilă până la data de 03.03.2028",
27280093,"SERVICII EDILITARE
PENTRU COMUNITATE
MIOVENI SRL Mioveni",Arges,salubrizare,"Licenţă nr. 7525/20.01.2026 clasa 3
Valabilă până la data de 20.01.2031",
27300824,"SALUBRITATE PUBLICĂ
URBANĂ CURTEA DE
ARGEȘ SRL Curtea de Argeș",Arges,salubrizare,"Licenţă nr. 7437/19.11.2025 clasa 3
Valabilă până la data de 01.10.2030",
9054608,"GIREXIM UNIVERSAL SA
Pitești",Arges,salubrizare,"Licenţă nr. 7404/24.10.2025 clasa 1
Valabilă până la data de 24.10.2030",
30818568,"ECOSAL SERVICII
OLTENITA SRL Oltenița",Calarasi,salubrizare,"Licenţă nr. 7328/26.08.2025 clasa 3
Valabilă până la data de 07.07.2030",
23922875,"DIRECȚIA DE
SALUBRITATE Târgoviște",Dambovita,salubrizare,"Licenţă nr. 6686/14.02.2024 clasa 2
Valabilă până la data de 14.02.2029",
30531586,"SERVICII COMUNITARE DE
UTILITĂȚI PUBLICE
PUCIOASA SCUP SRL
Pucioasa",Dambovita,salubrizare,"Licenţă nr. 6085/24.11.2022 clasa 3
Valabilă până la data de 01.11.2027",
37868890,SALUB TITU SRL Titu,Dambovita,salubrizare,"Licenţă nr. 6016/04.10.2022 clasa 3
Valabilă până la data de 22.08.2027",
45067019,"SERVICIUL COMUNITAR
UTILITĂȚI PUBLICE AL
ORAȘULUI FIENI Fieni",Dambovita,salubrizare,"Licenţă nr. 7274/30.07.2025 clasa 3
Valabilă până la data de 30.07.2030",
7186084,IGO SA Găești,Dambovita,salubrizare,"Licenţă nr. 4555/26.03.2024 clasa 3
Valabilă până la data de 30.01.2027",
25716944,"ECOGREEN CONSTRUCT
SRL Adunații-Copăceni",Giurgiu,salubrizare,"Licenţă nr. 6795/21.05.2024 clasa 3
Valabilă până la data de 13.12.2026",
29780028,"GIURGIU SERVICII
PUBLICE SA Giurgiu",Giurgiu,salubrizare,"Licenţă nr. 5961/12.08.2022 clasa 2
Valabilă până la data de 21.04.2027",
40912774,"SERVICIUL LOCAL DE
SALUBRIZARE ULMI",Giurgiu,salubrizare,"Licenţă nr. 5308/26.03.2021 clasa 3
Valabilă până la data de 26.03.2026",
14302998,"VIVANI SALUBRITATE SA
Slobozia",Ialomita,salubrizare,"Licenţă nr. 6649/09.02.2024 clasa 1
Valabilă până la data de 16.10.2028",
17921166,STEAK HOUSE SRL Amara,Ialomita,salubrizare,"Licenţă nr. 6781/13.05.2024 clasa 2
Valabilă până la data de 26.02.2029",
28213025,ADI ECOO 2009 SRL Țăndărei,Ialomita,salubrizare,"Licenţă nr. 6774/15.10.2025 clasa 2
Valabilă până la data de 10.03.2027",
32175566,"DRUMURI MUNICIPALE
SRL Fetești",Ialomita,salubrizare,"Licenţă nr. 7174/06.05.2025 clasa 3
Valabilă până la data de 01.03.2030",
